row_v_px,bias_mm,build_sample_count,supported,in_high_precision_work_region,smooth_window,aggregate
835,-0.139118145,5,True,True,1,median
836,-0.151321947,5,True,True,1,median
837,-0.167983627,5,True,True,1,median
838,-0.178118441,5,True,True,1,median
839,-0.179045071,5,True,True,1,median
840,-0.176920950,5,True,True,1,median
841,-0.172016989,5,True,True,1,median
842,-0.166071395,5,True,True,1,median
843,-0.167504499,5,True,True,1,median
844,-0.183779960,5,True,True,1,median
845,-0.201996596,6,True,True,1,median
846,-0.183021149,5,True,True,1,median
847,-0.170576720,5,True,True,1,median
848,-0.159806823,5,True,True,1,median
849,-0.149513047,5,True,True,1,median
850,-0.144092098,5,True,True,1,median
851,-0.145485097,5,True,True,1,median
852,-0.149910266,5,True,True,1,median
853,-0.148614388,5,True,True,1,median
854,-0.148711082,5,True,True,1,median
855,-0.160357923,5,True,True,1,median
856,-0.180959041,5,True,True,1,median
857,-0.198392297,5,True,True,1,median
858,-0.192808375,5,True,True,1,median
859,-0.202146486,5,True,True,1,median
860,-0.201330253,5,True,True,1,median
861,-0.204831111,5,True,True,1,median
862,-0.201856675,5,True,True,1,median
863,-0.191208235,5,True,True,1,median
864,-0.178548259,5,True,True,1,median
865,-0.173546813,5,True,True,1,median
866,-0.181750621,5,True,True,1,median
867,-0.195545067,5,True,True,1,median
868,-0.203546519,5,True,True,1,median
869,-0.206028358,5,True,True,1,median
870,-0.210398566,5,True,True,1,median
871,-0.217603643,5,True,True,1,median
872,-0.213737680,5,True,True,1,median
873,-0.204043611,5,True,True,1,median
874,-0.201298575,5,True,True,1,median
875,-0.184062476,5,True,True,1,median
876,-0.168928865,5,True,True,1,median
877,-0.160671899,5,True,True,1,median
878,-0.162047582,5,True,True,1,median
879,-0.170955096,5,True,True,1,median
880,-0.163638351,5,True,True,1,median
881,-0.177528492,5,True,True,1,median
882,-0.174865357,5,True,True,1,median
883,-0.169601491,5,True,True,1,median
884,-0.106151878,5,True,True,1,median
885,,4,False,True,1,median
886,,4,False,True,1,median
887,,4,False,True,1,median
888,,4,False,True,1,median
889,,4,False,True,1,median
890,,4,False,True,1,median
891,,4,False,True,1,median
892,,4,False,True,1,median
893,,4,False,True,1,median
894,,4,False,True,1,median
895,,4,False,True,1,median
896,,4,False,True,1,median
897,,4,False,True,1,median
898,,4,False,True,1,median
899,,4,False,True,1,median
900,,4,False,True,1,median
901,,4,False,True,1,median
902,,4,False,True,1,median
903,,4,False,True,1,median
904,,4,False,True,1,median
905,,4,False,True,1,median
906,,4,False,True,1,median
907,,4,False,True,1,median
908,,4,False,True,1,median
909,,4,False,True,1,median
910,-0.161600959,5,True,True,1,median
911,,4,False,True,1,median
912,-0.152929282,5,True,True,1,median
913,-0.149773961,5,True,True,1,median
914,-0.169844805,5,True,True,1,median
915,-0.192601755,5,True,True,1,median
916,-0.195757086,5,True,True,1,median
917,-0.181800883,6,True,True,1,median
918,-0.193449701,5,True,True,1,median
919,-0.187893349,5,True,True,1,median
920,-0.184394770,5,True,True,1,median
921,-0.182728115,5,True,True,1,median
922,-0.177831978,5,True,True,1,median
923,-0.175854300,5,True,True,1,median
924,-0.173081403,5,True,True,1,median
925,-0.175295026,5,True,True,1,median
926,-0.180351767,5,True,True,1,median
927,-0.181270783,5,True,True,1,median
928,-0.175071846,5,True,True,1,median
929,-0.170691668,5,True,True,1,median
930,-0.173992165,5,True,True,1,median
931,-0.177079782,5,True,True,1,median
932,-0.175606567,5,True,True,1,median
933,-0.172429460,5,True,True,1,median
934,-0.207315150,7,True,True,1,median
935,-0.162697549,6,True,True,1,median
936,-0.162326715,6,True,True,1,median
937,-0.166752449,6,True,True,1,median
938,-0.169568336,6,True,True,1,median
939,-0.168468789,6,True,True,1,median
940,-0.166966083,6,True,True,1,median
941,-0.170427742,6,True,True,1,median
942,-0.172560996,6,True,True,1,median
943,-0.164886347,6,True,True,1,median
944,-0.163196333,6,True,True,1,median
945,-0.152912106,6,True,True,1,median
946,-0.175446988,7,True,True,1,median
947,-0.154902084,7,True,True,1,median
948,-0.164807459,7,True,True,1,median
949,-0.174439558,7,True,True,1,median
950,-0.178839409,7,True,True,1,median
951,-0.186610057,7,True,True,1,median
952,-0.173491968,7,True,True,1,median
953,-0.183388681,7,True,True,1,median
954,-0.192284415,7,True,True,1,median
955,-0.202901544,7,True,True,1,median
956,-0.202329146,7,True,True,1,median
957,-0.195342218,7,True,True,1,median
958,-0.161720811,8,True,True,1,median
959,-0.172941042,7,True,True,1,median
960,-0.171366884,7,True,True,1,median
961,-0.166608018,7,True,True,1,median
962,-0.162182059,7,True,True,1,median
963,-0.154780476,7,True,True,1,median
964,-0.140785947,7,True,True,1,median
965,-0.129402175,7,True,True,1,median
966,-0.145653470,7,True,True,1,median
967,-0.160757443,7,True,True,1,median
968,-0.160852920,7,True,True,1,median
969,-0.166138337,7,True,True,1,median
970,-0.143542112,7,True,True,1,median
971,-0.142582250,7,True,True,1,median
972,-0.138637940,7,True,True,1,median
973,-0.140264455,7,True,True,1,median
974,-0.148308779,7,True,True,1,median
975,-0.143572012,7,True,True,1,median
976,-0.141268184,7,True,True,1,median
977,-0.147551438,7,True,True,1,median
978,-0.158048777,7,True,True,1,median
979,-0.158704919,7,True,True,1,median
980,-0.170052093,7,True,True,1,median
981,-0.180016627,7,True,True,1,median
982,-0.173314638,7,True,True,1,median
983,-0.165866348,7,True,True,1,median
984,-0.160338037,7,True,True,1,median
985,-0.143107764,8,True,True,1,median
986,-0.146792407,7,True,True,1,median
987,-0.140421056,7,True,True,1,median
988,-0.131037078,7,True,True,1,median
989,-0.123875074,7,True,True,1,median
990,-0.131612569,7,True,True,1,median
991,-0.143942507,7,True,True,1,median
992,-0.154687439,7,True,True,1,median
993,-0.147089741,6,True,True,1,median
994,-0.137389431,6,True,True,1,median
995,-0.129399887,6,True,True,1,median
996,-0.123281032,6,True,True,1,median
997,-0.117207947,6,True,True,1,median
998,-0.111295124,6,True,True,1,median
999,-0.110429738,6,True,True,1,median
1000,-0.115327032,6,True,True,1,median
1001,-0.124225988,6,True,True,1,median
1002,-0.125497154,6,True,True,1,median
1003,-0.120928184,6,True,True,1,median
1004,-0.111524122,6,True,True,1,median
1005,-0.117187330,6,True,True,1,median
1006,-0.124622790,5,True,True,1,median
1007,-0.136390929,5,True,True,1,median
1008,-0.143988963,5,True,True,1,median
1009,-0.140138916,5,True,True,1,median
1010,-0.126674916,5,True,True,1,median
1011,-0.111005120,5,True,True,1,median
1012,-0.101631227,5,True,True,1,median
1013,-0.103088122,5,True,True,1,median
1014,-0.111411736,5,True,True,1,median
1015,-0.117277474,5,True,True,1,median
1016,-0.112323306,5,True,True,1,median
1017,-0.099116655,5,True,True,1,median
1018,-0.087007509,5,True,True,1,median
1019,-0.080099252,5,True,True,1,median
1020,-0.077937771,5,True,True,1,median
1021,-0.074405537,5,True,True,1,median
1022,-0.064931221,5,True,True,1,median
1023,-0.061430790,5,True,True,1,median
1024,-0.075184879,5,True,True,1,median
1025,-0.092453337,5,True,True,1,median
1026,-0.097369699,5,True,True,1,median
1027,-0.092730447,5,True,True,1,median
1028,-0.092851588,5,True,True,1,median
1029,-0.106872610,5,True,True,1,median
1030,-0.129797916,5,True,True,1,median
1031,-0.143412820,5,True,True,1,median
1032,-0.145204288,5,True,True,1,median
1033,-0.140819553,5,True,True,1,median
1034,-0.133780656,5,True,True,1,median
1035,-0.089337281,6,True,True,1,median
1036,-0.096484464,6,True,True,1,median
1037,-0.086367146,6,True,True,1,median
1038,-0.087075953,6,True,True,1,median
1039,-0.078973379,6,True,True,1,median
1040,-0.066247036,6,True,True,1,median
1041,-0.067014052,6,True,True,1,median
1042,-0.064993643,6,True,True,1,median
1043,-0.063354384,6,True,True,1,median
1044,-0.086358767,7,True,True,1,median
1045,-0.083227895,7,True,True,1,median
1046,-0.046283067,6,True,True,1,median
1047,-0.032798374,6,True,True,1,median
1048,-0.020824905,6,True,True,1,median
1049,-0.023657028,6,True,True,1,median
1050,-0.035035114,6,True,True,1,median
1051,-0.044822533,6,True,True,1,median
1052,-0.048940066,6,True,True,1,median
1053,-0.062618022,6,True,True,1,median
1054,-0.070378770,6,True,True,1,median
1055,-0.067144364,6,True,True,1,median
1056,-0.063877089,6,True,True,1,median
1057,-0.065078462,6,True,True,1,median
1058,-0.068659824,6,True,True,1,median
1059,-0.069005228,6,True,True,1,median
1060,-0.063465977,6,True,True,1,median
1061,-0.069994290,6,True,True,1,median
1062,-0.067390624,6,True,True,1,median
1063,-0.069979814,6,True,True,1,median
1064,-0.074765710,6,True,True,1,median
1065,-0.053061456,7,True,True,1,median
1066,-0.044428049,7,True,True,1,median
1067,-0.060355102,7,True,True,1,median
1068,-0.090035782,7,True,True,1,median
1069,-0.028543609,7,True,True,1,median
1070,-0.077759705,6,True,True,1,median
1071,-0.077591252,6,True,True,1,median
1072,-0.071501045,6,True,True,1,median
1073,-0.063995807,6,True,True,1,median
1074,-0.057617219,6,True,True,1,median
1075,-0.053286687,6,True,True,1,median
1076,-0.052817623,6,True,True,1,median
1077,-0.053415518,6,True,True,1,median
1078,-0.051199538,6,True,True,1,median
1079,-0.045694581,6,True,True,1,median
1080,-0.042064910,6,True,True,1,median
1081,-0.048803602,6,True,True,1,median
1082,-0.056848625,6,True,True,1,median
1083,-0.059831263,6,True,True,1,median
1084,-0.056093722,6,True,True,1,median
1085,-0.057681179,6,True,True,1,median
1086,-0.060426361,6,True,True,1,median
1087,-0.075908150,6,True,True,1,median
1088,-0.094464870,6,True,True,1,median
1089,-0.069016484,7,True,True,1,median
1090,-0.073566515,7,True,True,1,median
1091,-0.084359277,7,True,True,1,median
1092,-0.095842064,7,True,True,1,median
1093,-0.063150340,6,True,True,1,median
1094,-0.058938909,6,True,True,1,median
1095,-0.070995027,7,True,True,1,median
1096,-0.064648944,6,True,True,1,median
1097,-0.071125020,6,True,True,1,median
1098,-0.074978421,6,True,True,1,median
1099,-0.076811584,6,True,True,1,median
1100,-0.078407140,6,True,True,1,median
1101,-0.075487385,6,True,True,1,median
1102,-0.070287950,6,True,True,1,median
1103,-0.067056480,6,True,True,1,median
1104,-0.067858409,6,True,True,1,median
1105,-0.083511599,7,True,True,1,median
1106,-0.062923418,6,True,True,1,median
1107,-0.055631057,6,True,True,1,median
1108,-0.042850408,6,True,True,1,median
1109,-0.032465517,6,True,True,1,median
1110,-0.030332478,6,True,True,1,median
1111,-0.060396835,7,True,True,1,median
1112,-0.052897363,6,True,True,1,median
1113,-0.056609885,6,True,True,1,median
1114,-0.063982938,6,True,True,1,median
1115,-0.065002544,6,True,True,1,median
1116,-0.061705535,6,True,True,1,median
1117,-0.056013480,6,True,True,1,median
1118,-0.044566871,6,True,True,1,median
1119,-0.038231575,6,True,True,1,median
1120,-0.023393007,6,True,True,1,median
1121,-0.025359601,6,True,True,1,median
1122,-0.030013882,6,True,True,1,median
1123,-0.034796460,6,True,True,1,median
1124,-0.038299784,6,True,True,1,median
1125,-0.038467554,6,True,True,1,median
1126,-0.033605721,6,True,True,1,median
1127,-0.027102224,6,True,True,1,median
1128,-0.022207468,6,True,True,1,median
1129,-0.017535401,6,True,True,1,median
1130,0.000047464,7,True,True,1,median
1131,-0.012934965,7,True,True,1,median
1132,-0.039527399,7,True,True,1,median
1133,-0.033483989,7,True,True,1,median
1134,-0.037199012,7,True,True,1,median
1135,-0.039333313,7,True,True,1,median
1136,-0.031859779,7,True,True,1,median
1137,-0.027910932,7,True,True,1,median
1138,-0.030298074,7,True,True,1,median
1139,-0.031215273,7,True,True,1,median
1140,-0.023908704,7,True,True,1,median
1141,-0.034283072,7,True,True,1,median
1142,-0.045411936,7,True,True,1,median
1143,-0.046512709,7,True,True,1,median
1144,-0.032798588,7,True,True,1,median
1145,-0.009959445,7,True,True,1,median
1146,0.009747402,7,True,True,1,median
1147,0.016610453,7,True,True,1,median
1148,0.011575351,7,True,True,1,median
1149,-0.009198976,8,True,True,1,median
1150,-0.003261843,8,True,True,1,median
1151,-0.007276969,8,True,True,1,median
1152,-0.004579160,8,True,True,1,median
1153,-0.003427914,8,True,True,1,median
1154,-0.000120058,8,True,True,1,median
1155,0.006551602,8,True,True,1,median
1156,0.009875918,8,True,True,1,median
1157,0.004078180,8,True,True,1,median
1158,-0.005334111,8,True,True,1,median
1159,-0.004400972,7,True,True,1,median
1160,-0.010063148,8,True,True,1,median
1161,0.001527922,7,True,True,1,median
1162,0.005749022,7,True,True,1,median
1163,0.003823457,7,True,True,1,median
1164,0.003576267,7,True,True,1,median
1165,0.009317625,7,True,True,1,median
1166,0.014812827,7,True,True,1,median
1167,0.019674595,7,True,True,1,median
1168,0.034593832,7,True,True,1,median
1169,0.035325256,7,True,True,1,median
1170,0.026680311,7,True,True,1,median
1171,0.032362095,7,True,True,1,median
1172,0.034046390,7,True,True,1,median
1173,0.020248468,7,True,True,1,median
1174,0.044686554,7,True,True,1,median
1175,0.049000607,7,True,True,1,median
1176,0.040086901,7,True,True,1,median
1177,0.022596706,7,True,True,1,median
1178,0.010245824,7,True,True,1,median
1179,0.000807011,7,True,True,1,median
1180,0.004780668,7,True,True,1,median
1181,0.001474298,7,True,True,1,median
1182,0.010605483,7,True,True,1,median
1183,0.015039067,7,True,True,1,median
1184,0.016280223,7,True,True,1,median
1185,0.019426245,7,True,True,1,median
1186,0.024499886,7,True,True,1,median
1187,0.032999662,7,True,True,1,median
1188,0.029675067,7,True,True,1,median
1189,0.028321119,7,True,True,1,median
1190,0.033105962,7,True,True,1,median
1191,0.028271546,8,True,True,1,median
1192,0.031610546,7,True,True,1,median
1193,0.030416104,7,True,True,1,median
1194,0.032049927,7,True,True,1,median
1195,0.037843397,7,True,True,1,median
1196,0.038154767,7,True,True,1,median
1197,0.035472663,7,True,True,1,median
1198,0.021518802,8,True,True,1,median
1199,0.016267660,8,True,True,1,median
1200,0.020124278,8,True,True,1,median
1201,0.026247808,8,True,True,1,median
1202,0.015160771,8,True,True,1,median
1203,0.011356011,8,True,True,1,median
1204,0.013922086,8,True,True,1,median
1205,0.023087507,8,True,True,1,median
1206,0.038594017,8,True,True,1,median
1207,0.045782066,8,True,True,1,median
1208,0.040469427,8,True,True,1,median
1209,0.030698939,8,True,True,1,median
1210,0.024246202,8,True,True,1,median
1211,0.017400200,8,True,True,1,median
1212,0.016674468,8,True,True,1,median
1213,0.023434835,8,True,True,1,median
1214,0.033240274,8,True,True,1,median
1215,0.040525627,8,True,True,1,median
1216,0.043012667,8,True,True,1,median
1217,0.040714974,8,True,True,1,median
1218,0.045535986,8,True,True,1,median
1219,0.048913509,8,True,True,1,median
1220,0.046376607,8,True,True,1,median
1221,0.039739393,8,True,True,1,median
1222,0.031056601,8,True,True,1,median
1223,0.021805681,8,True,True,1,median
1224,0.013874606,8,True,True,1,median
1225,0.010408040,8,True,True,1,median
1226,0.014193252,8,True,True,1,median
1227,0.021395227,8,True,True,1,median
1228,0.030328878,8,True,True,1,median
1229,0.033772264,8,True,True,1,median
1230,0.028761538,8,True,True,1,median
1231,0.023701102,8,True,True,1,median
1232,0.021698505,8,True,True,1,median
1233,0.022109596,8,True,True,1,median
1234,0.025978070,8,True,True,1,median
1235,0.033267093,8,True,True,1,median
1236,0.038159276,8,True,True,1,median
1237,0.028469225,8,True,True,1,median
1238,0.020370847,8,True,True,1,median
1239,0.000731430,8,True,True,1,median
1240,-0.001144676,8,True,True,1,median
1241,-0.007267865,8,True,True,1,median
1242,-0.006286805,8,True,True,1,median
1243,-0.006317651,7,True,True,1,median
1244,-0.003696205,7,True,True,1,median
1245,-0.004550609,7,True,True,1,median
1246,-0.022529438,7,True,True,1,median
1247,-0.014889075,7,True,True,1,median
1248,-0.007740785,7,True,True,1,median
1249,-0.001965732,7,True,True,1,median
1250,0.005361318,7,True,True,1,median
1251,0.016634650,7,True,True,1,median
1252,0.018040479,7,True,True,1,median
1253,0.020595006,7,True,True,1,median
1254,0.031925645,7,True,True,1,median
1255,0.028260244,7,True,True,1,median
1256,0.017606868,7,True,True,1,median
1257,0.009557320,7,True,True,1,median
1258,0.003991257,7,True,True,1,median
1259,0.000582937,7,True,True,1,median
1260,-0.000213944,7,True,True,1,median
1261,0.001782089,7,True,True,1,median
1262,0.004847726,7,True,True,1,median
1263,0.005214463,7,True,True,1,median
1264,0.002670101,7,True,True,1,median
1265,-0.000906953,7,True,True,1,median
1266,-0.003305612,7,True,True,1,median
1267,-0.003401426,7,True,True,1,median
1268,-0.004218407,7,True,True,1,median
1269,-0.008271732,7,True,True,1,median
1270,-0.012388683,7,True,True,1,median
1271,-0.010724645,7,True,True,1,median
1272,-0.037075836,6,True,True,1,median
1273,-0.037448870,6,True,True,1,median
1274,-0.037139934,6,True,True,1,median
1275,-0.034155061,6,True,True,1,median
1276,0.011528878,7,True,True,1,median
1277,0.020886456,7,True,True,1,median
1278,0.021571710,7,True,True,1,median
1279,0.015207145,7,True,True,1,median
1280,-0.002542005,7,True,True,1,median
1281,-0.019083066,7,True,True,1,median
1282,-0.026871361,7,True,True,1,median
1283,-0.034894191,7,True,True,1,median
1284,-0.034100669,7,True,True,1,median
1285,-0.029118827,6,True,True,1,median
1286,-0.018952380,6,True,True,1,median
1287,-0.009579010,6,True,True,1,median
1288,-0.005292075,6,True,True,1,median
1289,-0.004059808,6,True,True,1,median
1290,-0.003982106,6,True,True,1,median
1291,-0.004144055,6,True,True,1,median
1292,-0.006031214,6,True,True,1,median
1293,-0.003783310,6,True,True,1,median
1294,0.001986302,6,True,True,1,median
1295,0.001094825,6,True,True,1,median
1296,-0.002175688,5,True,True,1,median
1297,-0.001800296,5,True,True,1,median
1298,-0.024938882,5,True,True,1,median
1299,0.000241553,6,True,True,1,median
1300,-0.001739540,6,True,True,1,median
1301,-0.002134128,5,True,True,1,median
1302,0.019275054,5,True,True,1,median
1303,0.031486791,6,True,True,1,median
1304,0.035332790,5,True,True,1,median
1305,0.024549375,5,True,True,1,median
1306,0.030311126,5,True,True,1,median
1307,0.018745837,5,True,True,1,median
1308,0.014892004,5,True,True,1,median
1309,0.005143713,5,True,True,1,median
1310,-0.016038068,6,True,True,1,median
1311,0.007725027,5,True,True,1,median
1312,0.008673882,5,True,True,1,median
1313,-0.011473075,5,True,True,1,median
1314,-0.015158140,5,True,True,1,median
1315,0.003343720,5,True,True,1,median
1316,0.009377196,5,True,True,1,median
1317,-0.020623138,6,True,True,1,median
1318,0.024907432,5,True,True,1,median
1319,0.007653769,5,True,True,1,median
1320,0.022562266,5,True,True,1,median
1321,0.030485024,5,True,True,1,median
1322,0.038474389,6,True,True,1,median
1323,0.002738119,5,True,True,1,median
1324,0.026085966,6,True,True,1,median
1325,-0.004324898,5,True,True,1,median
1326,-0.001191104,5,True,True,1,median
1327,0.019142190,6,True,True,1,median
1328,0.012938640,6,True,True,1,median
1329,0.004022624,6,True,True,1,median
1330,0.002572119,6,True,True,1,median
1331,0.012625989,6,True,True,1,median
1332,0.026183458,6,True,True,1,median
1333,-0.002255170,6,True,True,1,median
1334,-0.017408728,6,True,True,1,median
1335,-0.021587188,6,True,True,1,median
1336,-0.017112545,6,True,True,1,median
1337,-0.022950510,6,True,True,1,median
1338,-0.013742462,6,True,True,1,median
1339,-0.024390355,6,True,True,1,median
1340,-0.028356529,6,True,True,1,median
1341,-0.022686607,6,True,True,1,median
1342,-0.013400449,6,True,True,1,median
1343,-0.005132017,6,True,True,1,median
1344,0.001606888,6,True,True,1,median
1345,-0.007996366,7,True,True,1,median
1346,0.014532526,6,True,True,1,median
1347,0.010186813,6,True,True,1,median
1348,-0.000544282,6,True,True,1,median
1349,-0.013533982,6,True,True,1,median
1350,0.000734717,5,True,True,1,median
1351,0.009824822,5,True,True,1,median
1352,0.019408358,5,True,True,1,median
1353,0.012799647,5,True,True,1,median
1354,0.003335353,5,True,True,1,median
1355,0.001867160,5,True,True,1,median
1356,-0.019580985,6,True,True,1,median
1357,0.011581450,5,True,True,1,median
1358,0.010818511,5,True,True,1,median
1359,0.010121880,5,True,True,1,median
1360,-0.003456548,5,True,True,1,median
1361,-0.037509916,5,True,True,1,median
1362,-0.052826948,6,True,True,1,median
1363,-0.069733011,5,True,True,1,median
1364,-0.056030685,5,True,True,1,median
1365,,4,False,True,1,median
1366,,4,False,True,1,median
1367,,4,False,True,1,median
1368,-0.015077252,5,True,True,1,median
1369,,4,False,True,1,median
1370,,4,False,True,1,median
1371,,3,False,True,1,median
1372,,3,False,True,1,median
1373,,3,False,True,1,median
1374,,3,False,True,1,median
1375,,4,False,True,1,median
1376,,3,False,True,1,median
1377,,3,False,True,1,median
1378,,3,False,True,1,median
1379,,3,False,True,1,median
1380,,3,False,True,1,median
1381,,3,False,True,1,median
1382,,3,False,True,1,median
1383,,3,False,True,1,median
1384,,3,False,True,1,median
1385,,3,False,True,1,median
1386,,3,False,True,1,median
1387,,3,False,True,1,median
1388,,3,False,True,1,median
1389,,4,False,True,1,median
1390,,4,False,True,1,median
1391,,3,False,True,1,median
1392,,4,False,True,1,median
1393,,3,False,True,1,median
1394,,3,False,True,1,median
1395,,4,False,True,1,median
1396,,3,False,True,1,median
1397,,3,False,True,1,median
1398,,4,False,True,1,median
1399,,3,False,True,1,median
1400,,3,False,True,1,median
1401,,3,False,True,1,median
1402,,3,False,True,1,median
1403,,3,False,True,1,median
1404,,3,False,True,1,median
1405,,3,False,True,1,median
1406,,3,False,True,1,median
1407,,2,False,True,1,median
1408,,2,False,True,1,median
1409,,2,False,True,1,median
1410,,3,False,True,1,median
1411,,2,False,True,1,median
1412,,2,False,True,1,median
1413,,2,False,True,1,median
1414,,2,False,True,1,median
1415,,2,False,True,1,median
1416,,2,False,True,1,median
1417,,2,False,True,1,median
1418,,2,False,True,1,median
1419,,4,False,True,1,median
1420,,2,False,True,1,median
1421,,2,False,True,1,median
1422,,3,False,True,1,median
1423,,4,False,True,1,median
1424,,3,False,True,1,median
1425,,2,False,True,1,median
1426,,3,False,True,1,median
1427,,3,False,True,1,median
1428,,2,False,True,1,median
1429,,3,False,True,1,median
1430,,2,False,True,1,median
1431,,3,False,True,1,median
1432,,2,False,True,1,median
1433,,2,False,True,1,median
1434,,2,False,True,1,median
1435,,2,False,True,1,median
1436,,2,False,True,1,median
1437,,2,False,True,1,median
1438,,2,False,True,1,median
1439,,2,False,True,1,median
1440,,2,False,True,1,median
1441,,2,False,True,1,median
1442,,2,False,True,1,median
1443,,2,False,True,1,median
1444,,2,False,True,1,median
1445,,2,False,True,1,median
1446,,2,False,True,1,median
1447,,2,False,True,1,median
1448,,4,False,True,1,median
1449,,4,False,True,1,median
1450,,3,False,True,1,median
1451,,4,False,True,1,median
1452,,3,False,True,1,median
1453,,3,False,True,1,median
1454,,4,False,True,1,median
1455,,3,False,True,1,median
1456,,3,False,True,1,median
1457,,3,False,True,1,median
1458,,3,False,True,1,median
1459,,3,False,True,1,median
1460,,3,False,True,1,median
1461,,3,False,True,1,median
1462,,3,False,True,1,median
1463,,3,False,True,1,median
1464,,3,False,True,1,median
1465,,3,False,True,1,median
1466,,3,False,True,1,median
1467,,3,False,True,1,median
1468,,3,False,True,1,median
1469,,3,False,True,1,median
1470,,3,False,True,1,median
1471,,3,False,True,1,median
1472,,3,False,True,1,median
1473,,3,False,True,1,median
1474,,3,False,True,1,median
1475,,3,False,True,1,median
1476,,3,False,True,1,median
1477,,4,False,True,1,median
1478,,4,False,True,1,median
1479,,4,False,True,1,median
1480,,4,False,True,1,median
1481,,4,False,True,1,median
1482,,4,False,True,1,median
1483,,4,False,True,1,median
1484,,4,False,True,1,median
1485,,4,False,True,1,median
1486,,3,False,True,1,median
1487,,3,False,True,1,median
1488,,3,False,True,1,median
1489,,4,False,True,1,median
1490,,4,False,True,1,median
1491,,4,False,True,1,median
1492,,4,False,True,1,median
1493,,4,False,True,1,median
1494,,4,False,True,1,median
1495,,4,False,True,1,median
1496,,4,False,True,1,median
1497,,4,False,True,1,median
1498,,4,False,True,1,median
1499,,4,False,True,1,median
1500,,4,False,True,1,median
1501,0.016159231,5,True,True,1,median
1502,0.023304042,5,True,True,1,median
1503,0.005900937,6,True,True,1,median
1504,0.003915209,5,True,True,1,median
1505,0.004301571,5,True,True,1,median
1506,0.001137321,5,True,True,1,median
1507,-0.005435473,5,True,True,1,median
1508,-0.011225869,5,True,True,1,median
1509,-0.009481354,5,True,True,1,median
1510,-0.011729962,5,True,True,1,median
1511,-0.013625764,5,True,True,1,median
1512,-0.014475734,5,True,True,1,median
1513,-0.012968375,5,True,True,1,median
1514,-0.011307201,5,True,True,1,median
1515,-0.010986672,5,True,True,1,median
1516,-0.016364321,5,True,True,1,median
1517,-0.019938040,5,True,True,1,median
1518,-0.021032324,5,True,True,1,median
1519,-0.019406994,5,True,True,1,median
1520,-0.012374051,5,True,True,1,median
1521,-0.011417438,5,True,True,1,median
1522,-0.016702881,5,True,True,1,median
1523,-0.000424351,5,True,True,1,median
1524,-0.002353360,5,True,True,1,median
1525,-0.000534484,5,True,True,1,median
1526,0.003527131,5,True,True,1,median
1527,-0.003973917,5,True,True,1,median
1528,-0.010047133,5,True,True,1,median
1529,-0.008118168,5,True,True,1,median
1530,-0.002623011,5,True,True,1,median
1531,-0.005250521,5,True,True,1,median
1532,-0.018439724,5,True,True,1,median
1533,-0.034718126,5,True,True,1,median
1534,-0.045831725,5,True,True,1,median
1535,-0.046167025,5,True,True,1,median
1536,-0.038496983,5,True,True,1,median
1537,-0.030585905,5,True,True,1,median
1538,-0.024759336,5,True,True,1,median
1539,-0.020598594,5,True,True,1,median
1540,-0.020373505,5,True,True,1,median
1541,-0.024335523,5,True,True,1,median
1542,-0.026280718,5,True,True,1,median
1543,-0.019250987,5,True,True,1,median
1544,-0.010059944,5,True,True,1,median
1545,-0.015770679,5,True,True,1,median
1546,-0.027182615,5,True,True,1,median
1547,-0.026904449,5,True,True,1,median
1548,-0.002650325,5,True,True,1,median
1549,0.009565748,5,True,True,1,median
1550,-0.009283217,5,True,True,1,median
1551,-0.014303023,5,True,True,1,median
1552,-0.046887287,6,True,True,1,median
1553,-0.029136297,5,True,True,1,median
1554,-0.022323632,5,True,True,1,median
1555,-0.039423984,6,True,True,1,median
1556,-0.032247125,5,True,True,1,median
1557,-0.056619584,5,True,True,1,median
1558,-0.074633892,5,True,True,1,median
1559,-0.078850895,5,True,True,1,median
1560,-0.067340555,5,True,True,1,median
1561,-0.058719048,5,True,True,1,median
1562,-0.026512427,5,True,True,1,median
1563,-0.035838660,5,True,True,1,median
1564,-0.036355908,5,True,True,1,median
1565,-0.049267937,5,True,True,1,median
1566,-0.041335014,6,True,True,1,median
1567,-0.061415340,6,True,True,1,median
1568,-0.057218072,6,True,True,1,median
1569,-0.054494143,6,True,True,1,median
1570,-0.058380283,6,True,True,1,median
1571,-0.066683665,6,True,True,1,median
1572,-0.077408580,6,True,True,1,median
1573,-0.086654561,6,True,True,1,median
1574,-0.089548555,6,True,True,1,median
1575,-0.088951618,6,True,True,1,median
1576,-0.085542676,6,True,True,1,median
1577,-0.095717168,7,True,True,1,median
1578,-0.049906058,7,True,True,1,median
1579,-0.063224145,7,True,True,1,median
1580,-0.072098663,8,True,True,1,median
1581,-0.079992631,8,True,True,1,median
1582,-0.089037905,8,True,True,1,median
1583,-0.089691405,8,True,True,1,median
1584,-0.085394465,8,True,True,1,median
1585,-0.080963836,8,True,True,1,median
1586,-0.075751623,8,True,True,1,median
1587,-0.072629888,8,True,True,1,median
1588,-0.069686752,8,True,True,1,median
1589,-0.065822924,8,True,True,1,median
1590,-0.064971241,8,True,True,1,median
1591,-0.065727384,8,True,True,1,median
1592,-0.067437679,8,True,True,1,median
1593,-0.070765536,8,True,True,1,median
1594,-0.073176214,8,True,True,1,median
1595,-0.069186585,8,True,True,1,median
