roi_id,height_mm,u,valid_fraction,formal_column_valid,sigma_pixel_px,sensitivity_px_per_mm,sigma_z_pred_mm,repeatability_valid
h001,1.0,1763,1.0,true,0.015512582875660524,0.7228529086821709,NaN,false
h001,1.0,1764,1.0,true,0.018052420723472722,0.7382102933167971,NaN,false
h001,1.0,1765,1.0,true,0.018735689448313678,0.7560155073842907,NaN,false
h001,1.0,1766,1.0,true,0.01800882699596439,0.7602585517176976,NaN,false
h001,1.0,1767,0.96,true,0.016280825700838053,0.7626954499810381,NaN,false
h001,1.0,1768,0.0,false,NaN,NaN,NaN,false
h001,1.0,1769,1.0,true,0.01620103139716929,0.8041481117070362,NaN,false
h001,1.0,1770,1.0,true,0.01560009948329203,0.852391673102602,NaN,false
h001,1.0,1771,1.0,true,0.016861349409369546,0.8797968272485832,NaN,false
h001,1.0,1772,1.0,true,0.018865611095331292,0.8471756457558968,NaN,false
h001,1.0,1773,1.0,true,0.019720036406743264,0.8066489876989635,NaN,false
h001,1.0,1774,1.0,true,0.019176776940170424,0.7976512434920551,NaN,false
h001,1.0,1775,1.0,true,0.018660050017345938,0.7933120826119193,NaN,false
h001,1.0,1776,1.0,true,0.018569784289821135,0.7505533007129088,NaN,false
h001,1.0,1777,1.0,true,0.018652490780736834,0.6948408577495684,NaN,false
h001,1.0,1778,1.0,true,0.018670099552673625,0.6919208397123384,NaN,false
h001,1.0,1779,1.0,true,0.01881466553522507,0.7568364030937573,NaN,false
h001,1.0,1780,0.94,true,0.019214206308336177,0.8459329740851445,NaN,false
h001,1.0,1781,1.0,true,0.020359095205396718,0.905021848839624,NaN,false
h001,1.0,1782,1.0,true,0.020902141425660707,0.9298290039318999,NaN,false
h001,1.0,1783,1.0,true,0.020236903882997696,0.9272715381714534,NaN,false
h001,1.0,1784,1.0,true,0.018266606098741575,0.9238101087255473,NaN,false
h001,1.0,1785,1.0,true,0.014107904916190258,0.92700842049112,NaN,false
h001,1.0,1786,1.0,true,0.0173844714860676,0.9240176140863241,NaN,false
h001,1.0,1787,1.0,true,0.02015759855089998,0.9438004304583956,NaN,false
h001,1.0,1788,0.84,true,0.027970974213539047,0.9265093454887392,NaN,false
h001,1.0,1789,1.0,true,0.02007661761562422,0.8764997099588072,NaN,false
h001,1.0,1790,1.0,true,0.01907118971299952,0.807416511857582,NaN,false
h001,1.0,1791,1.0,true,0.020437031159387626,0.7551132808050625,NaN,false
h010,10.0,1826,1.0,true,0.01976608168549248,0.8386148027955415,0.023569917463419198,true
h010,10.0,1827,1.0,true,0.021737976733769006,0.8368301919477744,0.02597656841607556,true
h010,10.0,1828,1.0,true,0.02444412426134269,0.8355935002635306,0.029253607470179542,true
