u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2116.913421,1162.000000,4.529828,-33.982777,712.605242,4.524558,33.983782,0.219042
2116.793036,1163.000000,4.517926,-33.884141,712.570584,4.511152,33.884866,0.252325
2116.744914,1164.000000,4.513178,-33.786606,712.558928,4.505923,33.787239,0.262959
2116.747099,1165.000000,4.513411,-33.689832,712.563282,4.506386,33.690504,0.257828
2116.724273,1166.000000,4.511168,-33.592681,712.559675,4.504019,33.593327,0.260537
2116.689101,1167.000000,4.507703,-33.495347,712.552137,4.500256,33.495934,0.267116
2116.674022,1168.000000,4.506226,-33.398314,712.550993,4.498765,33.398895,0.267399
2116.633888,1169.000000,4.502270,-33.300909,712.541874,4.494441,33.301418,0.275535
2116.541483,1170.000000,4.493140,-33.202731,712.516118,4.484202,33.203033,0.300053
2116.492715,1171.000000,4.488329,-33.105206,712.504250,4.478901,33.105414,0.310896
2116.441482,1172.000000,4.483275,-33.007647,712.491596,4.473321,33.007755,0.322513
2116.471570,1173.000000,4.486269,-32.911288,712.504820,4.476940,32.911508,0.308649
2116.459247,1174.000000,4.485066,-32.814304,712.504546,4.475761,32.814524,0.308076
2116.500489,1175.000000,4.489165,-32.718103,712.521318,4.480642,32.718464,0.290718
2116.479338,1176.000000,4.487088,-32.620988,712.518232,4.478464,32.621327,0.292914
2116.493155,1177.000000,4.488472,-32.524382,712.526273,4.480243,32.524790,0.284153
2116.406339,1178.000000,4.479896,-32.426316,712.502288,4.470637,32.426531,0.306928
2116.333406,1179.000000,4.472694,-32.328457,712.482720,4.462602,32.328515,0.325352
2116.263986,1180.000000,4.465841,-32.230654,712.464271,4.454965,32.230564,0.342676
2116.205920,1181.000000,4.460111,-32.133019,712.449434,4.448613,32.132811,0.356443
2116.180762,1182.000000,4.457638,-32.035860,712.445066,4.445982,32.035619,0.359901
2116.173701,1183.000000,4.456956,-31.938960,712.446456,4.445399,31.938734,0.357690
2116.169815,1184.000000,4.456588,-31.842105,712.448854,4.445174,31.841902,0.354486
2116.153266,1185.000000,4.454967,-31.745069,712.447223,4.443517,31.744856,0.355249
2116.140007,1186.000000,4.453671,-31.648081,712.446637,4.442232,31.647866,0.354984
2116.182957,1187.000000,4.457938,-31.551885,712.463934,4.447304,31.551815,0.337109
2116.254000,1188.000000,4.464985,-31.456080,712.490171,4.455554,31.456228,0.310432
2116.265276,1189.000000,4.466118,-31.359430,712.497388,4.457045,31.359640,0.302482
2116.210226,1190.000000,4.460687,-31.261851,712.483498,4.451032,31.261951,0.315316
2116.142827,1191.000000,4.454033,-31.164105,712.465679,4.443624,31.164062,0.332021
2116.108489,1192.000000,4.450652,-31.066822,712.458378,4.439955,31.066723,0.338367
2116.115204,1193.000000,4.451333,-30.970110,712.464139,4.440929,30.970061,0.331852
2116.149090,1194.000000,4.454703,-30.873771,712.478544,4.444976,30.873843,0.316825
2116.226772,1195.000000,4.462408,-30.778030,712.506886,4.453976,30.778338,0.288074
2116.354914,1196.000000,4.475107,-30.682974,712.551288,4.468686,30.683648,0.243510
2116.402460,1197.000000,4.479830,-30.586804,712.570041,4.474279,30.587635,0.224201
2116.394279,1198.000000,4.479038,-30.489870,712.571056,4.473568,30.490713,0.222359
2116.273528,1199.000000,4.467103,-30.391407,712.536243,4.460122,30.391968,0.255797
2116.166838,1200.000000,4.456560,-30.293144,712.505906,4.448268,30.293460,0.284827
2116.119882,1201.000000,4.451930,-30.195695,712.494578,4.443172,30.195922,0.295139
2116.153306,1202.000000,4.455255,-30.099331,712.508828,4.447166,30.099677,0.280265
2116.105786,1203.000000,4.450569,-30.001877,712.497318,4.442005,30.002133,0.290756
2115.925416,1204.000000,4.432737,-29.902652,712.443536,4.421820,29.902471,0.342873
2115.800861,1205.000000,4.420431,-29.804185,712.407518,4.407949,29.803712,0.377497
2115.796958,1206.000000,4.420061,-29.707330,712.409884,4.407721,29.706879,0.374325
2115.817855,1207.000000,4.422145,-29.610801,712.420139,4.410298,29.610438,0.363385
2115.832593,1208.000000,4.423620,-29.514189,712.428434,4.412178,29.513897,0.354375
2115.790070,1209.000000,4.419430,-29.416822,712.418509,4.407584,29.416452,0.363306
2115.677178,1210.000000,4.408278,-29.318537,712.386197,4.395032,29.317905,0.394281
2115.599440,1211.000000,4.400605,-29.220719,712.365070,4.386456,29.219918,0.414243
2115.619681,1212.000000,4.402624,-29.124181,712.375109,4.388958,29.123466,0.403516
2115.697632,1213.000000,4.410352,-29.028390,712.403505,4.397985,29.027910,0.374711
2115.801800,1214.000000,4.420674,-28.932929,712.440244,4.409977,28.932753,0.337692
2115.892720,1215.000000,4.429687,-28.837289,712.472770,4.420472,28.837382,0.304822
2115.893528,1216.000000,4.429784,-28.740482,712.476624,4.420777,28.740610,0.300185
2115.823709,1217.000000,4.422893,-28.642770,712.458003,4.413095,28.642750,0.317679
2115.728896,1218.000000,4.413529,-28.544745,712.431430,4.402586,28.544510,0.343003
2115.622705,1219.000000,4.403040,-28.446583,712.401238,4.390792,28.446104,0.371892
2115.542905,1220.000000,4.395163,-28.348763,712.379443,4.381983,28.348109,0.392512
2115.525179,1221.000000,4.393426,-28.251733,712.377394,4.380192,28.251066,0.393688
2115.551032,1222.000000,4.396000,-28.155252,712.389206,4.383328,28.154684,0.381215
2115.568538,1223.000000,4.397749,-28.058663,712.398361,4.385520,28.058173,0.371357
2115.535959,1224.000000,4.394543,-27.961445,712.391583,4.382049,27.960904,0.377190
2115.535548,1225.000000,4.394519,-27.864630,712.395037,4.382215,27.864120,0.372947
2115.556224,1226.000000,4.396581,-27.768076,712.405198,4.384766,27.767652,0.362100
2115.583543,1227.000000,4.399301,-27.671601,712.417471,4.388067,27.671281,0.349172
2115.584375,1228.000000,4.399400,-27.574797,712.421317,4.388374,27.574511,0.344543
2115.543597,1229.000000,4.395383,-27.477481,712.411923,4.383976,27.477122,0.352951
2115.555356,1230.000000,4.396563,-27.380810,712.419243,4.385518,27.380514,0.344902
2115.656403,1231.000000,4.406576,-27.285225,712.454969,4.397156,27.285225,0.308879
2115.715868,1232.000000,4.412477,-27.189126,712.477466,4.404093,27.189313,0.285884
2115.632268,1233.000000,4.404223,-27.091289,712.454442,4.394852,27.091291,0.307715
2115.504033,1234.000000,4.391554,-26.992921,712.417217,4.380565,26.992621,0.343530
2115.418636,1235.000000,4.383123,-26.895077,712.393622,4.371123,26.894588,0.365922
2115.393757,1236.000000,4.380679,-26.797964,712.389279,4.368522,26.797443,0.369358
2115.485476,1237.000000,4.389769,-26.702244,712.422027,4.379104,26.701993,0.336268
2115.492159,1238.000000,4.390447,-26.605504,712.427722,4.380072,26.605303,0.329818
2115.505619,1239.000000,4.391795,-26.508842,712.435572,4.381806,26.508709,0.321246
2115.497734,1240.000000,4.391032,-26.411927,712.436630,4.381127,26.411806,0.319363
2115.511419,1241.000000,4.392403,-26.315265,712.444549,4.382886,26.315212,0.310723
2115.523795,1242.000000,4.393644,-26.218586,712.452051,4.384497,26.218597,0.302494
2115.506270,1243.000000,4.391928,-26.121556,712.450038,4.382728,26.121554,0.303635
2115.467294,1244.000000,4.388089,-26.024276,712.441199,4.378533,26.024206,0.311497
2115.494824,1245.000000,4.390830,-25.927770,712.453519,4.381858,25.927804,0.298524
2115.451589,1246.000000,4.386570,-25.830444,712.443322,4.377181,25.830397,0.307724
2115.412985,1247.000000,4.382768,-25.733174,712.434598,4.373028,25.733059,0.315473
2115.388527,1248.000000,4.380366,-25.636068,712.430374,4.370475,25.635922,0.318792
2115.375032,1249.000000,4.379048,-25.539089,712.429636,4.369161,25.538940,0.318677
2115.357563,1250.000000,4.377337,-25.442065,712.427632,4.367398,25.441902,0.319808
2115.328266,1251.000000,4.374456,-25.344907,712.421864,4.364297,25.344701,0.324647
2115.275310,1252.000000,4.369235,-25.247484,712.408569,4.358522,25.247172,0.336898
2115.214287,1253.000000,4.363216,-25.149974,712.392707,4.351835,25.149536,0.351677
2115.189735,1254.000000,4.360805,-25.052877,712.388446,4.349271,25.052407,0.355032
2115.188183,1255.000000,4.360669,-24.956037,712.391500,4.349307,24.955596,0.351183
2115.143687,1256.000000,4.356285,-24.858720,712.380892,4.344488,24.858195,0.360788
2115.102520,1257.000000,4.352231,-24.761443,712.371342,4.340046,24.760842,0.369351
