row_type,scope,metric,unit,point_count,value_mean,value_std,value_rmse,value_p95_abs,value_min,value_max,frame_count,frame_id,is_frame027,alpha_truth_mean_deg,alpha_truth_std_deg,delta_alpha_mean_deg,delta_alpha_std_deg,delta_alpha_p95_abs_deg,e_surface_mean_mm,e_surface_rmse_mm,e_lambda_bias_mm,e_lambda_rmse_mm,e_lambda_p95_abs_mm,predictor,outcome,spearman_rho,spearman_p_value,binned_explained_fraction,simple_linear_r2,bootstrap_reps,bootstrap_seed,bootstrap_rho_mean,bootstrap_rho_ci_low,bootstrap_rho_ci_high,bootstrap_ev_mean,bootstrap_ev_ci_low,bootstrap_ev_ci_high,bootstrap_r2_mean,bootstrap_r2_ci_low,bootstrap_r2_ci_high,count,phi_span_deg,design_condition_number,harmonic_identifiable,r2,amplitude_1,amplitude_2,phase_1_deg,phase_2_deg,value_ci_low,value_ci_high,verdict,geometry_ok,max_pnp_rmse_px,max_board_z_rmse_mm,sensor_overlap_median_delta_rmse_mm,best_intrinsic_scale,best_intrinsic_median_delta_rmse_mm,intrinsic_improvement_vs_sensor,stable_azimuth_delta_alpha,stable_axial_delta_alpha,delta_alpha_phi_rho,delta_alpha_a_rho,harmonic_phi_identifiable,harmonic_phi_span_deg,harmonic_phi_condition_number,shape_hypothesis,frame_sampling_explains_effect,next_step
frame_summary,frame,,,900,,,,,,,,008,False,88.87377771328761,0.0023700980513534655,-0.0003427398358451544,0.0023700980513534655,0.004280385204030068,0.0028240371039015785,0.01978378584043044,-0.009713062927254568,0.06761903487049702,0.1211071979681833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,009,False,88.87554453195695,0.002667583179383655,0.0014240788334817644,0.002667583179383655,0.005494021291411855,-0.011778058144720608,0.024965225230364898,0.04001030957358643,0.084914209814601,0.15506273645429472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,010,False,88.8731942354526,0.0024632588275918547,-0.0009262176708626176,0.0024632588275918547,0.00454925729941422,0.007250833188816922,0.02068538775166462,-0.024089916095470773,0.06857943969404821,0.11914271821046327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,011,False,88.87277088763648,0.002627603148689484,-0.0013495654869945086,0.002627603148689484,0.00588127817226649,0.01034164775105372,0.022676742104545018,-0.03362207632661555,0.07387182171606227,0.14610363490142503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,012,False,88.87493950574677,0.001573144210010468,0.0008190526233066464,0.001573144210010468,0.0030943776167802637,-0.006714067713451101,0.014548663764758914,0.022781598412735395,0.04943361314472403,0.08572345680923944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,013,False,88.87439625248385,0.002053730373365331,0.000275799360381386,0.002053730373365331,0.00401848812458567,-0.002235018416635127,0.01730138696109776,0.007591564569078679,0.059482001635960756,0.11591904631285382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,014,False,88.87446386722083,0.002598402683406278,0.0003434140973611635,0.002598402683406278,0.004239567179187275,-0.0029757650344870187,0.02205739050748768,0.010155902104869483,0.07584500328055205,0.12482485337846468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,015,False,88.8728893136702,0.003108232783435028,-0.0012311394532559757,0.003108232783435028,0.006684111818680804,0.009045805602787371,0.025919716456698973,-0.029272088628765056,0.08508707839182719,0.16880434413339457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,016,False,88.8754494493173,0.0020431982452052714,0.0013289961938335183,0.0020431982452052714,0.004639318693930505,-0.010291263064277677,0.018668665024555033,0.03367075323931229,0.06073679555688011,0.115434129679727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,890,,,,,,,,017,False,88.87306705134547,0.002834920176299302,-0.0010534017779970175,0.002834920176299302,0.00562248228209654,0.007625180468527416,0.022344873194697946,-0.02424413605343997,0.07154121930788769,0.12952581805874389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,018,False,88.87207268707222,0.0026050701476126874,-0.002047766051250335,0.0026050701476126874,0.005809039630523216,0.016886859501627625,0.027314632312750508,-0.05771264217906706,0.09321866164623305,0.1637206703087088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,828,,,,,,,,025,False,88.87558805108641,0.002808081632955765,0.0014675979629337264,0.0028080816329557655,0.0051939055199724735,-0.011094656637261427,0.023064478629501776,0.035826650436040226,0.07287017830653213,0.11699240678089491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,743,,,,,,,,026,False,88.87356556607989,0.0026730194990889854,-0.000554887043574038,0.0026730194990889854,0.005726959398903374,0.0040142752784601814,0.019959931653431087,-0.012705297979392719,0.06336535809402832,0.12432110916514601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,890,,,,,,,,027,True,88.8861422121994,0.008576508690204456,0.01202175907593266,0.008576508690204454,0.022112996885833524,-0.09225465458409352,0.11384455927745596,0.29787841099236456,0.36880019482421467,0.5768683497675624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,028,False,88.8718595637274,0.0031841575432847795,-0.0022608893960752775,0.0031841575432847795,0.007408182758783254,0.015891945251248336,0.02765311576057449,-0.04942114590765641,0.08587768398221941,0.1611378886465558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,029,False,88.87479294476748,0.0021884955111485032,0.0006724916440033092,0.0021884955111485032,0.005283101598181615,-0.005207709841278631,0.01776451045579981,0.01681427427277261,0.05752252717101566,0.1332657900650019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,030,False,88.87392899940676,0.0018334411102483475,-0.00019145371668737236,0.0018334411102483475,0.0039374340333147,0.0014826403615909674,0.014897163598387386,-0.004974403309395383,0.04980465265449555,0.10795034921867452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,031,False,88.8738280944025,0.0017509316102304235,-0.0002923587209585637,0.0017509316102304235,0.0037084804582043765,0.002430386275526776,0.01413709496871223,-0.008343921554837708,0.04727016027487855,0.10221260412117203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,032,False,88.87257849795992,0.0019784886672270623,-0.0015419551635473916,0.0019784886672270623,0.005222558408743793,0.011825801297757121,0.019240822189046287,-0.038611208492630514,0.0628222871463383,0.13226837298909117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,033,False,88.87344025555227,0.0017465587485029311,-0.0006801975712005515,0.0017465587485029311,0.00418771357522445,0.005408703091869038,0.014896846855900064,-0.01805334789815068,0.04963451106374957,0.11106563712359047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,034,False,88.87512605154292,0.0017353105623672189,0.001005598419437111,0.001735310562367219,0.0038075710433986385,-0.007612255979789857,0.015218529551943093,0.024590308596557534,0.04920492869684565,0.09382398019129139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,035,False,88.87033822643937,0.002447505140068396,-0.003782226684086175,0.002447505140068396,0.00857652465065186,0.028842435685302207,0.034105059837624865,-0.09407392427100376,0.11067932451594452,0.20617711149517956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_summary,frame,,,900,,,,,,,,036,False,88.87234804218092,0.0022134042973371544,-0.001772410942559301,0.002213404297337155,0.005776888503356048,0.014770098798194268,0.02364928082270492,-0.0508804878444721,0.08148477524107368,0.16585598952730718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,all_points,residual_vs_intrinsic,deg,26663,,,,,,,,,,,,,,,,,,,,phi_deg,alpha_truth_deg,0.0022208773038634114,0.7168840937447828,0.03182160490045449,0.00013505235882371736,300,20260815,0.002258919718966142,-0.10856223541893954,0.1096265027301905,0.052773982136050994,0.005365033581685727,0.16314715277725897,0.0028624007635458396,2.92766118803467e-06,0.014881095764896954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,all_points,residual_vs_intrinsic,deg,26663,,,,,,,,,,,,,,,,,,,,phi_deg,delta_alpha_deg,0.0022208773038634114,0.7168840937447828,0.031821604900454714,0.00013505235884025968,300,20260815,0.0003454540216088964,-0.11848715867371344,0.10846981754517555,0.04839964315263951,0.006556170745915765,0.15553113908729443,0.002827669243467805,2.6136214870325917e-06,0.014411912955519733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,all_points,residual_vs_intrinsic,mm,26663,,,,,,,,,,,,,,,,,,,,phi_deg,e_surface_mm,-0.0016084059503449959,0.7928424111093484,0.0335324728745231,0.00010801235457258418,300,20260815,-0.001725943065895598,-0.0928858171146509,0.10625275394815656,0.04619053374567835,0.005845790837430781,0.1535880190936012,0.0024144946865588194,1.5065034098510344e-06,0.011782331246406494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,all_points,residual_vs_intrinsic,mm,26663,,,,,,,,,,,,,,,,,,,,phi_deg,e_lambda_mm,0.0011171722792195872,0.8552590708628265,0.03345065756834886,7.2454150204182e-05,300,20260815,0.0010695665146860688,-0.10811599634972964,0.09681397961687706,0.05309116416120474,0.007316747069551455,0.1494788364477359,0.0027204629062304096,6.862524243755886e-07,0.014027330977273671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,all_points,residual_vs_intrinsic,deg,26663,,,,,,,,,,,,,,,,,,,,a_mm,alpha_truth_deg,-0.08494400237031077,6.810302246981719e-44,0.00689873803175356,0.00671456465764908,300,20260815,-0.08543395406717032,-0.2653521533674305,0.09556553760681386,0.018021652822345746,0.0007264856233413664,0.058443648698826615,0.013008727502614555,3.355678310506539e-05,0.05368771822032667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,all_points,residual_vs_intrinsic,deg,26663,,,,,,,,,,,,,,,,,,,,a_mm,delta_alpha_deg,-0.08494400237031077,6.810302246981719e-44,0.006898738031753449,0.006714564657622435,300,20260815,-0.08086578262555884,-0.2593198904331662,0.10306644738298154,0.017948029320027807,0.0005193346516903036,0.05588417961917787,0.012628525665840919,1.407356177518804e-05,0.053778701204002195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,all_points,residual_vs_intrinsic,mm,26663,,,,,,,,,,,,,,,,,,,,a_mm,e_surface_mm,0.0857767924385272,9.996087309021197e-45,0.007314934680147989,0.007203491947902707,300,20260815,0.09466005236331486,-0.0781874861639301,0.265924949203322,0.01830149968683156,0.0005609139390977819,0.058459607479662806,0.014248300411181667,2.8552751782981445e-05,0.05235735303735339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relationship,all_points,residual_vs_intrinsic,mm,26663,,,,,,,,,,,,,,,,,,,,a_mm,e_lambda_mm,-0.08647441384715557,1.9745250954207334e-45,0.00757895986632906,0.0073826653908277695,300,20260815,-0.0828492470888479,-0.24709765301433026,0.08066973965312797,0.01668590345455722,0.0007734217895444235,0.053136066118153524,0.011986830056504876,2.9407544535256514e-05,0.04828833828859568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harmonic,all_points,phi_harmonic,deg,,,,,,,,,,,,,,,,,,,,,phi_deg,delta_alpha_deg,,,,,,,,,,,,,,,,26663,31.43296168531822,62535.32013831196,False,0.07776386552702019,28.475231719536183,7.215406889028121,91.98313855346473,-88.01693524395134,,,,,,,,,,,,,,,,,,,,
harmonic,all_points,phi_harmonic,mm,,,,,,,,,,,,,,,,,,,,,phi_deg,e_lambda_mm,,,,,,,,,,,,,,,,26663,31.43296168531822,62535.32013831196,False,0.08154779935617429,730.4871187560926,185.1039441904292,91.95988772354973,-88.04045359744464,,,,,,,,,,,,,,,,,,,,
bootstrap,frame_resampled,alpha_truth_bootstrap_mean,deg,,88.87449003441822,,,,,,,,,,,,,,,,,,,,,,,,,300,20260815,,,,,,,,,,,,,,,,,,,88.87370031440788,88.87555823488746,,,,,,,,,,,,,,,,,,
bootstrap,frame_resampled,alpha_truth_bootstrap_std,deg,,0.0038321661560688208,,,,,,,,,,,,,,,,,,,,,,,,,300,20260815,,,,,,,,,,,,,,,,,,,0.002663578643963484,0.005785873547657777,,,,,,,,,,,,,,,,,,
bootstrap,frame_resampled,delta_alpha_phi_second_harmonic_amplitude,deg,,7.4311549089906475,,,,,,,,,,,,,,,,,,,,,,,,,300,20260815,,,,,,,,,,,,,,,,,,,3.818522961328172,11.370585627724868,,,,,,,,,,,,,,,,,,
decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C. WEAK,True,0.18364022678947783,1.0840758685957149e-13,0.0761058883454995,medium,0.06682437598407347,0.1219552463442849,False,False,0.0022208773038634114,-0.08494400237031077,False,31.43296168531822,62535.32013831196,circular,False,re-audit truth construction
