row_type,coordinate_system,bin_scale,frame_left,frame_right,matched_bin_count,matched_point_count,residual_delta_bias_mm,residual_delta_rmse_mm,residual_delta_p95_abs_mm,cross_frame_variance_mm2,within_frame_variance_mm2,cross_to_within_variance_ratio,pair_count,matched_bin_count_median,matched_pair_point_count_median,residual_delta_rmse_median_mm,residual_delta_rmse_p95_mm,cross_frame_variance_mm2_median,within_frame_variance_mm2_median,cross_to_within_variance_ratio_median
pair,cone_intrinsic,fine,009,035,3,609,0.13925014713886816,0.1506404003469121,0.20276617052064963,0.008219024063890525,0.002507299863883198,3.278037933269479,,,,,,,,
pair,cone_intrinsic,fine,009,036,3,535,0.10494413994375155,0.11867701984048147,0.16823904133832254,0.0057308985911778245,0.0031538989278004897,1.8170837818111436,,,,,,,,
pair,cone_intrinsic,fine,010,011,3,858,5.4199042211581595e-05,0.03545793010787581,0.045169100656166646,0.0012951700608183048,0.002650836458870945,0.48858919850904303,,,,,,,,
pair,cone_intrinsic,fine,010,013,3,629,-0.0328784921580117,0.06646993437909539,0.09766424075807202,0.0022727803882847003,0.00239349833390163,0.9495642240869464,,,,,,,,
pair,cone_intrinsic,fine,010,016,3,638,-0.07613967183890759,0.07726185364336956,0.09028927736353062,0.0025101856396556937,0.002490691358515605,1.0078268554124292,,,,,,,,
pair,cone_intrinsic,fine,010,017,3,871,0.0011905023140241892,0.008922806254661164,0.011830196668265475,0.0013829949295511494,0.0029386182740299533,0.4706276217545405,,,,,,,,
pair,cone_intrinsic,fine,010,018,3,770,0.019218130473749904,0.03791085724595743,0.04599210332393367,0.0008945601694249124,0.0037077799095102076,0.2412657145939071,,,,,,,,
pair,cone_intrinsic,fine,010,025,3,703,-0.07674319465097604,0.09303296861454301,0.1397456338361122,0.0030856189104066416,0.0030484563410595744,1.0121906188540493,,,,,,,,
pair,cone_intrinsic,fine,010,026,3,422,-0.016626447608870682,0.06836068843652983,0.1020235748332176,0.0019697222819859096,0.0035966716563654417,0.5476514039027907,,,,,,,,
pair,cone_intrinsic,fine,010,027,3,859,-0.3937109233579694,0.4615966224139878,0.6491109277687924,0.07820612702481364,0.005607066036824974,13.947780623803427,,,,,,,,
pair,cone_intrinsic,fine,010,028,3,661,0.007191356115004169,0.04197286812579569,0.056880591554854025,0.0006608077286780967,0.004117874913853659,0.1604729969953576,,,,,,,,
pair,cone_intrinsic,fine,010,029,3,680,-0.05991037087365167,0.06766554875010895,0.08981772199185427,0.0017047810784888075,0.00318982484684557,0.5344434758462278,,,,,,,,
pair,cone_intrinsic,fine,010,030,3,674,-0.03746347547024128,0.04852030561374849,0.07072010531102503,0.001003448263616511,0.0028965129720007403,0.3464332020316789,,,,,,,,
pair,cone_intrinsic,fine,010,031,3,512,-0.005191607241895223,0.06346911651731046,0.0842270754943767,0.0021248852877921998,0.0021304042660668186,0.9974094220695455,,,,,,,,
pair,cone_intrinsic,fine,010,032,3,581,0.00908090398411406,0.045957063310854473,0.06008724902241432,0.0013654675951269234,0.0023511313250095004,0.5807704489333049,,,,,,,,
pair,cone_intrinsic,fine,010,033,3,548,-0.0069343567913370775,0.050556501929284944,0.06988028781486776,0.0014725902697966128,0.002498959544178453,0.5892813564057657,,,,,,,,
pair,cone_intrinsic,fine,010,034,3,600,-0.057626180363554706,0.06948199663448598,0.10416962247002952,0.0019452435940325702,0.0022369985300270084,0.8695775021403721,,,,,,,,
pair,cone_intrinsic,fine,010,035,3,642,0.0727073850543181,0.09922312106716061,0.14743861973715197,0.004122965911131011,0.0021748821499189695,1.8957192284118116,,,,,,,,
pair,cone_intrinsic,fine,010,036,3,568,0.03840137785920152,0.07589077766801992,0.11359228621758247,0.0030045303233316115,0.0028214812138362606,1.0648769549120853,,,,,,,,
pair,cone_intrinsic,fine,011,013,3,587,-0.03293269120022328,0.04010887714823306,0.059888694179734255,0.002415591522303543,0.0020521257145316232,1.17711673568443,,,,,,,,
pair,cone_intrinsic,fine,011,016,3,596,-0.07619387088111917,0.08298767875831808,0.11587681891302777,0.002654403602376726,0.002149318739145598,1.234997654853142,,,,,,,,
pair,cone_intrinsic,fine,011,017,3,838,0.00113630327181261,0.04427719773221331,0.054998824379256794,0.0015246981594482947,0.0025972456546599467,0.5870442623371801,,,,,,,,
pair,cone_intrinsic,fine,011,018,3,728,0.01916393143153832,0.02562363710356797,0.03925598575949086,0.0010356771512142955,0.0033664072901402006,0.30765057877805474,,,,,,,,
pair,cone_intrinsic,fine,011,025,3,661,-0.07679739369318762,0.0804092665726433,0.1046154935525196,0.003229856499342693,0.002707083721689568,1.1931128961637167,,,,,,,,
pair,cone_intrinsic,fine,011,026,3,380,-0.01668064665108226,0.039995784833286134,0.06223215620067753,0.002112004908855627,0.0032552990369954355,0.6487898300135762,,,,,,,,
pair,cone_intrinsic,fine,011,027,3,880,-0.39376512240018097,0.44416824120383047,0.6119113769995026,0.07836067222213441,0.005265693417454966,14.881358637854003,,,,,,,,
pair,cone_intrinsic,fine,011,028,3,619,0.007137157072792587,0.043064757632876566,0.060776881821118824,0.0008023158142581631,0.0037765022944836525,0.21244944440523925,,,,,,,,
pair,cone_intrinsic,fine,011,029,3,638,-0.05996456991586325,0.07368561007450981,0.1097523565684081,0.0018484712736689906,0.002848452227475564,0.6489388362701084,,,,,,,,
pair,cone_intrinsic,fine,011,030,3,632,-0.03751767451245286,0.05288954290579798,0.07993026972589848,0.0011464084986578017,0.0025551403526307337,0.4486675252408256,,,,,,,,
pair,cone_intrinsic,fine,011,031,3,470,-0.005245806284106804,0.029463710811391763,0.0429299524253613,0.002266796060224477,0.0017890316466968117,1.2670519632281454,,,,,,,,
pair,cone_intrinsic,fine,011,032,3,539,0.009026704941902481,0.014988678579911732,0.01880383031129578,0.0015069142336961586,0.002009758705639494,0.749798585008078,,,,,,,,
pair,cone_intrinsic,fine,011,033,3,506,-0.006988555833548655,0.01859544055330094,0.028825384520905273,0.0016145577154427267,0.002157586924808447,0.7483164163066427,,,,,,,,
pair,cone_intrinsic,fine,011,034,3,558,-0.057680379405766286,0.05955915257965156,0.06987275131679914,0.002088859508650028,0.001895625910657002,1.1019365671816828,,,,,,,,
pair,cone_intrinsic,fine,011,035,3,600,0.07265318601210653,0.07952234109760532,0.10681856915377792,0.0042623434531002665,0.001833509530548963,2.324691190355633,,,,,,,,
pair,cone_intrinsic,fine,011,036,3,526,0.03834717881698994,0.048692915621957884,0.07229143997145084,0.003145023476940115,0.002480108594466254,1.2680991001593451,,,,,,,,
pair,cone_intrinsic,fine,012,013,3,707,0.00479476018731811,0.015239993683733575,0.019244807188981226,0.00042150703862236854,0.0015575984528253051,0.2706134163511803,,,,,,,,
pair,cone_intrinsic,fine,012,016,3,698,-0.0012852896142005223,0.029671794657056966,0.04100832699984208,0.0006755428248134619,0.0015787319881658286,0.42790215811000815,,,,,,,,
pair,cone_intrinsic,fine,012,026,3,603,0.03027763200230917,0.03688954105131844,0.054220710217120986,0.0011455266395253368,0.0017246488784177052,0.6642086130461005,,,,,,,,
pair,cone_intrinsic,fine,012,031,3,811,0.020527627418383165,0.021208606773470386,0.026900928180179362,0.00030054041018258735,0.0016180209344681437,0.18574568707998662,,,,,,,,
pair,cone_intrinsic,fine,012,032,3,736,0.041723731490623174,0.04491875508667799,0.06180212142262233,0.0006659599117149022,0.0015619635589186002,0.42636072263809316,,,,,,,,
pair,cone_intrinsic,fine,012,033,3,760,0.028494257298839643,0.030128679398822526,0.04006883169928258,0.0004201476928709316,0.0013320299941369492,0.315419093203794,,,,,,,,
pair,cone_intrinsic,fine,012,034,3,736,-0.026466252478678596,0.03601884723612304,0.05389197698161595,0.0004011697144291381,0.001395526396577395,0.28746838140290915,,,,,,,,
pair,cone_intrinsic,fine,012,035,3,694,0.09836680116303197,0.09862327583526062,0.10409234830647685,0.003152616259254585,0.0013285595179978727,2.372958242778276,,,,,,,,
pair,cone_intrinsic,fine,012,036,3,768,0.05808526081768464,0.05946449703466752,0.07347058264167226,0.0011641010493232326,0.002097126781456451,0.5550933112945925,,,,,,,,
pair,cone_intrinsic,fine,013,016,4,854,-0.03307827717360414,0.05912193549331047,0.101212862363224,0.001756113598845963,0.0015144446859834842,1.1595759258156981,,,,,,,,
pair,cone_intrinsic,fine,013,017,3,639,0.034068994472035895,0.07481853092210214,0.10949443742633751,0.002525832353963235,0.002339907529690632,1.0794581930753413,,,,,,,,
pair,cone_intrinsic,fine,013,018,3,759,0.052096622631761604,0.06016107688339388,0.07682729509918063,0.0023930303324832545,0.0031090691651708864,0.7696935016084546,,,,,,,,
pair,cone_intrinsic,fine,013,025,3,733,-0.043864702492964334,0.04663699802167935,0.061010412183620064,0.0026910508681135554,0.0024497455967202528,1.0985021757836262,,,,,,,,
pair,cone_intrinsic,fine,013,026,4,617,0.021535786552230925,0.028897269609678162,0.042011968611774475,0.002189256304207496,0.0024736669849967402,0.8850246688360847,,,,,,,,
pair,cone_intrinsic,fine,013,027,3,588,-0.3608324311999578,0.4048370971025856,0.5520226828197684,0.07155870639293914,0.005008355292485652,14.287865419672428,,,,,,,,
pair,cone_intrinsic,fine,013,028,3,808,0.04006984827301588,0.06536364456002708,0.08694586252087319,0.0019220245678723195,0.0035191641695143383,0.5461593933361649,,,,,,,,
pair,cone_intrinsic,fine,013,029,3,804,-0.027031878715639963,0.06312299704473025,0.09834146061262505,0.0016422757549316928,0.002591114102506249,0.6338106659769268,,,,,,,,
pair,cone_intrinsic,fine,013,030,3,818,-0.004584983312229572,0.051090154068078666,0.07213717782986659,0.0013837549847550389,0.002297802227661419,0.6022080438852003,,,,,,,,
pair,cone_intrinsic,fine,013,031,4,783,0.01964829295315149,0.02474985543538338,0.03296965863663064,0.0022478572881345395,0.0014256487244787362,1.5767259139914915,,,,,,,,
pair,cone_intrinsic,fine,013,032,4,839,0.03376698298261656,0.03835724046800296,0.05430207807913997,0.0019115832567037608,0.0015078391486868397,1.2677633807084379,,,,,,,,
pair,cone_intrinsic,fine,013,033,4,819,0.02090835028012781,0.024098513171222257,0.03291819326112206,0.001757699770501429,0.0015178514557516146,1.1580183053097548,,,,,,,,
pair,cone_intrinsic,fine,013,034,4,855,-0.03777223998783512,0.048318493301874994,0.0739148993275073,0.0018363057374485307,0.0014077659813406035,1.3044112173387175,,,,,,,,
pair,cone_intrinsic,fine,013,035,4,872,0.09986826987497242,0.10072432809179631,0.11641526180568013,0.005258131278070683,0.0012559475048952071,4.186585233520097,,,,,,,,
pair,cone_intrinsic,fine,013,036,4,828,0.06120002389904877,0.06420568794836563,0.08217651228462813,0.0035667466319325514,0.0019395575614010942,1.8389485844163405,,,,,,,,
pair,cone_intrinsic,fine,016,017,3,648,0.07733017415293177,0.07961760818307484,0.10020354111080745,0.002794139126044744,0.002437100554304607,1.1465013707003209,,,,,,,,
pair,cone_intrinsic,fine,016,018,3,768,0.09535780231265749,0.09834365264914273,0.12124887165358739,0.0031292749811877253,0.003206262189784861,0.9759884862683978,,,,,,,,
pair,cone_intrinsic,fine,016,025,3,721,-0.000603522812068454,0.04447727991886315,0.056743330193564076,0.0009364554396354436,0.002546938621334228,0.3676788407036194,,,,,,,,
pair,cone_intrinsic,fine,016,026,4,642,0.05461406372583507,0.07457425420874036,0.11587743411156126,0.0023575482047113578,0.0025886806472934978,0.910714192257051,,,,,,,,
pair,cone_intrinsic,fine,016,027,3,597,-0.31757125151906185,0.3957652347889344,0.5605543448653839,0.061576672245677824,0.005105548317099627,12.06073636389724,,,,,,,,
pair,cone_intrinsic,fine,016,028,3,791,0.08333102795391176,0.08798539148341877,0.1145890040352192,0.0023460937486676167,0.0036163571941283125,0.6487450278630785,,,,,,,,
pair,cone_intrinsic,fine,016,029,3,792,0.01622930096525592,0.024809495202730784,0.03888326396289731,0.0003246050148341931,0.0026883071271202237,0.12074699782606962,,,,,,,,
pair,cone_intrinsic,fine,016,030,3,806,0.03867619636866631,0.042539448657624414,0.05857841294237237,0.0006487317498526669,0.002394995252275394,0.2708697435772916,,,,,,,,
pair,cone_intrinsic,fine,016,031,4,774,0.052726570126755634,0.07904269610661895,0.13288538927979124,0.0023804720249619715,0.0015406623867754942,1.545096476291697,,,,,,,,
pair,cone_intrinsic,fine,016,032,4,836,0.06684526015622069,0.08160713782260377,0.12872076698765214,0.0023110676747442487,0.0016228528109835973,1.4240771924001723,,,,,,,,
pair,cone_intrinsic,fine,016,033,4,810,0.05398662745373195,0.07115318493204459,0.11682258614142374,0.0019141319504810631,0.0016328651180483721,1.1722535617448095,,,,,,,,
pair,cone_intrinsic,fine,016,034,4,839,-0.004693962814230977,0.048603671009494434,0.07168393243101172,0.0008835648719456646,0.0015227796436373612,0.5802316018850585,,,,,,,,
pair,cone_intrinsic,fine,016,035,4,882,0.13294654704857656,0.14622406544874064,0.21762812416890412,0.006907053804315326,0.001370961167191965,5.038110465566662,,,,,,,,
pair,cone_intrinsic,fine,016,036,4,830,0.0942783010726529,0.11385838087139642,0.1827516118292398,0.004484766896343651,0.0020545712236978517,2.1828237661539385,,,,,,,,
pair,cone_intrinsic,fine,017,018,3,780,0.018027628159725712,0.04477450599723839,0.05475141845192268,0.0011103994452258737,0.0036541891052992094,0.30387027415072787,,,,,,,,
pair,cone_intrinsic,fine,017,025,3,713,-0.07793369696500023,0.09904978716128175,0.1507249556199437,0.003370003493978291,0.0029948655368485766,1.1252603672899661,,,,,,,,
pair,cone_intrinsic,fine,017,026,3,432,-0.017816949922894874,0.07690523129239886,0.11385377150148307,0.0022111653896784195,0.0035430808521544435,0.6240798564712049,,,,,,,,
pair,cone_intrinsic,fine,017,027,3,839,-0.3949014256719936,0.4672617708046676,0.660090249552624,0.07871692209708328,0.005553475232613975,14.174353679440445,,,,,,,,
pair,cone_intrinsic,fine,017,028,3,671,0.006000853800979981,0.046718113265750406,0.057124792948952195,0.0008852377461016579,0.004064284109642662,0.21780902176631775,,,,,,,,
pair,cone_intrinsic,fine,017,029,3,690,-0.061100873187675854,0.07042779351075998,0.0997319857391311,0.0019771419526653775,0.0031362340426345724,0.6304191351116426,,,,,,,,
pair,cone_intrinsic,fine,017,030,3,684,-0.03865397778426547,0.05271174488291066,0.08063436905830186,0.00125977528924083,0.002842922167789742,0.4431269007340622,,,,,,,,
pair,cone_intrinsic,fine,017,031,3,522,-0.006382109555919414,0.0723624117638459,0.09605727216264218,0.0023581604731342807,0.002076813461855821,1.135470525613336,,,,,,,,
pair,cone_intrinsic,fine,017,032,3,591,0.00789040167008987,0.05444789287304837,0.06991697274550447,0.001588547905884104,0.0022975405207985027,0.6914123566064504,,,,,,,,
pair,cone_intrinsic,fine,017,033,3,558,-0.008124859105361268,0.05943191677194197,0.08171048448313323,0.0017071103035615188,0.002445368739967455,0.6980993400546366,,,,,,,,
pair,cone_intrinsic,fine,017,034,3,610,-0.05881668267757889,0.07551720504037128,0.115148944253861,0.0022159728677563746,0.0021834077258160106,1.0149148239952268,,,,,,,,
pair,cone_intrinsic,fine,017,035,3,652,0.07151688274029393,0.10462154289385572,0.15595322630554054,0.004300597738119814,0.0021212913457079718,2.0273489291422666,,,,,,,,
pair,cone_intrinsic,fine,017,036,3,578,0.03721087554517733,0.08307014424594635,0.12342200994067262,0.003206666978890846,0.002767890409625263,1.1585238229590846,,,,,,,,
pair,cone_intrinsic,fine,018,025,3,828,-0.09596132512472595,0.09811521044007905,0.11948468398626881,0.003711667400026402,0.00376402717232883,0.9860894276514925,,,,,,,,
pair,cone_intrinsic,fine,018,026,3,552,-0.035844578082620586,0.04936546213793002,0.07593436236527827,0.0019025718786181115,0.004312242487634698,0.4412024333218071,,,,,,,,
pair,cone_intrinsic,fine,018,027,3,729,-0.41292905383171935,0.46442395316396234,0.628849977918949,0.0824870918141889,0.006322636868094231,13.046311773880532,,,,,,,,
pair,cone_intrinsic,fine,018,028,3,791,-0.012026774358745733,0.0281993718565912,0.03899929827426716,0.00031901712957214224,0.004833445745122916,0.0660020090003161,,,,,,,,
pair,cone_intrinsic,fine,018,029,3,810,-0.07912850134740157,0.083780433966599,0.11233473620396214,0.0021367323259520133,0.003905395678114827,0.5471231347763039,,,,,,,,
pair,cone_intrinsic,fine,018,030,3,804,-0.05668160594399118,0.0606308694354905,0.08251264936145253,0.0011765670923237017,0.0036120838032699964,0.32573084025862387,,,,,,,,
pair,cone_intrinsic,fine,018,031,3,642,-0.024409737715645124,0.041784130460824825,0.056925911280165505,0.0019258811319529793,0.002845975097336075,0.6767034376919413,,,,,,,,
pair,cone_intrinsic,fine,018,032,3,711,-0.01013722648963584,0.02010738307247077,0.022801170481582533,0.0010018888495299991,0.003066702156278757,0.3266991049257049,,,,,,,,
pair,cone_intrinsic,fine,018,033,3,678,-0.02615248726508698,0.03339614738410689,0.04448648420395161,0.001293681546891938,0.00321453037544771,0.4024480704158094,,,,,,,,
pair,cone_intrinsic,fine,018,034,3,730,-0.0768443108373046,0.07718154771904798,0.08390867262018611,0.0023508561187458085,0.0029525693612962645,0.7962069069610997,,,,,,,,
pair,cone_intrinsic,fine,018,035,3,772,0.05348925458056821,0.06667671981581572,0.10144651641321831,0.0030257179566584307,0.002890452981188226,1.046797154754131,,,,,,,,
pair,cone_intrinsic,fine,018,036,3,698,0.01918324738545162,0.04396615440233245,0.06867059148874995,0.0023028607622445235,0.0035370520451055176,0.6510678194377048,,,,,,,,
pair,cone_intrinsic,fine,025,026,3,547,0.060116747042105366,0.061667170939147614,0.07195073147223029,0.003136333052801403,0.003652918919184064,0.858582717598876,,,,,,,,
pair,cone_intrinsic,fine,025,027,3,662,-0.31696772870699336,0.3710393868738091,0.5093652939326802,0.062009537402264524,0.005663313299643595,10.949339039068688,,,,,,,,
pair,cone_intrinsic,fine,025,028,3,786,0.0839345507659802,0.09175449482499481,0.11306267435517643,0.0029241311078976313,0.0041741221766722824,0.7005379775991185,,,,,,,,
pair,cone_intrinsic,fine,025,029,3,804,0.016832823777324372,0.047405033936119105,0.05593937320192121,0.0008783439202841024,0.0032460721096641935,0.2705866938904716,,,,,,,,
pair,cone_intrinsic,fine,025,030,3,799,0.03927971918073476,0.0547979399653975,0.07309580137554891,0.0012105989833642197,0.0029527602348193628,0.40998892124347475,,,,,,,,
pair,cone_intrinsic,fine,025,031,3,637,0.07155158740908081,0.07336300166726242,0.09110737221060494,0.0038180237666590746,0.0021866515288854415,1.746059541826109,,,,,,,,
pair,cone_intrinsic,fine,025,032,3,706,0.08582409863509011,0.08673826389172436,0.09918577491810782,0.0037157969382993214,0.0024073785878281234,1.5435033596654277,,,,,,,,
pair,cone_intrinsic,fine,025,033,3,673,0.06980883785963897,0.07038958337228451,0.07682539049296143,0.0030854822479230576,0.0025552068069970763,1.2075274061864176,,,,,,,,
pair,cone_intrinsic,fine,025,034,3,725,0.01911701428742134,0.023561293034598505,0.03557601136608269,0.0012239840819896354,0.0022932457928456313,0.5337343628006068,,,,,,,,
pair,cone_intrinsic,fine,025,035,3,725,0.14945057970529416,0.15125174332546001,0.1773771747929547,0.009403034907339795,0.0022311294127375925,4.2144731066058085,,,,,,,,
pair,cone_intrinsic,fine,025,036,3,661,0.11514457251017755,0.11787002923926701,0.1441042849417373,0.006704947766816824,0.002877728476654884,2.3299445452236545,,,,,,,,
pair,cone_intrinsic,fine,026,027,3,381,-0.37708447574909876,0.41835093347383373,0.5529156155536707,0.07509481276617866,0.006211528614949464,12.089586544839515,,,,,,,,
pair,cone_intrinsic,fine,026,028,3,614,0.023817803723874858,0.05208300082047076,0.0634949624520892,0.0015488419176036584,0.00472233749197815,0.32798204707619505,,,,,,,,
pair,cone_intrinsic,fine,026,029,3,614,-0.043283923264780984,0.07039237129147878,0.10851814625945941,0.0019234172584693913,0.003794287424970061,0.5069245007142726,,,,,,,,
pair,cone_intrinsic,fine,026,030,3,614,-0.020837027861370594,0.05383310320913368,0.08100128684336083,0.0014460117218410566,0.0035009755501252304,0.41303108266189764,,,,,,,,
pair,cone_intrinsic,fine,026,031,4,671,-0.0018874935990794376,0.026488918850728616,0.03890407171838865,0.0022004300883536236,0.0024998846857887504,0.8802126357517789,,,,,,,,
pair,cone_intrinsic,fine,026,032,4,678,0.01223119643038563,0.033783292751058604,0.05486418340738964,0.0016904091455676048,0.0025820751099968533,0.6546707874697204,,,,,,,,
pair,cone_intrinsic,fine,026,033,4,688,-0.0006274362721031199,0.02449419710840031,0.035363709500559816,0.0016947660989277496,0.002592087417061628,0.6538228949272569,,,,,,,,
pair,cone_intrinsic,fine,026,034,4,651,-0.05930802654006605,0.0713429787012479,0.10714803961937543,0.002495505018314719,0.0024820019426506175,1.005440396895774,,,,,,,,
pair,cone_intrinsic,fine,026,035,4,624,0.0783324833227415,0.08263427479328674,0.10749629464472837,0.004223503906739351,0.0023301834662052207,1.8125199015412568,,,,,,,,
pair,cone_intrinsic,fine,026,036,4,646,0.03966423734681784,0.052513337442377246,0.07450114130172861,0.003007977027279309,0.0030137935227111078,0.9980700418300167,,,,,,,,
pair,cone_intrinsic,fine,027,028,3,620,0.4009022794729736,0.4607613110926217,0.6164105780057599,0.07941229591076225,0.006732731872437681,11.794958928315365,,,,,,,,
pair,cone_intrinsic,fine,027,029,3,639,0.3338005524843177,0.4091891104427224,0.5646376449199827,0.06460505952560211,0.005804681805429593,11.129819289176492,,,,,,,,
pair,cone_intrinsic,fine,027,030,3,633,0.35624744788772816,0.4244399290756132,0.5824610953082291,0.06920627946020767,0.0055113699305847615,12.557001313984529,,,,,,,,
pair,cone_intrinsic,fine,027,031,3,471,0.3885193161160742,0.4276779291057244,0.5719240666387835,0.07795118870758469,0.00474526122465084,16.427164916157043,,,,,,,,
pair,cone_intrinsic,fine,027,032,3,540,0.40279182734208346,0.44823220316259466,0.6068252598812265,0.08056331715897687,0.004965988283593523,16.223017969079677,,,,,,,,
pair,cone_intrinsic,fine,027,033,3,507,0.38677656656663234,0.4318788819773147,0.5843634937149974,0.07688720996901363,0.005113816502762475,15.03519141280867,,,,,,,,
pair,cone_intrinsic,fine,027,034,3,559,0.3360847429944147,0.3938584556854434,0.5449413052987628,0.06538510849405935,0.0048518554886110305,13.476309969977596,,,,,,,,
pair,cone_intrinsic,fine,027,035,3,601,0.46641830841228754,0.497701953981759,0.6477067638770831,0.098351079842282,0.004789739108502992,20.533702904127722,,,,,,,,
pair,cone_intrinsic,fine,027,036,3,527,0.432112301217171,0.4663936875742361,0.6181788918426733,0.08912865439277388,0.005436338172420283,16.394979776082142,,,,,,,,
pair,cone_intrinsic,fine,028,029,3,881,-0.06710172698865584,0.06829632288439905,0.07647502408398901,0.0014706627778574887,0.004315490682458279,0.3407869199753988,,,,,,,,
pair,cone_intrinsic,fine,028,030,3,877,-0.04465483158524544,0.04588529985916373,0.05601059109284682,0.0006724757918718876,0.004022178807613449,0.16719191861858068,,,,,,,,
pair,cone_intrinsic,fine,028,031,3,712,-0.012382963356899396,0.054664969442309155,0.06191870400689975,0.001654665717891661,0.003256070101679527,0.508178775708226,,,,,,,,
pair,cone_intrinsic,fine,028,032,3,803,0.0018895478691098935,0.040973600690306776,0.05426190912333145,0.0008336647986974081,0.003476797160622209,0.23977953276636224,,,,,,,,
pair,cone_intrinsic,fine,028,033,3,751,-0.014125712906341244,0.04465935956390564,0.05542465710046583,0.0010098903394736539,0.0036246253797911614,0.2786192319637293,,,,,,,,
pair,cone_intrinsic,fine,028,034,3,819,-0.06481753647855887,0.07151778335371817,0.09680162766314634,0.001701269436965679,0.0033626643656397164,0.5059290050917787,,,,,,,,
pair,cone_intrinsic,fine,028,035,3,800,0.06551602893931395,0.08897828620467432,0.13822173928145692,0.00331662670446925,0.0033005479855316776,1.0048715301241051,,,,,,,,
pair,cone_intrinsic,fine,028,036,3,736,0.031210021744197358,0.0689108584571559,0.10719112356627158,0.002346215145444238,0.003947147049448969,0.5944078383833648,,,,,,,,
pair,cone_intrinsic,fine,029,030,3,886,0.022446895403410393,0.023279147968198393,0.029888479320136926,0.00020813079985239745,0.00309412874060536,0.06726636714271854,,,,,,,,
pair,cone_intrinsic,fine,029,031,3,708,0.05471876363175645,0.08112994770045194,0.12709012949009948,0.0024896195806355832,0.0023280200346714377,1.0694150151448127,,,,,,,,
pair,cone_intrinsic,fine,029,032,3,799,0.06899127485776572,0.08225729108282548,0.12311475820109594,0.002243244752479451,0.00254874709361412,0.8801362669916899,,,,,,,,
pair,cone_intrinsic,fine,029,033,3,747,0.052976014082314594,0.07119112360236501,0.11018928594532021,0.0017746792995318255,0.002696575312783072,0.6581233949294821,,,,,,,,
pair,cone_intrinsic,fine,029,034,3,815,0.0022841905100969653,0.03415771217431647,0.047786387214102895,0.00042515305348381736,0.002434614298631628,0.17462850428619192,,,,,,,,
pair,cone_intrinsic,fine,029,035,3,796,0.1326177559279698,0.1483143537424181,0.2127060815672872,0.007287874715464318,0.0023724979185235887,3.0718150092201473,,,,,,,,
pair,cone_intrinsic,fine,029,036,3,732,0.0983117487328532,0.11882141132364428,0.17877535723810783,0.004936267759112761,0.0030190969824408797,1.6350146377616153,,,,,,,,
pair,cone_intrinsic,fine,030,031,3,722,0.03227186822834605,0.06268327696070783,0.09831282189945431,0.0018582080446039324,0.0020347081598266078,0.9132553165571832,,,,,,,,
pair,cone_intrinsic,fine,030,032,3,807,0.046544379454355335,0.06053538047513748,0.09329267135858631,0.0014196090764672614,0.0022554352187692897,0.6294169145952644,,,,,,,,
pair,cone_intrinsic,fine,030,033,3,761,0.0305291186789042,0.05143770668251778,0.0803671991028106,0.0011667393536105724,0.002403263437938242,0.48548125652488483,,,,,,,,
pair,cone_intrinsic,fine,030,034,3,826,-0.020162704893313427,0.03446730118889037,0.04219515457766855,0.0004999375444827855,0.002141302423786797,0.23347358081193798,,,,,,,,
pair,cone_intrinsic,fine,030,035,3,810,0.11017086052455938,0.12556296310632226,0.18281760224715027,0.005607308860170164,0.0020791860436787583,2.696876923167975,,,,,,,,
pair,cone_intrinsic,fine,030,036,3,746,0.0758648533294428,0.09708850284129059,0.14895327039559822,0.003717739916949063,0.0027257851075960502,1.36391526484927,,,,,,,,
pair,cone_intrinsic,fine,031,032,4,804,0.014118690029465066,0.021167015662859112,0.0338259239222762,0.0017854301090603128,0.0015340568494788495,1.1638617627937713,,,,,,,,
pair,cone_intrinsic,fine,031,033,4,846,0.0012600573269763169,0.012775642070964184,0.0181075148911383,0.00177591815560968,0.0015440691565436245,1.150154543326962,,,,,,,,
pair,cone_intrinsic,fine,031,034,4,793,-0.05742053294098661,0.06250401141110594,0.08625218012169217,0.002513366081556088,0.0014339836821326134,1.7527159568637645,,,,,,,,
pair,cone_intrinsic,fine,031,035,4,770,0.08021997692182094,0.08056260328550754,0.0873354681051333,0.004389819587889337,0.001282165205687217,3.4237550421877763,,,,,,,,
pair,cone_intrinsic,fine,031,036,4,844,0.04155173094589728,0.04268038985033597,0.05272835730385622,0.0031325863845623318,0.0019657752621931044,1.593562827251922,,,,,,,,
pair,cone_intrinsic,fine,032,033,4,848,-0.01285863270248875,0.014717252922480186,0.021922775026184758,0.0012709592575316992,0.0016262595807517276,0.7815229945911875,,,,,,,,
pair,cone_intrinsic,fine,032,034,4,873,-0.07153922297045168,0.07263805900174057,0.08536833400906556,0.0024818317919006287,0.0015161741063407165,1.636904219325131,,,,,,,,
pair,cone_intrinsic,fine,032,035,4,836,0.06610128689235586,0.06918454737770909,0.09133340342318925,0.0032478260443764445,0.0013643556298953204,2.3804834848122645,,,,,,,,
pair,cone_intrinsic,fine,032,036,4,801,0.027433040916432214,0.03369605068676779,0.05481605063793277,0.0023025614004306824,0.0020479656864012073,1.1243163963732536,,,,,,,,
pair,cone_intrinsic,fine,033,034,4,832,-0.05868059026796293,0.06143797233595943,0.08072598156281353,0.002050405814067537,0.0015261864134054914,1.3434832049725278,,,,,,,,
