row_type,coordinate_system,bin_scale,frame_left,frame_right,matched_bin_count,matched_point_count,residual_delta_bias_mm,residual_delta_rmse_mm,residual_delta_p95_abs_mm,cross_frame_variance_mm2,within_frame_variance_mm2,cross_to_within_variance_ratio,pair_count,matched_bin_count_median,matched_pair_point_count_median,residual_delta_rmse_median_mm,residual_delta_rmse_p95_mm,cross_frame_variance_mm2_median,within_frame_variance_mm2_median,cross_to_within_variance_ratio_median
pair,cone_intrinsic,fine,004,030,3,653,-6.958855480229675e-06,0.07090028059116586,0.08797058174418876,0.003256986135699768,0.005498509757497446,0.5923397937520676,,,,,,,,
pair,cone_intrinsic,fine,004,031,3,491,0.03226490937286582,0.1256599866614716,0.18393821298299068,0.005103698220966112,0.004732401051563526,1.0784585172213825,,,,,,,,
pair,cone_intrinsic,fine,004,032,3,560,0.046537420598875105,0.11377875960799122,0.17379750551092257,0.004665039660623663,0.004953128110506207,0.9418370687260295,,,,,,,,
pair,cone_intrinsic,fine,004,033,3,527,0.03052215982342397,0.11233465582157451,0.16557998294441043,0.004412236806498103,0.00510095632967516,0.8649822741727106,,,,,,,,
pair,cone_intrinsic,fine,004,034,3,579,-0.02016966374879366,0.09694835129581594,0.12313509722950507,0.003745646651614877,0.004838995315523715,0.7740546141052614,,,,,,,,
pair,cone_intrinsic,fine,004,035,3,621,0.11016390166907915,0.16803302184417723,0.2599076814489471,0.008852473783834676,0.004776878935415676,1.8531919907374306,,,,,,,,
pair,cone_intrinsic,fine,004,036,3,547,0.07585789447396256,0.1468171443301736,0.22730254270609074,0.006963048078941279,0.005423477999332967,1.2838713607389323,,,,,,,,
pair,cone_intrinsic,fine,005,006,3,686,0.08616272245185401,0.09819690357236721,0.1424346505616337,0.004429385155246541,0.0022769242902993462,1.945337038265867,,,,,,,,
pair,cone_intrinsic,fine,005,007,3,532,-0.0023700281219879936,0.009784202123816999,0.014691308730189553,0.00042698771490238125,0.0023830364718230245,0.17917800249852464,,,,,,,,
pair,cone_intrinsic,fine,005,008,3,733,0.06340620921849066,0.06643617088845742,0.08367879056345948,0.001984330729575848,0.002645136655554815,0.7501807989423656,,,,,,,,
pair,cone_intrinsic,fine,005,009,3,573,0.013132643261065785,0.02098189512851707,0.03206881411080778,0.0006043254426780866,0.0029413668692690274,0.2054573501156863,,,,,,,,
pair,cone_intrinsic,fine,005,010,3,606,0.07967540534561582,0.083128555419601,0.1082755083157988,0.0025922503503361663,0.0026089491553047983,0.9935994134133744,,,,,,,,
pair,cone_intrinsic,fine,005,011,3,564,0.07972960438782739,0.08275792561331029,0.10607532042279798,0.002736583293078945,0.002267576535934792,1.206831720875436,,,,,,,,
pair,cone_intrinsic,fine,005,012,3,710,0.025787655620027817,0.03223736726789978,0.04390765970648561,0.00040737236005994814,0.0021960845901453645,0.18549939373372823,,,,,,,,
pair,cone_intrinsic,fine,005,013,4,829,0.04824968898524947,0.059199247345745915,0.09395498469784389,0.0017472067722488268,0.0020314162819062287,0.8600929252222459,,,,,,,,
pair,cone_intrinsic,fine,005,016,4,817,0.015171411811645325,0.02799409130660207,0.04577807572238114,0.0005964224998838047,0.0021464299442029862,0.277867209919711,,,,,,,,
pair,cone_intrinsic,fine,005,017,3,616,0.08086590765964001,0.08680824458932956,0.11900621517577206,0.002878729416078121,0.002555358351093801,1.1265462688808026,,,,,,,,
pair,cone_intrinsic,fine,005,018,3,736,0.09889353581936572,0.09940248651834602,0.1099115004189507,0.0032521098045795948,0.0033245199865740553,0.9782193572946212,,,,,,,,
pair,cone_intrinsic,fine,005,025,3,731,0.0029322106946397786,0.03059829846082386,0.03818284701986486,0.0008557140594723435,0.0026651964181234216,0.32106979194983915,,,,,,,,
pair,cone_intrinsic,fine,005,026,4,649,0.0697854755374804,0.08029559603589781,0.10780338773142693,0.002535343256097987,0.0031056522432162427,0.8163641829622114,,,,,,,,
pair,cone_intrinsic,fine,005,027,3,565,-0.3140355180123536,0.38485549336960145,0.5410840343768518,0.06082350281415401,0.00522380611388882,11.643522268646079,,,,,,,,
pair,cone_intrinsic,fine,005,028,3,845,0.08686676146061999,0.08999367847775404,0.11514644512180891,0.002443414490612784,0.003734614990917507,0.6542614155823582,,,,,,,,
pair,cone_intrinsic,fine,005,029,3,826,0.019765034471964153,0.028714320790180898,0.04218538182706611,0.00027957346209629344,0.0028065649239094183,0.0996141082340829,,,,,,,,
pair,cone_intrinsic,fine,005,030,3,832,0.04221192987537454,0.04506087047181739,0.060539972036331116,0.0006513199412344152,0.002513253049064588,0.25915414346232707,,,,,,,,
pair,cone_intrinsic,fine,005,031,4,765,0.06789798193840096,0.07857801022597892,0.1222900578132865,0.0025419036805294703,0.0020576339826982384,1.2353526924143206,,,,,,,,
pair,cone_intrinsic,fine,005,032,4,852,0.08201667196786602,0.08594714728235106,0.11812543552114742,0.0025948995935563095,0.0021398244069063418,1.2126694065088706,,,,,,,,
pair,cone_intrinsic,fine,005,033,4,804,0.06915803926537728,0.07426670964779829,0.106227254674919,0.0020864875195421833,0.002149836713971116,0.9705330204767431,,,,,,,,
pair,cone_intrinsic,fine,005,034,4,872,0.010477448997414346,0.02706072571099333,0.04098943042424715,0.0005471962122606749,0.0020397512395601055,0.2682661501304854,,,,,,,,
pair,cone_intrinsic,fine,005,035,4,817,0.1481179588602219,0.1543371979558563,0.20730571496411482,0.007763942777255184,0.0018879327631147094,4.112404280990516,,,,,,,,
pair,cone_intrinsic,fine,005,036,4,786,0.10944971288429822,0.11823415025441997,0.17215628036273506,0.005006426221435087,0.0025715428196205967,1.9468570319874086,,,,,,,,
pair,cone_intrinsic,fine,006,007,3,572,-0.08853275057384198,0.09773846507432746,0.13855623850244259,0.0047567272613063235,0.002434271529753725,1.9540660124253113,,,,,,,,
pair,cone_intrinsic,fine,006,008,3,774,-0.022756513233363338,0.03765535882974536,0.05887523233351182,0.0029135944668428277,0.0026963717134855154,1.0805611304520455,,,,,,,,
pair,cone_intrinsic,fine,006,009,3,585,-0.07303007919078822,0.08736518343884463,0.13096752396938724,0.004132613566097811,0.0029926019271997277,1.380943295042528,,,,,,,,
pair,cone_intrinsic,fine,006,010,3,627,-0.006487317106238177,0.05770397196828817,0.08234434179960028,0.002680435149353388,0.0026601842132354986,1.0076126066823239,,,,,,,,
pair,cone_intrinsic,fine,006,011,3,590,-0.006433118064026597,0.02576108512162877,0.03851464867975382,0.002821966129877428,0.0023188115938654924,1.2169881060380459,,,,,,,,
pair,cone_intrinsic,fine,006,013,3,748,-0.03936580926424988,0.044971328183456095,0.05849469239938725,0.003927763343930423,0.002061473468896178,1.90531840607852,,,,,,,,
pair,cone_intrinsic,fine,006,016,3,751,-0.08262698894514577,0.1005567276671253,0.15183302558551556,0.004333557989889368,0.0021586664935101525,2.0075162156441686,,,,,,,,
pair,cone_intrinsic,fine,006,017,3,608,-0.005296814792213986,0.06587249906998353,0.09217406552269043,0.002905368062818409,0.0026065934090245013,1.1146226537516344,,,,,,,,
pair,cone_intrinsic,fine,006,018,3,668,0.012730813367511728,0.04258108996550474,0.05752289352417735,0.0023467627383648784,0.0033757550445047556,0.6951815838015472,,,,,,,,
pair,cone_intrinsic,fine,006,025,3,600,-0.08323051175721422,0.09049010991414573,0.11144061441087329,0.004911340406957957,0.0027164314760541215,1.8080118899565074,,,,,,,,
pair,cone_intrinsic,fine,006,026,3,575,-0.02311376471510886,0.047307453681214064,0.06091512032174272,0.0035614459376626406,0.0032646467913599896,1.0909130957407525,,,,,,,,
pair,cone_intrinsic,fine,006,027,3,600,-0.40019824046420754,0.4415538332707548,0.6064924144401929,0.08126561062250474,0.005275041171819521,15.405682718960426,,,,,,,,
pair,cone_intrinsic,fine,006,028,3,675,0.0007040390087659915,0.06579570593436881,0.08058840312881717,0.002159823197036277,0.003785850048848207,0.5704988758583752,,,,,,,,
pair,cone_intrinsic,fine,006,029,3,671,-0.06639768797988985,0.09473701773640872,0.1461116867072438,0.0034649826556579673,0.0028577999818401186,1.2124650702205155,,,,,,,,
pair,cone_intrinsic,fine,006,030,3,685,-0.04395079257647946,0.07587491831130377,0.1162895998647342,0.00267627776366618,0.0025644881069952882,1.0435914116216634,,,,,,,,
pair,cone_intrinsic,fine,006,031,3,727,-0.011678924348133399,0.02939683275081831,0.039383364254944986,0.003672100082157061,0.0017983794010613665,2.0418939852123876,,,,,,,,
pair,cone_intrinsic,fine,006,032,3,705,0.002593586877875883,0.025734945001834608,0.035473068285779064,0.0028571282057565043,0.002019106460004048,1.4150458444626919,,,,,,,,
pair,cone_intrinsic,fine,006,033,3,724,-0.013421673897575252,0.029843931883355875,0.03592240076192361,0.0030265885255398636,0.002166934679173001,1.3967142409179334,,,,,,,,
pair,cone_intrinsic,fine,006,034,3,708,-0.06411349746979288,0.07337951129853605,0.10267898989210325,0.0036965542102996934,0.0019049736650215562,1.940475229749627,,,,,,,,
pair,cone_intrinsic,fine,006,035,3,765,0.06622006794807993,0.07044630908110512,0.09150929402526817,0.005366967426326706,0.0018428572849135173,2.912307681263864,,,,,,,,
pair,cone_intrinsic,fine,006,036,3,759,0.031914060752963345,0.037132610850712386,0.0513920343255456,0.004382064206921474,0.0024894563488308086,1.7602494653017484,,,,,,,,
pair,cone_intrinsic,fine,007,008,3,653,0.06577623734047865,0.06684371185826153,0.07980037850426833,0.002279312689842751,0.002802483895009193,0.8133187469522547,,,,,,,,
pair,cone_intrinsic,fine,007,009,3,859,0.015502671383053777,0.018510611641463906,0.027696319249919353,0.0008278175438779609,0.0030987141087234055,0.2671487316456572,,,,,,,,
pair,cone_intrinsic,fine,007,010,3,826,0.0820454334676038,0.08440297690510533,0.10519094867290327,0.0029103673820091245,0.002766296394759177,1.0520808209571808,,,,,,,,
pair,cone_intrinsic,fine,007,011,3,868,0.08209963250981539,0.08385728566674412,0.10272933616864134,0.0030547773967044395,0.0024249237753891702,1.2597416165026407,,,,,,,,
pair,cone_intrinsic,fine,007,013,3,555,0.0491669413095921,0.06230941459511739,0.09235207859438313,0.0024112015693045974,0.002167585650419856,1.1123904464109888,,,,,,,,
pair,cone_intrinsic,fine,007,016,3,564,0.005905761628696225,0.01697332268102926,0.01767688247214552,0.0005189774771321932,0.0022647786750338308,0.2291515205672099,,,,,,,,
pair,cone_intrinsic,fine,007,017,3,806,0.08323593578162801,0.08800560905489188,0.11617027045673475,0.0031985393621291962,0.002712705590548179,1.1790956502149725,,,,,,,,
pair,cone_intrinsic,fine,007,018,3,696,0.10126356394135372,0.10225846977097756,0.1140814050018404,0.003597555342057446,0.0034818672260284334,1.0332258838488138,,,,,,,,
pair,cone_intrinsic,fine,007,025,3,629,0.005302238816627773,0.033457780511866445,0.040230186769597366,0.0010647009734488949,0.0028225436575778,0.37721328794700765,,,,,,,,
pair,cone_intrinsic,fine,007,026,3,348,0.06541898585873313,0.08042122456471225,0.10535997001459146,0.002908187086867257,0.0033707589728836675,0.8627692191172356,,,,,,,,
pair,cone_intrinsic,fine,007,027,3,857,-0.31166548989036563,0.38252467782193034,0.5439199790958892,0.06058175626965161,0.005381153353343199,11.258135996442736,,,,,,,,
pair,cone_intrinsic,fine,007,028,3,587,0.08923678958260799,0.09514304156443106,0.12894871023488608,0.0027717577520224163,0.003891962230371885,0.7121748845331342,,,,,,,,
pair,cone_intrinsic,fine,007,029,3,606,0.022135062593952145,0.03654141292174349,0.05589584150355992,0.0005124969355076809,0.002963912163363796,0.17291232238341336,,,,,,,,
pair,cone_intrinsic,fine,007,030,3,600,0.04458195799736253,0.05097798686084504,0.07425043171282493,0.0009161632786602459,0.002670600288518966,0.3430551859815466,,,,,,,,
pair,cone_intrinsic,fine,007,031,3,438,0.07685382622570859,0.0883355018299767,0.12393195324523155,0.003626255953398361,0.0019044915825850446,1.9040545973305352,,,,,,,,
pair,cone_intrinsic,fine,007,032,3,507,0.09112633745171787,0.09458761323442352,0.11878435435085224,0.0035694348828585873,0.0021252186415277262,1.6795612522449348,,,,,,,,
pair,cone_intrinsic,fine,007,033,3,474,0.07511107667626674,0.08099173001710983,0.10693686437516516,0.002888170150077117,0.002273046860696679,1.2706161936282763,,,,,,,,
pair,cone_intrinsic,fine,007,034,3,526,0.024419253104049105,0.031166128988639928,0.03975649247687465,0.000865403891365539,0.002011085846545234,0.4303167330485581,,,,,,,,
pair,cone_intrinsic,fine,007,035,3,568,0.15475281852192194,0.1620645591938523,0.20954790532241926,0.009459090530516582,0.0019489694664371953,4.853380565170284,,,,,,,,
pair,cone_intrinsic,fine,007,036,3,494,0.12044681132680533,0.12910569582832657,0.17502077614009218,0.006651864204197539,0.002595568530354487,2.5627773362196944,,,,,,,,
pair,cone_intrinsic,fine,008,009,3,694,-0.05027356595742486,0.05346263058547975,0.0720922916358754,0.0018668710425228073,0.003360814292455196,0.5554817612844031,,,,,,,,
pair,cone_intrinsic,fine,008,010,3,727,0.016269196127125164,0.03238517217368688,0.04368634137797738,0.0013232613733553512,0.0030283965784909674,0.43695115189131695,,,,,,,,
pair,cone_intrinsic,fine,008,011,3,685,0.016323395169336747,0.018274143135828168,0.023855309730996293,0.0014655323826121844,0.0026870239591209612,0.5454109843857223,,,,,,,,
pair,cone_intrinsic,fine,008,013,3,795,-0.016609296030886542,0.03524347362068916,0.05427454455746705,0.0021216696628002904,0.002429685834151646,0.8732279840373258,,,,,,,,
pair,cone_intrinsic,fine,008,016,3,811,-0.05987047571178242,0.06589449178614415,0.09307716558734129,0.001936780144019706,0.0025268788587656213,0.766471307993697,,,,,,,,
pair,cone_intrinsic,fine,008,017,3,734,0.017459698441149352,0.040634265727388534,0.05521989286887044,0.001564449295818437,0.002974805774279969,0.525899643379945,,,,,,,,
pair,cone_intrinsic,fine,008,018,3,794,0.035487326600875065,0.04011009489395734,0.058057678779598665,0.0012519915466346772,0.0037439674097602235,0.33440236241662663,,,,,,,,
pair,cone_intrinsic,fine,008,025,3,726,-0.06047399852385087,0.06793988984169257,0.09765764735745545,0.002506322116172612,0.0030846438413095908,0.812515883554501,,,,,,,,
pair,cone_intrinsic,fine,008,026,3,595,-0.0003572514817455144,0.04401944963429566,0.05966852748271143,0.0019772561766435506,0.0036328591566154576,0.5442699789346239,,,,,,,,
pair,cone_intrinsic,fine,008,027,3,686,-0.3774417272308443,0.43349785737471724,0.6054245863908151,0.0745327441439975,0.0056432535370749895,13.207406623560868,,,,,,,,
pair,cone_intrinsic,fine,008,028,3,735,0.023460552242129337,0.04861537512878748,0.07599847379762836,0.0009008395353963929,0.004154062414103676,0.21685748686343884,,,,,,,,
pair,cone_intrinsic,fine,008,029,3,750,-0.043641174746526505,0.05952498585508579,0.08735582670906958,0.0012897981910987536,0.0032260123470955865,0.3998119202054427,,,,,,,,
pair,cone_intrinsic,fine,008,030,3,758,-0.021194279343116112,0.041433777704246263,0.05753373986655996,0.0008075811424843463,0.002932700472250757,0.2753711639240651,,,,,,,,
pair,cone_intrinsic,fine,008,031,3,685,0.011077588885229944,0.03882214938255184,0.04644978355024832,0.002244040578817456,0.002166591766316835,1.0357468415161026,,,,,,,,
pair,cone_intrinsic,fine,008,032,3,752,0.025350100111239227,0.032213761745606105,0.039910327913207186,0.0016239442567697036,0.002387318825259517,0.6802376957728595,,,,,,,,
pair,cone_intrinsic,fine,008,033,3,721,0.009334839335788091,0.026881096907092467,0.02809155351166806,0.0015747336802896714,0.0025351470444284698,0.6211606872076659,,,,,,,,
pair,cone_intrinsic,fine,008,034,3,755,-0.04135698423642954,0.04577460520552118,0.062914905121735,0.001552557872682808,0.002273186030277025,0.682987600664431,,,,,,,,
pair,cone_intrinsic,fine,008,035,3,815,0.08897658118144326,0.09772381981742181,0.13067387888477422,0.00500253359241977,0.0022110696501689855,2.2624948029282757,,,,,,,,
pair,cone_intrinsic,fine,008,036,3,741,0.05467057398632669,0.06648304423325103,0.09614674970244713,0.0035492193089828204,0.0028576687140862774,1.2419981684677757,,,,,,,,
pair,cone_intrinsic,fine,009,010,3,858,0.06654276208455003,0.06729871334995055,0.07749462942298391,0.0023465961339540166,0.0033246267922051793,0.7058224217694978,,,,,,,,
pair,cone_intrinsic,fine,009,011,3,886,0.06659696112676163,0.07128761795693557,0.09594760136687171,0.002490502010684922,0.002983254172835173,0.8348272947584758,,,,,,,,
pair,cone_intrinsic,fine,009,013,3,596,0.033664269926538336,0.05840168208079007,0.0855703437926135,0.0021532529969470696,0.0027259160478658585,0.7899190434103313,,,,,,,,
pair,cone_intrinsic,fine,009,016,3,605,-0.009596909754357551,0.015820784248535478,0.021964595661412036,0.0006634272161163685,0.0028231090724798336,0.23499879001614718,,,,,,,,
pair,cone_intrinsic,fine,009,017,3,847,0.06773326439857423,0.07032037757747929,0.08847395120681541,0.0026236945343810396,0.0032710359879941815,0.8020989509167413,,,,,,,,
pair,cone_intrinsic,fine,009,018,3,737,0.08576089255829994,0.0890306455991871,0.10395751868093749,0.0028550246772036203,0.004040197623474437,0.7066547093180044,,,,,,,,
pair,cone_intrinsic,fine,009,025,3,670,-0.010200432566426004,0.04433841832722713,0.06623594390724946,0.0012147644419296742,0.0033808740550238026,0.3593048490299713,,,,,,,,
pair,cone_intrinsic,fine,009,026,3,389,0.04991631447567935,0.07568409491958532,0.09857823521282183,0.0024990684509408794,0.003929089370329671,0.6360426590986895,,,,,,,,
pair,cone_intrinsic,fine,009,027,3,867,-0.32716816127341936,0.4004527563988138,0.5716162983458084,0.06368012766043887,0.005939483750789201,10.721492023945256,,,,,,,,
pair,cone_intrinsic,fine,009,028,3,628,0.07373411819955421,0.08286522510883655,0.11882482391398316,0.002141095365577655,0.004450292627817888,0.4811133884082356,,,,,,,,
pair,cone_intrinsic,fine,009,029,3,647,0.006632391210898367,0.031231713255793946,0.046433540923196286,0.000505988162707232,0.0035222425608097984,0.1436551157314107,,,,,,,,
pair,cone_intrinsic,fine,009,030,3,641,0.029079286614308763,0.04033355285845926,0.06281423282113635,0.0007008624000544862,0.003228930685964969,0.21705712144918118,,,,,,,,
pair,cone_intrinsic,fine,009,031,3,479,0.06135115484265482,0.08124724271282081,0.11715021844346192,0.0031107749739558432,0.0024628219800310472,1.2630937189851732,,,,,,,,
pair,cone_intrinsic,fine,009,032,3,548,0.0756236660686641,0.08336058870741829,0.1120026195490826,0.0029211966726074103,0.002683549038973729,1.0885572166493984,,,,,,,,
pair,cone_intrinsic,fine,009,033,3,515,0.059608405293212964,0.07187416183634346,0.10015512957339552,0.0023888995347753766,0.0028313772581426816,0.8437235016652072,,,,,,,,
pair,cone_intrinsic,fine,009,034,3,567,0.008916581720995333,0.030779169079772378,0.03368150217003034,0.0008376484856524962,0.002569416243991237,0.3260073129884645,,,,,,,,
