frame_id,dataset_role,source_dir,manifest_dataset_id,manifest_split_tags,chess_recorded_file,nolaser_recorded_file,laser_recorded_file,chess_resolved_path,nolaser_resolved_path,laser_resolved_path,path_resolution,sha256_verified,chess_manifest_sha256,nolaser_manifest_sha256,laser_manifest_sha256,chess_observed_sha256,nolaser_observed_sha256,laser_observed_sha256,pnp_rmse_px,laser_point_count,u_min,u_max,v_min,v_max,lambda_min,lambda_max,quality_warnings
023,validation,original_0811_triplet,original_0811,validation,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\chess 023.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\nolaser 023.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\laser 023.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\chess 023.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\nolaser 023.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\laser 023.tif,original_task2_provenance,true,61c751f8c00b72a3f16c11b8816b9e8576efd94e430a9975059fdec5fcc5bd13,7c427f818cf8d547ae008f6368012262a52716d0abb48266baa946e623b4dbe4,313b31b27309f1867df61c03f3d247f161c9855ce21dfadf73bc92c7beec31f6,61c751f8c00b72a3f16c11b8816b9e8576efd94e430a9975059fdec5fcc5bd13,7c427f818cf8d547ae008f6368012262a52716d0abb48266baa946e623b4dbe4,313b31b27309f1867df61c03f3d247f161c9855ce21dfadf73bc92c7beec31f6,,900,,,,,,,
024,validation,original_0811_triplet,original_0811,validation,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\chess 024.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\nolaser 024.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\laser 024.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\chess 024.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\nolaser 024.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation\laser 024.tif,original_task2_provenance,true,d72a45184ec590560a5ac71ca1257d67ff110f4be218ffe54348df2be1e57219,bdf26cb937b71cfed613aa389d855de5f25321c144ec86cdc0860da56245e9b3,1436759a04874be024ac5ec28bb17ceb666cbe0dea9a14cd1edba82b44d1f7ea,d72a45184ec590560a5ac71ca1257d67ff110f4be218ffe54348df2be1e57219,bdf26cb937b71cfed613aa389d855de5f25321c144ec86cdc0860da56245e9b3,1436759a04874be024ac5ec28bb17ceb666cbe0dea9a14cd1edba82b44d1f7ea,,900,,,,,,,
025,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension,fit_edge_extension,fit,fit/chess 025.tif,fit/nolaser 025.tif,fit/laser 025.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\chess 025.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\nolaser 025.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\laser 025.tif,chess:recorded_path;nolaser:recorded_path;laser:recorded_path,true,1911f8cbf3d30c04ff29e59b450251c76450c8b115349ea791c8c9fdad13e260,c32eeb6b97920b3351cdace111ff03807ca7b31df5abb221115874f40b46d123,a2f3241113f7e8a4b9feb1ad1af2600067ea692b192cab36686970400cd257a2,1911f8cbf3d30c04ff29e59b450251c76450c8b115349ea791c8c9fdad13e260,c32eeb6b97920b3351cdace111ff03807ca7b31df5abb221115874f40b46d123,a2f3241113f7e8a4b9feb1ad1af2600067ea692b192cab36686970400cd257a2,0.156194957322,900,1800.39854613,2051.06550709,246.989737795,2341.99304565,621.419119364,695.528452895,dynamic_range_low;image_too_dark;dynamic_range_low
026,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension,fit_edge_extension,fit,fit/chess 026.tif,fit/nolaser 026.tif,fit/laser 026.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\chess 026.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\nolaser 026.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\laser 026.tif,chess:recorded_path;nolaser:recorded_path;laser:recorded_path,true,8a878ed676efe9d5a1bdcfedc37ec024af7ca9594d13d1d1ed4ec9db15ce8509,552b51cc04017df68434e875e5dd9135f639c5c706ac36f747f208edc75497dd,35e1b5429f25dbd18f8ea2b6fd6868f16bb46f2aeb8c82407ec1ce54f3eabfd4,8a878ed676efe9d5a1bdcfedc37ec024af7ca9594d13d1d1ed4ec9db15ce8509,552b51cc04017df68434e875e5dd9135f639c5c706ac36f747f208edc75497dd,35e1b5429f25dbd18f8ea2b6fd6868f16bb46f2aeb8c82407ec1ce54f3eabfd4,0.16533904087,900,1797.29414176,2038.39772134,427.0547664,2874.00603774,621.296453731,692.468052674,dynamic_range_low;image_too_dark;dynamic_range_low
027,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension,fit_edge_extension,fit,fit/chess 027.tif,fit/nolaser 027.tif,fit/laser 027.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\chess 027.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\nolaser 027.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\laser 027.tif,chess:recorded_path;nolaser:recorded_path;laser:recorded_path,true,2e17096d5d5137245b46f789979efc8af031300fb5c0ede872684ab2d5e024de,8938226a408a5edde9ab13136911ec00ac5ee07dbc0495947c5a95544455853d,ae6990854873bc82154468218b3a58b5199ac0b7c9afa2efe551f6fb5d21ef3e,2e17096d5d5137245b46f789979efc8af031300fb5c0ede872684ab2d5e024de,8938226a408a5edde9ab13136911ec00ac5ee07dbc0495947c5a95544455853d,ae6990854873bc82154468218b3a58b5199ac0b7c9afa2efe551f6fb5d21ef3e,0.174137448697,900,1832.77527415,2043.99258052,373.044093311,1795.0011746,629.636177347,692.67181041,dynamic_range_low;image_too_dark;dynamic_range_low
028,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension,fit_edge_extension,fit,fit/chess 028.tif,fit/nolaser 028.tif,fit/laser 028.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\chess 028.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\nolaser 028.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\laser 028.tif,chess:recorded_path;nolaser:recorded_path;laser:recorded_path,true,8239738988ea650c6b58a4fc87d70af9a791d94a8189a010138ba2cbf1f29312,edb02bd8f21c418cb20722676024cfa7efa70b9420e06a7d5ba9d6e40b9e8148,9ffa95dc7ba7f6ebc45e1e4759509a2734c0b98912daf9c2827a399eb4ba22ce,8239738988ea650c6b58a4fc87d70af9a791d94a8189a010138ba2cbf1f29312,edb02bd8f21c418cb20722676024cfa7efa70b9420e06a7d5ba9d6e40b9e8148,9ffa95dc7ba7f6ebc45e1e4759509a2734c0b98912daf9c2827a399eb4ba22ce,0.183640226789,900,1864.75921945,1881.54446726,260.999845857,2544.99959062,641.526305843,643.546565101,dynamic_range_low;image_too_dark;dynamic_range_low
029,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension,fit_edge_extension,fit,fit/chess 029.tif,fit/nolaser 029.tif,fit/laser 029.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\chess 029.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\nolaser 029.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\laser 029.tif,chess:recorded_path;nolaser:recorded_path;laser:recorded_path,true,5e391e901e3599f986275208aaa1b5dcb2586afcd970e6f5b02ec4f71d9656b1,f7b0d835950a70ef179636fd79bb2a336f1a61b8f1e5fd3d90ba62a82d295136,a36767bfabb50f977c5bec4b306df75cef153759cae28d9e58a7d2164e3d37e9,5e391e901e3599f986275208aaa1b5dcb2586afcd970e6f5b02ec4f71d9656b1,f7b0d835950a70ef179636fd79bb2a336f1a61b8f1e5fd3d90ba62a82d295136,a36767bfabb50f977c5bec4b306df75cef153759cae28d9e58a7d2164e3d37e9,0.105169991254,900,1954.72512745,1996.89882845,284.003284257,2471.01844868,667.697406914,673.112585327,dynamic_range_low;image_too_dark;dynamic_range_low
030,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension,fit_edge_extension,fit,fit/chess 030.tif,fit/nolaser 030.tif,fit/laser 030.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\chess 030.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\nolaser 030.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\laser 030.tif,chess:recorded_path;nolaser:recorded_path;laser:recorded_path,true,714b08ed2c64b4fe286ed7519fa3543a3e4eb594e73ca2f3055c5681f2795858,ff7a0bf17280ff79c4ebc4a6781b7278bde9e46cf98dfb2d2b9597b5c38f1edd,f14b237af941426fe46eaf035e6371df04e7990a9405da715e114c08271c74fc,714b08ed2c64b4fe286ed7519fa3543a3e4eb594e73ca2f3055c5681f2795858,ff7a0bf17280ff79c4ebc4a6781b7278bde9e46cf98dfb2d2b9597b5c38f1edd,f14b237af941426fe46eaf035e6371df04e7990a9405da715e114c08271c74fc,0.130974396002,900,2027.46564208,2071.42353138,238.983778825,2364.99393378,688.437996862,694.708740492,dynamic_range_low;image_too_dark;dynamic_range_low
031,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension,fit_edge_extension,fit,fit/chess 031.tif,fit/nolaser 031.tif,fit/laser 031.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\chess 031.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\nolaser 031.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\laser 031.tif,chess:recorded_path;nolaser:recorded_path;laser:recorded_path,true,9592eb1329658288a4d3c6a0b67fdcdd0b43e069ecb59386b264729aff21bac9,b4563fea57ed9266691d4671258ea4273fc2c04c7377446dac3f80b105f48efc,c19ae0f1adf5102619a589624f999baf7755ee3a71dd49e9bf5fb31890869cb6,9592eb1329658288a4d3c6a0b67fdcdd0b43e069ecb59386b264729aff21bac9,b4563fea57ed9266691d4671258ea4273fc2c04c7377446dac3f80b105f48efc,c19ae0f1adf5102619a589624f999baf7755ee3a71dd49e9bf5fb31890869cb6,0.113664322854,900,1951.83886976,2100.90718031,637.989873328,2737.98764919,667.127404927,705.417548976,dynamic_range_low;image_too_dark;dynamic_range_low
032,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension,fit_edge_extension,fit,fit/chess 032.tif,fit/nolaser 032.tif,fit/laser 032.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\chess 032.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\nolaser 032.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\laser 032.tif,chess:recorded_path;nolaser:recorded_path;laser:recorded_path,true,637e5bdf3bfaa8c56889d25ebc7c5b97331c0d4f9286a70306f6af542477fdba,bc0bb413d4ec093cfffeefdee8bef0b5dca9afa2242a16a289036efabb685f2a,06ee8321d02c72824e6af7912a6285a09956c09f60a5c210ad921563e80dc7a8,637e5bdf3bfaa8c56889d25ebc7c5b97331c0d4f9286a70306f6af542477fdba,bc0bb413d4ec093cfffeefdee8bef0b5dca9afa2242a16a289036efabb685f2a,06ee8321d02c72824e6af7912a6285a09956c09f60a5c210ad921563e80dc7a8,0.129363970982,900,1984.26549047,1999.8733241,563.004422214,2737.9601862,674.877646172,676.430469648,dynamic_range_low;laser_peak_saturated;laser_peak_near_saturation;image_too_dark;dynamic_range_low
033,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension,fit_edge_extension,fit,fit/chess 033.tif,fit/nolaser 033.tif,fit/laser 033.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\chess 033.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\nolaser 033.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\laser 033.tif,chess:recorded_path;nolaser:recorded_path;laser:recorded_path,true,725bbaeba42c80648232bb64c5ece4e2c0b6f553fffe48021c396a2ed56625a8,1ba8f218a0b510490cc6b5246b7a8a2c212d7f9055793c692563dcb92eacf0c3,e13146f9c6928cd6f282c6a3571b8831ee92184d7405b606947b6939183f390b,725bbaeba42c80648232bb64c5ece4e2c0b6f553fffe48021c396a2ed56625a8,1ba8f218a0b510490cc6b5246b7a8a2c212d7f9055793c692563dcb92eacf0c3,e13146f9c6928cd6f282c6a3571b8831ee92184d7405b606947b6939183f390b,0.122131244014,900,2041.90901252,2046.22220002,555.000446284,2706.00419836,687.770165455,694.622334477,dynamic_range_low;image_too_dark;dynamic_range_low
034,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension,fit_edge_extension,fit,fit/chess 034.tif,fit/nolaser 034.tif,fit/laser 034.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\chess 034.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\nolaser 034.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\laser 034.tif,chess:recorded_path;nolaser:recorded_path;laser:recorded_path,true,1bb0b5b769fc37aed3d2173c2ede33e1725a90a38c5fab8be921dc61d30687c9,e4fcdbdcd5fbf9d3ebd20a117d28f59dad27ea887eacf40e179e6d3dd66ef767,e2b2f9d1a704a3fa0bc3c8dfe2a34a575622ddd9e5e8af5f86c1ae17bac4bb6e,1bb0b5b769fc37aed3d2173c2ede33e1725a90a38c5fab8be921dc61d30687c9,e4fcdbdcd5fbf9d3ebd20a117d28f59dad27ea887eacf40e179e6d3dd66ef767,e2b2f9d1a704a3fa0bc3c8dfe2a34a575622ddd9e5e8af5f86c1ae17bac4bb6e,0.100252426035,900,1966.80536283,1985.18091105,516.000267049,2698.00014242,670.641046012,671.486773222,dynamic_range_low;image_too_dark;dynamic_range_low
035,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension,fit_edge_extension,fit,fit/chess 035.tif,fit/nolaser 035.tif,fit/laser 035.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\chess 035.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\nolaser 035.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\laser 035.tif,chess:recorded_path;nolaser:recorded_path;laser:recorded_path,true,e4e22c906917703ba96297c63e6b2d3626a71d6084decc5ba86b7337420d7e6e,732b5996195e118fe4b144364b749c5ab4f65495037d1ea4ea8ecfe9d839baf5,a8ed2bbc39d9cd313b4998998063abb8b2e139e79ed30be1aa58f60533d54852,e4e22c906917703ba96297c63e6b2d3626a71d6084decc5ba86b7337420d7e6e,732b5996195e118fe4b144364b749c5ab4f65495037d1ea4ea8ecfe9d839baf5,a8ed2bbc39d9cd313b4998998063abb8b2e139e79ed30be1aa58f60533d54852,0.133160522013,900,1947.5029608,2070.01002058,677.872495581,2773.99854736,660.47019947,701.984410339,dynamic_range_low;image_too_dark;dynamic_range_low
036,fit,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension,fit_edge_extension,fit,fit/chess 036.tif,fit/nolaser 036.tif,fit/laser 036.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\chess 036.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\nolaser 036.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\fit_edge_extension\fit\laser 036.tif,chess:recorded_path;nolaser:recorded_path;laser:recorded_path,true,cf547d8f7257f3f7d9c0bb0aba08a31720b8f37729128de24dc968d93cdf2176,47f3febbb4cda16cbe18138ccff1750e3e7141ff73d9a114f180bd4763390a4c,141437fe272d452f5674d62471fcecdcc92e408bb58a3863b6692862de8122e8,cf547d8f7257f3f7d9c0bb0aba08a31720b8f37729128de24dc968d93cdf2176,47f3febbb4cda16cbe18138ccff1750e3e7141ff73d9a114f180bd4763390a4c,141437fe272d452f5674d62471fcecdcc92e408bb58a3863b6692862de8122e8,0.0907979726294,900,2100.50808486,2126.66685229,647.060542159,2723.99019215,711.518505081,713.347156003,dynamic_range_low;image_too_dark;dynamic_range_low
037,validation,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout,fit_edge_extension,fit,fit/chess 037.tif,fit/nolaser 037.tif,fit/laser 037.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout\validation\chess 037.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout\validation\nolaser 037.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout\validation\laser 037.tif,chess:unique_basename_relocated;nolaser:unique_basename_relocated;laser:unique_basename_relocated,true,e62c3be93b5f1e2c8e1fe2c0b0745ff303b3909d10739b1fb7d2537b54df5c50,17181157317ab940499776bd0e746a3ca242ae380b2fa23632380551618bf46a,a5d78e747fb0ae872247d66eded6912ecd6d4d68a8f09330b6d19631a57c7ec0,e62c3be93b5f1e2c8e1fe2c0b0745ff303b3909d10739b1fb7d2537b54df5c50,17181157317ab940499776bd0e746a3ca242ae380b2fa23632380551618bf46a,a5d78e747fb0ae872247d66eded6912ecd6d4d68a8f09330b6d19631a57c7ec0,0.105382826439,900,2100.2633537,2126.95589167,618.027523369,2744.98483697,711.503932028,713.355908592,dynamic_range_low;image_too_dark;dynamic_range_low
038,validation,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout,fit_edge_extension,fit,fit/chess 038.tif,fit/nolaser 038.tif,fit/laser 038.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout\validation\chess 038.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout\validation\nolaser 038.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout\validation\laser 038.tif,chess:unique_basename_relocated;nolaser:unique_basename_relocated;laser:unique_basename_relocated,true,acd7bb141ec44c5a5501665e1faabe6c84d488137c991a64289d1d2620225c09,41bf23ffe30b9845d64d74aa0b7290b93f2a840a498e4a086b1e8bb6bf2065e4,9d3a418d8c09b231626548b387d4fc79778e4bf6764c3f28ffc7d5278f6a8bbf,acd7bb141ec44c5a5501665e1faabe6c84d488137c991a64289d1d2620225c09,41bf23ffe30b9845d64d74aa0b7290b93f2a840a498e4a086b1e8bb6bf2065e4,9d3a418d8c09b231626548b387d4fc79778e4bf6764c3f28ffc7d5278f6a8bbf,0.081385507654,900,2110.50048298,2131.76170478,293.028042126,1731.94012744,712.371654933,713.684255798,dynamic_range_low;image_too_dark;dynamic_range_low
039,validation,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout,fit_edge_extension,fit,fit/chess 039.tif,fit/nolaser 039.tif,fit/laser 039.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout\validation\chess 039.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout\validation\nolaser 039.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout\validation\laser 039.tif,chess:unique_basename_relocated;nolaser:unique_basename_relocated;laser:unique_basename_relocated,true,51a80d3c20166eff635971766707609593e06aa5e755eae244f25802d837737d,b47358731d98bb31d0359c283d5c45e4e8d4b9c406d55f87463b981f9514bdb7,a2f0b7e620abaabd9a7706d6905ca162498b92458a9b2426e9c110075bada912,51a80d3c20166eff635971766707609593e06aa5e755eae244f25802d837737d,b47358731d98bb31d0359c283d5c45e4e8d4b9c406d55f87463b981f9514bdb7,a2f0b7e620abaabd9a7706d6905ca162498b92458a9b2426e9c110075bada912,0.103185866681,900,1995.12609195,2080.38804674,267.006868035,2375.97836028,672.53759246,704.422430932,dynamic_range_low;image_too_dark;dynamic_range_low
040,validation,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout,fit_edge_extension,fit,fit/chess 040.tif,fit/nolaser 040.tif,fit/laser 040.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout\validation\chess 040.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout\validation\nolaser 040.tif,D:\Docs\linelaserscan\calibration_tool\projects\daheng\data\laser_plane\validation_edge_holdout\validation\laser 040.tif,chess:unique_basename_relocated;nolaser:unique_basename_relocated;laser:unique_basename_relocated,true,c90cccf9a2831a88cbedd4fd91720f8b55b6d23d7c032299f05a024264a32205,b718f00e60e2fcee39152641b9143fc3725de235d261552f2706c5107676f542,908a064ae4c9034f2e82f507544b2b61bd6af037eb5f973c4c3620439f946334,c90cccf9a2831a88cbedd4fd91720f8b55b6d23d7c032299f05a024264a32205,b718f00e60e2fcee39152641b9143fc3725de235d261552f2706c5107676f542,908a064ae4c9034f2e82f507544b2b61bd6af037eb5f973c4c3620439f946334,0.130132694693,900,2047.94837171,2070.45808419,606.939167527,2715.99991945,695.147225597,695.882396188,dynamic_range_low;image_too_dark;dynamic_range_low
