split,bin_width_px,v_start,v_end,v_center,unique_frame_count,bootstrap_reps,bootstrap_seed,slope_p05,slope_p50,slope_p95,slope_interval_width,slope_relative_interval,resampling_unit
validation,30,570,600,585,6,500,20260814,0.286312964497,0.299509264861,0.303877322432,0.0175643579346,0.0586437883407,frame
validation,30,600,630,615,8,500,20260814,0.29702201281,0.299803470715,0.310310687705,0.0132886748952,0.0443246199369,frame
validation,30,630,660,645,8,500,20260814,0.296697528108,0.299945854388,0.306794476415,0.0100969483068,0.0336625699576,frame
validation,30,660,690,675,8,500,20260814,0.296802919119,0.29970188227,0.311227872668,0.0144249535487,0.0481310075178,frame
validation,30,690,720,705,8,500,20260814,0.296074222952,0.299703529895,0.309499258546,0.0134250355945,0.0447943859693,frame
validation,30,720,750,735,8,500,20260814,0.295272520866,0.299817093496,0.310960290957,0.0156877700914,0.0523244685901,frame
validation,30,750,780,765,7,500,20260814,0.297394252239,0.300455589951,0.311639991182,0.0142457389428,0.0474137923181,frame
validation,30,780,810,795,8,500,20260814,0.296065002957,0.300034052142,0.308560762512,0.0124957595551,0.0416478045272,frame
validation,30,810,840,825,9,500,20260814,0.295289403893,0.299450941971,0.307560305975,0.0122709020821,0.040978004615,frame
validation,30,840,870,855,8,500,20260814,0.295167161383,0.299616637168,0.307263659962,0.012096498579,0.0403732539466,frame
validation,30,870,900,885,8,500,20260814,0.297959810984,0.302976539111,0.310061848171,0.0121020371868,0.0399438095845,frame
validation,30,900,930,915,9,500,20260814,0.295817301844,0.299760472983,0.305967673894,0.0101503720503,0.0338616094019,frame
validation,30,930,960,945,8,500,20260814,0.295666676625,0.301249233094,0.310991209849,0.0153245332237,0.0508699493317,frame
validation,30,960,990,975,9,500,20260814,0.295900685884,0.299542180418,0.306133622033,0.0102329361486,0.0341619204824,frame
validation,30,990,1020,1005,10,500,20260814,0.295534502495,0.299601161268,0.307353199704,0.0118186972093,0.0394481021343,frame
validation,30,1020,1050,1035,10,500,20260814,0.295321256928,0.299313734678,0.30597625575,0.010654998822,0.0355980952008,frame
validation,30,1050,1080,1065,10,500,20260814,0.29591586902,0.299414113589,0.306633742253,0.0107178732331,0.0357961523746,frame
validation,30,1080,1110,1095,10,500,20260814,0.295856656812,0.299323343528,0.306833308613,0.0109766518009,0.0366715528148,frame
validation,30,1110,1140,1125,10,500,20260814,0.297645762092,0.299625674786,0.307739126999,0.0100933649068,0.0336865821462,frame
validation,30,1140,1170,1155,10,500,20260814,0.296057269509,0.29934402707,0.306589836459,0.01053256695,0.0351854922683,frame
validation,30,1170,1200,1185,10,500,20260814,0.296451935648,0.299476972943,0.307745367691,0.011293432043,0.0377105188825,frame
validation,30,1200,1230,1215,10,500,20260814,0.298619358327,0.299496256468,0.307691792463,0.00907243413531,0.0302923123057,frame
validation,30,1230,1260,1245,9,500,20260814,0.290295624994,0.301204567432,0.310230909293,0.019935284299,0.0661851992119,frame
validation,30,1260,1290,1275,10,500,20260814,0.296593285438,0.299379826218,0.307265798279,0.0106725128406,0.0356487375099,frame
validation,30,1290,1320,1305,10,500,20260814,0.29545126615,0.299428273007,0.308134947606,0.0126836814554,0.0423596653986,frame
validation,30,1320,1350,1335,10,500,20260814,0.296228674337,0.299023260579,0.307625727284,0.0113970529471,0.0381142688535,frame
validation,30,1350,1380,1365,10,500,20260814,0.29651885758,0.299281293367,0.308171760661,0.0116529030815,0.0389362895033,frame
validation,30,1380,1410,1395,10,500,20260814,0.298199488923,0.299121066084,0.307907415674,0.00970792675119,0.0324548413733,frame
validation,30,1410,1440,1425,10,500,20260814,0.294297811661,0.299548830194,0.308426710622,0.0141288989607,0.0471672646881,frame
validation,30,1440,1470,1455,10,500,20260814,0.296200035387,0.300592975845,0.30788954393,0.0116895085434,0.0388881626743,frame
validation,30,1470,1500,1485,9,500,20260814,0.298889934896,0.302924827052,0.309806979351,0.0109170444549,0.0360387907492,frame
validation,30,1500,1530,1515,9,500,20260814,0.293145784242,0.302509701139,0.309331994514,0.0161862102713,0.0535064171838,frame
validation,30,1530,1560,1545,9,500,20260814,0.298345366792,0.302804788275,0.309989872968,0.0116445061764,0.0384554889067,frame
validation,30,1560,1590,1575,9,500,20260814,0.29695577102,0.302408877001,0.309357380244,0.0124016092239,0.0410094086752,frame
validation,30,1590,1620,1605,10,500,20260814,0.297710389701,0.299068569599,0.309280782229,0.0115703925284,0.038688092647,frame
validation,30,1620,1650,1635,10,500,20260814,0.298035247706,0.298857079441,0.308864739134,0.0108294914277,0.0362363556785,frame
validation,30,1650,1680,1665,10,500,20260814,0.296620365469,0.298706639238,0.309209043765,0.0125886782952,0.0421439520975,frame
validation,30,1680,1710,1695,9,500,20260814,0.29771365352,0.298590507088,0.30962709885,0.0119134453296,0.0398989420186,frame
validation,30,1710,1740,1725,10,500,20260814,0.296833357679,0.298714004667,0.309017494919,0.0121841372396,0.0407886374568,frame
validation,30,1740,1770,1755,9,500,20260814,0.296519346064,0.298921484425,0.309439652898,0.0129203068344,0.0432230786597,frame
validation,30,1770,1800,1785,7,500,20260814,0.291269144649,0.298614594311,0.310211518048,0.0189423733984,0.06343418493,frame
validation,30,1800,1830,1815,7,500,20260814,0.291552506246,0.298167631555,0.302465421645,0.0109129153992,0.0365999332064,frame
validation,30,1830,1860,1845,7,500,20260814,0.290383697294,0.297941189369,0.302175297956,0.0117916006624,0.0395769402928,frame
validation,30,1860,1890,1875,6,500,20260814,0.291908853688,0.298642491454,0.309723667343,0.0178148136555,0.0596526420896,frame
validation,30,1890,1920,1905,7,500,20260814,0.292145752961,0.298256322379,0.302824526315,0.0106787733535,0.0358040133678,frame
validation,30,1920,1950,1935,6,500,20260814,0.292206733161,0.298620713044,0.310048083082,0.0178413499207,0.0597458553323,frame
validation,30,1950,1980,1965,6,500,20260814,0.293045794717,0.298758074831,0.31068289196,0.0176370972437,0.0590347131325,frame
validation,30,1980,2010,1995,6,500,20260814,0.292974327829,0.299020293187,0.310612145081,0.0176378172522,0.0589853520116,frame
validation,30,2010,2040,2025,6,500,20260814,0.293008465759,0.298887315822,0.310020987133,0.0170125213745,0.056919516065,frame
validation,30,2040,2070,2055,7,500,20260814,0.29201237451,0.298840509055,0.310036064239,0.0180236897294,0.0603120700953,frame
validation,30,2070,2100,2085,7,500,20260814,0.29208838296,0.298397129048,0.310143050497,0.0180546675372,0.0605055001529,frame
validation,30,2100,2130,2115,7,500,20260814,0.292638774693,0.298756291747,0.302612779369,0.00997400467626,0.0333850866133,frame
validation,30,2130,2160,2145,7,500,20260814,0.29175633241,0.298523176305,0.309627584367,0.0178712519568,0.059865542696,frame
validation,30,2160,2190,2175,6,500,20260814,0.292549325852,0.298174083385,0.31010731526,0.0175579894084,0.0588850285345,frame
validation,30,2190,2220,2205,6,500,20260814,0.292869807849,0.298634053586,0.309308446505,0.0164386386557,0.0550460955752,frame
validation,30,2220,2250,2235,6,500,20260814,0.29277656067,0.298011988131,0.315022865243,0.0222463045729,0.0746490257401,frame
validation,30,2250,2280,2265,6,500,20260814,0.292907940667,0.298319509851,0.310334479337,0.0174265386698,0.0584156855129,frame
validation,30,2280,2310,2295,6,500,20260814,0.294519616931,0.301808827725,0.316695773909,0.0221761569783,0.0734774961536,frame
validation,30,2310,2340,2325,5,500,20260814,0.29862130386,0.303672245953,0.315755047016,0.0171337431557,0.0564218277568,frame
validation,30,2340,2370,2355,4,500,20260814,0.14886775045,0.310190237374,0.318653157114,0.169785406664,0.547358963006,frame
validation,30,2370,2400,2385,4,500,20260814,0.174179781519,0.309761543146,0.318490700979,0.14431091946,0.465877455265,frame
validation,30,2400,2430,2415,4,500,20260814,0.289548372191,0.297164494609,0.309879811708,0.0203314395169,0.0684181316603,frame
