candidate_weighting,metric_weighting,region,v_min_px,v_max_px,sample_count,invalid_count,before_bias_mm,before_mae_mm,before_rmse_mm,before_p95_abs_mm,before_residual_energy,after_bias_mm,after_mae_mm,after_rmse_mm,after_p95_abs_mm,after_residual_energy,explained_fraction
frame_equal,v_region_equal,bin_0900_1199,900,1200,1875,0,-0.0870323329374,0.105988705592,0.133346624065,0.255862191337,31.2311142235,-0.00604949199233,0.0226912345402,0.0267441002902,0.0507552454825,1.25625965574,0.959775381475
frame_equal,v_region_equal,bin_1200_1499,1200,1500,1490,0,-0.00496585226374,0.0602185663041,0.071186242252,0.125502174831,8.90052377939,0.0128423400104,0.0213095579988,0.0250123752929,0.0458336490982,1.09883706721,0.876542426665
frame_equal,v_region_equal,bin_1500_1799,1500,1800,1945,0,-0.0935593562295,0.0997221105906,0.118154058019,0.20446276614,24.5200139373,0.00118897470938,0.0181261833762,0.0217303630593,0.036581928685,0.82938732325,0.966175087609
frame_equal,v_region_equal,bin_1800_2099,1800,2100,1732,0,-0.0705829132632,0.0782106456986,0.0954708148369,0.17466533717,16.0090177794,0.008045938875,0.0200902467162,0.0242229741699,0.0397365664732,1.03057205172,0.935625528941
frame_equal,v_region_equal,bin_2100_2399,2100,2400,1561,0,-0.105078562403,0.107941641103,0.123340201836,0.223774725707,26.719771385,0.00501450329078,0.0179192006979,0.0220256524831,0.0391113683358,0.852081220738,0.968110459911
frame_equal,v_region_equal,bin_2400_2699,2400,2700,1759,0,-0.10925695652,0.121697354357,0.140560508402,0.242342571352,34.7016453557,0.00719030634542,0.0248507701142,0.0303227619083,0.0487422192969,1.61495691436,0.953461661607
frame_equal,v_region_equal,bin_2700_2999,2700,3000,1980,0,-0.16082211758,0.285722516962,0.302005869544,0.419320640496,160.196932458,0.00291692974168,0.0407608487189,0.0530895992031,0.109885921915,4.95042313669,0.969097890573
frame_equal,v_region_equal,extrap_top_v_lt_242,0,241.997693497,1141,0,0.310697812626,0.322846891336,0.396769748752,0.716922558465,174.002008827,0.0321150671448,0.0535301063421,0.0640796089524,0.10603151364,4.53854726728,0.973916696147
frame_equal,v_region_equal,extrap_bottom_v_gt_2732,2731.97787458,3000,1784,0,-0.193657385766,0.289713215891,0.307258672468,0.424236186474,143.907134949,-0.00328344290916,0.0379440922871,0.0499047448043,0.104968192302,3.79627535404,0.973619964324
v_region_equal,point_equal,top_0_299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,0.0166111209495,0.0460401657479,0.0559332061887,0.0967262277053,5.02128030504,0.974374920564
v_region_equal,point_equal,middle_300_2699,300,2700,13979,0,-0.0831932681855,0.107613120549,0.13037101474,0.235597199471,237.595492149,-0.00622601141828,0.0236994910804,0.0290435378163,0.0608866809355,11.7916651755,0.950370837978
v_region_equal,point_equal,bottom_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.0133510335255,0.0352620826123,0.0440084848518,0.0958425381097,3.83475854312,0.978942997658
v_region_equal,point_equal,bin_0000_0299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,0.0166111209495,0.0460401657479,0.0559332061887,0.0967262277053,5.02128030504,0.974374920564
v_region_equal,point_equal,bin_0300_0599,300,600,1900,0,-0.0412066420957,0.119902079311,0.153367432478,0.345094914097,44.6909817554,-0.0197745636753,0.0308302196504,0.0379166963878,0.0713393688739,2.73158414343,0.938878403738
v_region_equal,point_equal,bin_0600_0899,600,900,1717,0,-0.144169419101,0.163640879425,0.176821257178,0.289794031818,53.6833047516,-0.027841087128,0.0303404896796,0.0369300170385,0.0730882791314,2.34168951408,0.956379557389
v_region_equal,point_equal,bin_0900_1199,900,1200,1875,0,-0.0893377504017,0.107646870875,0.133125911501,0.251223241484,33.229703087,-0.0124928895651,0.0253144807494,0.029918899891,0.0563255154394,1.67838857004,0.949491316078
v_region_equal,point_equal,bin_1200_1499,1200,1500,1490,0,-0.00755780388122,0.0562040353106,0.0682211100387,0.120331663811,6.93463858382,0.00739559540705,0.0193083615953,0.0223858137837,0.041269391345,0.746675741552,0.892326653722
v_region_equal,point_equal,bin_1500_1799,1500,1800,1945,0,-0.0885014974293,0.0960128156815,0.114514546284,0.202679244183,25.5059156491,0.00092823000758,0.0186329329706,0.0220461025911,0.0364591176769,0.945329593745,0.962936849367
v_region_equal,point_equal,bin_1800_2099,1800,2100,1732,0,-0.0755715457546,0.0825489452681,0.0985810627357,0.177092770762,16.8319673109,0.00370438236632,0.0205229603919,0.0240972663454,0.0385714138989,1.0057347209,0.940248534095
v_region_equal,point_equal,bin_2100_2399,2100,2400,1561,0,-0.0976729328601,0.099988219028,0.112621270183,0.178994575719,19.7990223266,0.00349573159806,0.017842183529,0.021227740471,0.0372574656037,0.703413083149,0.964472332444
