candidate_weighting,metric_weighting,region,sample_count,invalid_count,before_bias_mm,before_mae_mm,before_rmse_mm,before_p95_abs_mm,before_residual_energy,after_bias_mm,after_mae_mm,after_rmse_mm,after_p95_abs_mm,after_residual_energy,explained_fraction
point_equal,point_equal,global,17564,0,-0.0684478710166,0.142780859072,0.187222885465,0.37376107494,615.6605089,3.36457712369e-05,0.0262558693171,0.0341589895845,0.0707731788221,20.4943175056,0.966711658115
point_equal,frame_equal,global,17564,0,-0.0688271584547,0.145320627237,0.190432104226,0.37998903157,636.94768132,0.00194187623236,0.0256602978259,0.033775664763,0.0743057482028,20.0369326921,0.968542262921
point_equal,v_region_equal,global,17564,0,-0.0498430934869,0.145011560145,0.192984841557,0.408968366869,654.138670281,0.00500464738542,0.0268522234187,0.0356997407185,0.0828342223117,22.3848172041,0.965779706626
frame_equal,point_equal,global,17564,0,-0.0684478710166,0.142780859072,0.187222885465,0.37376107494,615.6605089,-0.00191872392879,0.0265438153058,0.0342331014867,0.0716697916563,20.5833435897,0.966567055557
frame_equal,frame_equal,global,17564,0,-0.0688271584547,0.145320627237,0.190432104226,0.37998903157,636.94768132,1.09871977246e-05,0.0258327438255,0.0336710173154,0.0724623990521,19.9129638175,0.968736892524
frame_equal,v_region_equal,global,17564,0,-0.0498430934869,0.145011560145,0.192984841557,0.408968366869,654.138670281,0.0030266551919,0.0268782136118,0.0354470668429,0.0803611114678,22.069070237,0.966262397807
v_region_equal,point_equal,global,17564,0,-0.0684478710166,0.142780859072,0.187222885465,0.37376107494,615.6605089,-0.00494235999047,0.0270444417792,0.0342865801076,0.0710314891663,20.6477040237,0.96646251672
v_region_equal,frame_equal,global,17564,0,-0.0688271584547,0.145320627237,0.190432104226,0.37998903157,636.94768132,-0.0030152933168,0.0262418656693,0.033563470626,0.0707493456531,19.785961228,0.968936285023
v_region_equal,v_region_equal,global,17564,0,-0.0498430934869,0.145011560145,0.192984841557,0.408968366869,654.138670281,1.13636640201e-05,0.0268536316178,0.0349000651043,0.0757877231018,21.3932074558,0.96729560806
