scope,dataset,model,field,n_uv,valid_in_memory,valid_reloaded,valid_mask_mismatch,max_difference,p95_difference,rms_difference,previous_rmse_mm,reloaded_rmse_mm,status,notes
paired_validation,013,M2_frame_equal,Yg,1784,1784,1784,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_frame_equal.yaml
paired_validation,013,M2_frame_equal,Zg,1784,1784,1784,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_frame_equal.yaml
paired_validation,013,M2_frame_equal,lambda,1784,1784,1784,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_frame_equal.yaml
paired_fit,001,M3_v_region_equal,Xg,1702,1702,1702,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,001,M3_v_region_equal,Yg,1702,1702,1702,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,001,M3_v_region_equal,Zg,1702,1702,1702,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,001,M3_v_region_equal,lambda,1702,1702,1702,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,002,M3_v_region_equal,Xg,1790,1790,1790,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,002,M3_v_region_equal,Yg,1790,1790,1790,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,002,M3_v_region_equal,Zg,1790,1790,1790,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,002,M3_v_region_equal,lambda,1790,1790,1790,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,003,M3_v_region_equal,Xg,1530,1530,1530,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,003,M3_v_region_equal,Yg,1530,1530,1530,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,003,M3_v_region_equal,Zg,1530,1530,1530,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,003,M3_v_region_equal,lambda,1530,1530,1530,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,004,M3_v_region_equal,Xg,1579,1579,1579,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,004,M3_v_region_equal,Yg,1579,1579,1579,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,004,M3_v_region_equal,Zg,1579,1579,1579,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,004,M3_v_region_equal,lambda,1579,1579,1579,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,005,M3_v_region_equal,Xg,2854,2854,2854,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,005,M3_v_region_equal,Yg,2854,2854,2854,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,005,M3_v_region_equal,Zg,2854,2854,2854,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,005,M3_v_region_equal,lambda,2854,2854,2854,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,006,M3_v_region_equal,Xg,1581,1581,1581,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,006,M3_v_region_equal,Yg,1581,1581,1581,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,006,M3_v_region_equal,Zg,1581,1581,1581,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,006,M3_v_region_equal,lambda,1581,1581,1581,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,007,M3_v_region_equal,Xg,1374,1374,1374,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,007,M3_v_region_equal,Yg,1374,1374,1374,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,007,M3_v_region_equal,Zg,1374,1374,1374,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,007,M3_v_region_equal,lambda,1374,1374,1374,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,008,M3_v_region_equal,Xg,1847,1847,1847,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,008,M3_v_region_equal,Yg,1847,1847,1847,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,008,M3_v_region_equal,Zg,1847,1847,1847,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,008,M3_v_region_equal,lambda,1847,1847,1847,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,009,M3_v_region_equal,Xg,1815,1815,1815,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,009,M3_v_region_equal,Yg,1815,1815,1815,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,009,M3_v_region_equal,Zg,1815,1815,1815,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,009,M3_v_region_equal,lambda,1815,1815,1815,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,010,M3_v_region_equal,Xg,1492,1492,1492,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,010,M3_v_region_equal,Yg,1492,1492,1492,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,010,M3_v_region_equal,Zg,1492,1492,1492,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_fit,010,M3_v_region_equal,lambda,1492,1492,1492,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_validation,011,M3_v_region_equal,Xg,1673,1673,1673,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_validation,011,M3_v_region_equal,Yg,1673,1673,1673,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_validation,011,M3_v_region_equal,Zg,1673,1673,1673,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_validation,011,M3_v_region_equal,lambda,1673,1673,1673,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_validation,012,M3_v_region_equal,Xg,2592,2592,2592,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_validation,012,M3_v_region_equal,Yg,2592,2592,2592,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_validation,012,M3_v_region_equal,Zg,2592,2592,2592,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_validation,012,M3_v_region_equal,lambda,2592,2592,2592,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_validation,013,M3_v_region_equal,Xg,1784,1784,1784,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_validation,013,M3_v_region_equal,Yg,1784,1784,1784,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_validation,013,M3_v_region_equal,Zg,1784,1784,1784,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
paired_validation,013,M3_v_region_equal,lambda,1784,1784,1784,0,0.0,0.0,0.0,,,PASS,D:\Docs\linelaserscan\calibration_tool\projects\daheng\outputs\0813\cone_nonlinear_fit_trust_region\candidate_roundtrip_yaml\circular_cone_v_region_equal.yaml
