frame,group,row_index,model,u,v,root_1,root_2,selected_root_index,selected_lambda,Zc,Zg,validity_reason,m0_selected_root_index,m0_selected_lambda,m0_Zg,root_switch_vs_m0,lambda_delta_vs_m0,validity_changed_vs_m0
frame_061303_measure,baseline,34,M0,2102.822999,2425.0,763.0632623150208,711.7719230899405,1,711.7719230899405,711.7719230899405,-0.010729633343544265,valid,1,711.7719230899405,-0.010729633343544265,0,0.0,0
frame_061303_measure,baseline,35,M0,2102.824485,2426.0,763.0690643682274,711.7745223701738,1,711.7745223701738,711.7745223701738,-0.014114975943016361,valid,1,711.7745223701738,-0.014114975943016361,0,0.0,0
frame_061303_measure,baseline,36,M0,2102.819864,2427.0,763.0725139657562,711.7751786401008,1,711.7751786401008,711.7751786401008,-0.015584247456104094,valid,1,711.7751786401008,-0.015584247456104094,0,0.0,0
frame_061303_measure,baseline,37,M0,2102.829633,2428.0,763.0815119588465,711.7804094731036,1,711.7804094731036,711.7804094731036,-0.021564634413607564,valid,1,711.7804094731036,-0.021564634413607564,0,0.0,0
frame_061303_measure,baseline,38,M0,2102.853951,2429.0,763.0961200384546,711.7902656706191,1,711.7902656706191,711.7902656706191,-0.03210624993903366,valid,1,711.7902656706191,-0.03210624993903366,0,0.0,0
frame_061303_measure,baseline,39,M0,2102.849377,2430.0,763.0995924341564,711.7909334811134,1,711.7909334811134,711.7909334811134,-0.03358688342643745,valid,1,711.7909334811134,-0.03358688342643745,0,0.0,0
frame_061303_measure,baseline,40,M0,2102.803639,2431.0,763.0871982239203,711.7785104757801,1,711.7785104757801,711.7785104757801,-0.022158175494382704,valid,1,711.7785104757801,-0.022158175494382704,0,0.0,0
frame_061303_measure,baseline,41,M0,2102.747536,2432.0,763.0708105592943,711.7627909079936,1,711.7627909079936,711.7627909079936,-0.0074785612496270915,valid,1,711.7627909079936,-0.0074785612496270915,0,0.0,0
frame_061303_measure,baseline,42,M0,2102.690638,2433.0,763.0541186323029,711.7468180094241,1,711.7468180094241,711.7468180094241,0.007450922268731119,valid,1,711.7468180094241,0.007450922268731119,0,0.0,0
frame_061303_measure,baseline,43,M0,2102.641041,2434.0,763.0402429119746,711.7331658805897,1,711.7331658805897,711.7331658805897,0.020091852696850765,valid,1,711.7331658805897,0.020091852696850765,0,0.0,0
frame_061303_measure,baseline,44,M0,2102.640471,2435.0,763.0452654295007,711.7351006846932,1,711.7351006846932,711.7351006846932,0.01736191333009174,valid,1,711.7351006846932,0.01736191333009174,0,0.0,0
frame_061303_measure,baseline,45,M0,2102.666495,2436.0,763.060540033295,711.7454900038492,1,711.7454900038492,711.7454900038492,0.006294627983265855,valid,1,711.7454900038492,0.006294627983265855,0,0.0,0
frame_061303_measure,baseline,46,M0,2102.712827,2437.0,763.0836448667271,711.7623358663107,1,711.7623358663107,711.7623358663107,-0.011139746383832971,valid,1,711.7623358663107,-0.011139746383832971,0,0.0,0
frame_061303_measure,baseline,47,M0,2102.771933,2438.0,763.111676971853,711.7832434791032,1,711.7832434791032,711.7832434791032,-0.03257962032807882,valid,1,711.7832434791032,-0.03257962032807882,0,0.0,0
frame_061303_measure,baseline,48,M0,2102.800536,2439.0,763.1279529474654,711.7944510809479,1,711.7944510809479,711.7944510809479,-0.04445390543389749,valid,1,711.7944510809479,-0.04445390543389749,0,0.0,0
frame_061303_measure,baseline,49,M0,2102.767067,2440.0,763.1203008548435,711.7859186835892,1,711.7859186835892,711.7859186835892,-0.036861663832382874,valid,1,711.7859186835892,-0.036861663832382874,0,0.0,0
frame_061303_measure,baseline,50,M0,2102.694605,2441.0,763.097618708533,711.7649861034657,1,711.7649861034657,711.7649861034657,-0.017040972244444674,valid,1,711.7649861034657,-0.017040972244444674,0,0.0,0
frame_061303_measure,baseline,51,M0,2102.617971,2442.0,763.073331204769,711.742726942619,1,711.742726942619,711.742726942619,0.004087988153855804,valid,1,711.742726942619,0.004087988153855804,0,0.0,0
frame_061303_measure,baseline,52,M0,2102.567249,2443.0,763.059034361129,711.7287064758549,1,711.7287064758549,711.7287064758549,0.01709242184097093,valid,1,711.7287064758549,0.01709242184097093,0,0.0,0
frame_061303_measure,baseline,53,M0,2102.547237,2444.0,763.0565764390852,711.724449300682,1,711.724449300682,711.724449300682,0.02046881549858881,valid,1,711.724449300682,0.02046881549858881,0,0.0,0
frame_061303_measure,baseline,54,M0,2102.531605,2445.0,763.0558082574134,711.7215835852446,1,711.7215835852446,711.7215835852446,0.022473040276395295,valid,1,711.7215835852446,0.022473040276395295,0,0.0,0
frame_061303_measure,baseline,55,M0,2102.49674,2446.0,763.0476283219157,711.7126017835197,1,711.7126017835197,711.7126017835197,0.03050868768048076,valid,1,711.7126017835197,0.03050868768048076,0,0.0,0
frame_061303_measure,baseline,56,M0,2102.529889,2447.0,763.0656656393538,711.7252433357661,1,711.7252433357661,711.7252433357661,0.017220387227212086,valid,1,711.7252433357661,0.017220387227212086,0,0.0,0
frame_061303_measure,baseline,57,M0,2102.496666,2448.0,763.058121338533,711.7167811444382,1,711.7167811444382,711.7167811444382,0.024743660431795433,valid,1,711.7167811444382,0.024743660431795433,0,0.0,0
frame_061303_measure,baseline,58,M0,2102.494462,2449.0,763.0625348840698,711.7181801368929,1,711.7181801368929,711.7181801368929,0.022542286185966987,valid,1,711.7181801368929,0.022542286185966987,0,0.0,0
frame_061303_measure,baseline,59,M0,2102.505387,2450.0,763.0720106824986,711.7237523334906,1,711.7237523334906,711.7237523334906,0.016225480245452673,valid,1,711.7237523334906,0.016225480245452673,0,0.0,0
frame_061303_measure,baseline,60,M0,2102.524708,2451.0,763.0847246474318,711.7319930641327,1,711.7319930641327,711.7319930641327,0.007277073157183622,valid,1,711.7319930641327,0.007277073157183622,0,0.0,0
frame_061303_measure,baseline,61,M0,2102.538186,2452.0,763.0951881006628,711.7383749980723,1,711.7383749980723,711.7383749980723,0.000161732627816491,valid,1,711.7383749980723,0.000161732627816491,0,0.0,0
