v,sample_count,residual_median_mm,residual_mean_mm,residual_std_mm,residual_mad_mm,residual_p95_abs_mm
1572,16,-0.06037,-0.0598048125,0.0523337244285413,0.0473835,0.12820725
1573,16,-0.0568555,-0.0610121875,0.050556925616205145,0.050803,0.12031075
1574,17,-0.048581,-0.051476588235294114,0.07001581789768904,0.042110999999999996,0.1321494
1575,18,-0.0430725,-0.04186477777777777,0.09686339182918176,0.0599495,0.16033119999999992
1576,17,-0.048326,-0.060469882352941186,0.07648608646665937,0.05479,0.1546016
1577,19,-0.051338,-0.03522363157894737,0.1218315402887713,0.070443,0.17981719999999962
1578,19,-0.050266,-0.03777884210526315,0.12187676315363409,0.070042,0.1778007999999996
1579,19,-0.063827,-0.04078852631578947,0.11463164855957267,0.05368300000000001,0.16544999999999957
1580,19,-0.060163,-0.04232994736842105,0.10565895303310852,0.044421,0.16074139999999962
1581,19,-0.046491,-0.04146578947368422,0.10040312736584507,0.037648,0.16962519999999967
1582,18,-0.039418999999999996,-0.038200722222222226,0.10097005153003104,0.033418,0.1833192499999998
1583,18,-0.0406195,-0.03544616666666667,0.10059924666905987,0.0344265,0.17782699999999976
1584,18,-0.0469655,-0.03614888888888889,0.10302503943553146,0.041388,0.18323419999999976
1585,18,-0.052643499999999996,-0.03800111111111111,0.10318436048896334,0.0448785,0.16388469999999972
1586,18,-0.0537205,-0.04076727777777778,0.10324241188855168,0.040745,0.16666169999999972
1587,18,-0.059085,-0.042499722222222217,0.10413751144678877,0.03819,0.17373959999999972
1588,18,-0.055855,-0.04263405555555556,0.10603216233514867,0.039903499999999995,0.1796947999999997
1589,18,-0.051989499999999994,-0.04318744444444444,0.10770595898158927,0.0403255,0.17365554999999971
1590,18,-0.054707,-0.04575283333333334,0.10751640626612459,0.0386495,0.1606206499999997
1591,18,-0.057984999999999995,-0.04857161111111112,0.1054039049243929,0.035506499999999996,0.1704489499999997
1592,18,-0.059215500000000004,-0.04880677777777778,0.10234154102896344,0.035764500000000005,0.18430319999999975
1593,18,-0.053042500000000006,-0.046224611111111105,0.10242151100413077,0.031683499999999996,0.18745224999999976
1594,18,-0.0466805,-0.04214533333333334,0.10525746669728193,0.032809000000000005,0.18300944999999974
1595,18,-0.0490175,-0.039357444444444445,0.1061296031503448,0.038972999999999994,0.1830509499999997
1596,19,-0.045611,-0.04025036842105264,0.1001522821708192,0.03565700000000001,0.16771749999999963
1597,18,-0.0521485,-0.043656388888888883,0.098686397957868,0.040597,0.17193659999999977
1598,18,-0.052065,-0.04761088888888889,0.0968550243410458,0.0406995,0.1709023499999998
1599,18,-0.05097,-0.048456388888888896,0.10184757526360246,0.0410195,0.17985434999999977
1600,18,-0.0546265,-0.04711988888888889,0.10852027291811527,0.0366765,0.19141309999999973
1601,18,-0.05581,-0.047264333333333325,0.10884297495447824,0.031608500000000005,0.19311854999999972
1602,18,-0.060166,-0.04916383333333334,0.10599937476910502,0.021616500000000004,0.18791944999999974
1603,18,-0.0681865,-0.04853222222222222,0.10701072665340092,0.026560499999999997,0.1840630999999997
1604,17,-0.054524,-0.042050352941176476,0.11473209148432556,0.028681,0.19470839999999984
1605,17,-0.053549,-0.038254823529411765,0.11802021143443785,0.033894999999999995,0.19514099999999984
1606,17,-0.055713,-0.038666235294117654,0.11462663882717741,0.047796,0.19392379999999987
1607,17,-0.062844,-0.041318647058823536,0.11020269752026329,0.049085,0.19335939999999988
1608,17,-0.063555,-0.04250317647058824,0.10843498163083447,0.05487,0.19736159999999991
1609,17,-0.055648,-0.04299870588235294,0.1069456354922705,0.04596600000000001,0.2040205999999999
1610,17,-0.054901,-0.04449364705882353,0.10736059699672244,0.035978,0.2142721999999999
1611,17,-0.06123,-0.0460604705882353,0.11041160468170774,0.044079,0.2230781999999999
1612,17,-0.051912,-0.045979705882352936,0.11051477593955747,0.046190999999999996,0.21871219999999988
1613,17,-0.056622,-0.04532935294117647,0.10603434110227047,0.046825,0.20658459999999992
1614,17,-0.057,-0.045724941176470586,0.1024026905105956,0.045281999999999996,0.19831239999999992
1615,17,-0.056003,-0.048342176470588236,0.10243289266529289,0.045999,0.19855439999999994
1616,17,-0.049442,-0.052506705882352935,0.10361559830315409,0.04527,0.20231219999999991
1617,17,-0.05676,-0.055671705882352936,0.10438894443484228,0.037683999999999995,0.20626339999999993
1618,17,-0.056583,-0.05551135294117648,0.1090790443153159,0.035,0.21335739999999992
1619,17,-0.044608,-0.05261,0.1149175596726845,0.031109000000000005,0.21507599999999988
1620,17,-0.051312,-0.05196341176470589,0.1136119932852925,0.031704,0.20067879999999988
1621,17,-0.065162,-0.053771294117647056,0.11036378768914915,0.038695999999999994,0.18695279999999986
1622,17,-0.072425,-0.05582764705882353,0.10905806354984783,0.04253,0.1948225999999999
1623,17,-0.073512,-0.055215294117647064,0.11074709556505574,0.04298099999999999,0.2039519999999999
1624,17,-0.058283,-0.052663764705882354,0.11175871043934864,0.031567,0.20876139999999987
1625,17,-0.053988,-0.049642058823529414,0.1135382050013731,0.03262399999999999,0.21004999999999988
1626,17,-0.061036,-0.04851629411764706,0.11493439963886178,0.033867,0.20850679999999988
1627,17,-0.075104,-0.049365941176470585,0.11670698511789611,0.036994,0.20941159999999986
1628,18,-0.067576,-0.04233894444444444,0.12529001212550223,0.0403095,0.2082264999999997
1629,18,-0.074262,-0.040925055555555555,0.13105190260237587,0.0507045,0.2139778499999997
1630,18,-0.0694255,-0.039340499999999994,0.13585527856693683,0.0390595,0.20255964999999965
1631,18,-0.0500865,-0.02543288888888889,0.13982933758730526,0.044794,0.26163844999999974
1632,17,-0.049829,-0.026186176470588237,0.1428872534427211,0.038648,0.316943
1633,17,-0.05922,-0.028501764705882355,0.141271749781905,0.039891,0.3255594
1634,17,-0.056408,-0.029873411764705888,0.1433275888101532,0.027613,0.30927599999999994
1635,16,-0.055869,-0.019282374999999997,0.14802531214125736,0.028137000000000002,0.314909
1636,16,-0.059021,-0.01881725,0.1491370414124763,0.025370999999999998,0.31923625
1637,16,-0.059183,-0.021768562499999998,0.14638998305210582,0.0231665,0.3165
1638,16,-0.055071999999999996,-0.0215495,0.14372314898071686,0.0217395,0.319978
1639,16,-0.0512395,-0.018912562500000004,0.14474983768509897,0.026776,0.32197025
