image,detection_method,pnp_rmse_px,normal_x,normal_y,normal_z,plane_d_mm,zg_point_count,zg_mean_mm,zg_median_mm,zg_std_mm,zg_rmse_mm,zg_p95_abs_mm,zg_max_abs_mm,zg_min_mm,zg_max_mm
chess 001.tif,SB,0.1045183315873146,0.04512421567498699,-0.008373628064902633,-0.9989462886025194,711.6351658748151,88,-0.035419217806205244,-0.03541921780623625,0.023867824110067562,0.042710584376153514,0.07294697005868328,0.08431563073384041,-0.08431563073384041,0.013477195121254226
chess 002.tif,SB,0.10942621529102325,0.04546595406574228,-0.00799628680550169,-0.9989338849084137,711.6700443102916,88,-0.03255277457835022,-0.03255277457833472,0.04448184894940213,0.055120939929452516,0.10051672120739566,0.11478418020203662,-0.11478418020203662,0.04967863104536718
chess 003.tif,classic+cornerSubPix,0.09525437653064728,0.045067409844149676,-0.008068078797258857,-0.9989513675221936,711.58919677847,88,0.02382331352572206,0.023823313525724643,0.01926278586553132,0.03063666409134919,0.05375515678333612,0.0605487528678168,-0.012902125816367516,0.0605487528678168
chess 005.tif,SB,0.11749732494354248,0.044441333687124905,-0.00781322863579329,-0.9989814419289251,711.6517857002049,88,0.0032020736362222187,0.0032020736362596836,0.027068196328618444,0.027256935412045546,0.048922433099551195,0.062258430565862,-0.05585428329334263,0.062258430565862
chess 006.tif,SB,0.101390540599823,0.045022733099661684,-0.007790973033740326,-0.9989555817169371,711.586976810545,88,0.0205828226012169,0.020582822601227235,0.028601832111696212,0.03523801053378045,0.06396322104856722,0.07280713614807155,-0.03164149094561708,0.07280713614807155
chess 007.tif,SB,0.11674343049526215,0.044450522936112326,-0.007549385378160374,-0.9989830618139219,711.5954857341695,88,0.031881230112525506,0.031881230112503545,0.032876184374440745,0.04579581129874243,0.08213618538919716,0.09385504010742807,-0.03009257988230729,0.09385504010742807
chess 008.tif,SB,0.09971039742231369,0.045175134501674076,-0.008296215237438792,-0.9989446331181172,711.6298218953874,88,-0.0238547637520102,-0.02385476375206963,0.025856236485045217,0.035179464447811074,0.063975941404027,0.0728358978998358,-0.0728358978998358,0.025126370395810227
chess 009.tif,SB,0.10165027529001236,0.044198045269045055,-0.008045439497198627,-0.9989903921948861,711.6292926523366,88,0.0029876586949213065,0.002987658694962647,0.03399977155326047,0.03413078625158287,0.06158425711104768,0.07513826943988988,-0.06916295205007827,0.07513826943988988
chess 010.tif,SB,0.08701855689287186,0.044575032660288706,-0.00881078931597965,-0.9989671848739395,711.6015281777004,88,0.009349657565632118,0.009349657565678626,0.03167780073666658,0.03302876255790603,0.059810744160154146,0.07361579379357863,-0.054916478662335066,0.07361579379357863
