case_id,source_file,current_search_region,proposed_search_region,would_expand,reason,outside_active_intervals,outside_peak_intervals,outside_active_position_count,outside_peak_position_count,outside_peak_max_intensity_dn,active_intervals,seed_interval,seed
B12p5_A10_normal_reference,experiments/geometry_baseline_angle/data/B12p5_A10/images/reference/0039.tif,"[908, 1024]","[899, 1024]",True,significant_intensity_near_current_boundary,[],[],0,0,,"[[914, 918], [941, 942], [943, 945], [947, 948], [949, 950], [956, 976]]","[956, 976]",959
B12p5_A10_normal_reference,experiments/geometry_baseline_angle/data/B12p5_A10/images/reference/0040.tif,"[908, 1024]","[899, 1024]",True,significant_intensity_near_current_boundary,[],[],0,0,,"[[914, 918], [944, 945], [947, 948], [949, 950], [956, 976]]","[956, 976]",959
B12p5_A10_normal_reference,experiments/geometry_baseline_angle/data/B12p5_A10/images/reference/0041.tif,"[908, 1024]","[899, 1024]",True,significant_intensity_near_current_boundary,[],[],0,0,,"[[914, 918], [943, 945], [947, 948], [949, 950], [956, 976]]","[956, 976]",959
B12p5_A10_normal_reference,experiments/geometry_baseline_angle/data/B12p5_A10/images/reference/0042.tif,"[908, 1024]","[899, 1024]",True,significant_intensity_near_current_boundary,[],[],0,0,,"[[914, 918], [941, 942], [943, 945], [947, 948], [949, 950], [956, 976]]","[956, 976]",959
B12p5_A10_normal_reference,experiments/geometry_baseline_angle/data/B12p5_A10/images/reference/0043.tif,"[908, 1024]","[899, 1024]",True,significant_intensity_near_current_boundary,[],[],0,0,,"[[914, 918], [941, 942], [943, 945], [947, 948], [949, 950], [956, 976]]","[956, 976]",959
B12p5_A10_normal_reference,experiments/geometry_baseline_angle/data/B12p5_A10/images/reference/0044.tif,"[908, 1024]","[899, 1024]",True,significant_intensity_near_current_boundary,[],[],0,0,,"[[914, 918], [943, 945], [947, 948], [949, 950], [956, 976]]","[956, 976]",959
B12p5_A10_normal_reference,experiments/geometry_baseline_angle/data/B12p5_A10/images/reference/0045.tif,"[908, 1024]","[899, 1024]",True,significant_intensity_near_current_boundary,[],[],0,0,,"[[914, 918], [941, 942], [943, 945], [947, 948], [949, 950], [956, 976]]","[956, 976]",959
B12p5_A10_normal_reference,experiments/geometry_baseline_angle/data/B12p5_A10/images/reference/0046.tif,"[908, 1024]","[899, 1024]",True,significant_intensity_near_current_boundary,[],[],0,0,,"[[914, 918], [943, 945], [947, 948], [949, 950], [956, 976]]","[956, 976]",959
B12p5_A10_normal_reference,experiments/geometry_baseline_angle/data/B12p5_A10/images/reference/0047.tif,"[908, 1024]","[899, 1024]",True,significant_intensity_near_current_boundary,[],[],0,0,,"[[914, 918], [943, 945], [947, 948], [956, 976]]","[956, 976]",959
B12p5_A10_normal_reference,experiments/geometry_baseline_angle/data/B12p5_A10/images/reference/0048.tif,"[908, 1024]","[899, 1024]",True,significant_intensity_near_current_boundary,[],[],0,0,,"[[914, 918], [944, 945], [947, 948], [949, 950], [956, 976]]","[956, 976]",959
B12p5_A10_normal_reference,experiments/geometry_baseline_angle/data/B12p5_A10/images/reference/0049.tif,"[908, 1024]","[899, 1024]",True,significant_intensity_near_current_boundary,[],[],0,0,,"[[914, 918], [941, 942], [943, 945], [947, 948], [949, 950], [956, 976]]","[956, 976]",959
B12p5_A10_normal_reference,experiments/geometry_baseline_angle/data/B12p5_A10/images/reference/0050.tif,"[908, 1024]","[899, 1024]",True,significant_intensity_near_current_boundary,[],[],0,0,,"[[914, 918], [943, 945], [947, 948], [949, 950], [956, 976]]","[956, 976]",959
