u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2132.984185,141.000000,6.113451,-133.283631,713.370948,6.104486,133.287577,0.336951
2132.442187,142.000000,6.059306,-133.154786,713.202511,6.042901,133.157358,0.501737
2132.387843,143.000000,6.053891,-133.055089,713.189994,6.036968,133.057562,0.513183
2132.366480,144.000000,6.051771,-132.957362,713.188019,6.034798,132.959822,0.514262
2132.438137,145.000000,6.058944,-132.865177,713.215776,6.043240,132.867868,0.486101
2132.530528,146.000000,6.068189,-132.774220,713.250163,6.054049,132.777195,0.451420
2132.522850,147.000000,6.067437,-132.677300,713.252559,6.053440,132.680297,0.448200
2132.524015,148.000000,6.067567,-132.580905,713.257780,6.053839,132.583949,0.442202
2132.480624,149.000000,6.063247,-132.481862,713.248757,6.049155,132.484835,0.450213
2132.470867,150.000000,6.062286,-132.384818,713.250485,6.048309,132.387808,0.447650
2132.531623,151.000000,6.068371,-132.291956,713.274755,6.055508,132.295149,0.422918
2132.527093,152.000000,6.067933,-132.195219,713.278152,6.055258,132.198442,0.418714
2132.522228,153.000000,6.067461,-132.098460,713.281441,6.054969,132.101713,0.414617
2132.578502,154.000000,6.073099,-132.005320,713.304276,6.061658,132.008763,0.391296
2132.610524,155.000000,6.076313,-131.910739,713.319357,6.065579,131.914309,0.375601
2132.513153,156.000000,6.066598,-131.808506,713.293065,6.054734,131.811864,0.400595
2132.370403,157.000000,6.052350,-131.703600,713.252268,6.038712,131.706628,0.439854
2132.247044,158.000000,6.040041,-131.599851,713.217672,6.024905,131.602599,0.473014
2132.242684,159.000000,6.039620,-131.503128,713.221116,6.024673,131.505908,0.468765
2132.221033,160.000000,6.037472,-131.405386,713.219031,6.022470,131.408152,0.469952
2132.097523,161.000000,6.025149,-131.301648,713.184388,6.008646,131.304134,0.503160
2131.970221,162.000000,6.012449,-131.197697,713.148535,5.994392,131.199892,0.537557
2131.949563,163.000000,6.010400,-131.100024,713.146765,5.992301,131.102208,0.538434
2132.055588,164.000000,6.021003,-131.009792,713.185482,6.004661,131.012297,0.499495
2132.219539,165.000000,6.037394,-130.922952,713.242718,6.023630,130.925928,0.442342
2132.335908,166.000000,6.049034,-130.833306,713.284749,6.037172,130.836629,0.400142
2132.336015,167.000000,6.049059,-130.736833,713.289612,6.037451,130.740199,0.394496
2132.290757,168.000000,6.044552,-130.637701,713.279971,6.032553,130.640992,0.403115
2132.228247,169.000000,6.038322,-130.537563,713.264814,6.025687,130.540733,0.417159
2132.152680,170.000000,6.030787,-130.436665,713.245483,6.017331,130.439680,0.435308
2132.084954,171.000000,6.024037,-130.336231,713.228658,6.009871,130.339112,0.450992
2132.023595,172.000000,6.017922,-130.236174,713.213868,6.003137,130.238937,0.464674
2131.959187,173.000000,6.011504,-130.135943,713.198104,5.996056,130.138580,0.479316
2131.890104,174.000000,6.004618,-130.035444,713.180844,5.988442,130.037943,0.495427
2131.823851,175.000000,5.998016,-129.935115,713.164490,5.981151,129.937484,0.510649
2131.760447,176.000000,5.991699,-129.834957,713.149045,5.974185,129.837202,0.524976
2131.827027,177.000000,5.998362,-129.742363,713.175140,5.982043,129.744825,0.498449
2131.944940,178.000000,6.010152,-129.652747,713.217642,5.995758,129.655560,0.455786
2131.937484,179.000000,6.009422,-129.555837,713.220074,5.995172,129.558673,0.452531
2131.765079,181.000000,5.992232,-129.352882,713.174599,5.976039,129.355353,0.495531
2131.716006,182.000000,5.987346,-129.253566,713.163727,5.970707,129.255951,0.505360
2131.749296,183.000000,5.990685,-129.159022,713.179177,5.974768,129.161537,0.489303
2131.775919,184.000000,5.993358,-129.064088,713.192495,5.978070,129.066715,0.475342
2131.675016,185.000000,5.983296,-128.961778,713.165056,5.966827,128.964184,0.501466
2131.562714,186.000000,5.972096,-128.858817,713.133976,5.954285,128.860972,0.531171
2131.422875,187.000000,5.958149,-128.754276,713.094099,5.938604,128.756108,0.569527
2131.369511,188.000000,5.952835,-128.654733,713.081853,5.932784,128.656468,0.580709
2131.380389,189.000000,5.953935,-128.558896,713.090131,5.934289,128.560702,0.571704
2131.420097,190.000000,5.957914,-128.464717,713.107620,5.939081,128.466670,0.553641
2131.485876,191.000000,5.964495,-128.372034,713.133440,5.946846,128.374201,0.527385
2131.522038,192.000000,5.968120,-128.277642,713.149796,5.951234,128.279945,0.510437
2131.550553,193.000000,5.970981,-128.182805,713.163707,5.954750,128.185226,0.495892
2131.536321,194.000000,5.969574,-128.085510,713.163958,5.953391,128.087937,0.494784
2131.512961,195.000000,5.967256,-127.987692,713.161290,5.950991,127.990100,0.496545
2131.458709,196.000000,5.961853,-127.888103,713.148749,5.945069,127.890412,0.508017
2131.463271,197.000000,5.962323,-127.791888,713.155002,5.945854,127.794250,0.501005
2131.434151,198.000000,5.959430,-127.693742,713.150491,5.942797,127.696071,0.504579
2131.380400,199.000000,5.954077,-127.594189,713.138108,5.936932,127.596421,0.515896
2131.341771,200.000000,5.950235,-127.495504,713.130556,5.932792,127.497677,0.522461
2131.318594,201.000000,5.947935,-127.397704,713.127941,5.930413,127.399859,0.524171
2131.275305,202.000000,5.943627,-127.298757,713.118898,5.925741,127.300841,0.532202
2131.226212,203.000000,5.938741,-127.199481,713.108000,5.920408,127.201479,0.542058
2131.194194,204.000000,5.935559,-127.101182,713.102557,5.917021,127.103139,0.546549
2131.187765,205.000000,5.934931,-127.004341,713.105289,5.916552,127.006323,0.543000
2131.292888,206.000000,5.945439,-126.913845,713.143663,5.928801,126.916144,0.504397
2131.726473,208.000000,5.988762,-126.745515,713.291804,5.978775,126.749032,0.356973
2131.858543,209.000000,6.001968,-126.656512,713.338808,5.994104,126.660417,0.309881
2131.624327,210.000000,5.978590,-126.546713,713.268718,5.967652,126.550048,0.377955
2131.391769,211.000000,5.955382,-126.437029,713.199170,5.941394,126.439799,0.445494
2131.268959,212.000000,5.943135,-126.333582,713.164704,5.927654,126.336073,0.478530
2131.194279,213.000000,5.935694,-126.232868,713.145618,5.919402,126.235206,0.496440
2131.143896,214.000000,5.930678,-126.133534,713.134296,5.913921,126.135783,0.506714
2131.076170,215.000000,5.923932,-126.033223,713.117432,5.906463,126.035337,0.522438
2130.999202,216.000000,5.916263,-125.932395,713.097615,5.897952,125.934351,0.541066
2130.952719,217.000000,5.911638,-125.833293,713.087537,5.892916,125.835169,0.550116
2130.960417,218.000000,5.912420,-125.737247,713.094768,5.894057,125.739185,0.542143
2131.022698,219.000000,5.918650,-125.644272,713.119436,5.901420,125.646416,0.517019
2131.124829,220.000000,5.928859,-125.553535,713.156838,5.913326,125.555988,0.479371
2131.233840,221.000000,5.939756,-125.463175,713.196441,5.926018,125.465955,0.439558
2131.317886,222.000000,5.948161,-125.371401,713.228068,5.935864,125.374443,0.407589
2131.358112,223.000000,5.952192,-125.277159,713.245692,5.940715,125.280348,0.389394
2131.394549,224.000000,5.955844,-125.182699,713.262104,5.945133,125.186026,0.372390
2131.489594,225.000000,5.965349,-125.091522,713.297249,5.956235,125.095140,0.336961
2131.491102,226.000000,5.965514,-124.995094,713.302496,5.956670,124.998758,0.330939
2131.473833,227.000000,5.963804,-124.897614,713.301739,5.954964,124.901274,0.330822
2131.421239,228.000000,5.958566,-124.798157,713.289690,5.949228,124.801722,0.341810
2131.335213,229.000000,5.949991,-124.696835,713.266955,5.939680,124.700217,0.363310
2131.243867,230.000000,5.940884,-124.595222,713.242520,5.929527,124.598408,0.386481
2131.128659,231.000000,5.929397,-124.492284,713.210459,5.916653,124.495212,0.417152
2130.987629,232.000000,5.915333,-124.387917,713.170151,5.900836,124.390518,0.455936
2130.866523,233.000000,5.903259,-124.284671,713.136211,5.887292,124.286998,0.488456
2130.807709,234.000000,5.897403,-124.184902,713.122175,5.880850,124.187117,0.501400
2130.786965,235.000000,5.895346,-124.087255,713.120300,5.878748,124.089458,0.502382
2130.790280,236.000000,5.895691,-123.990946,713.126111,5.879388,123.993199,0.495805
2130.821100,237.000000,5.898781,-123.896162,713.140709,5.883163,123.898538,0.480586
2130.876222,238.000000,5.904297,-123.802723,713.163070,5.889709,123.805286,0.457730
2130.901979,239.000000,5.906882,-123.707650,713.176049,5.892907,123.710322,0.444103
2130.916143,240.000000,5.908310,-123.611932,713.185323,5.894784,123.614683,0.434120
2130.957458,241.000000,5.912448,-123.517714,713.203272,5.899756,123.520615,0.415605
2130.966701,242.000000,5.913384,-123.421717,713.210972,5.901072,123.424685,0.407170
2130.898446,243.000000,5.906585,-123.321435,713.193906,5.893552,123.324266,0.423094
2130.824876,244.000000,5.899256,-123.220863,713.175141,5.885427,123.223544,0.440688
2130.797983,245.000000,5.896586,-123.122873,713.171291,5.882623,123.125526,0.443614
2130.910496,246.000000,5.907830,-123.032572,713.211985,5.895711,123.035561,0.402728
2131.151733,247.000000,5.931927,-122.949356,713.293822,5.923479,122.953017,0.321374
2131.486562,248.000000,5.965377,-122.871276,713.405599,5.961927,122.875854,0.210572
2131.844987,249.000000,6.001193,-122.794471,713.524956,6.003080,122.800029,0.092315
2132.082898,250.000000,6.024979,-122.711007,713.605796,6.030492,122.717230,0.011941
2132.160866,251.000000,6.032785,-122.618728,713.635479,6.039653,122.625197,-0.018117
2132.163503,252.000000,6.033064,-122.522302,713.641062,6.040217,122.528819,-0.024470
2132.159842,253.000000,6.032712,-122.425528,713.644629,6.040061,122.432078,-0.028840
2132.133047,254.000000,6.030049,-122.327484,713.640794,6.037265,122.334006,-0.025930
2132.099511,255.000000,6.026713,-122.229072,713.634801,6.033700,122.235548,-0.020897
2132.092809,256.000000,6.026058,-122.132132,713.637392,6.033197,122.138632,-0.024307
2132.105772,257.000000,6.027368,-122.036267,713.646272,6.034938,122.042843,-0.033904
2132.114191,258.000000,6.028224,-121.940151,713.653699,6.036161,121.946792,-0.042070
2132.113760,259.000000,6.028196,-121.843550,713.658293,6.036374,121.850232,-0.047450
2132.118920,260.000000,6.028727,-121.747254,713.664674,6.037225,121.753990,-0.054589
2132.122165,261.000000,6.029066,-121.650851,713.670442,6.037858,121.657638,-0.061124
2132.121045,262.000000,6.028968,-121.554208,713.674812,6.037992,121.561035,-0.066284
2132.135104,263.000000,6.030388,-121.458392,713.684038,6.039858,121.465297,-0.076220
2132.182356,264.000000,6.035126,-121.364380,713.703884,6.045514,121.371451,-0.096602
2132.244839,265.000000,6.041385,-121.271192,713.728603,6.052908,121.278467,-0.121777
2132.277534,266.000000,6.044668,-121.176378,713.743790,6.056902,121.183781,-0.137577
2132.244949,267.000000,6.041426,-121.078014,713.738087,6.053444,121.085374,-0.132829
2132.163350,268.000000,6.033286,-120.976993,713.716698,6.044391,120.984181,-0.112653
2132.083628,269.000000,6.025333,-120.876080,713.695911,6.035553,120.883101,-0.093068
2132.018926,270.000000,6.018882,-120.775986,713.679929,6.028429,120.782880,-0.078210
2131.970568,271.000000,6.014064,-120.676781,713.669176,6.023172,120.683591,-0.068495
2131.938240,272.000000,6.010849,-120.578447,713.663550,6.019743,120.585214,-0.063823
2131.921954,273.000000,6.009236,-120.480981,713.663056,6.018146,120.487747,-0.064199
2131.927326,274.000000,6.009788,-120.384685,713.669490,6.019020,120.391507,-0.071389
2131.942129,275.000000,6.011282,-120.288896,713.678941,6.020971,120.295798,-0.081545
2131.926478,276.000000,6.009733,-120.191463,713.678646,6.019446,120.198366,-0.082117
2131.858719,277.000000,6.002977,-120.091223,713.661680,6.011974,120.097991,-0.066291
2131.756762,278.000000,5.992805,-119.989149,713.633774,6.000600,119.995691,-0.039704
2131.681118,279.000000,5.985262,-119.888497,713.614285,5.992229,119.894883,-0.021396
2131.696171,280.000000,5.986780,-119.792723,713.623809,5.994208,119.799190,-0.031625
2131.764386,281.000000,5.993610,-119.699800,713.650337,6.002253,119.706488,-0.058580
2131.812678,282.000000,5.998450,-119.605802,713.670493,6.008025,119.612658,-0.079267
2131.803753,283.000000,5.997573,-119.508732,713.672343,6.007267,119.515606,-0.081947
2131.767737,284.000000,5.993990,-119.410211,713.665525,6.003418,119.417032,-0.076102
2131.752493,285.000000,5.992481,-119.312803,713.665351,6.001939,119.319627,-0.076793
2131.762514,286.000000,5.993497,-119.216746,713.673259,6.003343,119.223638,-0.085432
2131.768599,287.000000,5.994120,-119.120477,713.679906,6.004298,119.127426,-0.092832
2131.762823,288.000000,5.993558,-119.023573,713.682758,6.003899,119.030549,-0.096499
2131.739750,289.000000,5.991267,-118.925746,713.680075,6.001527,118.932703,-0.094721
2131.698730,290.000000,5.987183,-118.826964,713.671650,5.997106,118.833855,-0.087294
2131.690885,291.000000,5.986414,-118.729950,713.673836,5.996471,118.736863,-0.090306
2131.724130,292.000000,5.989751,-118.635122,713.689168,6.000526,118.642164,-0.106248
2131.713355,293.000000,5.988689,-118.537950,713.690415,5.999556,118.545005,-0.108336
2131.642534,294.000000,5.981628,-118.437588,713.672450,5.991735,118.444500,-0.091527
2131.559730,295.000000,5.973370,-118.336596,713.650653,5.982546,118.343332,-0.070947
2131.558387,296.000000,5.973251,-118.239929,713.654914,5.982653,118.246704,-0.076000
2131.541158,297.000000,5.971544,-118.142420,713.654092,5.980948,118.149191,-0.076052
2131.551702,298.000000,5.972612,-118.046381,713.662154,5.982411,118.053221,-0.084843
2131.543933,299.000000,5.971851,-117.949372,713.664356,5.981784,117.956233,-0.087870
2131.513058,300.000000,5.968781,-117.851141,713.659165,5.978521,117.857963,-0.083625
2131.463032,301.000000,5.963798,-117.751900,713.647847,5.973073,117.758633,-0.073354
2131.427034,302.000000,5.960217,-117.653403,713.641016,5.969225,117.660083,-0.067495
2131.437581,303.000000,5.961285,-117.557361,713.649072,5.970689,117.564110,-0.076281
2131.464179,304.000000,5.963957,-117.462163,713.662263,5.973983,117.469023,-0.090116
2131.465363,305.000000,5.964090,-117.365624,713.667322,5.974378,117.372529,-0.095954
2131.430142,306.000000,5.960586,-117.267169,713.660735,5.970619,117.274023,-0.090335
2131.396381,307.000000,5.957229,-117.168793,713.654613,5.967026,117.175600,-0.085175
2131.394648,308.000000,5.957070,-117.072100,713.658736,5.967088,117.078944,-0.090091
2131.418098,309.000000,5.959428,-116.976727,713.670914,5.970023,116.983675,-0.102931
2131.447156,310.000000,5.962345,-116.881645,713.684885,5.973598,116.888710,-0.117534
2131.462768,311.000000,5.963919,-116.785855,713.694554,5.975639,116.793003,-0.127905
2131.466905,312.000000,5.964348,-116.689463,713.700550,5.976371,116.696662,-0.134665
2131.477424,313.000000,5.965413,-116.593402,713.708588,5.977830,116.600671,-0.143431
2131.489856,314.000000,5.966670,-116.497440,713.717236,5.979508,116.504782,-0.152799
2131.467531,315.000000,5.964455,-116.399660,713.714764,5.977220,116.406986,-0.151228
2131.402904,316.000000,5.958013,-116.299676,713.698757,5.970105,116.306874,-0.136344
2131.328166,317.000000,5.950562,-116.199169,713.679516,5.961837,116.206213,-0.118278
2131.260589,318.000000,5.943826,-116.099041,713.662565,5.954386,116.105949,-0.102465
2131.200590,319.000000,5.937848,-115.999311,713.648037,5.947799,116.006104,-0.089035
2131.148277,320.000000,5.932638,-115.899986,713.635968,5.942090,115.906683,-0.078024
2131.106524,321.000000,5.928482,-115.801212,713.627276,5.937586,115.807842,-0.070335
2131.077596,322.000000,5.925608,-115.703106,713.622685,5.934545,115.709702,-0.066679
2131.064044,323.000000,5.924269,-115.605799,713.623011,5.933258,115.612400,-0.067860
2131.073573,324.000000,5.925235,-115.509687,713.630718,5.934603,115.516355,-0.076302
2131.113802,325.000000,5.929268,-115.415162,713.648243,5.939451,115.421977,-0.094401
2131.166818,326.000000,5.934578,-115.321294,713.669859,5.945758,115.328288,-0.116524
2131.205196,327.000000,5.938426,-115.226664,713.686792,5.950395,115.233800,-0.134041
2131.217683,328.000000,5.939688,-115.130693,713.695442,5.952078,115.137903,-0.143410
2131.207202,329.000000,5.938656,-115.033535,713.696743,5.951141,115.040759,-0.145551
2131.170629,330.000000,5.935017,-114.935031,713.689696,5.947227,114.942201,-0.139480
2131.105762,331.000000,5.928553,-114.835073,713.673598,5.940085,114.842115,-0.124505
2131.026525,332.000000,5.920654,-114.734381,713.652903,5.931304,114.741256,-0.105008
2130.962064,333.000000,5.914231,-114.634454,713.636934,5.924209,114.641202,-0.090161
2130.921216,334.000000,5.910166,-114.535744,713.628518,5.919808,114.542426,-0.082742
2130.898551,335.000000,5.907917,-114.437969,713.625915,5.917481,114.444634,-0.081042
2130.888060,336.000000,5.906884,-114.340820,713.627206,5.916542,114.347498,-0.083172
2130.874110,337.000000,5.905506,-114.243493,713.627389,5.915209,114.250176,-0.084213
2130.861149,338.000000,5.904226,-114.146218,713.627887,5.913988,114.152908,-0.085563
2130.868979,339.000000,5.905023,-114.050005,713.635033,5.915139,114.056757,-0.093453
2130.881286,340.000000,5.906267,-113.954019,713.643611,5.916801,113.960844,-0.102751
2130.879409,341.000000,5.906094,-113.857307,713.647651,5.916845,113.864169,-0.107585
2130.848503,342.000000,5.903022,-113.759113,713.642405,5.913577,113.765935,-0.103285
2130.793906,343.000000,5.897585,-113.659714,713.629581,5.907608,113.666434,-0.091530
2130.725206,344.000000,5.890739,-113.559600,713.612246,5.900030,113.566182,-0.075339
2130.649669,345.000000,5.883212,-113.459144,713.592725,5.891672,113.465569,-0.056996
2130.593005,346.000000,5.877569,-113.359652,713.579239,5.885468,113.365970,-0.044590
2130.604937,347.000000,5.878775,-113.263648,713.587687,5.887086,113.270038,-0.053761
2130.664652,348.000000,5.884752,-113.170065,713.611416,5.894153,113.176654,-0.077962
2130.710491,349.000000,5.889343,-113.075774,713.630707,5.899639,113.082523,-0.097798
2130.734903,350.000000,5.891796,-112.980392,713.643145,5.902680,112.987246,-0.110893
2130.754371,351.000000,5.893754,-112.884756,713.654000,5.905158,112.891703,-0.122432
2130.752466,352.000000,5.893579,-112.788037,713.658019,5.905198,112.795020,-0.127245
2130.703794,353.000000,5.888733,-112.688954,713.647079,5.899904,112.695850,-0.117343
2130.617148,354.000000,5.880096,-112.587957,713.623993,5.890279,112.594668,-0.095494
2130.520647,355.000000,5.870476,-112.486470,713.597756,5.879531,112.492969,-0.070545
2130.537029,356.000000,5.872126,-112.390679,713.607618,5.881656,112.397262,-0.081106
2130.510583,357.000000,5.869500,-112.292728,713.603783,5.878897,112.299283,-0.078193
2130.507828,358.000000,5.869240,-112.195971,713.607523,5.878840,112.202560,-0.082732
2130.515915,359.000000,5.870062,-112.099758,713.614729,5.880019,112.106409,-0.090680
2130.535701,360.000000,5.872052,-112.004130,713.625675,5.882532,112.010874,-0.102308
2130.481315,361.000000,5.866637,-111.904778,713.612900,5.876587,111.911421,-0.090601
2130.522564,362.000000,5.870770,-111.810224,713.630707,5.881548,111.817016,-0.108978
2130.552913,363.000000,5.873815,-111.715119,713.645029,5.885265,111.722031,-0.123926
2130.561674,364.000000,5.874704,-111.618931,713.652445,5.886521,111.625907,-0.132082
2130.541264,365.000000,5.872681,-111.521281,713.650531,5.884450,111.528245,-0.131058
2130.487809,366.000000,5.867358,-111.421982,713.638048,5.878611,111.428847,-0.119638
2130.486309,367.000000,5.867223,-111.325280,713.642179,5.878696,111.332181,-0.124561
2130.402944,368.000000,5.858915,-111.224494,713.620128,5.869446,111.231218,-0.103730
2130.339644,369.000000,5.852610,-111.124714,713.604494,5.862484,111.131314,-0.089210
2130.303732,370.000000,5.849040,-111.026302,713.597618,5.858645,111.032849,-0.083305
2130.302556,371.000000,5.848937,-110.929619,713.601848,5.858767,110.936204,-0.088326
2130.345333,372.000000,5.853222,-110.835120,713.620132,5.863901,110.841858,-0.107172
2130.412514,373.000000,5.859944,-110.741828,713.646221,5.871818,110.748782,-0.133696
2130.442640,374.000000,5.862966,-110.646690,713.660459,5.875510,110.653764,-0.148562
2130.403114,375.000000,5.859034,-110.548097,713.652420,5.871259,110.555108,-0.141513
2130.325695,376.000000,5.851320,-110.447629,713.632262,5.862686,110.454479,-0.122543
2130.235656,377.000000,5.842346,-110.346543,713.608068,5.852675,110.353199,-0.099602
2130.166970,378.000000,5.835504,-110.246520,713.590703,5.845099,110.253036,-0.083379
2130.166099,379.000000,5.835432,-110.149850,713.595022,5.845256,110.156405,-0.088487
2130.224399,380.000000,5.841266,-110.056099,713.618260,5.852159,110.062847,-0.112207
2130.288977,381.000000,5.847728,-109.962651,713.643507,5.859779,109.969609,-0.137902
2130.321555,382.000000,5.850995,-109.867620,713.658519,5.863750,109.874705,-0.153530
2130.303784,383.000000,5.849235,-109.770108,713.657429,5.861979,109.777187,-0.153317
2130.234810,384.000000,5.842364,-109.670079,713.639963,5.854369,109.677018,-0.136994
2130.142122,385.000000,5.833126,-109.568889,713.614914,5.844056,109.575627,-0.113212
2130.058757,386.000000,5.824820,-109.468165,713.592846,5.834807,109.474725,-0.092363
2130.012798,387.000000,5.820247,-109.369281,713.582739,5.829822,109.375762,-0.083279
2130.025634,388.000000,5.821543,-109.273280,713.591430,5.831541,109.279835,-0.092688
2130.073463,389.000000,5.826331,-109.178989,713.611309,5.837250,109.185710,-0.113104
2130.119497,390.000000,5.830941,-109.084606,713.630615,5.842754,109.091488,-0.132954
2130.149445,391.000000,5.833945,-108.989432,713.644775,5.846424,108.996433,-0.147744
