row_type,frame_id,is_frame027,laser_point_count,cone_valid_point_count,full_pnp_rmse_px,corner_residual_rms_px,corner_du_std_px,corner_dv_std_px,corner_du_dv_cov_px2,board_tilt_deg,cone_e_lambda_bias_mm,cone_e_lambda_rmse_mm,cone_e_lambda_p95_abs_mm,cone_a_frame_mm,cone_k_frame_mm_per_normalized_stripe,mc_successful_replicates,mc_lambda_sigma_median_mm,mc_lambda_sigma_p95_mm,mc_lambda_sigma_max_mm,mc_delta_p95_median_mm,mc_delta_p95_p95_mm,mc_delta_max_max_mm,mc_plane_normal_angle_p95_deg,mc_plane_distance_delta_p95_abs_mm,sigma_vs_u_spearman_rho,sigma_vs_u_spearman_p_value,sigma_vs_v_spearman_rho,sigma_vs_v_spearman_p_value,sigma_vs_lambda_spearman_rho,sigma_vs_lambda_spearman_p_value,edge_q10_sigma_median_mm,center_q50_sigma_median_mm,edge_to_center_sigma_ratio,balanced_random_lambda_delta_p95_p95_mm,task6c_subset_lambda_delta_p95_max_mm,verdict,geometry_ok,typical_mc_delta_p95_mm,worst_mc_delta_p95_mm,typical_mc_sigma_to_cone_rmse_ratio,worst_balanced_random_delta_p95_p95_mm,edge_to_center_sigma_ratio_median,edge_to_center_sigma_ratio_max,tilt_vs_sigma_spearman_rho,tilt_vs_sigma_spearman_p_value,task6c_subset_p95_max_mm,fullboard_to_task6c_p95_ratio,next_step
frame,011,False,900,900,0.11763441654918086,0.11763441654918086,0.07280708687726627,0.09325237295713296,0.0012254204098713559,12.548248071925904,0.03362207632661555,0.07387182171606227,0.14610363490142503,0.03362207632661556,-0.04713127028589482,1000,0.008050820184046056,0.011636091332862948,0.012160887331831918,0.01570773716768485,0.022612385060591288,0.0380677259214508,0.013724351111163819,0.03138376923670307,-0.7518728623944804,1.2304735945947334e-164,-0.751874738940007,1.226889213412907e-164,-0.751874738940007,1.226889213412907e-164,0.011642605995973145,0.007506285370893864,1.5510476115280865,0.024051646803647485,0.21308518774204685,,,,,,,,,,,,,
frame,012,False,900,900,0.08831906971658644,0.08831906971658644,0.06504348035371421,0.0604917521524082,1.9171714922936508e-05,4.507648104994785,-0.022781598412735395,0.04943361314472403,0.08572345680923944,-0.022781598412735412,-0.007661968061658665,1000,0.007568174565908457,0.010566034750906493,0.010879741506630384,0.014912113384283996,0.020695481380673182,0.04153432036935101,0.016723261882301797,0.013252547200585234,-0.02081569648028372,0.5328439401612219,0.020785260228716334,0.5334432484084867,-0.020785276689642005,0.5334429241909737,0.010265888346026191,0.00746361744908659,1.3754574663097916,0.022070042542038378,0.21308518774204685,,,,,,,,,,,,,
frame,013,False,900,900,0.10716464123154426,0.10716464123154426,0.08205016816365084,0.06988576899277749,0.0005853618475904175,2.6422006515017515,-0.007591564569078679,0.059482001635960756,0.11591904631285382,-0.0075915645690786794,-0.04811421889716477,1000,0.009347879035232733,0.013514737876134497,0.014233931773299029,0.018504866667299776,0.026934633471306868,0.05370090869826072,0.018496955582860058,0.01888173441675462,0.35304053461794405,8.248755281188401e-28,-0.35300255926241886,8.363864998136146e-28,0.35300255926241886,8.363864998136146e-28,0.011254542243238772,0.007664084240736692,1.4684784104300186,0.02376574150197456,0.21308518774204685,,,,,,,,,,,,,
frame,014,False,900,900,0.0958597242250322,0.0958597242250322,0.06168911181111459,0.0740888624383118,0.00011167641986610437,2.6561259874741343,-0.010155902104869483,0.07584500328055205,0.12482485337846468,-0.010155902104869476,0.025028774342092344,1000,0.011335165533325597,0.013299803383445684,0.013697230433762935,0.022042242569730773,0.025683951707079003,0.048341260331767444,0.014762459080188738,0.021713177218174447,-0.3235011401248644,2.2667514173428027e-23,0.32354433359382745,2.234910578152992e-23,-0.3235443500547532,2.2348985283704792e-23,0.012343711144380726,0.01169508453662719,1.0554614723580782,0.0276832484099512,0.21308518774204685,,,,,,,,,,,,,
frame,015,False,900,900,0.11069834610060661,0.11069834610060661,0.07759772210258085,0.07983441574716171,-0.0020399314719058434,14.248525352036761,0.029272088628765056,0.08508707839182719,0.16880434413339457,0.02927208862876507,0.10908959124121662,1000,0.007407412506264541,0.010502935053494943,0.010772795580166075,0.014250963148768387,0.02049208030482788,0.031103740455591833,0.010463777223944237,0.03480132373688319,-0.9017583313888865,0.0,0.9017614425038385,0.0,-0.9017614425038385,0.0,0.007085265207406333,0.009369883691424781,0.7561742963672743,0.020792029324739756,0.21308518774204685,,,,,,,,,,,,,
frame,016,False,900,900,0.12452317961002471,0.12452317961002471,0.05832148758529774,0.11082798391152478,0.0014806855043642,17.942206480305572,-0.03367075323931229,0.06073679555688011,0.115434129679727,-0.03367075323931231,0.03516252656231748,1000,0.008726645312116026,0.012009888128969895,0.012289893237261802,0.017416286082956842,0.02345881259755543,0.03925677119377724,0.009578708212720725,0.0363994986820046,-0.9338015808249969,0.0,0.9338020252699901,0.0,-0.9338020252699901,0.0,0.012013290148891164,0.00849886282778671,1.4135173601830786,0.020005065781659254,0.21308518774204685,,,,,,,,,,,,,
frame,017,False,890,890,0.11832308699666845,0.11832308699666845,0.0746510078620263,0.0926740584545686,-0.0015408867905961294,17.08836217648662,0.02424413605343997,0.07154121930788769,0.12952581805874389,0.024244136053439974,0.03980369395270841,1000,0.008486835988718567,0.010464627593632796,0.0106404759019658,0.01658437729486195,0.020426970611839863,0.041689763313002004,0.007814211687836074,0.03673774975015363,-0.9925581655034014,0.0,0.9925610081851789,0.0,-0.9925610081851789,0.0,0.007278603226149781,0.009028007206874139,0.8062247912925545,0.019520822773659175,0.21308518774204685,,,,,,,,,,,,,
frame,018,False,900,900,0.12157909084589343,0.12157909084589343,0.09306202053939362,0.07931475806725559,-0.000845958302525237,3.0356943626297084,0.05771264217906706,0.09321866164623305,0.1637206703087088,0.05771264217906709,-0.025062850729743028,1000,0.013441264273489958,0.016268870833529955,0.01689752874146524,0.02646845741117545,0.032746120380423634,0.0648915876014371,0.017847778273074353,0.03265765345576027,0.5081732199669382,2.924552560682081e-60,-0.09230709338324286,0.005583591849740556,-0.09230709338324286,0.005583591849740556,0.015943008968140097,0.012762275325932451,1.249229354560665,0.03685506525254738,0.21308518774204685,,,,,,,,,,,,,
frame,025,False,900,828,0.15619495732179384,0.15619495732179384,0.07352721090780992,0.13882009453935204,-0.0011555264866058709,21.633132609313314,-0.035826650436040226,0.07287017830653213,0.11699240678089491,-0.03582665043604021,-0.04572800317605427,1000,0.010802557969944008,0.013983130439307045,0.014917439687369619,0.021127014334894056,0.027568676829829705,0.05471491138109741,0.010731387714981186,0.04379777729416218,-0.9937404202556629,0.0,-0.9937419675826761,0.0,-0.9937419675826761,0.0,0.014009582568736644,0.010087657072669266,1.3887845778077792,0.018597378432871774,0.21308518774204685,,,,,,,,,,,,,
frame,026,False,900,743,0.16533904087018206,0.16533904087018206,0.09284313841196841,0.13795370676542756,-0.0005864070407589743,17.98604841990456,0.012705297979392719,0.06336535809402832,0.12432110916514601,0.01270529797939273,-0.015229380083427418,1000,0.011582154490613658,0.016490413301078727,0.01690040807840928,0.02259207693390123,0.032595630897792764,0.059596735008199175,0.011943219629146568,0.04822905787334545,-0.8296025221430315,1.7030733042558843e-229,-0.829604299923004,1.6958499977645666e-229,-0.829604299923004,1.6958499977645666e-229,0.011491414595201418,0.011676015581723258,0.9841897276318473,0.027689417897198323,0.21308518774204685,,,,,,,,,,,,,
frame,027,True,900,890,0.17413744869654185,0.17413744869654185,0.07060715452557231,0.16027165090570453,0.0010369465785521697,26.64828167253497,-0.29787841099236456,0.36880019482421467,0.5768683497675624,-0.2978784109923647,-0.3746029459454789,1000,0.007582582845750913,0.009160335269749775,0.009453941607127127,0.01458522168065883,0.017530369617950896,0.03513492325430434,0.010591175483585232,0.04454140019323631,-0.04247455449533477,0.20300375781360103,-0.04247761622750975,0.20297116875907864,-0.04247761622750975,0.20297116875907864,0.009035301019732106,0.007603052277416341,1.1883781263177726,0.019927211681611823,0.21308518774204685,,,,,,,,,,,,,
frame,028,False,900,900,0.18364022678947783,0.18364022678947783,0.1571447275209675,0.0970405033112864,0.00024169368236146005,21.11122760588503,0.04942114590765641,0.08587768398221941,0.1611378886465558,0.049421145907656436,0.002454794408232892,1000,0.012182873774592621,0.01328736093372885,0.013676094000552589,0.023991907651253537,0.026125585100879777,0.05179302659848872,0.009966075025351535,0.05439817150353291,0.08142250381379072,0.014552094027992736,-0.0796706662600818,0.016820905055579878,-0.07971973627950982,0.01675335993303037,0.013289772204046757,0.0118946640353524,1.117288572804404,0.02833890605610946,0.21308518774204685,,,,,,,,,,,,,
frame,029,False,900,900,0.10516999125379041,0.10516999125379041,0.07403283265252118,0.0755446947595962,-0.00019740415742170494,2.997422233735929,-0.01681427427277261,0.05752252717101566,0.1332657900650019,-0.01681427427277262,0.021930773577157763,1000,0.008614864726126404,0.0130711056192744,0.013803402478808803,0.017001931209227904,0.02562687759843326,0.04842497026345427,0.0172473897014129,0.015544781652107532,-0.4435217985865827,1.1577698263615438e-44,0.44353758461430204,1.1487027166862968e-44,-0.44353758461430204,1.1487027166862968e-44,0.010114937318576489,0.007278700093048457,1.389662603111892,0.024118518658476088,0.21308518774204685,,,,,,,,,,,,,
frame,030,False,900,900,0.13097439600221755,0.13097439600221755,0.10590420090913781,0.07833100930853629,0.0005452485471375685,15.601194427869066,0.004974403309395383,0.04980465265449555,0.10795034921867452,0.0049744033093953866,0.008160444944435864,1000,0.008914808121887684,0.01275329194017023,0.013164978156046123,0.017915081397916303,0.02463408860728378,0.04650046857864254,0.012035588484623851,0.03911144751271536,-0.6461862957032458,1.6331785439037908e-107,0.6461924191675958,1.623229973153222e-107,-0.6461923533238929,1.62333662526877e-107,0.009240517328231414,0.008544733606598283,1.0814283690594924,0.017151458928823048,0.21308518774204685,,,,,,,,,,,,,
frame,031,False,900,900,0.11366432285426602,0.11366432285426602,0.07418988605737181,0.08697089227273641,-0.00026936554897412655,11.221965692675118,0.008343921554837708,0.04727016027487855,0.10221260412117203,0.008343921554837718,-0.037579586283713905,1000,0.011605779557105456,0.015564875389706929,0.016252408129401416,0.022670720136457576,0.030218431015190953,0.05004056890288666,0.012670914080312238,0.03383164064574657,-0.9507930092094765,0.0,0.9507929598266994,0.0,-0.9507929598266994,0.0,0.015570078291758917,0.010862933250917087,1.433321731075208,0.02901380799085274,0.21308518774204685,,,,,,,,,,,,,
frame,032,False,900,900,0.12936397098229507,0.12936397098229507,0.10193856680546613,0.08084491640526889,-0.0003135842756961321,11.750484249300037,0.038611208492630514,0.0628222871463383,0.13226837298909117,0.03861120849263053,-0.024083001487032463,1000,0.010764373266132147,0.012636474064112738,0.013123864448060026,0.020990454936867298,0.02502528052755309,0.04313602824345253,0.011483117573747197,0.0394642911223343,0.23325414805038855,1.381783476443483e-12,-0.23242491245873967,1.6655017584528617e-12,-0.23242588365335431,1.6651382142400844e-12,0.011881177367342281,0.010224893171486237,1.161985476823842,0.03304162989891324,0.21308518774204685,,,,,,,,,,,,,
frame,033,False,900,900,0.12213124401352428,0.12213124401352428,0.09750863372957844,0.07469632965452114,0.0009384799705994875,16.03545703638134,0.01805334789815068,0.04963451106374957,0.11106563712359047,0.018053347898150687,-0.021936620613911856,1000,0.008115875174068938,0.010403551309444979,0.010785948243007425,0.016083334034703963,0.020817918432427113,0.03737212329292561,0.011153392324074583,0.03501695200714606,0.8504208523714228,1.0397444372653647e-252,0.28013700428436744,1.0855424405982414e-17,0.28013682321418504,1.0855967828788476e-17,0.010398248544730843,0.0074639664452176326,1.3931263787223058,0.02107276755122398,0.21308518774204685,,,,,,,,,,,,,
frame,034,False,900,900,0.10025242603529741,0.10025242603529741,0.06757774061371001,0.0748286130816137,-0.0004026374874667779,3.8280824803661697,-0.024590308596557534,0.04920492869684565,0.09382398019129139,-0.024590308596557538,-0.02423703104509997,1000,0.008628762108040311,0.012678691931675878,0.013406227098932525,0.01696744324970325,0.02496396269773498,0.05711288959696503,0.01704270894960261,0.013750686356320329,0.3627203325765423,2.2662227462171185e-29,-0.3626089414925204,2.363604074201242e-29,-0.3626082336727165,2.3642359383170816e-29,0.010468636249246564,0.007283265717844016,1.437354705266126,0.02686457444082606,0.21308518774204685,,,,,,,,,,,,,
frame,035,False,900,900,0.13316052201322937,0.13316052201322937,0.07416597091630987,0.1115120090617049,-0.0012593815210677564,12.05451506731769,0.09407392427100376,0.11067932451594452,0.20617711149517956,0.09407392427100378,-0.0632513327541284,1000,0.012398571377422769,0.015863076845270226,0.01622574724282704,0.023552057479355425,0.030357307948164304,0.05743583536718688,0.012238560055833398,0.039189181462558044,-0.9667194815466851,0.0,-0.966721242865732,0.0,-0.966721242865732,0.0,0.011263922408620845,0.012798397364020608,0.8801041324350857,0.04171269188068919,0.21308518774204685,,,,,,,,,,,,,
frame,036,False,900,900,0.09079797262944811,0.09079797262944811,0.06473268275506268,0.06441042692240702,-9.741801730220925e-05,2.623760267332197,0.0508804878444721,0.08148477524107368,0.16585598952730718,0.05088048784447214,-0.03136612822581807,1000,0.010387438468749543,0.013184718952272753,0.014473287466787695,0.020176770334683167,0.025693191152030004,0.04916378204541161,0.017340924604004975,0.012056434431701745,-0.24513487053687724,8.79096237254148e-14,0.2453520559901926,8.347628786402366e-14,-0.2453520559901926,8.347628786402366e-14,0.01319719403499504,0.00930006162095949,1.419043719587041,0.02640226658973432,0.21308518774204685,,,,,,,,,,,,,
aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B. MODERATE,True,0.025471233328231035,0.032746120380423634,0.1837833911506061,0.04171269188068919,1.2538733702000409,1.6209164410145003,-0.20489432703003335,0.27741668324562085,0.21308518774204685,0.15367619273501493,improve PnP / corner / intrinsics
