row_type,frame_id,is_frame027,design,replicate,subset_point_count,status,valid_lambda_count,normal_angle_diff_deg,plane_distance_diff_mm,abs_plane_distance_diff_mm,lambda_delta_bias_mm,lambda_delta_rmse_mm,lambda_delta_p95_abs_mm,lambda_delta_max_abs_mm,subset_reprojection_rmse_px,subset_depth_min_mm,replicate_count_ok,normal_angle_p95_deg,plane_distance_abs_p95_mm,lambda_delta_rmse_median_mm,lambda_delta_rmse_p95_mm,lambda_delta_p95_median_mm,lambda_delta_p95_p95_mm,lambda_delta_max_max_mm
replicate,001,False,full_span_random,40,44,ok,822,0.004502795412376988,-0.015613748406849481,0.015613748406849481,-0.005354076628001054,0.005672840028254042,0.008012781023620618,0.008174891101361936,0.16595381777777263,631.0191352177748,,,,,,,,
replicate,001,False,full_span_random,41,44,ok,822,0.003394303809658222,0.018817271346620146,0.018817271346620146,0.013694234669382391,0.013704034094485128,0.014421582972670422,0.014467259520642983,0.15812706674181942,631.0449999633043,,,,,,,,
replicate,001,False,full_span_random,42,44,ok,822,0.005622938587737679,-0.006055627350747272,0.006055627350747272,-0.00805492999865701,0.008090199708191708,0.009196125227532548,0.009673574341377389,0.14866572559800084,631.0389274429261,,,,,,,,
replicate,001,False,full_span_random,43,44,ok,822,0.006486590329274158,0.02621388622901577,0.02621388622901577,0.006095713049034005,0.00706230921414493,0.011157214446467377,0.01146834796963958,0.16074314001408407,631.0562619132928,,,,,,,,
replicate,001,False,full_span_random,44,44,ok,822,0.0021180424119939807,-0.00046216606438065355,0.00046216606438065355,-0.001432847394691055,0.0014639609401542034,0.0018880188461253054,0.002079906848052815,0.1523316109554116,631.0383272145183,,,,,,,,
replicate,001,False,full_span_random,45,44,ok,822,0.0011234318162754227,0.0026249445122630277,0.0026249445122630277,0.005281998382213924,0.005312772648194087,0.0061450991368985795,0.006501133360075073,0.18472156356056588,631.0377229713266,,,,,,,,
replicate,001,False,full_span_random,46,44,ok,822,0.0044356923852095585,0.020226273442062848,0.020226273442062848,0.003894514795850669,0.004815264024006083,0.007914862570476088,0.008163036251517042,0.16142603343821085,631.0498284038913,,,,,,,,
replicate,001,False,full_span_random,47,44,ok,822,0.0029786062883336256,0.010532442901421746,0.010532442901421746,0.008669082358142796,0.00867691223386536,0.009185200316045439,0.009214103875820001,0.15348095517851865,631.050310894384,,,,,,,,
replicate,001,False,full_span_random,48,44,ok,822,0.0076087781463541546,0.04930977342849019,0.04930977342849019,0.021881085906039065,0.022271224029556592,0.027763975235103544,0.028129886925171377,0.16931567015269505,631.0584995840576,,,,,,,,
replicate,001,False,full_span_random,49,44,ok,822,0.0043777784664178225,0.005951916660023926,0.005951916660023926,0.008435552655953691,0.008440259880429572,0.008856103371255131,0.009015339468874117,0.1663316847337332,631.0516724231553,,,,,,,,
replicate,001,False,full_span_random,50,44,ok,822,0.004276267111413424,0.023641832644898386,0.023641832644898386,0.021441054730160215,0.021441481040079122,0.02163284379010406,0.02169945835487397,0.17445002452019437,631.0488351921363,,,,,,,,
replicate,001,False,full_span_random,51,44,ok,822,0.005183143223362111,0.000418933110722719,0.000418933110722719,0.0011814428694828366,0.001190562582399473,0.0013859363810297509,0.001396523026187424,0.17301034395130593,631.0467180213764,,,,,,,,
replicate,001,False,full_span_random,52,44,ok,822,0.006240188304807702,0.036673518562452045,0.036673518562452045,0.014697388727447566,0.015072224305726717,0.01943457707071161,0.019729863408429082,0.16496984964903338,631.048890122168,,,,,,,,
replicate,001,False,full_span_random,53,44,ok,822,0.005509976183004756,0.04047703218577681,0.04047703218577681,0.017907401729015875,0.018261542707191523,0.022979891234911065,0.023293348940796932,0.1733742814012102,631.0596714985179,,,,,,,,
replicate,001,False,full_span_random,54,44,ok,822,0.008207131962080273,0.04443560972003979,0.04443560972003979,0.01159285345163871,0.012849941588446986,0.019460134428032915,0.019946499975048937,0.15798591039922524,631.0610145797727,,,,,,,,
replicate,001,False,full_span_random,55,44,ok,822,0.001213840052060658,0.008867977880868239,0.008867977880868239,0.0151720790805749,0.015224554479958217,0.017078122416961605,0.01785732981250021,0.15303680322617938,631.0495316155992,,,,,,,,
replicate,001,False,full_span_random,56,44,ok,822,0.004271272806137411,0.01848098101902451,0.01848098101902451,0.019928067329540486,0.01994165587621521,0.021032662117323752,0.021481205465534003,0.18906432479053392,631.0471798486307,,,,,,,,
replicate,001,False,full_span_random,57,44,ok,822,0.00371953061574201,0.02080067282975051,0.02080067282975051,0.016082686841465715,0.016101918383623695,0.017187385124742605,0.017251566421805364,0.1884117638961159,631.0596352608472,,,,,,,,
replicate,001,False,full_span_random,58,44,ok,822,0.0021361372269664983,0.005294609085467528,0.005294609085467528,0.000988892715136952,0.0012844342678516823,0.002152187716734488,0.0022231320917853736,0.17902039389682262,631.0422758819974,,,,,,,,
replicate,001,False,full_span_random,59,44,ok,822,0.0027747328264597403,-0.0123437491211007,0.0123437491211007,-0.0009576725110126554,0.002094583233782991,0.0036043311764217376,0.00376955346757768,0.16856484983385,631.0363384120302,,,,,,,,
replicate,001,False,full_span_random,60,44,ok,822,0.003258440627575287,0.025908725654858245,0.025908725654858245,0.012775602690532082,0.01294247136603921,0.015709793654957595,0.015890553228132376,0.19363789970589884,631.0522358406276,,,,,,,,
replicate,001,False,full_span_random,61,44,ok,822,0.001524446257233268,0.014762415086806868,0.014762415086806868,0.009506565080724831,0.009540501833268109,0.010641743910377954,0.010710681926184407,0.17845741122837527,631.049528745398,,,,,,,,
replicate,001,False,full_span_random,62,44,ok,822,0.0036098636153853694,-0.00938781204854422,0.00938781204854422,0.0030765308389232014,0.0038222523063459217,0.006516522474191788,0.007949533037958645,0.17908703087485756,631.0318994315694,,,,,,,,
replicate,001,False,full_span_random,63,44,ok,822,0.0074540246858626445,-0.04293139707033333,0.04293139707033333,-0.013396656208284077,0.014189821080154343,0.020034570357870506,0.02044775062518056,0.16342273265175764,631.0192154030466,,,,,,,,
replicate,001,False,full_span_random,64,44,ok,822,0.002803411368275284,0.020331480053755513,0.020331480053755513,0.010622268491861294,0.010739665454551505,0.0128641847374638,0.013001336196794,0.1857942111191355,631.051878941427,,,,,,,,
replicate,001,False,full_span_random,65,44,ok,822,0.005238914340512767,0.034458298270351406,0.034458298270351406,0.01625609395685909,0.01653408193983744,0.02053325282869309,0.020795427328494043,0.19206326924083653,631.0617461542571,,,,,,,,
replicate,001,False,full_span_random,66,44,ok,822,0.0008098716979326782,0.013027983428173684,0.013027983428173684,0.012672805215920933,0.012673615003459718,0.012881681993297889,0.012957960257949708,0.17446282092892637,631.0482744817189,,,,,,,,
replicate,001,False,full_span_random,67,44,ok,822,0.00446299465664799,-0.028409389036937682,0.028409389036937682,-0.013263293672151745,0.013452703481220435,0.016450959840739188,0.01664940604257481,0.16259174938247117,631.023477696635,,,,,,,,
replicate,001,False,full_span_random,68,44,ok,822,0.002612568562505814,0.02016172772198388,0.02016172772198388,0.01108246318307708,0.0111608505119109,0.012951123731500046,0.013066899900763929,0.17053340218739244,631.0485583843548,,,,,,,,
replicate,001,False,full_span_random,69,44,ok,822,0.004145798675555387,0.023512511375088252,0.023512511375088252,0.0120760406565721,0.012182648782939098,0.014353465875603887,0.014495800186750785,0.1861203196155299,631.0452469703325,,,,,,,,
replicate,001,False,full_span_random,70,44,ok,822,0.004443745595131075,-0.0055164342816169665,0.0055164342816169665,0.010924679952597422,0.01127008761487052,0.015117537373208733,0.016847840796344826,0.17200506878850308,631.0474137840046,,,,,,,,
replicate,001,False,full_span_random,71,44,ok,822,0.006309116380883737,0.02462823100506739,0.02462823100506739,0.011280968181251322,0.011536067833843623,0.014698859188041523,0.014906295190030505,0.16325173205718255,631.0628455779986,,,,,,,,
replicate,001,False,full_span_random,72,44,ok,822,0.000574681630699592,-0.006653209275441441,0.006653209275441441,-0.004598713667060094,0.004608343200400814,0.00501835960001813,0.005043758745728155,0.16080234927963794,631.0301264750226,,,,,,,,
replicate,001,False,full_span_random,73,44,ok,822,0.0029263863601888137,0.014795780929034663,0.014795780929034663,0.010214410827588359,0.010226396315849026,0.010911223731477548,0.01095515014276316,0.15994270371499755,631.0425251072564,,,,,,,,
replicate,001,False,full_span_random,74,44,ok,822,0.007214969070676218,0.02769595927645696,0.02769595927645696,0.016510550840327466,0.01656228397214691,0.018359611711326808,0.018477266838090145,0.19494858785397545,631.0424640648449,,,,,,,,
replicate,001,False,full_span_random,75,44,ok,822,0.010704642660178922,-0.01990730307022659,0.01990730307022659,-0.015188734450161244,0.0151887364600704,0.015197650351325365,0.015203088285488775,0.16325793631347596,631.0415635603216,,,,,,,,
replicate,001,False,full_span_random,76,44,ok,822,0.006613890237047537,0.027572738785693218,0.027572738785693218,0.017495190597525155,0.017589610410309205,0.02006625856811297,0.02021967657094592,0.15288890261073013,631.0685127380204,,,,,,,,
replicate,001,False,full_span_random,77,44,ok,822,0.007425251687165117,0.04525054652015115,0.04525054652015115,0.018487472549660666,0.01893254383070894,0.024274303171307566,0.02463468178848416,0.17282059131784103,631.0534224997377,,,,,,,,
replicate,001,False,full_span_random,78,44,ok,822,0.007964222119209143,-0.03973027420067865,0.03973027420067865,-0.007187853791130726,0.009067301785463954,0.015035798835640433,0.015521769406177555,0.16958986137718918,631.0157072064369,,,,,,,,
replicate,001,False,full_span_random,79,44,ok,822,0.0014264991525185006,0.013895949084599124,0.013895949084599124,0.00878065844534562,0.00881033881404407,0.009801139563234074,0.009863884118090027,0.1902807548763876,631.0453913651021,,,,,,,,
replicate,001,False,full_span_random,80,44,ok,822,0.006206746918819919,0.030434321792654373,0.030434321792654373,0.006829358328249246,0.00794074618119792,0.012580544133726335,0.012935709012822372,0.16392508831417527,631.0532291951596,,,,,,,,
replicate,001,False,full_span_random,81,44,ok,822,0.008704105675243805,-0.0378126508276182,0.0378126508276182,-0.0033795222784969445,0.0065211720070397355,0.011303298965555085,0.011798529211205278,0.17184062541094758,631.030571257525,,,,,,,,
replicate,001,False,full_span_random,82,44,ok,822,0.0016204839722422746,0.018776327129444326,0.018776327129444326,0.01462133292014017,0.014628408062945068,0.015257333394288253,0.015295776362449942,0.18985441609595619,631.0492214681194,,,,,,,,
replicate,001,False,full_span_random,83,44,ok,822,0.007495111133162957,0.03877265105040806,0.03877265105040806,0.008957753685948705,0.010289872008235553,0.016145524424337053,0.016589958341796773,0.15530202240740895,631.0573109875743,,,,,,,,
replicate,001,False,full_span_random,84,44,ok,822,0.00036903865887240046,0.0011841332991480158,0.0011841332991480158,-0.00021745868117903564,0.00033103059190624527,0.0005960518535971459,0.0007537634687651007,0.1588063777298086,631.0357064366532,,,,,,,,
replicate,001,False,full_span_random,85,44,ok,822,0.0035005892900263035,0.012635418627155559,0.012635418627155559,0.008219223325827698,0.008260673413739303,0.00938632167728315,0.009455536650648355,0.16014541169072874,631.0529935777927,,,,,,,,
replicate,001,False,full_span_random,86,44,ok,822,0.005377285016415638,0.019314340009032094,0.019314340009032094,0.010332121110776539,0.010391751088780208,0.011906010721793337,0.012006109368030593,0.1557357029580398,631.0389074094769,,,,,,,,
replicate,001,False,full_span_random,87,44,ok,822,0.003161021837640531,-0.010101953770004002,0.010101953770004002,0.0032784541574257626,0.0039767848198405615,0.006691184921987769,0.008107069661605237,0.16749797527747096,631.0383381768416,,,,,,,,
replicate,001,False,full_span_random,88,44,ok,822,0.005644905104799067,0.045062540775575144,0.045062540775575144,0.023124081820375193,0.023386328610050987,0.028069211217297153,0.028372958023396677,0.16058131457026623,631.0671039660499,,,,,,,,
replicate,001,False,full_span_random,89,44,ok,822,0.004793142737115499,0.039052626410807534,0.039052626410807534,0.019761540407823276,0.019991537068977192,0.02404357042769334,0.02430729982199864,0.1691757008797372,631.0610235592791,,,,,,,,
replicate,001,False,full_span_random,90,44,ok,822,0.0033837235135494572,0.02343799252196277,0.02343799252196277,0.013577241899706473,0.013645644216550484,0.015507165292376612,0.01562714165891066,0.16397801595581885,631.048537168315,,,,,,,,
replicate,001,False,full_span_random,91,44,ok,822,0.006754788880652114,0.0400581942046756,0.0400581942046756,0.015222293695474905,0.01578425451457141,0.021141479351007318,0.02150572765333436,0.16923591229133048,631.0623188864222,,,,,,,,
replicate,001,False,full_span_random,92,44,ok,822,0.003329716454642569,-0.010256170477987325,0.010256170477987325,0.003866287613018933,0.004595508845384022,0.007632913021063814,0.009198767833481725,0.16073012983536644,631.0340796839323,,,,,,,,
replicate,001,False,full_span_random,93,44,ok,822,0.006668848580527929,0.048945988657692396,0.048945988657692396,0.021670283896662514,0.022102477183037268,0.027834809122998648,0.028215450241418694,0.173471288486584,631.0653143617792,,,,,,,,
replicate,001,False,full_span_random,94,44,ok,822,0.003935766034179422,0.030555607344808777,0.030555607344808777,0.015516501026457389,0.015702866276553654,0.018932142006752882,0.019141831258480124,0.16437515096584604,631.0577138985561,,,,,,,,
replicate,001,False,full_span_random,95,44,ok,822,0.0017471630239124017,-0.005701265117636467,0.005701265117636467,-0.0007857517413155206,0.001083385609704954,0.0018455393136264319,0.0019123463810046815,0.1636605799181164,631.0363918480642,,,,,,,,
replicate,001,False,full_span_random,96,44,ok,822,0.0027160384862528306,0.027895786810631762,0.027895786810631762,0.02729771186422353,0.02730055429206047,0.027877554931058056,0.02809777370998745,0.1837335444228368,631.0575363646583,,,,,,,,
replicate,001,False,full_span_random,97,44,ok,822,0.0073446066414372384,0.01603516240686531,0.01603516240686531,0.00851785969264668,0.0085520294183709,0.009599533408731986,0.009670808632790795,0.18510413556900845,631.0309716670735,,,,,,,,
replicate,001,False,full_span_random,98,44,ok,822,0.0032406957910352456,-0.002655474222478915,0.002655474222478915,-0.0020164310953629085,0.002018869073230246,0.00216663266240289,0.002232898831721286,0.16693295165311478,631.0407415748202,,,,,,,,
replicate,001,False,full_span_random,99,44,ok,822,0.004484456216885714,0.003939130152048165,0.003939130152048165,0.0034100277155291892,0.0034229788404538755,0.003828171227360144,0.0038508935188019677,0.1761468876290462,631.0479440906668,,,,,,,,
replicate,002,False,checkerboard_A,0,44,ok,890,0.0024875307266414796,0.012308571925927936,0.012308571925927936,0.006620500124245155,0.006770983697895177,0.00873592027239738,0.008871494968161642,0.1609170322367162,628.166948191987,,,,,,,,
replicate,002,False,checkerboard_B,0,44,ok,890,0.002548839519767803,-0.01232631201185086,0.01232631201185086,-0.006787394759260224,0.006951555083066517,0.009025482752377911,0.009168948272417765,0.13264319468352193,628.3481872291115,,,,,,,,
replicate,002,False,uniform_sparse,0,30,ok,890,0.002716342543368939,-0.0056682387235014176,0.0056682387235014176,0.005800992168598712,0.005869318472793737,0.0071366546044146165,0.007223242751592807,0.16489779838351232,628.1542301298911,,,,,,,,
replicate,002,False,full_span_random,0,44,ok,890,0.000998410436496098,0.016163186754511116,0.016163186754511116,0.013630972939694622,0.013635980932859658,0.014181495225534491,0.014216749130696371,0.14563285157196706,628.1694704886658,,,,,,,,
replicate,002,False,full_span_random,1,44,ok,890,0.005303084477567839,0.004219637315941327,0.004219637315941327,0.006366753127907344,0.007666332102102409,0.012736682929738662,0.013146138423394405,0.13927275804486638,628.1661995314014,,,,,,,,
replicate,002,False,full_span_random,2,44,ok,890,0.009272141712703068,-0.03560992003224328,0.03560992003224328,0.0012694765863209775,0.0018320235366503512,0.0032343196586623432,0.0034501151019412646,0.13995798240030122,628.131639035851,,,,,,,,
replicate,002,False,full_span_random,3,44,ok,890,0.004259893662936628,-0.01623592192390788,0.01623592192390788,-0.004593386999816462,0.0050747833042253535,0.0078071446367061976,0.00801289402556904,0.14412227554912818,628.1390584499806,,,,,,,,
replicate,002,False,full_span_random,4,44,ok,890,0.003760467226913582,-0.015993762354014507,0.015993762354014507,-0.0017377177531852283,0.002448126390350013,0.00428257404478245,0.004553792715455529,0.1556729659336106,628.1466653664729,,,,,,,,
replicate,002,False,full_span_random,5,44,ok,890,0.002753212713323722,0.008509041610523127,0.008509041610523127,0.015245770610772652,0.015341126522380009,0.017773141190889418,0.018045383537810267,0.14268174551631102,628.1624374751665,,,,,,,,
replicate,002,False,full_span_random,6,44,ok,890,0.006430866130855195,-0.014420495695162572,0.014420495695162572,0.005060037735660663,0.005887261645785199,0.009515555570561673,0.009996355843782112,0.14697063572466548,628.142119192688,,,,,,,,
replicate,002,False,full_span_random,7,44,ok,890,0.012940684473266234,-0.05438654003319243,0.05438654003319243,-0.004845685605657304,0.005502542026611572,0.008717750361881826,0.008963328322806774,0.1455804376804904,628.1158192525594,,,,,,,,
replicate,002,False,full_span_random,8,44,ok,890,0.0032355660280548237,-0.016169983583949943,0.016169983583949943,-0.005664328761716671,0.0057931381967400815,0.007472783640986335,0.00758831652774461,0.16655173812974153,628.1406249620225,,,,,,,,
replicate,002,False,full_span_random,9,44,ok,890,0.006051196174466502,-0.03435231183516407,0.03435231183516407,-0.009553220246155516,0.009560178742176977,0.010084426370792699,0.010138192722251915,0.15383967507573285,628.1308251387936,,,,,,,,
replicate,002,False,full_span_random,10,44,ok,890,0.007480380670908439,0.008189844798380363,0.008189844798380363,-0.009032395767246343,0.010100287043034997,0.015720890060589455,0.016441042040582943,0.14931573445657667,628.1635139331628,,,,,,,,
replicate,002,False,full_span_random,11,44,ok,890,0.006922533932759025,-0.009950759909543194,0.009950759909543194,0.004267188299601703,0.006125578637112484,0.010769316654324257,0.011469053824157527,0.15935163570854563,628.1436231604204,,,,,,,,
replicate,002,False,full_span_random,12,44,ok,890,0.001946953442561077,-0.01443899996570508,0.01443899996570508,-0.008184263384408353,0.008211191619512635,0.009173317513813117,0.009236487226530699,0.15955183746124035,628.141855946995,,,,,,,,
