row_type,frame_id,image,used_for_intrinsics,validation_opened,detection_method,corner_count,formal_reprojection_rmse_px,solvepnp_reprojection_rmse_px,board_center_u_px,board_center_v_px,board_center_u_norm,board_center_v_norm,board_tilt_deg,board_center_z_mm,apparent_width_px,apparent_height_px,apparent_bbox_area_fraction,apparent_hull_area_px2,apparent_hull_area_fraction,corner_u_min_px,corner_u_max_px,corner_v_min_px,corner_v_max_px,corner_u_span_norm,corner_v_span_norm,corner_min_edge_distance_px,plane_nx,plane_ny,plane_nz,plane_d_mm
frame,001,chess 001.tif,True,False,SB,88,0.16214732825756073,0.16215405532964014,1729.172296003862,1776.6672293923118,0.42216120507906785,0.5922224097974372,24.765800458073528,664.76884086507,2309.8809814453125,1438.9832763671875,0.27049805523261966,3167425.0591608956,0.25776571119473435,565.1756591796875,2875.056640625,1070.8729248046875,2509.856201171875,0.563935786485672,0.4796610921223958,490.143798828125,0.04400600998855128,-0.4165923588652831,-0.9080276854919934,614.440687728249
frame,002,chess 002.tif,True,False,SB,88,0.1486326903104782,0.1486415022590977,1528.2470259232955,1822.3829741044478,0.37310718406330456,0.6074609913681492,21.009646411780004,664.7154146065976,2216.190185546875,1651.5307006835938,0.2978601993802355,3289173.4948717235,0.267673624257139,382.919677734375,2599.10986328125,953.8137817382812,2605.344482421875,0.54106205701828,0.5505102335611979,382.919677734375,0.3582933588724302,0.012889268507470476,-0.9335200778479563,637.0087887913577
frame,003,chess 003.tif,True,False,SB,88,0.15282614529132843,0.1528242796121593,1860.665503761985,1486.3705083673651,0.4542640390043909,0.49545683612245506,18.94863131526217,664.0222073552505,1677.2509765625,2182.143798828125,0.2978517917955954,3255746.929260481,0.26495336338382824,1059.332275390625,2736.583251953125,357.74462890625,2539.888427734375,0.4094851016998291,0.7273812662760417,357.74462890625,0.021976470235078736,0.3239757995749745,-0.9458100845549082,628.6191623713461
frame,004,chess 004.tif,True,False,SB,88,0.10124455392360687,0.10123953912507834,1486.744568564675,1071.5963152105157,0.36297474818473513,0.35719877173683856,3.1231462100848577,648.6771903892012,2312.6438598632812,1640.3487548828125,0.30871927701937785,3588162.583954637,0.2920054186161,328.19622802734375,2640.840087890625,258.639404296875,1898.9881591796875,0.5646103173494339,0.5467829182942708,258.639404296875,0.04989183831788708,-0.021888673772886103,-0.9985147422195257,649.4172116669317
frame,005,chess 005.tif,True,False,SB,88,0.1031288281083107,0.10312626975108699,2581.429242220792,1576.010807384144,0.6302317485890605,0.5253369357947147,2.878183093024264,652.9173572114065,1653.84130859375,2303.3938903808594,0.3100136690978458,3522777.5045520477,0.28668436723242574,1754.86083984375,3408.7021484375,432.7001037597656,2736.093994140625,0.403769850730896,0.7677979634602865,263.906005859375,0.04056941346691272,-0.029587710786370913,-0.9987385494018807,650.4055639811372
frame,006,chess 006.tif,True,False,SB,88,0.09532535821199417,0.09532185190306573,1944.2823028564453,1564.2925699407403,0.47467829659581184,0.5214308566469135,2.5334650585219993,702.979272331423,2248.489013671875,1702.5784301757812,0.31154206503621024,3053698.0742213633,0.24851058546723334,814.580322265625,3063.0693359375,708.6674194335938,2411.245849609375,0.5489475131034851,0.5675261433919271,588.754150390625,0.043455972338218504,-0.00809164920052727,-0.9990225741600415,702.8455325733856
frame,007,chess 007.tif,True,False,SB,88,0.11779297888278961,0.11779715811946749,2773.0894581187854,1054.6145043806596,0.6770237934860316,0.35153816812688654,2.5878392327443622,706.9836039768452,2070.2366943359375,1462.5946350097656,0.24641252297657018,2997539.4928560797,0.2439403884160221,1733.9517822265625,3804.1884765625,324.9028015136719,1787.4974365234375,0.5054288804531097,0.4875315450032552,291.8115234375,0.04450615471089287,-0.007603380654202954,-0.9989801753766075,702.9008245103705
frame,008,chess 008.tif,True,False,SB,88,0.0939609482884407,0.09395401370718623,1729.961666800759,1573.6245349537242,0.42235392255877907,0.5245415116512414,4.5777509829218035,705.2605811694826,2453.1700134277344,2530.4356079101562,0.5051748660672994,3035460.474636931,0.2470264058135523,490.9169006347656,2944.0869140625,314.91766357421875,2845.353271484375,0.5989184603095055,0.8434785359700521,154.646728515625,0.06991637424892175,-0.03849197440657654,-0.9968099460369405,705.4890584859633
frame,009,chess 009.tif,True,False,SB,88,0.11117831617593765,0.11117913597579772,1600.2779319069602,1085.9302004033868,0.3906928544694727,0.36197673346779563,3.8202510385092014,703.9450965546126,2098.006103515625,1482.248291015625,0.2530734018128569,3055453.3799786,0.24865343261544595,551.609130859375,2649.615234375,338.268310546875,1820.5166015625,0.5122085213661194,0.494082763671875,338.268310546875,0.04883473177103667,0.04532403705187188,-0.9977779816362814,706.415157531539
frame,010,chess 010.tif,True,False,SB,88,0.11981108039617538,0.1198090913787063,2543.516170154918,1158.166454661976,0.6209756274792281,0.3860554848873254,7.376196010975522,680.4707215461327,2180.79931640625,1536.1047668457031,0.272618507931762,3255777.8374127354,0.26495587869569787,1463.4521484375,3644.25146484375,401.3113708496094,1937.4161376953125,0.5324217081069946,0.5120349222819011,401.3113708496094,-0.12774021094682803,-0.012836826578293516,-0.991724585956534,679.9304669303071
frame,011,chess 011.tif,True,False,SB,88,0.11915240436792374,0.11914921943902938,2134.416311784224,1144.0870177529075,0.5210977323691953,0.3813623392509692,12.548886333835904,678.9530751159369,2207.8410034179688,1526.7846984863281,0.27432437017490685,3231683.572672437,0.2629950824114939,1021.2349243164062,3229.075927734375,374.6206970214844,1901.4053955078125,0.53902368247509,0.5089282328287761,374.6206970214844,0.03390063789529421,0.21461151498164774,-0.9761109795446286,669.6942855303599
frame,012,chess 012.tif,True,False,SB,88,0.08958833664655685,0.08959775262591206,1984.7787551879883,1920.8682278719816,0.48456512577831745,0.6402894092906606,4.505920071431838,705.1615941209134,2092.4827270507812,1473.7540283203125,0.25096068100437513,3036770.437374506,0.2471330108540451,939.4767456054688,3031.95947265625,1190.8907470703125,2664.644775390625,0.5108600407838821,0.4912513427734375,335.355224609375,0.044013790400293094,-0.06507526451471703,-0.9969092216460527,705.8729837895426
frame,013,chess 013.tif,True,False,SB,88,0.10616084933280945,0.10615669499474689,2068.8036831942472,1628.2684194391425,0.5050790242173455,0.5427561398130475,2.6398612073887753,712.278195371598,1460.236083984375,2074.9793701171875,0.24657875567775772,2971957.339697063,0.2418585074623261,1337.35498046875,2797.591064453125,595.8878173828125,2670.8671875,0.3565029501914978,0.6916597900390625,329.1328125,0.04517933747689414,-0.008953439912809079,-0.9989387685833785,711.6224745399356
