model,split,image_id,count,mean_signed_mm,mae_mm,rmse_mm,median_abs_mm,p95_abs_mm,max_abs_mm,valid_rate
global_plane,train,4,780,0.26398560381366143,0.44201440068968245,0.5937168309135509,0.3090288160459522,1.2772345699630987,1.4230165249384754,1.0
global_plane,train,5,897,-0.1377800504336314,0.21820312342660705,0.23602781409192608,0.21698686310230642,0.36519880764146817,0.46607317596203757,1.0
global_plane,train,6,900,0.07558015469670244,0.30907313491708677,0.35102104966798703,0.2983917067389257,0.6319035467006243,0.7507832125651248,1.0
global_plane,train,7,885,0.10193281371539972,0.3237029097476217,0.4056162579855821,0.27124993293159605,0.909884123816141,1.0922961227275891,1.0
global_plane,train,8,900,-0.07832979845186855,0.3037508869972531,0.33537066706142205,0.32257739107689076,0.5144423940141735,0.6734274253566355,1.0
global_plane,train,9,900,-0.07871857169069547,0.24200324839877188,0.27694174359621737,0.24251239405123215,0.4566173803948345,0.5684924953141035,1.0
global_plane,validation,1,770,-0.10394653017139523,0.221607452214902,0.24763645084084268,0.22021377220454497,0.3835640236004167,0.7471126546823825,1.0
global_plane,validation,2,747,-0.10498520207416474,0.14647276515552404,0.17624164980901064,0.14935088966217336,0.2992840902406897,0.5418861432916628,1.0
global_plane,validation,3,600,-0.22924722650413476,0.27135805024947407,0.3052725509530597,0.30921407836342496,0.4575343914021971,0.645359583483355,1.0
global_plane,validation,4,617,-0.23892905677914794,0.2967754915028086,0.3307771143216116,0.33795931190581996,0.49086205046044107,0.6596785496196844,1.0
global_plane,validation,5,767,-0.22920217139535998,0.23052362180282057,0.26368039651579295,0.2529802741713638,0.407268002316232,0.5295498618087322,1.0
global_plane,validation,6,900,-0.10295237900160499,0.24833911759020666,0.29482226092676117,0.23928275192167803,0.4835255589859172,1.000497900893265,1.0
quadratic_graph,train,1,730,0.04010447591496754,0.10399114521275248,0.1265867536290713,0.09063957388025301,0.22022369164512834,0.31467936253056905,1.0
quadratic_graph,train,10,898,0.001363160514185761,0.07496654088527459,0.09855267618405752,0.05812170150585416,0.19463398995866896,0.4700869013887541,1.0
quadratic_graph,train,11,700,-0.043357867737318624,0.14045593263447081,0.17605149486498284,0.11128143293473158,0.35059826001103145,0.4248769128338381,1.0
quadratic_graph,train,12,716,-0.025387294703784657,0.11343879822421468,0.14234320201549525,0.08916010256098161,0.28675013319724485,0.4644283240486402,1.0
quadratic_graph,train,13,688,0.021730666890014353,0.0898607702885222,0.10925720403147816,0.08153253881016553,0.2105930388695355,0.3481306488793052,1.0
quadratic_graph,train,14,900,0.019416505340372068,0.06732087081909134,0.09099269370138409,0.048923423932592414,0.19391683437957566,0.4367489668975395,1.0
quadratic_graph,train,15,731,-0.050848018603225804,0.07699813924074982,0.09314480609146598,0.06795721474293259,0.1734707848638095,0.2943754438177848,1.0
quadratic_graph,train,2,803,-0.02003642938225445,0.05292592093260274,0.0646604401853581,0.046795448892680724,0.1240629238646875,0.2217334788996368,1.0
quadratic_graph,train,3,900,-0.011260125018461622,0.06173295268221485,0.08053548037690046,0.05254846009523817,0.14516475030935672,0.6717718103994912,1.0
quadratic_graph,train,4,780,0.024150884313766524,0.05656296806148155,0.07131107810854556,0.048093006493672874,0.14085270198906408,0.24744512110237338,1.0
quadratic_graph,train,5,897,0.0047736563357982,0.06938706947116484,0.08672189858355923,0.06295858815644806,0.17103659800814053,0.2818655121648135,1.0
quadratic_graph,train,6,900,-0.009330080094085057,0.08266984537526986,0.0976348965376761,0.07636645448934587,0.17247378492642151,0.35898141105212744,1.0
quadratic_graph,train,7,885,0.008760716542333721,0.06060017984774318,0.08004225428333742,0.047229515231265395,0.15605600993346797,0.5034133397233518,1.0
quadratic_graph,train,8,900,0.02896652961541526,0.09265993034549233,0.12084244903666072,0.0699036959156274,0.24907313650666082,0.4045763328697376,1.0
quadratic_graph,train,9,900,0.004315987731278786,0.09526444242020249,0.12937378690899887,0.07072743660961578,0.2615358671995523,0.8177247395793756,1.0
quadratic_graph,validation,1,770,0.04363748667160714,0.06628358962751793,0.10002223381399065,0.0404501305232543,0.22222207583600945,0.5100809472056653,1.0
quadratic_graph,validation,2,747,0.12210423253563404,0.125303148734398,0.14671959785085179,0.1144322816097656,0.2616616572989414,0.34611924275122874,1.0
quadratic_graph,validation,3,600,0.034053972593159565,0.08359629687344561,0.10601327295205924,0.0710477311519071,0.19808719750157017,0.6132689872798665,1.0
quadratic_graph,validation,4,617,0.017931371900513807,0.08636633279605643,0.11112398805001639,0.0684491297159866,0.20719995073170588,0.3613276990972736,1.0
quadratic_graph,validation,5,767,-0.014730664753200486,0.05059910355481463,0.06228370621352623,0.046305303011877186,0.11587319159698373,0.23842693704727935,1.0
quadratic_graph,validation,6,900,0.02414530124333775,0.08402967605924232,0.11568755974492667,0.05681562332216572,0.2513572259518297,0.5583122338076691,1.0
