omitted_frame,train_frame_count,train_point_count,status,fit_success,optimizer_cost,objective_mse,train_rmse_mm,heldout_rmse_mm,heldout_p95_abs_mm,grid_valid_count,grid_invalid_count,grid_median_abs_delta_lambda_mm,grid_p95_abs_delta_lambda_mm,grid_max_abs_delta_lambda_mm,normalized_delta_l2,normalized_delta_max_abs,local_theta_axis,delta_local_theta_axis,normalized_delta_theta_axis,local_phi_axis,delta_local_phi_axis,normalized_delta_phi_axis,local_c1,delta_local_c1,normalized_delta_c1,local_c2,delta_local_c2,normalized_delta_c2,local_rho_ref,delta_local_rho_ref,normalized_delta_rho_ref,local_q,delta_local_q,normalized_delta_q,train_top_formal_edge_rmse_mm,train_middle_formal_rmse_mm,train_bottom_formal_edge_rmse_mm
011,29,26002,2,True,1.429135037689823,0.00047845163632066393,0.030405145444708917,0.024731056501285844,0.04921292573470745,3120,1021,0.0025900098692395236,0.007118705675742372,0.009224905468954603,0.5658583633225706,0.3414399881353745,1.8526141900610575,0.00015068526527484138,0.008633629735057631,0.009546762719655696,0.00012742923432746897,0.007301157313547563,-429.9659012676258,3.333848417691513,0.3333848417691513,-19.880271230609026,2.9253733424852904,0.292537334248529,433.97953575136665,-3.414399881353745,-0.3414399881353745,0.019306471870057816,-0.00014353177250454874,-0.08223764790542516,0.07221217855734212,0.030185382636801247,0.0231837477187564
012,29,26002,2,True,1.4403121890441912,0.00048219356847813567,0.030644717673112862,0.014358288028736899,0.02501241465477779,3120,1021,0.001801772960640208,0.004340074676446193,0.007241795959089359,0.6255899152555812,0.4416412296167721,1.8525830866302804,0.0001195818344976729,0.006851534423148568,0.009419301848508073,-3.163682015493163e-08,-1.8126562720920018e-06,-428.8833373891496,4.416412296167721,0.4416412296167721,-22.647193017873963,0.1584515552203527,0.01584515552203527,433.00374376214165,-4.390191870578747,-0.4390191870578747,0.019350047807579596,-9.995583498276922e-05,-0.05727047482218786,0.07398118773768908,0.030420874403809608,0.021528095406629564
013,29,26002,2,True,1.450225289329312,0.00048551231648118914,0.03059585770259225,0.017103650410275822,0.0335691968820476,3120,1021,0.0013714682476586696,0.003075278683968463,0.005038565985728383,3.5393003354823493,2.4758842995007626,1.853546987286527,0.001083482490744192,0.062078973895964486,0.009434907447940575,1.55739626123471e-05,0.000892322327982027,-408.54090669030967,24.758842995007626,2.4758842995007626,-22.3600702007651,0.44557437232921515,0.044557437232921514,412.85983337644234,-24.53410225627806,-2.453410225627806,0.01838609395686889,-0.001063909685693476,-0.6095753477332612,0.0733232973415752,0.03037154841251568,0.022762257450163075
014,29,26002,2,True,1.4306039405608557,0.0004789434015938586,0.030453510528788703,0.023221534450284513,0.039834905375928105,3120,1021,0.0025242452728062694,0.009437859563968224,0.026247034411653658,9.304207224222692,6.4920922174368965,1.8494226584332747,-0.0030408463625080095,-0.1742276627194173,0.009516316447047915,9.698296171968719e-05,0.005556714391216901,-498.22067185968626,-64.92092217436897,-6.4920922174368965,-20.723947622246424,2.081696950847892,0.2081696950847892,501.69355972929077,64.29962409657037,6.429962409657037,0.022474449922700264,0.003024446280137899,1.7328800721594306,0.08145420025430282,0.030236263734640546,0.021716068490192822
015,29,26002,2,True,1.4188688996088388,0.0004750146968894673,0.030285669869391976,0.02822197076611253,0.05531913413845081,3120,1021,0.003638689722662838,0.0074781748009058865,0.016436747798934448,0.2963149574187716,0.2576146042412596,1.8522218504096095,-0.00024165438617318458,-0.013845776428548033,0.009534708120209243,0.0001153746348810155,0.006610479641545041,-433.48779935482406,-0.1880496695067677,-0.018804966950676773,-20.22949853068172,2.5761460424125957,0.2576146042412596,437.47769403500837,0.0837584022879696,0.00837584022879696,0.01970158596317477,0.0002515823206124049,0.14414605171197936,0.0795351066464355,0.030080737024542153,0.02156062831342502
016,29,26002,2,True,1.4462466116493302,0.00048418031859703056,0.030589369086626995,0.017634760071380984,0.03324737297364004,3120,1021,0.001083481207942728,0.0031978049906001603,0.006871883319490735,0.6326810975955681,0.4273441155330602,1.8522601094513111,-0.0002033953444715575,-0.011653694810829786,0.009506356058027484,8.702257269925691e-05,0.004986026138037801,-437.5731908406479,-4.273441155330602,-0.4273441155330602,-20.97392497147457,1.8317196016197457,0.18317196016197457,441.52618097452574,4.132245341805344,0.4132245341805344,0.01965049044618579,0.00020048680362342447,0.11487047695690362,0.07395374878315014,0.03035687006799818,0.023305514976242267
017,29,26012,2,True,1.4351746640455287,0.0004804736069787508,0.030420690791805146,0.02392659491966192,0.04489098499564359,3120,1021,0.0028342757273369795,0.00847860199802426,0.010826781490436588,6.95418124179435,4.866334358594116,1.8545472220431394,0.0020837172473566756,0.11938820397215491,0.009506627469574468,8.72939842462405e-05,0.005001576874191078,-384.63640609937613,48.66334358594116,4.866334358594116,-20.862177675344753,1.9434668977495626,0.19434668977495625,389.160919196909,-48.23301643581141,-4.823301643581141,0.017412270102687318,-0.0020377335398750474,-1.1675353160709345,0.07410795217833727,0.030184685290268538,0.023147627588423626
018,29,26002,2,True,1.4154840322942457,0.0004738814972528442,0.030272023122656137,0.029256137358922837,0.050119299018057256,3120,1021,0.0022475425744858057,0.005527746744849079,0.006565806988419354,0.9664474222882854,0.6710664457849645,1.8521086244422893,-0.0003548803534934031,-0.020333146487282735,0.009407653845088137,-1.167964024009066e-05,-0.0006691940919883584,-440.01041414316694,-6.710664457849646,-0.6710664457849645,-22.910178935438793,-0.10453436234447722,-0.010453436234447722,444.0874622283494,6.6935265956290095,0.6693526595629009,0.019777150717852944,0.0003271470752905792,0.18744146694198766,0.07334066463988648,0.030043732929214906,0.023004310335051754
025,29,26002,2,True,1.4229958853910651,0.00047639634596286076,0.03029772218579194,0.028861402274570513,0.05519987315144455,3120,1021,0.002319209494441401,0.007830442874359274,0.014181900766516264,7.600849312093357,5.314187191215803,1.8547479493411692,0.002284444545386455,0.1308890309823259,0.009514911905486288,9.557842015806006e-05,0.005476240087584952,-380.15787777315927,53.141871912158024,5.314187191215803,-20.68841443853528,2.117230134559037,0.2117230134559037,384.6813046879887,-52.7126309447317,-5.27126309447317,0.017185025115199624,-0.002264978527362741,-1.297737103056415,0.0727527856861364,0.030108823528514298,0.023041393165072716
026,29,26002,2,True,1.4390676829070697,0.0004817769276555305,0.030455543040147595,0.023132499248731047,0.047390634948569446,3120,1021,0.0034785311845312366,0.008715887286410857,0.013287821811331924,5.227304537415011,3.6110776081678067,1.8540982632052294,0.0016347584094467127,0.093664757384816,0.009725544055119264,0.00030621056979103674,0.017544573291322547,-397.1889736036392,36.11077608167807,3.6110776081678067,-16.186291011716364,6.619353561377952,0.6619353561377952,401.3533894993904,-36.04054613333,-3.6040546133329996,0.017842421556545595,-0.0016075820860167699,-0.9210766874959778,0.07270584087187303,0.030207200097909608,0.02365896683362435
027,29,26002,2,True,0.8231962973632593,0.0002755930021303178,0.02276051188679153,0.11287325025286354,0.17418568351466915,3120,1021,0.00707629553319184,0.016104026753441757,0.018738901721803813,11.176330778060926,7.809977932835426,1.8493588261795941,-0.003104678616188572,-0.17788498145212195,0.009145848058861383,-0.00027348542646684487,-0.01566956069488563,-511.39952901367155,-78.09977932835426,-7.809977932835426,-29.220084349857288,-6.414439776762972,-0.6414439776762972,515.1090507387654,77.715115106045,7.7715115106045,0.022510499181952498,0.003060495539390133,1.7535347762566902,0.07281109139283551,0.022361257969268227,0.02468998157565249
028,29,26002,2,True,1.4112039137436996,0.0004724485817688984,0.030193855511425425,0.03157380893145659,0.05795999256802957,3120,1021,0.004775838484107125,0.014204450090971918,0.0175288737474375,8.73219502710147,6.103763702272323,1.855102196734613,0.002638691938830373,0.15118591153017277,0.009599204616730393,0.00017987113140216504,0.010305856685587107,-372.26211266259406,61.03763702272323,6.103763702272323,-18.831575306193283,3.974069266901033,0.3974069266901033,376.8451340542056,-60.548801578514826,-6.054880157851483,0.016889165304459493,-0.0025608383381028714,-1.4672522878859027,0.07817960640891444,0.029962454646370734,0.023323015991330045
029,29,26002,2,True,1.4471430007123178,0.00048448041537071235,0.030574437993325678,0.017626180595152516,0.042388684037653016,3120,1021,0.0017451250329606237,0.004974870257268545,0.008922494779881163,0.6632476812517026,0.44681446254011237,1.8525470405554176,8.353575963493398e-05,0.00478624646550102,0.00951498006751293,9.56465821847028e-05,0.005480145484034639,-428.8950288918711,4.404720793446188,0.4404720793446188,-20.70749119202357,2.0981533810707447,0.20981533810707448,432.9257910073193,-4.4681446254011234,-0.44681446254011237,0.01936882699597512,-8.117664658724433e-05,-0.04651079244474157,0.07587723688743091,0.030346793803458925,0.022455707397408292
030,29,26002,2,True,1.450823235406248,0.0004857124992990452,0.030613109132506627,0.0154064328918178,0.0334076731170799,3120,1021,0.0013725296539043633,0.0028994420305082256,0.007479945881073036,0.7729499571630148,0.524546220280422,1.8521557812398628,-0.0003077235559199032,-0.01763126101096843,0.009496308647742646,7.697516241441868e-05,0.0044103519336802345,-438.5452118881215,-5.2454622028042195,-0.524546220280422,-21.109050152052227,1.6965944210420894,0.16965944210420894,442.51710338942627,5.123167756705868,0.5123167756705869,0.01975590853952095,0.00030590489695858647,0.17527059528111336,0.07517139585179285,0.03038464077795799,0.022774327909189998
031,29,26002,2,True,1.451163831515211,0.0004858265254486812,0.030628982569284716,0.014616309596634753,0.03175342504424109,3120,1021,0.0011163690957180833,0.002422483306094136,0.00499027910575478,1.4139238789332262,0.9842680223137734,1.852847561125138,0.0003840563293553423,0.022004806767347417,0.009481061041803324,6.172755647509617e-05,0.0035367284656784475,-423.45706946217956,9.842680223137734,0.9842680223137734,-21.389083434847144,1.4165611382471717,0.14165611382471716,427.58472197655584,-9.809213656164559,-0.9809213656164559,0.019069108592781926,-0.00038089504978043934,-0.21823678789844567,0.07363399599861495,0.03039882881567778,0.02283456274858537
032,29,26002,2,True,1.4383780202658274,0.00048154603959351435,0.030497581934572877,0.020911684101811417,0.04359001262643555,3120,1021,0.002140668477877465,0.00451646903102869,0.005303799490093297,2.247855407512835,1.5633386044013435,1.853141551573247,0.0006780467774643029,0.038849218661150695,0.009514252117993989,9.491863266576119e-05,0.005438437048900706,-417.66636364130386,15.633386044013434,1.5633386044013435,-20.74546279709992,2.0601817759943977,0.20601817759943977,421.8369171819303,-15.55701845079011,-1.555701845079011,0.01878623727670803,-0.0006637663658543361,-0.38031011346189975,0.07317957991402611,0.030263157495801447,0.02409574590335136
033,29,26002,2,True,1.4474183107931795,0.0004845725847985201,0.030607418503073417,0.015740869306912847,0.03561500677465572,3120,1021,0.0013950114959400412,0.002956124616031274,0.0054334650372993565,2.05698603397709,1.4282601378542494,1.8530610015869649,0.0005974967911821505,0.03423404440734668,0.009518489739860846,9.915625453261849e-05,0.0056812348970439784,-419.0171483067748,14.282601378542495,1.4282601378542494,-20.630163569368648,2.175481003725668,0.21754810037256683,423.15623165023345,-14.237703982486948,-1.423770398248695,0.018856563583730276,-0.0005934400588320891,-0.3400161076507398,0.07352561626267573,0.030376799533164054,0.023581625437212903
034,29,26002,2,True,1.4533621665725998,0.0004865624929938399,0.030632532995040058,0.014971851132086543,0.0296757316933149,3120,1021,0.0016269220984885743,0.005513914659718459,0.009718717084638229,1.4641702014495255,1.0089698826967264,1.8528395624954663,0.00037605769968362956,0.021546519045270166,0.009534675117341301,0.00011534163201307353,0.006608588716500138,-423.25256384313894,10.04718584217835,1.004718584217835,-20.16969217391914,2.6359523991751743,0.26359523991751743,427.30423680575313,-10.089698826967265,-1.0089698826967264,0.01907435483901428,-0.00037564880354808497,-0.21523091022444252,0.07385399500673405,0.030406293164858465,0.022287926153481758
035,29,26002,2,True,1.3902619066451132,0.0004654375315182836,0.0299311698742627,0.03771418959675799,0.06949239802183936,3120,1021,0.004580331189072167,0.009758359621241651,0.013067824667018613,5.688754489677156,3.95111399568824,1.8541628909782466,0.0016993861824639023,0.09736765601803044,0.009692035699971431,0.0002727022146432039,0.01562468596292626,-393.7886097284349,39.5111399568824,3.95111399568824,-16.89450635171532,5.9111382213789945,0.5911138221378994,398.06156821036194,-39.33236742235846,-3.933236742235846,0.017774910834228115,-0.0016750928083342498,-0.9597574821026904,0.07310093975121654,0.02968816761420441,0.024420442016306852
036,29,26002,2,True,1.4225487360666795,0.00047624664749470357,0.03037672413033811,0.025938670762195633,0.05027457365077638,3120,1021,0.002811312042702168,0.007780721996124382,0.01256272682337567,0.3329692696175892,0.3244228587380995,1.8524361333808923,-2.737141489039807e-05,-0.0015682665525213462,0.00957160408118542,0.00015227059585719294,0.008724462486559392,-432.8359165756169,0.4638331097003743,0.04638331097003743,-19.56141598571332,3.244228587380995,0.3244228587380995,436.8171611095694,-0.5767745231510162,-0.057677452315101616,0.019436297807410484,-1.3705835151880952e-05,-0.007852865089048242,0.07349387528454583,0.030137574880572476,0.024478889973453485
