variant,mask,model,region,v_bin_lo_px,v_bin_hi_px,point_count,frame_count,valid_intersections,valid_rate,bias_mm,mae_mm,rmse_mm,p95_mm,max_abs_mm,surface_rmse_mm,ray_rmse_mm
old,old_inner_hull_margin_-2px,circular_cone,v_1600_1700,1600.0,1700.0,1096,18,1096,1.0,-0.04980934822267083,0.06303397705592816,0.07876175035478324,0.15167569027522632,0.20859804540100413,0.024326221733416597,0.08015155839203215
old,old_inner_hull_margin_-2px,circular_cone,v_1700_1800,1700.0,1800.0,912,18,912,1.0,-0.04892793957791846,0.06341370635376264,0.07855312474998008,0.1478906617594987,0.39680656280279436,0.024437689457307805,0.07995419696493256
old,old_inner_hull_margin_-2px,circular_cone,v_1800_1900,1800.0,1900.0,613,15,613,1.0,-0.014938428613993086,0.05631950064290384,0.06726727320558261,0.124065711696744,0.20995615229253417,0.02132255342677015,0.06912636842104532
old,old_inner_hull_margin_-2px,circular_cone,v_1900_2000,1900.0,2000.0,531,11,531,1.0,0.005022176105052599,0.035685510182140265,0.046376140542415525,0.08880628263699464,0.19507370396297574,0.014404270962075964,0.04784161440615571
old,old_inner_hull_margin_-2px,circular_cone,v_2000_2100,2000.0,2100.0,597,10,597,1.0,-0.00018793437271986453,0.039920123347958636,0.048391878943024776,0.08707392494206942,0.12593067188504392,0.014887826527134046,0.0497669972600897
old,old_inner_hull_margin_-2px,circular_cone,v_2100_2200,2100.0,2200.0,442,10,442,1.0,-0.0011637115064691318,0.05133974131398397,0.06326598831803378,0.10695212758105867,0.26757177779688845,0.0195244025115043,0.06541699532670192
old,old_inner_hull_margin_-2px,circular_cone,v_2200_2300,2200.0,2300.0,363,9,363,1.0,-0.007859920333435334,0.06357945030848108,0.08232696092710577,0.14108623852372365,0.3399635985911118,0.025025635051461565,0.08412714308251736
old,old_inner_hull_margin_-2px,circular_cone,v_2300_2400,2300.0,2400.0,360,9,360,1.0,-0.003050216422425617,0.041556856450079574,0.050906461793670296,0.09706516400988222,0.12636501878603212,0.01635659189951945,0.053016146788168884
old,old_inner_hull_margin_-2px,circular_cone,v_2400_2500,2400.0,2500.0,431,7,431,1.0,0.00921861913971908,0.04481483555618367,0.05341800507899809,0.09925656124505622,0.1566285829727576,0.017340596338863434,0.05571789803549205
old,old_inner_hull_margin_-2px,circular_cone,v_2500_2600,2500.0,2600.0,291,7,291,1.0,0.011491753681798243,0.033129460775382896,0.044124715125131844,0.10034106255909592,0.17454145547173994,0.01415534666585604,0.045355032559900324
old,old_inner_hull_margin_-2px,circular_cone,v_2600_2700,2600.0,2700.0,68,4,68,1.0,-0.017763050763109585,0.04945199911231538,0.0599653169581048,0.09927651743748811,0.17498827991698818,0.01834191798137736,0.060369095653063407
old,old_inner_hull_margin_-2px,circular_cone,v_2700_2800,2700.0,2800.0,9,1,9,1.0,-0.00947477765126021,0.028570762551945943,0.03568357421353763,0.0627386998684642,0.06816450856979372,0.011354060483007175,0.036002262851445095
old,old_inner_hull_margin_-2px,circular_cone,v_2800_2900,2800.0,2900.0,0,0,0,,,,,,,,
old,old_inner_hull_margin_-2px,circular_cone,v_2900_3000,2900.0,3000.0,0,0,0,,,,,,,,
old,old_inner_hull_margin_-2px,global_plane,Global,0.0,3000.0,16102,18,16102,1.0,-0.010713429751635578,0.18489269462014496,0.22641392125525545,0.4286302471428143,0.9117137318645518,0.0696667481835474,0.2318136438660469
old,old_inner_hull_margin_-2px,global_plane,v_0000_0100,0.0,100.0,0,0,0,,,,,,,,
old,old_inner_hull_margin_-2px,global_plane,v_0100_0200,100.0,200.0,0,0,0,,,,,,,,
