variant,mask,model,region,v_bin_lo_px,v_bin_hi_px,point_count,frame_count,valid_intersections,valid_rate,bias_mm,mae_mm,rmse_mm,p95_mm,max_abs_mm,surface_rmse_mm,ray_rmse_mm
old,old_inner_hull_margin_-2px,global_plane,v_0200_0300,200.0,300.0,57,4,57,1.0,-0.35668989793776074,0.35768365084217885,0.3915752512048102,0.49911438052722584,0.5531072500521077,0.11797002003089173,0.40687791134979173
old,old_inner_hull_margin_-2px,global_plane,v_0300_0400,300.0,400.0,299,8,299,1.0,-0.35012236393851237,0.35012236393851237,0.3651431234616126,0.49918232625735753,0.569925812676729,0.1085344588265388,0.3714546382723661
old,old_inner_hull_margin_-2px,global_plane,v_0400_0500,400.0,500.0,539,11,539,1.0,-0.3071826894830402,0.3071826894830402,0.314739152084876,0.43176591848942963,0.48591197961798116,0.0950979097157365,0.3207021105046071
old,old_inner_hull_margin_-2px,global_plane,v_0500_0600,500.0,600.0,644,14,644,1.0,-0.24574034329515795,0.24633497379083744,0.2543347925674106,0.3590909097291558,0.418228899573478,0.07720004731935187,0.2604871086764031
old,old_inner_hull_margin_-2px,global_plane,v_0600_0700,600.0,700.0,837,14,837,1.0,-0.19869186688125898,0.19897538957922142,0.2072326559976931,0.2973028652662151,0.38642452036833674,0.0631492582596097,0.21210931379248454
old,old_inner_hull_margin_-2px,global_plane,v_0700_0800,700.0,800.0,740,14,740,1.0,-0.1507928040283401,0.1510507481945848,0.16037621046966144,0.2353173294338546,0.3222150387385909,0.04877877105192243,0.1633285606142475
old,old_inner_hull_margin_-2px,global_plane,v_0800_0900,800.0,900.0,720,15,720,1.0,-0.0694680531318241,0.07566893887479122,0.09023776570969974,0.16445452558872944,0.28612466127287917,0.02714092322212183,0.09132569920174587
old,old_inner_hull_margin_-2px,global_plane,v_0900_1000,900.0,1000.0,788,15,788,1.0,0.027697830510531218,0.05294915653876734,0.06715492461197738,0.11799882343522654,0.3045851572268248,0.020829466643903158,0.06876126821510045
old,old_inner_hull_margin_-2px,global_plane,v_1000_1100,1000.0,1100.0,788,17,788,1.0,0.11224050528796321,0.1138721648805042,0.12595563466626217,0.19965147698556507,0.322659012943177,0.038825112756956257,0.1284306738565692
old,old_inner_hull_margin_-2px,global_plane,v_1100_1200,1100.0,1200.0,881,18,881,1.0,0.18445738294785002,0.18646627211674494,0.19643920986294766,0.2707401391977555,0.7195585805736755,0.06041086319788559,0.2003220793835901
old,old_inner_hull_margin_-2px,global_plane,v_1200_1300,1200.0,1300.0,1083,18,1083,1.0,0.2430529898691377,0.2430529898691377,0.24685488391548885,0.31953032148650207,0.3928182769149089,0.07644294849012645,0.2533058571050902
old,old_inner_hull_margin_-2px,global_plane,v_1300_1400,1300.0,1400.0,1029,18,1029,1.0,0.23627062721495973,0.23631162436812664,0.24236878755928787,0.3169910136610496,0.4106171620683199,0.07495111808695706,0.2488236028500243
old,old_inner_hull_margin_-2px,global_plane,v_1400_1500,1400.0,1500.0,936,18,936,1.0,0.22189578353542955,0.22189578353542955,0.22749421301908382,0.2996245289486694,0.3643798018141524,0.07017888512689155,0.23259815564523492
old,old_inner_hull_margin_-2px,global_plane,v_1500_1600,1500.0,1600.0,1048,18,1048,1.0,0.17710921146125388,0.1771448945274081,0.18718388433204247,0.2635229685506545,0.4475557099818843,0.057673258498777864,0.19127032881005962
old,old_inner_hull_margin_-2px,global_plane,v_1600_1700,1600.0,1700.0,1096,18,1096,1.0,0.09501766176714288,0.09744715150832273,0.11447649929981431,0.19441978059478515,0.36247357261697744,0.03594732009947325,0.11828395027013208
old,old_inner_hull_margin_-2px,global_plane,v_1700_1800,1700.0,1800.0,912,18,912,1.0,0.06289747871364688,0.06910521604398655,0.08630116260714585,0.15840751264283878,0.5067384794754162,0.027529334364040238,0.08993557135789296
old,old_inner_hull_margin_-2px,global_plane,v_1800_1900,1800.0,1900.0,613,15,613,1.0,0.04936838758529207,0.06267710583378984,0.08146643594576551,0.15774399140800596,0.2993778828840732,0.026260227181034563,0.0852465594102761
old,old_inner_hull_margin_-2px,global_plane,v_1900_2000,1900.0,2000.0,531,11,531,1.0,0.0017126623134840636,0.0505030838435429,0.06110358258361449,0.1189777574229538,0.22046368062842703,0.01887652481726596,0.06268013314334853
old,old_inner_hull_margin_-2px,global_plane,v_2000_2100,2000.0,2100.0,597,10,597,1.0,-0.07418510062283873,0.08005006417178326,0.10310502428044771,0.20264980407255268,0.27093639121824253,0.03054096883575181,0.10386646645818456
old,old_inner_hull_margin_-2px,global_plane,v_2100_2200,2100.0,2200.0,442,10,442,1.0,-0.1601388144711816,0.1605119239043231,0.18049530583200485,0.288013742347556,0.4421670388081793,0.05389190906091932,0.18258999988751448
old,old_inner_hull_margin_-2px,global_plane,v_2200_2300,2200.0,2300.0,363,9,363,1.0,-0.27492818345727676,0.27492818345727676,0.294019059030862,0.4436057979645169,0.5972440205516705,0.08824281095609994,0.2986063011780129
old,old_inner_hull_margin_-2px,global_plane,v_2300_2400,2300.0,2400.0,360,9,360,1.0,-0.34993378384976476,0.34993378384976476,0.3569587788943852,0.47120884073466984,0.5407830022442113,0.11112618609369279,0.3657466818949056
old,old_inner_hull_margin_-2px,global_plane,v_2400_2500,2400.0,2500.0,431,7,431,1.0,-0.4449115089260538,0.4449115089260538,0.450260908330658,0.5558874168361285,0.6756839941078852,0.14244608732271738,0.46472845513972244
old,old_inner_hull_margin_-2px,global_plane,v_2500_2600,2500.0,2600.0,291,7,291,1.0,-0.5827648350140578,0.5827648350140578,0.5896116822663794,0.7420510990698403,0.8174885870723756,0.18344893956216451,0.6081515182316979
old,old_inner_hull_margin_-2px,global_plane,v_2600_2700,2600.0,2700.0,68,4,68,1.0,-0.756393536687707,0.756393536687707,0.7642333910908425,0.8999758420234002,0.9117137318645518,0.22955269447058552,0.7689156265091236
old,old_inner_hull_margin_-2px,global_plane,v_2700_2800,2700.0,2800.0,9,1,9,1.0,-0.8042014703350383,0.8042014703350383,0.8046271464805304,0.8419122477969267,0.8460955042305613,0.2559658560177916,0.8119153126325394
old,old_inner_hull_margin_-2px,global_plane,v_2800_2900,2800.0,2900.0,0,0,0,,,,,,,,
old,old_inner_hull_margin_-2px,global_plane,v_2900_3000,2900.0,3000.0,0,0,0,,,,,,,,
old,old_inner_hull_margin_-2px,quadratic_graph,Global,0.0,3000.0,16102,18,16102,1.0,6.328972751597044e-05,0.05892283831538231,0.07446960956062677,0.14429062827963432,0.5625815105147467,0.022972312733106195,0.07608557919639106
old,old_inner_hull_margin_-2px,quadratic_graph,v_0000_0100,0.0,100.0,0,0,0,,,,,,,,
old,old_inner_hull_margin_-2px,quadratic_graph,v_0100_0200,100.0,200.0,0,0,0,,,,,,,,
old,old_inner_hull_margin_-2px,quadratic_graph,v_0200_0300,200.0,300.0,57,4,57,1.0,0.22843854696940039,0.22843854696940039,0.248352628177075,0.42356923825518583,0.4779478953433909,0.07761006738251539,0.2554601209172362
old,old_inner_hull_margin_-2px,quadratic_graph,v_0300_0400,300.0,400.0,299,8,299,1.0,0.14099113753212256,0.14305211863013734,0.15762795443553188,0.2520954993432605,0.3898870719564229,0.04831923123131483,0.1606890750606718
old,old_inner_hull_margin_-2px,quadratic_graph,v_0400_0500,400.0,500.0,539,11,539,1.0,0.050906491747596046,0.06905623510955852,0.07815152308352351,0.1277881912521252,0.19856252288388987,0.02376376813436688,0.07967781338732732
old,old_inner_hull_margin_-2px,quadratic_graph,v_0500_0600,500.0,600.0,644,14,644,1.0,0.0004296317434521777,0.04241052042643843,0.057152465813456295,0.10888140897704375,0.4823436860901893,0.017477730217526046,0.05850909311821601
old,old_inner_hull_margin_-2px,quadratic_graph,v_0600_0700,600.0,700.0,837,14,837,1.0,-0.048674311266296094,0.05676993142570044,0.07172560787126551,0.14382660914670847,0.24713329857729605,0.022062537863865004,0.07303892179358823
old,old_inner_hull_margin_-2px,quadratic_graph,v_0700_0800,700.0,800.0,740,14,740,1.0,-0.08326626759098181,0.08509577963238288,0.09719499279481522,0.17562315331564377,0.22756408549298612,0.0299143018985146,0.09909776316150333
old,old_inner_hull_margin_-2px,quadratic_graph,v_0800_0900,800.0,900.0,720,15,720,1.0,-0.07313502239929413,0.07604997214849603,0.08921598726844339,0.1600917574193544,0.26878118672516393,0.027130734774024723,0.09054386933360545
old,old_inner_hull_margin_-2px,quadratic_graph,v_0900_1000,900.0,1000.0,788,15,788,1.0,-0.03804544800060019,0.05369723794365387,0.06673746505933159,0.12420470992650505,0.20657649543079515,0.02036261925079967,0.06788871444811512
old,old_inner_hull_margin_-2px,quadratic_graph,v_1000_1100,1000.0,1100.0,788,17,788,1.0,-0.003209289643931724,0.0460582331194533,0.056309246930127885,0.10535761955752036,0.2125624713975185,0.017228530534270606,0.057177836905741825
old,old_inner_hull_margin_-2px,quadratic_graph,v_1100_1200,1100.0,1200.0,881,18,881,1.0,0.034907813962948994,0.05786912747259976,0.0748699789817459,0.1291049048311379,0.5625815105147467,0.0233058927696398,0.07709829513259271
old,old_inner_hull_margin_-2px,quadratic_graph,v_1200_1300,1200.0,1300.0,1083,18,1083,1.0,0.07043503379164215,0.07192884878221306,0.08312312092789237,0.14567312300179078,0.21508330188578384,0.025637068996777222,0.08505021618921636
old,old_inner_hull_margin_-2px,quadratic_graph,v_1300_1400,1300.0,1400.0,1029,18,1029,1.0,0.05245106301606583,0.06352796984333045,0.07641862660711178,0.13934949073093317,0.22093029650170593,0.023598047320478457,0.07850476084169644
old,old_inner_hull_margin_-2px,quadratic_graph,v_1400_1500,1400.0,1500.0,936,18,936,1.0,0.03837889424174267,0.05383822822557432,0.06446037997778963,0.1183808339116581,0.18603867640808858,0.020036128756387203,0.06602451824993778
old,old_inner_hull_margin_-2px,quadratic_graph,v_1500_1600,1500.0,1600.0,1048,18,1048,1.0,0.006350106833119119,0.04701787909812387,0.06089174804203629,0.11529769878423507,0.2821825511549605,0.018689465549366353,0.06187887580103925
old,old_inner_hull_margin_-2px,quadratic_graph,v_1600_1700,1600.0,1700.0,1096,18,1096,1.0,-0.050128818028802404,0.06323154620897928,0.078805007340862,0.15324484115791392,0.2112953692604833,0.02427627802378978,0.08015553778265504
old,old_inner_hull_margin_-2px,quadratic_graph,v_1700_1800,1700.0,1800.0,912,18,912,1.0,-0.04638180570958028,0.060976677929542415,0.07587974983998459,0.14804374971008072,0.3959665596469222,0.02346325351944998,0.07715481374031427
old,old_inner_hull_margin_-2px,quadratic_graph,v_1800_1900,1800.0,1900.0,613,15,613,1.0,-0.011826852030439221,0.055046753107644564,0.06494934039867102,0.11152034610583995,0.23379415901922584,0.02046811893001454,0.06664828601361508
old,old_inner_hull_margin_-2px,quadratic_graph,v_1900_2000,1900.0,2000.0,531,11,531,1.0,0.007758486750036669,0.036402208225234864,0.04625046025019968,0.08721402632340869,0.19432692768873494,0.01434617218582539,0.04752071095637082
old,old_inner_hull_margin_-2px,quadratic_graph,v_2000_2100,2000.0,2100.0,597,10,597,1.0,0.0020747034183426086,0.038005452889982756,0.045295217975264236,0.08118055524546433,0.11780019677883047,0.013912556066129131,0.04641204763519339
old,old_inner_hull_margin_-2px,quadratic_graph,v_2100_2200,2100.0,2200.0,442,10,442,1.0,0.0001682217160491725,0.04686377252638353,0.05773373093124417,0.0995194381934425,0.2602495688803401,0.017784545925354344,0.0594990036447683
old,old_inner_hull_margin_-2px,quadratic_graph,v_2200_2300,2200.0,2300.0,363,9,363,1.0,-0.0023761140343880514,0.05930168615708939,0.07760313076225929,0.13641294446977084,0.33198180624970064,0.023633212780099236,0.0791825412843084
old,old_inner_hull_margin_-2px,quadratic_graph,v_2300_2400,2300.0,2400.0,360,9,360,1.0,-0.00030065136154146585,0.044036193623797244,0.05185970926353441,0.09575261809983432,0.11560718316309249,0.01668581800367862,0.053997822525087474
old,old_inner_hull_margin_-2px,quadratic_graph,v_2400_2500,2400.0,2500.0,431,7,431,1.0,0.0035621419009193214,0.04623569060903146,0.056488320670266046,0.11487515027243944,0.16041513438915445,0.018344443700294217,0.0588232331730098
old,old_inner_hull_margin_-2px,quadratic_graph,v_2500_2600,2500.0,2600.0,291,7,291,1.0,0.007098837340156424,0.03206698328551152,0.04307755677942529,0.09342812469662931,0.14392267170023842,0.0138003182718148,0.04417094091857124
old,old_inner_hull_margin_-2px,quadratic_graph,v_2600_2700,2600.0,2700.0,68,4,68,1.0,-0.013826740871800613,0.030657889942367147,0.042505952537981596,0.09804582261899095,0.12742880496227826,0.013291601386640543,0.042828037292091434
old,old_inner_hull_margin_-2px,quadratic_graph,v_2700_2800,2700.0,2800.0,9,1,9,1.0,-0.06292198657400958,0.06292198657400958,0.07133009101230346,0.11440699408381078,0.11951729089651053,0.02272930639929561,0.07196809435744547
old,old_inner_hull_margin_-2px,quadratic_graph,v_2800_2900,2800.0,2900.0,0,0,0,,,,,,,,
old,old_inner_hull_margin_-2px,quadratic_graph,v_2900_3000,2900.0,3000.0,0,0,0,,,,,,,,
