u,v,Xc_mm,Yc_mm,Zc_mm,Xg_mm,Yg_mm,Zg_mm
2128.943686,319.000000,5.712651,-115.882034,712.926857,5.690582,115.882928,0.620355
2129.087895,320.000000,5.727041,-115.793005,712.977552,5.707260,115.794317,0.569630
2129.271466,321.000000,5.745357,-115.706003,713.040821,5.728422,115.707836,0.506534
2129.354378,322.000000,5.753638,-115.613772,713.071954,5.738123,115.615863,0.475051
2129.386766,323.000000,5.756882,-115.518918,713.086952,5.742069,115.521135,0.459438
2129.336783,324.000000,5.751911,-115.419800,713.075643,5.736634,115.421928,0.469702
2129.264884,325.000000,5.744756,-115.319553,713.057336,5.728702,115.321534,0.486851
2129.259992,326.000000,5.744282,-115.222771,713.060425,5.728403,115.224780,0.482952
2129.293069,327.000000,5.747594,-115.127946,713.075638,5.732427,115.130083,0.467128
2129.339283,328.000000,5.752216,-115.033794,713.095046,5.737948,115.036094,0.447177
2129.417037,329.000000,5.759984,-114.941262,713.124527,5.747062,114.943806,0.417318
2129.490058,330.000000,5.767280,-114.848479,713.152497,5.755637,114.851255,0.388944
2129.499572,331.000000,5.768243,-114.752423,713.160183,5.756978,114.755265,0.380525
2129.447684,332.000000,5.763082,-114.653211,713.148255,5.751325,114.655958,0.391398
2129.373933,333.000000,5.755740,-114.552879,713.129343,5.743181,114.555476,0.409141
2129.343924,334.000000,5.752762,-114.454797,713.124402,5.740020,114.457356,0.413142
2129.373592,335.000000,5.755734,-114.359774,713.138519,5.743656,114.362452,0.398395
2129.418864,336.000000,5.760263,-114.265546,713.157620,5.749071,114.268383,0.378746
2129.456177,337.000000,5.763998,-114.170906,713.174179,5.753578,114.173882,0.361599
2129.453760,338.000000,5.763771,-114.074231,713.178046,5.753560,114.077242,0.356935
2129.357323,339.000000,5.754167,-113.972754,713.151880,5.742831,113.975554,0.381814
2129.231403,340.000000,5.741624,-113.869779,713.116299,5.728745,113.872292,0.415954
2129.163122,341.000000,5.734829,-113.769754,713.099128,5.721225,113.772129,0.431986
2129.155899,342.000000,5.734123,-113.672843,713.101455,5.720659,113.675240,0.428837
2129.175209,343.000000,5.736062,-113.577281,713.112255,5.723115,113.579770,0.417354
2129.227256,344.000000,5.741266,-113.483382,713.133509,5.729300,113.486048,0.395587
2129.308298,345.000000,5.749362,-113.390950,713.164024,5.738787,113.393869,0.364710
2129.353623,346.000000,5.753896,-113.296697,713.183131,5.744207,113.299776,0.345055
2129.330432,347.000000,5.751597,-113.198964,713.180353,5.741822,113.202023,0.346929
2129.241627,348.000000,5.742755,-113.097906,713.156615,5.731963,113.100775,0.369419
2129.140352,349.000000,5.732670,-112.996224,713.128896,5.720684,112.998869,0.395827
2129.087380,350.000000,5.727402,-112.896994,713.116603,5.714907,112.899541,0.407060
2129.091750,351.000000,5.727851,-112.800665,713.122623,5.715661,112.803265,0.400279
2129.089677,352.000000,5.727659,-112.704009,713.126584,5.715681,112.706645,0.395523
2129.038312,353.000000,5.722551,-112.604866,713.114801,5.710088,112.607408,0.406254
2128.928549,354.000000,5.711621,-112.502782,713.084370,5.697844,112.505079,0.435330
2128.835280,355.000000,5.702337,-112.401538,713.059207,5.687479,112.403632,0.459224
2128.872870,356.000000,5.706098,-112.306885,713.075827,5.692015,112.309118,0.442015
2129.003384,357.000000,5.719124,-112.216899,713.122122,5.707134,112.219515,0.395615
2129.164425,358.000000,5.735196,-112.128436,713.178172,5.725732,112.131513,0.339620
2129.297509,359.000000,5.748481,-112.038555,713.225299,5.741147,112.042021,0.292402
2129.256741,360.000000,5.744430,-111.939941,713.216890,5.736759,111.943342,0.299814
2129.158354,361.000000,5.734632,-111.838443,713.190076,5.725808,111.841627,0.325332
2129.132893,362.000000,5.732107,-111.740603,713.186556,5.723164,111.743762,0.327935
2129.163473,363.000000,5.735170,-111.645568,713.200935,5.726903,111.648848,0.312931
2129.155429,364.000000,5.734382,-111.548599,713.202976,5.726242,111.551898,0.310065
2129.083227,365.000000,5.727196,-111.448425,713.184522,5.718274,111.451577,0.327358
2128.969810,366.000000,5.715901,-111.346201,713.152905,5.705612,111.349097,0.357601
2128.861467,367.000000,5.705113,-111.244238,713.122910,5.693529,111.246893,0.386248
2128.820796,368.000000,5.701072,-111.145655,713.114527,5.689153,111.148244,0.393635
2128.859616,369.000000,5.704956,-111.051028,713.131528,5.693829,111.053760,0.376053
2128.911155,370.000000,5.710109,-110.957030,713.152590,5.699954,110.959937,0.354474
2128.901536,371.000000,5.709164,-110.859988,713.154120,5.699114,110.862911,0.352110
2128.843616,372.000000,5.703403,-110.760549,713.140223,5.692773,110.763361,0.364922
2128.799488,373.000000,5.699017,-110.661798,713.130730,5.688003,110.664536,0.373402
2128.822087,374.000000,5.701284,-110.566355,713.142545,5.690832,110.569193,0.360920
2128.890848,375.000000,5.708154,-110.473194,713.169103,5.698917,110.476252,0.333935
2128.872438,376.000000,5.706332,-110.375715,713.167819,5.697076,110.378766,0.334339
2128.801304,377.000000,5.699254,-110.275632,713.149696,5.689230,110.278538,0.351308
2128.756392,378.000000,5.694791,-110.176848,713.139947,5.684371,110.179677,0.360040
2128.780157,379.000000,5.697174,-110.081454,713.152129,5.687332,110.084386,0.347197
2128.860724,380.000000,5.705220,-109.988856,713.182451,5.696762,109.992040,0.316509
2128.843655,381.000000,5.703532,-109.891443,713.181590,5.695073,109.894623,0.316497
2128.723718,382.000000,5.691589,-109.788970,713.147875,5.681669,109.791878,0.348804
2128.628780,383.000000,5.682138,-109.687736,713.122146,5.671113,109.690436,0.373257
2128.596165,384.000000,5.678901,-109.589569,713.116318,5.667654,109.592225,0.378131
2128.615368,385.000000,5.680829,-109.493945,713.127035,5.670096,109.496692,0.366729
2128.648861,386.000000,5.684182,-109.399020,713.142316,5.674164,109.401895,0.350838
2128.684065,387.000000,5.687705,-109.304174,713.158142,5.678427,109.307181,0.334411
2128.723025,388.000000,5.691603,-109.209507,713.175167,5.683118,109.212658,0.316804
2128.758215,389.000000,5.695125,-109.114652,713.190988,5.687380,109.117935,0.300382
2128.760084,390.000000,5.695326,-109.018166,713.196165,5.687847,109.021494,0.294429
2128.731259,391.000000,5.692466,-108.920180,713.191538,5.684819,108.923474,0.298122
2128.688612,392.000000,5.688228,-108.821522,713.182496,5.680217,108.824745,0.306159
2128.590046,393.000000,5.678416,-108.720143,713.155595,5.669247,108.723149,0.331764
2128.557009,394.000000,5.675137,-108.621960,713.149620,5.665740,108.624921,0.336783
2128.493663,395.000000,5.668836,-108.522306,713.133966,5.658781,108.525142,0.351324
2128.519893,396.000000,5.671465,-108.427007,713.146916,5.662022,108.429952,0.337726
2128.542345,397.000000,5.673717,-108.331522,713.158658,5.664832,108.334566,0.325316
2128.610707,398.000000,5.680546,-108.238260,713.185062,5.672870,108.241523,0.298483
2128.629572,399.000000,5.682440,-108.142593,713.195657,5.675273,108.145946,0.287201
