model,split,total_points,valid_intersections,valid_rate,surface_count,surface_mean_signed_mm,surface_mae_mm,surface_rmse_mm,surface_median_abs_mm,surface_p95_abs_mm,surface_max_abs_mm,board_count,board_mean_signed_mm,board_mae_mm,board_rmse_mm,board_median_abs_mm,board_p95_abs_mm,board_max_abs_mm,ray_count,ray_mean_signed_mm,ray_mae_mm,ray_rmse_mm,ray_median_abs_mm,ray_p95_abs_mm,ray_max_abs_mm
global_plane,train,12580,12580,1.0,12580,0.0029633764991273694,0.05867872537954514,0.07092365557463247,0.055593470318285654,0.13446634022592005,0.2630200538649774,12580,-0.010070253766074434,0.19215912253518597,0.23288407951616613,0.17906629166753874,0.4424334751698431,0.8793234384049811,12580,0.010633176615633124,0.1960200956314253,0.2373686480855163,0.18399417402557275,0.45388303619549564,0.8835322515351431
quadratic_graph,train,12580,12580,1.0,12580,-0.00010234750990673508,0.01701140322263251,0.02201467751914828,0.013877886578410372,0.04269688278145008,0.1663508499332711,12580,0.000404911374569112,0.05559790703604429,0.07185871784363018,0.04537524568161189,0.13895814280592728,0.5646916138171036,12580,-0.00033410370847258684,0.05661104855552046,0.07316562182350572,0.046116228407952486,0.1426293008325602,0.5687127383745634
circular_cone,train,12580,12580,1.0,12580,9.092808103971637e-05,0.017688195349666102,0.022416984026365095,0.015285732475673936,0.042197542646995816,0.1652220041634789,12580,-0.0005449260328823992,0.05771516235354711,0.07304522419441582,0.049678064782085585,0.1367449114180317,0.5609761058117329,12580,0.0003422411972941947,0.05884690154227306,0.07440744214793195,0.05097773726137723,0.13883851411032794,0.5649707725290988
global_plane,validation,5400,5400,1.0,5400,0.005241220944990245,0.05719338691502079,0.07272642259811088,0.052118698094702154,0.138046796306135,0.2872471911650507,5400,-0.021137593919243212,0.18875120508706686,0.24283333273197974,0.17322334757619728,0.47103422781096366,0.9877628904035873,5400,0.02021542042125389,0.1924983629529468,0.24692145625557038,0.17533449006323332,0.4755903160272932,0.999662571200471
quadratic_graph,validation,5400,5400,1.0,5400,0.006435805044674737,0.02091343177337877,0.025121617500401653,0.0195235224184473,0.04679452379691034,0.08017818479350794,5400,-0.022893117679125774,0.06790714898571103,0.08154507646213717,0.06338287645451146,0.15334085091512867,0.23839601659699383,5400,0.022036431683379418,0.06976667692528858,0.08382544796153904,0.0649530387726025,0.15699508667415393,0.26007199643697737
circular_cone,validation,5400,5400,1.0,5400,0.004394828085807265,0.021769382708637344,0.02611571867353094,0.02052335563858608,0.04716267292296062,0.08704685169491147,5400,-0.017129763419574756,0.07063971472698669,0.08443894116726403,0.0676640992924149,0.1521941958970274,0.25830419362421253,5400,0.015820208246100337,0.07276250945471688,0.08726553015102186,0.06873941255126274,0.15737917591670864,0.2817903095983068
