frame_index,filename,platform_id,scan_start,scan_end,point_count,z_median_mm,z_spatial_sigma_mm,height_relative_mm,reference_platform_id
18,laser 001_19.tif,h10,2324,2389,66,9.834629764694284,0.019763737838229104,10.111428057171508,base
19,laser 001_20.tif,h10,2324,2389,66,9.836366691420096,0.016014979817287712,10.112991511972155,base
20,laser 001_21.tif,h10,2324,2389,66,9.834133201964278,0.016363899840258253,10.110383294898043,base
21,laser 001_22.tif,h10,2324,2389,66,9.842564963684197,0.01916941204202359,10.116638341796715,base
22,laser 001_23.tif,h10,2324,2389,66,9.835472546493577,0.01689290601454166,10.111074420527359,base
23,laser 001_24.tif,h10,2324,2389,66,9.841345997131555,0.015304996077060398,10.11762683831563,base
24,laser 001_25.tif,h10,2324,2389,66,9.837273420084614,0.01536682340472176,10.115581417517319,base
25,laser 001_26.tif,h10,2324,2389,66,9.843026157055931,0.014974679045672434,10.11956110652386,base
26,laser 001_27.tif,h10,2324,2389,66,9.843152194933623,0.016502286603344404,10.118658648526946,base
27,laser 001_28.tif,h10,2324,2389,65,9.839472350501865,0.01835436103795756,10.115091316780251,base
28,laser 001_29.tif,h10,2324,2389,66,9.840908114952526,0.01483821828029225,10.116061057761158,base
29,laser 001_30.tif,h10,2324,2389,66,9.836540417419712,0.014943188352638238,10.113955394308732,base
30,laser 001_31.tif,h10,2324,2389,66,9.836970162045816,0.016897425109028946,10.113622862329919,base
31,laser 001_32.tif,h10,2324,2389,66,9.840648605848003,0.019557494673216,10.115405053578229,base
32,laser 001_33.tif,h10,2324,2389,66,9.83929032687746,0.017109296537914064,10.115856192712045,base
33,laser 001_34.tif,h10,2324,2389,66,9.84021534601004,0.019016484391801602,10.119127480954091,base
34,laser 001_35.tif,h10,2324,2389,66,9.839812953296473,0.016925371505998148,10.116382088300384,base
35,laser 001_36.tif,h10,2324,2389,66,9.841723682333225,0.018089989216551052,10.12011959463689,base
36,laser 001_37.tif,h10,2324,2389,66,9.836316918774571,0.016058385599679596,10.112245478106786,base
37,laser 001_38.tif,h10,2324,2389,66,9.836898583494246,0.016713994239649053,10.112878311055965,base
38,laser 001_39.tif,h10,2324,2389,66,9.838065503871007,0.017554054068671922,10.115901489006262,base
39,laser 001_40.tif,h10,2324,2389,66,9.842750990849652,0.018242317672045767,10.119459958041375,base
40,laser 001_41.tif,h10,2324,2389,66,9.835294079832352,0.017067423199841253,10.113612267750796,base
41,laser 001_42.tif,h10,2324,2389,66,9.840336237220868,0.016577979163363656,10.117813071413991,base
42,laser 001_43.tif,h10,2324,2389,66,9.839559792269256,0.017838774820613572,10.11760780232089,base
43,laser 001_44.tif,h10,2324,2389,66,9.834911599867212,0.013748338037612369,10.112807360471777,base
44,laser 001_45.tif,h10,2324,2389,66,9.835438875523494,0.01572885531679247,10.11395090687489,base
45,laser 001_46.tif,h10,2324,2389,66,9.840316773544089,0.017232233327778672,10.11722581285295,base
46,laser 001_47.tif,h10,2324,2389,66,9.838051607802981,0.018992700848557864,10.112920705633258,base
47,laser 001_48.tif,h10,2324,2389,66,9.835364524064346,0.01634165409801885,10.112065735864235,base
48,laser 001_49.tif,h10,2324,2389,65,9.839258429538745,0.016531687485054222,10.11764166061073,base
49,laser 001_50.tif,h10,2324,2389,66,9.840266129953193,0.01879387909624004,10.117205288258845,base
0,laser 001.tif,h06,2411,2478,68,5.848490440426929,0.019843259307683492,6.126793433110436,base
1,laser 001_02.tif,h06,2411,2478,68,5.842784197224262,0.020559122899954273,6.12308757688686,base
2,laser 001_03.tif,h06,2411,2478,68,5.846498332549004,0.01825115925229092,6.126249561964698,base
3,laser 001_04.tif,h06,2411,2478,68,5.842276143718948,0.021602237697091832,6.123179576861787,base
4,laser 001_05.tif,h06,2411,2478,68,5.8500150152048604,0.02024208425794862,6.127796573221133,base
5,laser 001_06.tif,h06,2411,2478,68,5.843460154444529,0.01918048196304059,6.122971677615908,base
6,laser 001_07.tif,h06,2411,2478,68,5.84324934098737,0.022163949745569744,6.121104038125452,base
7,laser 001_08.tif,h06,2411,2478,68,5.84780747852642,0.018236749499201104,6.123053682313071,base
8,laser 001_09.tif,h06,2411,2478,68,5.844753639518558,0.021976819353094063,6.124133927097148,base
9,laser 001_10.tif,h06,2411,2478,68,5.838296237503812,0.019197929023154998,6.1178721248903685,base
10,laser 001_11.tif,h06,2411,2478,68,5.8405863791443835,0.021542802917164955,6.118876668443988,base
11,laser 001_12.tif,h06,2411,2478,68,5.84340925035508,0.020661394307037128,6.122148342757953,base
12,laser 001_13.tif,h06,2411,2478,68,5.846177798690405,0.019524537676303105,6.122495111174487,base
13,laser 001_14.tif,h06,2411,2478,68,5.841769577179036,0.020660651668371516,6.122208809512983,base
14,laser 001_15.tif,h06,2411,2478,68,5.847621830287608,0.019266259241855748,6.125756523755058,base
15,laser 001_16.tif,h06,2411,2478,68,5.848577693327968,0.017938375814972422,6.125771503331293,base
16,laser 001_17.tif,h06,2411,2478,68,5.848163948638671,0.02078593748603809,6.124504834579,base
17,laser 001_18.tif,h06,2411,2478,68,5.849778148085363,0.019937268102102744,6.125967096453564,base
18,laser 001_19.tif,h06,2411,2478,68,5.8454483931662935,0.019713904049391502,6.122246685643518,base
19,laser 001_20.tif,h06,2411,2478,68,5.839411080388345,0.016889742255572944,6.116035900940403,base
20,laser 001_21.tif,h06,2411,2478,68,5.847306559368292,0.02050923625598915,6.123556652302057,base
21,laser 001_22.tif,h06,2411,2478,68,5.84741121885105,0.017882465863598023,6.121484596963569,base
22,laser 001_23.tif,h06,2411,2478,68,5.843664283361306,0.01906076352220141,6.119266157395089,base
23,laser 001_24.tif,h06,2411,2478,68,5.843269234071784,0.02228705074995482,6.119550075255859,base
24,laser 001_25.tif,h06,2411,2478,68,5.8520585438769785,0.020944103924206932,6.130366541309684,base
25,laser 001_26.tif,h06,2411,2478,68,5.8452077189948,0.021071961910867465,6.12174266846273,base
26,laser 001_27.tif,h06,2411,2478,68,5.84723611454001,0.019422989255643022,6.122742568133333,base
27,laser 001_28.tif,h06,2411,2478,68,5.847405820498068,0.01967296017619763,6.123024786776455,base
28,laser 001_29.tif,h06,2411,2478,68,5.847801198630634,0.020215778000216827,6.122954141439266,base
29,laser 001_30.tif,h06,2411,2478,68,5.843642340962219,0.020687156102709738,6.121057317851239,base
30,laser 001_31.tif,h06,2411,2478,68,5.8454583810620875,0.020001364825672725,6.1221110813461905,base
31,laser 001_32.tif,h06,2411,2478,68,5.8501530174271466,0.018876227533514586,6.124909465157373,base
32,laser 001_33.tif,h06,2411,2478,68,5.846172916896137,0.02063658094968229,6.122738782730721,base
33,laser 001_34.tif,h06,2411,2478,68,5.8447905169745695,0.02258652615724486,6.12370265191862,base
34,laser 001_35.tif,h06,2411,2478,68,5.843067734472584,0.021675371827080722,6.119636869476494,base
35,laser 001_36.tif,h06,2411,2478,68,5.841122161555916,0.019836919083421924,6.119518073859581,base
36,laser 001_37.tif,h06,2411,2478,68,5.844030675429451,0.020663190756223374,6.119959234761666,base
37,laser 001_38.tif,h06,2411,2478,68,5.848500666144332,0.019878858653104965,6.124480393706051,base
38,laser 001_39.tif,h06,2411,2478,68,5.843155656692375,0.020731865461808,6.120991641827629,base
39,laser 001_40.tif,h06,2411,2478,68,5.842492028883669,0.020455221223510768,6.119200996075392,base
40,laser 001_41.tif,h06,2411,2478,68,5.842294810489932,0.019214193078546594,6.120612998408376,base
41,laser 001_42.tif,h06,2411,2478,68,5.845304374296688,0.019439897953757505,6.122781208489812,base
42,laser 001_43.tif,h06,2411,2478,68,5.838609671534414,0.021537039880282435,6.116657681586048,base
43,laser 001_44.tif,h06,2411,2478,68,5.8440589880629545,0.020290745916819865,6.12195474866752,base
44,laser 001_45.tif,h06,2411,2478,68,5.841012905458115,0.01990743135637244,6.119524936809512,base
45,laser 001_46.tif,h06,2411,2478,68,5.846775789343042,0.0185931094226873,6.1236848286519034,base
46,laser 001_47.tif,h06,2411,2478,68,5.848303568299173,0.020897961919881018,6.123172666129449,base
47,laser 001_48.tif,h06,2411,2478,68,5.845172396288319,0.019522949699369973,6.121873608088208,base
48,laser 001_49.tif,h06,2411,2478,68,5.843671239968899,0.01723789838443053,6.122054471040883,base
49,laser 001_50.tif,h06,2411,2478,68,5.845601158083525,0.02201665503728285,6.122540316389177,base
0,laser 001.tif,h02,2500,2570,65,1.8309664669870926,0.020842478168473257,2.1092694596705996,base
1,laser 001_02.tif,h02,2500,2570,67,1.8310438479796858,0.020024103626876594,2.111347227642284,base
2,laser 001_03.tif,h02,2500,2570,66,1.8279902874111826,0.021802737913932627,2.107741516826877,base
3,laser 001_04.tif,h02,2500,2570,69,1.829724101213742,0.022234443058590108,2.1106275343565812,base
4,laser 001_05.tif,h02,2500,2570,66,1.8311877635408678,0.021346841413258773,2.10896932155714,base
5,laser 001_06.tif,h02,2500,2570,67,1.8318330336040844,0.019872182286366613,2.111344556775464,base
6,laser 001_07.tif,h02,2500,2570,69,1.8332912545071167,0.021290888621769467,2.1111459516451987,base
7,laser 001_08.tif,h02,2500,2570,66,1.8293938409227053,0.0238167212780664,2.104640044709356,base
8,laser 001_09.tif,h02,2500,2570,67,1.8250305434519305,0.02125717092882284,2.1044108310305205,base
9,laser 001_10.tif,h02,2500,2570,65,1.829833014668452,0.0214258492195644,2.1094089020550086,base
10,laser 001_11.tif,h02,2500,2570,66,1.8344172124616875,0.021316714630229862,2.1127075017612924,base
11,laser 001_12.tif,h02,2500,2570,67,1.8239474811260834,0.019850934061676238,2.102686573528956,base
12,laser 001_13.tif,h02,2500,2570,67,1.8313304106833357,0.019216359462754674,2.1076477231674176,base
13,laser 001_14.tif,h02,2500,2570,65,1.8256260595977665,0.018152897975493982,2.1060652919317135,base
14,laser 001_15.tif,h02,2500,2570,66,1.833180300654078,0.02175523057128735,2.1113149941215283,base
15,laser 001_16.tif,h02,2500,2570,66,1.8346588507293973,0.021227625576204317,2.1118526607327226,base
16,laser 001_17.tif,h02,2500,2570,66,1.8328724299189503,0.02333756301354435,2.1092133158592787,base
17,laser 001_18.tif,h02,2500,2570,64,1.834009915327158,0.02217029119937419,2.1101988636953593,base
18,laser 001_19.tif,h02,2500,2570,67,1.8327863724797453,0.021657366975254118,2.1095846649569694,base
19,laser 001_20.tif,h02,2500,2570,68,1.8338995492158574,0.02149172013563604,2.1105243697679157,base
20,laser 001_21.tif,h02,2500,2570,66,1.8331148592761224,0.021866379320235205,2.109364952209887,base
21,laser 001_22.tif,h02,2500,2570,65,1.8340840449918687,0.020358518946437625,2.1081574231043874,base
22,laser 001_23.tif,h02,2500,2570,68,1.8279026426931182,0.022968230980461895,2.1035045167269004,base
23,laser 001_24.tif,h02,2500,2570,66,1.8331751904977978,0.023771590461350085,2.109456031681873,base
24,laser 001_25.tif,h02,2500,2570,68,1.8331147959042937,0.021448891542587313,2.111422793336999,base
25,laser 001_26.tif,h02,2500,2570,64,1.8355924135014448,0.020034256394818654,2.1121273629693746,base
26,laser 001_27.tif,h02,2500,2570,65,1.8265573361375118,0.022415552758596215,2.1020637897308347,base
27,laser 001_28.tif,h02,2500,2570,68,1.835650116143995,0.0229146395455231,2.111269082422382,base
28,laser 001_29.tif,h02,2500,2570,68,1.8337879201215515,0.023110423515345927,2.108940862930183,base
29,laser 001_30.tif,h02,2500,2570,66,1.8323166201867025,0.022273608088499278,2.109731597075722,base
30,laser 001_31.tif,h02,2500,2570,67,1.833090941628484,0.021218737682973193,2.109743641912587,base
31,laser 001_32.tif,h02,2500,2570,64,1.8310113266184658,0.022761357490923836,2.105767774348692,base
32,laser 001_33.tif,h02,2500,2570,65,1.8298284560636375,0.02051476644310513,2.1063943218982217,base
33,laser 001_34.tif,h02,2500,2570,65,1.8323317341138363,0.020488746421771887,2.111243869057887,base
34,laser 001_35.tif,h02,2500,2570,67,1.8318583290271135,0.02240664789186954,2.108427464031024,base
35,laser 001_36.tif,h02,2500,2570,67,1.8315588862467393,0.019443054004714678,2.1099547985504046,base
36,laser 001_37.tif,h02,2500,2570,67,1.8324996755239908,0.023141567372039252,2.1084282348562056,base
37,laser 001_38.tif,h02,2500,2570,67,1.833169062134516,0.02247351949181705,2.109148789696235,base
38,laser 001_39.tif,h02,2500,2570,68,1.8304345140004443,0.020538725470963907,2.108270499135699,base
39,laser 001_40.tif,h02,2500,2570,65,1.8330426133591118,0.019884300878066828,2.109751580550835,base
40,laser 001_41.tif,h02,2500,2570,67,1.8317290744495267,0.02180410100683999,2.1100472623679707,base
41,laser 001_42.tif,h02,2500,2570,65,1.834236123555229,0.02017145251692041,2.1117129577483524,base
42,laser 001_43.tif,h02,2500,2570,67,1.830934308015685,0.02087941320522142,2.1089823180673193,base
43,laser 001_44.tif,h02,2500,2570,67,1.832729723425814,0.02181708316844651,2.110625484030379,base
44,laser 001_45.tif,h02,2500,2570,67,1.8344959704555777,0.022244601727483618,2.113008001806975,base
45,laser 001_46.tif,h02,2500,2570,66,1.8318234825912327,0.0208959506113642,2.1087325219000945,base
46,laser 001_47.tif,h02,2500,2570,67,1.8350216910806694,0.021731178458005138,2.1098907889109455,base
47,laser 001_48.tif,h02,2500,2570,64,1.8349497293958734,0.022034820069876768,2.1116509411957622,base
48,laser 001_49.tif,h02,2500,2570,65,1.8312569695362981,0.0221553738081203,2.1096402006082826,base
49,laser 001_50.tif,h02,2500,2570,69,1.8317851186596954,0.023393340169727654,2.108724276965347,base
0,laser 001.tif,h1p001,2590,2640,51,0.7977092023546675,0.02142800720760999,1.0760121950381745,base
1,laser 001_02.tif,h1p001,2590,2640,50,0.7956513377289411,0.02521907951746647,1.0759547173915394,base
2,laser 001_03.tif,h1p001,2590,2640,50,0.7992482542595667,0.021061201253483958,1.0789994836752612,base
3,laser 001_04.tif,h1p001,2590,2640,50,0.7929265730575707,0.022633390268827706,1.07383000620041,base
4,laser 001_05.tif,h1p001,2590,2640,50,0.8014544044056038,0.023484856683811638,1.0792359624218761,base
5,laser 001_06.tif,h1p001,2590,2640,51,0.7966470567457691,0.024190861327635683,1.0761585799171485,base
6,laser 001_07.tif,h1p001,2590,2640,50,0.8004953548987146,0.02378131694524469,1.0783500520367966,base
7,laser 001_08.tif,h1p001,2590,2640,51,0.801477723756193,0.023957278610989105,1.0767239275428437,base
8,laser 001_09.tif,h1p001,2590,2640,50,0.7945987560820527,0.023172760131875584,1.0739790436606427,base
9,laser 001_10.tif,h1p001,2590,2640,49,0.8037646887603387,0.025235817112038834,1.0833405761468953,base
10,laser 001_11.tif,h1p001,2590,2640,50,0.7959591090286722,0.024017230067015446,1.074249398328277,base
11,laser 001_12.tif,h1p001,2590,2640,51,0.7958249827095187,0.02362375918594714,1.0745640751123915,base
12,laser 001_13.tif,h1p001,2590,2640,50,0.8037053859116554,0.023927083624213377,1.0800226983957373,base
13,laser 001_14.tif,h1p001,2590,2640,50,0.7944275656194577,0.021716156319522877,1.0748667979534048,base
14,laser 001_15.tif,h1p001,2590,2640,50,0.8015475039196645,0.024384187805587782,1.0796821973871147,base
15,laser 001_16.tif,h1p001,2590,2640,51,0.8004701518526645,0.023166240679645282,1.0776639618559898,base
16,laser 001_17.tif,h1p001,2590,2640,51,0.7982042866491383,0.0234898165945638,1.0745451725894668,base
17,laser 001_18.tif,h1p001,2590,2640,51,0.7997888485517706,0.022183033341295393,1.0759777969199718,base
18,laser 001_19.tif,h1p001,2590,2640,50,0.8007382047516671,0.025482593529860084,1.0775364972288912,base
19,laser 001_20.tif,h1p001,2590,2640,50,0.7996358712685492,0.023886740426432233,1.0762606918206075,base
20,laser 001_21.tif,h1p001,2590,2640,50,0.7973830677056526,0.02150125286260019,1.0736331606394174,base
21,laser 001_22.tif,h1p001,2590,2640,51,0.8048614306065929,0.024944289494197785,1.0789348087191115,base
22,laser 001_23.tif,h1p001,2590,2640,50,0.8003043457073886,0.022533465249884404,1.0759062197411708,base
23,laser 001_24.tif,h1p001,2590,2640,50,0.7987995838709026,0.022877058382666373,1.0750804250549777,base
