platform_id,stable_range,analysis_range,z_median_mm,z_sigma_between_frames_mm,z_spatial_sigma_median_mm,height_median_mm,height_sigma_between_frames_mm,height_p95_abs_mm,is_reference
h30,"[2139, 2214]","[2139, 2214]",29.819907228662572,0.0024814808059952114,0.013671231913488301,30.09761784294537,0.0024296212472099915,0.005017198068478022,False
h20,"[2237, 2301]","[2237, 2301]",19.840184799498388,0.0024745476333251784,0.014070835362842447,20.11756698031087,0.002365862946382704,0.00527519453200682,False
h10,"[2324, 2389]","[2324, 2389]",9.838305206436502,0.0026465593037091873,0.0168455793364782,10.11572542882999,0.0024896405738757186,0.0043506084401116136,False
h06,"[2411, 2478]","[2411, 2478]",5.84519005764156,0.003081023820672043,0.020108571412944774,6.122517713781832,0.0027248408978180353,0.005598504455366536,False
h02,"[2500, 2570]","[2500, 2570]",1.8323241771502694,0.002637606369197268,0.02157454355544508,2.109520348319421,0.0024852633697378767,0.005607990155891682,False
h1p001,"[2590, 2640]","[2590, 2640]",0.8003872487800265,0.0032374488715413456,0.02358511378722983,1.0771484684528332,0.0025396034340138328,0.00466891949008925,False
base,"[2678, 2791]","[2678, 2791]",-0.27706648415448853,0.0015678850653481876,0.03808394624104898,0.0,0.0,0.0,True
