split,weighting,region,v_min_px,v_max_px,baseline_sample_count,analysis_sample_count,invalid_count,before_bias_mm,before_mae_mm,before_rmse_mm,before_p95_abs_mm,before_residual_energy,after_bias_mm,after_mae_mm,after_rmse_mm,after_p95_abs_mm,after_residual_energy,explained_energy,explained_fraction
fit,point_equal,global,,,17564,17564,0,-0.0684478710166,0.142780859072,0.187222885465,0.37376107494,615.6605089,3.24228176944e-07,0.0188786750478,0.0229073302559,0.0478700633779,9.21663487028,606.44387403,0.985029679934
fit,frame_equal,global,,,17564,17564,0,-0.0688271584547,0.145320627237,0.190432104226,0.37998903157,636.94768132,2.74650238551e-07,0.0168130140061,0.0210370423541,0.0453785910754,7.77307380034,629.17460752,0.98779637005
fit,v_region_equal,global,,,17564,17564,0,-0.0498430934869,0.145011560145,0.192984841557,0.408968366869,654.138670281,2.79363558491e-07,0.0167750757379,0.021185098727,0.0467506276345,7.88287087942,646.255799402,0.987949235785
validation,point_equal,global,,,6049,6049,0,-0.114071743161,0.154918977366,0.186398857843,0.347592586114,210.169687407,0.0230070878158,0.0343797935315,0.0369084119409,0.0578976435427,8.2401345447,201.929552863,0.960792944756
validation,frame_equal,global,,,6049,6049,0,-0.115405631715,0.153312276427,0.18215814719,0.315495173378,200.715441466,0.0241143525012,0.0332874904483,0.0352053035416,0.0541789221161,7.49721164123,193.218229824,0.962647559219
validation,v_region_equal,global,,,6049,6049,0,-0.116435333801,0.155500524621,0.184438939102,0.320946171224,205.773201932,0.0252262127234,0.0340776779863,0.0359689872517,0.0538289644919,7.82600289763,197.947199034,0.961967822709
