bin_width_px,v_start_px,v_end_px,v_center_px,region,model,status,unique_frame_count,point_count,lambda_ref_mm,lambda_min_mm,lambda_max_mm,lambda_span_mm,crossframe_median_lambda_span_mm,b0_offset_only_mm,b0_mm,b1_mm_per_mm,design_condition_number_standardized,corr_lambda_residual,total_energy,offset_remaining_energy,depth_remaining_energy,offset_explained_fraction,offset_plus_depth_explained_fraction,incremental_depth_explained_fraction,offset_rmse_mm,depth_rmse_mm,depth_usable,bootstrap_count,b0_p05_mm,b0_p50_mm,b0_p95_mm,b1_p05_mm_per_mm,b1_p50_mm_per_mm,b1_p95_mm_per_mm,b1_bootstrap_sign_consistency,b1_loo_min_mm_per_mm,b1_loo_max_mm_per_mm,b1_loo_sign_consistency,b1_stable,row_type,total_energy_frame_equal,offset_remaining_energy_frame_equal,offset_plus_depth_remaining_energy_frame_equal,before_rmse_mm,offset_plus_depth_rmse_mm,depth_rmse_reduction_vs_offset_fraction,frame_mean_std_before_mm,frame_mean_std_after_offset_mm,frame_mean_std_after_offset_plus_depth_mm
30,1380,1410,1395.0,middle_formal,M0,depth_informative,29,454,681.4036603921758,642.5896236063312,712.7162429784094,70.12661937207815,70.09632781323057,0.024049254210270588,0.023595248671128482,0.0003821352232152959,1.0610822732648635,0.1482344535700483,0.10520287392743889,0.08843024171340258,0.08649008165723468,0.1594313119773213,0.17787339424881965,0.01844208227149838,0.05522063635790973,0.054611506194850196,True,500,0.010108761143323647,0.023751703289871178,0.037366645321244917,-0.0005360489900652172,0.0003797833208445781,0.0010737057284645813,0.756,4.777010901362633e-05,0.0005571708729652814,1.0,False,,,,,,,,,,
30,1380,1410,1395.0,middle_formal,M_current29_circular,depth_informative,29,454,681.4036603921758,642.5896236063312,712.7162429784094,70.12661937207815,70.09632781323057,0.031184432998811632,0.030844823969786953,0.00028584799286262555,1.0610822732648635,0.11091932006782595,0.11577129964229763,0.08756970266003385,0.08648409296720265,0.243597481149466,0.2529746730457775,0.009377191896311437,0.05495129588382345,0.054609615474908196,True,500,0.016848127329502995,0.03060963208421609,0.0464556833254047,-0.00042993089421612094,0.0002864403939114034,0.0010017828326021178,0.732,-4.853759032880301e-05,0.0004608786876197963,0.9655172413793104,False,,,,,,,,,,
30,1410,1440,1425.0,middle_formal,M0,depth_informative,29,450,680.1251128321107,642.6267910267409,712.6914249493333,70.0646339225924,70.04412484055399,0.01780101211396356,0.017585525701234173,8.790208440948237e-05,1.1247994537830783,0.06746106025418311,0.08005783378516525,0.07086842884900241,0.07076646760753542,0.11478458136679737,0.11605817617502812,0.0012735948082307018,0.049434187824092646,0.049398613552907505,True,500,0.00494064088256157,0.01851321770441758,0.03153264220688211,-0.0005351773424447668,5.5437073912693225e-05,0.0006856805633391859,0.558,-0.00012001887834462123,0.0002606960641531905,0.896551724137931,False,,,,,,,,,,
30,1410,1440,1425.0,middle_formal,M_current29_circular,depth_informative,29,450,680.1251128321107,642.6267910267409,712.6914249493333,70.0646339225924,70.04412484055399,0.024774936548959833,0.024759980474002977,6.10094226658586e-06,1.1247994537830783,0.032303586520916076,0.08855068003052209,0.07075055308137748,0.07075006191277383,0.20101626484414548,0.20102181159549148,5.546751346018723e-06,0.04939305866400086,0.0493928872140213,True,500,0.011738924025314023,0.025457393276701185,0.03730807300255376,-0.0006077520075798547,2.7652352005176667e-06,0.0006021409080932614,0.508,-0.00020151675101812193,0.00017886985977955163,0.5862068965517241,False,,,,,,,,,,
30,1440,1470,1455.0,middle_formal,M0,depth_informative,29,450,680.0221396421149,642.6466168044817,712.6678639438205,70.02124713933881,69.99190318808417,0.036023890700447286,0.03554017107423061,0.00019021086546669948,1.1290119519896693,0.09082327886763593,0.12818746845644471,0.09055356812170934,0.09007925462294653,0.2935848627631066,0.29728501773515037,0.003700154972043731,0.055879663848157506,0.055733124745475274,True,500,0.019537451375856125,0.03581584706780054,0.051524246988520456,-0.0005101487607090416,0.00020088983341590115,0.000909945216015025,0.662,-5.979400270957505e-05,0.00037296589679541934,0.9655172413793104,False,,,,,,,,,,
30,1440,1470,1455.0,middle_formal,M_current29_circular,depth_informative,29,450,680.0221396421149,642.6466168044817,712.6678639438205,70.02124713933881,69.99190318808417,0.04283494793613578,0.04251862919211255,0.00012438457900621624,1.1290119519896693,0.06613831839737032,0.14348505505102793,0.09027490487497555,0.09007207686830437,0.37084106185922383,0.37225464466475744,0.0014135828055336314,0.05579361750513675,0.05573090421941801,True,500,0.027582715691090557,0.04296427247194399,0.05646332144027273,-0.0005477111166235818,0.00015897296912709195,0.0007466887500336513,0.628,-0.00012528476009931943,0.0003071120105381545,0.9310344827586207,False,,,,,,,,,,
30,1470,1500,1485.0,middle_formal,M0,depth_informative,29,405,680.066277169103,642.6811027469215,712.6398444320514,69.9587416851299,69.94515274316757,0.02927335822983316,0.028081161156028708,0.00048179094223839934,1.1239018921798691,0.28458405458142566,0.1034694067055938,0.07861845114608174,0.0755913712108913,0.24017684406195172,0.26943264083870844,0.029255796776756715,0.05206708244181557,0.05105486271915844,True,500,0.014755731445453106,0.02892935431327031,0.04163472965478987,-0.0001913115693524426,0.0005038455190808481,0.00113583684469797,0.866,0.00025282846331449747,0.0006535262361370104,1.0,False,,,,,,,,,,
30,1470,1500,1485.0,middle_formal,M_current29_circular,depth_informative,29,405,680.066277169103,642.6811027469215,712.6398444320514,69.9587416851299,69.94515274316757,0.03593918057128067,0.03486855809011177,0.0004326601912701774,1.1239018921798691,0.26496131071945667,0.11548447780394962,0.0780273615000312,0.07558617756420073,0.3243476267651042,0.3454862592657829,0.02113863250067862,0.051870981024218825,0.051053108779063806,True,500,0.02170646368646552,0.034996429209530805,0.047832430456061684,-0.0002742892686161775,0.00039428144910582546,0.0010848895865061407,0.814,0.00020409069793910883,0.0006043596340420838,1.0,False,,,,,,,,,,
30,1500,1530,1515.0,middle_formal,M0,depth_informative,29,435,680.0965132182135,642.6988552190453,712.6158377057793,69.91698248673401,69.88645298364781,0.017627985292137393,0.01651944637678165,0.0004571396595077494,1.1212549814078319,0.22938019507429658,0.07680011680122449,0.06778848670288994,0.06507512052446322,0.11733875511750358,0.15266899016713897,0.03533023504963538,0.04834805088354219,0.047370557029207006,True,500,0.0037417272223389665,0.01613155090764333,0.029375870211376744,-8.710931182213454e-05,0.00047689265914276123,0.0009384211208229117,0.922,0.00033593921487798357,0.0005874747611750401,1.0,False,,,,,,,,,,
30,1500,1530,1515.0,middle_formal,M_current29_circular,depth_informative,29,435,680.0965132182135,642.6988552190453,712.6158377057793,69.91698248673401,69.88645298364781,0.024165787336046914,0.023134135736243903,0.0004254328418531217,1.1212549814078319,0.21570738880538703,0.08433839995639508,0.06740282690683477,0.06505280109764586,0.2008050076633704,0.22866925230642665,0.027864244643056237,0.048210324730087746,0.04736243276954698,True,500,0.009630354311879087,0.0226847675022824,0.036238236207397675,-0.00015221187983141543,0.0004354198726828025,0.0008952176270584375,0.896,0.00030481491792213076,0.0005557101615798305,1.0,False,,,,,,,,,,
30,1530,1560,1545.0,middle_formal,M0,depth_informative,29,475,680.1236347592899,642.7195230088057,712.5897736670315,69.87025065822581,69.83847390996243,-0.0036425207839712254,-0.004519770212303073,0.00036519299344851374,1.1268072744970514,0.15794673307610008,0.07603930687108475,0.07565453609889654,0.07393054690695441,0.005060156227364665,0.027732498505088632,0.022672342277724005,0.05107618923587097,0.05049088238175368,True,500,-0.01698404914342029,-0.004298743986210911,0.009971122204626802,-0.0003044734092920185,0.00037756950790940173,0.0009300482594723807,0.834,0.00017626339325321357,0.0004771478063691551,1.0,False,,,,,,,,,,
30,1530,1560,1545.0,middle_formal,M_current29_circular,depth_informative,29,475,680.1236347592899,642.7195230088057,712.5897736670315,69.87025065822581,69.83847390996243,0.0027958702838564607,0.0019525386651399286,0.000351073239106599,1.1268072744970514,0.15243788309281434,0.0757168302226638,0.07549014039398341,0.07389688602521452,0.0029939159895330247,0.024036191056827083,0.021042275067294017,0.0510206653175721,0.05047938672000767,True,500,-0.009822851353460045,0.0018820508749208286,0.016120392207042058,-0.00022655646420548865,0.0003609040862362275,0.0008844940275196201,0.842,0.00016273495306899213,0.00046326588508028275,1.0,False,,,,,,,,,,
30,1560,1590,1575.0,middle_formal,M0,depth_informative,29,473,680.1573002199389,642.749517899446,712.5660781056222,69.81656020617618,69.78800614444185,-0.014982938935541475,-0.016743798148347012,0.0007447492893605593,1.1223082370104471,0.19089134838894056,0.14536967352310354,0.13885950820786477,0.13170720515291603,0.04478351747969023,0.09398430937533975,0.04920079189564958,0.06919724635937095,0.06739160009892671,True,500,-0.033205016070954864,-0.016865668776432294,0.0014193370303394568,-0.00013367205692281254,0.0007133285945069435,0.0017872812860609331,0.916,0.0002699438580387897,0.0009478320143242154,1.0,False,,,,,,,,,,
30,1560,1590,1575.0,middle_formal,M_current29_circular,depth_informative,29,473,680.1573002199389,642.749517899446,712.5660781056222,69.81656020617618,69.78800614444185,-0.00862365245571381,-0.010393584635361369,0.0007485866691799428,1.1223082370104471,0.19206093786326306,0.1410498598860786,0.13889320581744735,0.13166700725722918,0.01529001213027159,0.06652153101341352,0.05123151888314198,0.06920564204063717,0.06738131513676197,True,500,-0.027948511779673547,-0.011000798440828158,0.00918093436993175,-8.307048218373385e-05,0.0007358329426990066,0.0018593395484182648,0.916,0.0002736893795967593,0.0009518824353139568,1.0,False,,,,,,,,,,
30,1590,1620,1605.0,middle_formal,M0,depth_informative,29,465,680.1888293956292,642.7756583227929,712.5402675413496,69.76460921855676,69.73841909435737,-0.02093035334995197,-0.0213460480596821,0.00017815763236015553,1.126858888309982,0.0779837912056943,0.11492372846446997,0.10221941741520846,0.10181097311309736,0.11054558722561103,0.1140996339622462,0.0035540467366351534,0.05937008924598441,0.05925135619373164,True,500,-0.03710415451634257,-0.02213758189481342,-0.0046298010304865215,-0.00062698267895973,0.00018787299995444724,0.0009771140978345385,0.654,-5.583768872827819e-05,0.00040839683933486365,0.9310344827586207,False,,,,,,,,,,
30,1590,1620,1605.0,middle_formal,M_current29_circular,depth_informative,29,465,680.1888293956292,642.7756583227929,712.5402675413496,69.76460921855676,69.73841909435737,-0.014618227153614478,-0.015086892936868032,0.00020085987230118485,1.126858888309982,0.08565606951955408,0.10848221585585495,0.10228513146752949,0.10176596056799628,0.0571253485138965,0.06191111819455142,0.004785769680654903,0.0593891698786936,0.059238256676482616,True,500,-0.03171892994031196,-0.015204690397472534,0.00022370497677778328,-0.0005166854121196646,0.00022428724730287684,0.0009586013724207915,0.68,-3.3177605116515026e-05,0.0004308007405480921,0.9310344827586207,False,,,,,,,,,,
30,1620,1650,1635.0,middle_formal,M0,depth_informative,29,461,680.2215052580484,642.8002955993192,712.5132115563432,69.71291595702405,69.69302694246403,-0.038768519974436096,-0.038447431806415626,-0.00014074478967251942,1.11829104691401,-0.012954042767175331,0.1545384448954387,0.11095149880619942,0.11069639834351283,0.28204597321223446,0.28369669813611464,0.0016507249238802263,0.06185397118971353,0.061782822728158535,True,500,-0.052900052901613,-0.038421523855019526,-0.0227974481738884,-0.0008060116333706979,-0.00012916835175344195,0.0004641508851877528,0.63,-0.00032905850196142384,2.1162421440320242e-05,0.9655172413793104,False,,,,,,,,,,
30,1620,1650,1635.0,middle_formal,M_current29_circular,depth_informative,29,461,680.2215052580484,642.8002955993192,712.5132115563432,69.71291595702405,69.69302694246403,-0.03250345158077531,-0.03227766053812516,-9.897254390797392e-05,1.11829104691401,0.001253272012860527,0.1413950750234978,0.11075731844824743,0.11063117170002765,0.21668192170171996,0.2175740797079222,0.0008921580062022782,0.061799821015321506,0.06176461761928204,True,500,-0.04743757481760996,-0.032433751194458696,-0.015793987174335028,-0.0007714905061407475,-9.897414006851049e-05,0.0004666147715499445,0.594,-0.0002863704233638906,6.293606124148975e-05,0.9310344827586207,False,,,,,,,,,,
30,1650,1680,1665.0,middle_formal,M0,depth_informative,29,459,680.2565960509601,642.8277290007017,712.488250440976,69.66052144027435,69.62715996506643,-0.050200758927770005,-0.04851661247532224,-0.0007505077021426586,1.115602974813504,-0.15271938670812307,0.17095035846647116,0.09786698875567293,0.09061416730911095,0.4275122343492027,0.46993871131961806,0.042426476970415274,0.0580923725646975,0.055898358284790985,True,500,-0.06371309564314671,-0.04828155368091874,-0.03347079977087373,-0.0014361206082816995,-0.0007581883943421954,-6.241490573629146e-05,0.968,-0.0009703625567852521,-0.0005954141976557811,1.0,True,,,,,,,,,,
30,1650,1680,1665.0,middle_formal,M_current29_circular,depth_informative,29,459,680.2565960509601,642.8277290007017,712.488250440976,69.66052144027435,69.62715996506643,-0.0439457701829464,-0.04240201700806004,-0.0006879441192750628,1.115602974813504,-0.12975063029560654,0.15267517011803589,0.09666947932583801,0.0905754715527089,0.36682907082336225,0.406743929070566,0.03991485824720371,0.057735866855713025,0.055886421629114925,True,500,-0.05826171515386685,-0.042060059252312085,-0.02578733605169247,-0.0013669633315450986,-0.0007088496392244029,-7.589703314765082e-06,0.95,-0.0009074632605734098,-0.0005326630650754502,1.0,True,,,,,,,,,,
30,1680,1710,1695.0,middle_formal,M0,depth_informative,29,470,680.2875153842613,642.8464170525242,712.4635599071424,69.61714285461824,69.58508905822691,-0.05949848741817053,-0.05807921638086346,-0.0006388170667568731,1.111417122507148,-0.14606927879256965,0.20007041662536446,0.0974083864789088,0.09214685964337166,0.5131294864982072,0.5394278614618054,0.02629837496359818,0.05795610303137248,0.056369122032695826,True,500,-0.07297873833143935,-0.0572532564061623,-0.042530233849586964,-0.0014115173348688984,-0.0006703328907910913,-8.930020922065446e-06,0.952,-0.0008355885005322028,-0.0004612748417457294,1.0,True,,,,,,,,,,
30,1680,1710,1695.0,middle_formal,M_current29_circular,depth_informative,29,470,680.2875153842613,642.8464170525242,712.4635599071424,69.61714285461824,69.58508905822691,-0.05323864187867361,-0.05200283101702428,-0.0005562412315571754,1.111417122507148,-0.11601947818983606,0.17821914975745703,0.09602291307397295,0.09203371936910812,0.461208780287343,0.4835924226192351,0.022383642331892113,0.05754246200489926,0.0563345056778636,True,500,-0.06869757620651822,-0.05122034426256316,-0.03502315896941729,-0.0012679281552260997,-0.0005353739116767447,9.603260761732942e-05,0.92,-0.0007523588076721681,-0.00037859958772275596,1.0,False,,,,,,,,,,
30,1710,1740,1725.0,middle_formal,M0,depth_informative,29,445,680.5513445765876,642.8618157851305,712.438280993004,69.57646520787353,69.54489375666594,-0.05143889466066228,-0.051895964021302365,0.00023464086225449672,1.1038254891680626,-0.03838443645821945,0.2774840904316833,0.2007512537982727,0.20003899544203702,0.27653058059666413,0.279097424537618,0.0025668439409539104,0.08320130424174037,0.08305357544713532,True,500,-0.07112441982807349,-0.05147935207541164,-0.031973680186964074,-0.0008105349445457233,0.00017977959530991142,0.0012068053765792487,0.628,-0.0002548645497227293,0.00041636170278419414,0.9655172413793104,False,,,,,,,,,,
30,1710,1740,1725.0,middle_formal,M_current29_circular,depth_informative,29,445,680.5513445765876,642.8618157851305,712.438280993004,69.57646520787353,69.54489375666594,-0.04513624020690853,-0.04579328818869441,0.0003373017713830658,1.1038254891680626,-0.005305851222864782,0.26038576278673503,0.20130463756627834,0.1998327741693652,0.22689844708923734,0.23255107333562175,0.00565262624638444,0.08331590020172254,0.08301075422007083,True,500,-0.06467030344118732,-0.04681026392123452,-0.027256853413700165,-0.0007845317931611743,0.00030864018760504315,0.0012687514876850473,0.662,-0.0001516250975101237,0.0005187700960576753,0.9655172413793104,False,,,,,,,,,,
30,1740,1770,1755.0,middle_formal,M0,depth_informative,26,409,682.8174487878264,642.9080746729784,712.3730368273342,69.46496215435582,69.44129835881347,-0.0375372625029854,-0.037826750998712265,-0.00030141718187728136,1.0458945127191501,-0.009110870630969705,0.1174159125111393,0.08078071452947043,0.07969497756787805,0.31201220684797104,0.32125913887253266,0.009246932024561618,0.055740026541308586,0.05536417113005835,True,500,-0.05244392559264306,-0.037453743998063796,-0.020523024548547156,-0.001015988949532164,-0.0003338003235078251,0.00027133261467776664,0.794,-0.00049173227211231,-0.00014823843568978167,1.0,False,,,,,,,,,,
30,1740,1770,1755.0,middle_formal,M_current29_circular,depth_informative,26,409,682.8174487878264,642.9080746729784,712.3730368273342,69.46496215435582,69.44129835881347,-0.03125075799679506,-0.03142081925174526,-0.00017706881264795558,1.0458945127191501,0.038125992300956695,0.10539996913874748,0.08000811237901698,0.07963342180933028,0.24090952746205185,0.24446446749427764,0.0035549400322258027,0.05547283201262265,0.05534278557990619,True,500,-0.046777150864134066,-0.03110520505036735,-0.01622655145392404,-0.0008396887546769619,-0.00017720414935630635,0.00045419816061982777,0.646,-0.00036707344325969543,-2.417704206319953e-05,1.0,False,,,,,,,,,,
30,1770,1800,1785.0,middle_formal,M0,depth_informative,27,361,681.7292473537826,642.9346198360238,712.3466151828763,69.41199534685256,69.38190976338126,-0.019749284141317998,-0.0197199053063226,-0.0002948346442271438,1.0434376067683462,0.07000563994550683,0.10871792444903533,0.09818700039848344,0.09714410272982861,0.09686465321998095,0.1064573461815147,0.009592692961533821,0.060303860326799984,0.059982745275073836,True,500,-0.03606182210896158,-0.019151337451238835,-0.002563234800073846,-0.0010793258066496682,-0.00032790997799010186,0.0003471435026481382,0.782,-0.0005737952768646419,-0.00012564387076719643,1.0,False,,,,,,,,,,
30,1770,1800,1785.0,middle_formal,M_current29_circular,depth_informative,27,361,681.7292473537826,642.9346198360238,712.3466151828763,69.41199534685256,69.38190976338126,-0.013395022340996819,-0.013380230072973745,-0.00014844949027354644,1.0434376067683462,0.12405932050779671,0.10215082555083513,0.09730630671590841,0.09704191850193356,0.047425155976990596,0.0500133701451011,0.0025882141681105044,0.060032801748497344,0.05995118956035187,True,500,-0.02989002638763169,-0.011778534899540987,0.0038679061881364252,-0.0010227917036602116,-0.00021962437320823178,0.00048330210427823434,0.696,-0.0004270469826836385,2.0496089186359773e-05,0.9259259259259259,False,,,,,,,,,,
30,1800,1830,1815.0,middle_formal,M0,depth_informative,26,347,681.4033947063348,642.9447066837196,712.3181562479824,69.37344956426284,69.33765179478462,-0.016152719891134645,-0.016298671349474915,-0.00037617682662431255,1.0504704557219429,0.10509941900209802,0.12108759973702099,0.11430393038010311,0.11266676444568574,0.056022824563792706,0.0695433331705615,0.01352050860676884,0.06630463795707922,0.06582808742523845,True,500,-0.03659879134587915,-0.015492687364746648,0.005694728562166454,-0.001518557151580392,-0.00038294738244191295,0.00043689020544205595,0.756,-0.0007050214712104019,-0.0001727483470689547,1.0,False,,,,,,,,,,
30,1800,1830,1815.0,middle_formal,M_current29_circular,depth_informative,26,347,681.4033947063348,642.9447066837196,712.3181562479824,69.37344956426284,69.33765179478462,-0.009816543505147601,-0.009897068692168592,-0.00020754646552598286,1.0504704557219429,0.16262659864597057,0.11555550426489936,0.1130500265787995,0.11255167102085553,0.021682028061218883,0.02599472230381894,0.00431269424260003,0.06593995712266154,0.06579445587493721,True,500,-0.027510411795172336,-0.00991847585153068,0.00921452557848513,-0.0012936093906205546,-0.00022275606354060735,0.0005751529439682419,0.666,-0.0005360586795844783,-4.008320080869446e-06,1.0,False,,,,,,,,,,
30,1830,1860,1845.0,middle_formal,M0,depth_informative,25,348,680.4398663623086,642.9906634352391,712.2915325952266,69.30086915998754,69.27826503381391,-0.014303247694502239,-0.014495176836664606,-0.00033930250443848326,1.042399198483712,-0.05104643856383038,0.09916587299415283,0.09405130062889572,0.09280499220501934,0.05157593243351655,0.06414384905892523,0.01256791662540869,0.06133556900490798,0.06092782359645529,True,500,-0.030762674187568104,-0.014446424619879075,0.004365412785715371,-0.0011455083982108449,-0.00036755084020689556,0.0003151282675069183,0.782,-0.000596242048508964,-0.00018349419901881334,1.0,False,,,,,,,,,,
30,1830,1860,1845.0,middle_formal,M_current29_circular,depth_informative,25,348,680.4398663623086,642.9906634352391,712.2915325952266,69.30086915998754,69.27826503381391,-0.008053782174705516,-0.008137114887772056,-0.00014731998448266363,1.042399198483712,0.016763985627003774,0.09456227497070613,0.09294068978776601,0.09270574017755931,0.017148330911480936,0.019632932834176664,0.002484601922695773,0.06097235104135842,0.060895234683038806,True,500,-0.025699424820462616,-0.007473946660357127,0.008585613880705363,-0.0008585027930214702,-0.00014836976625448025,0.0005721552027398476,0.65,-0.0004036245268625526,8.045196681571317e-06,0.96,False,,,,,,,,,,
30,1860,1890,1875.0,middle_formal,M0,depth_informative,23,321,682.3504934347474,642.9964908910935,712.2668029121124,69.27031202101898,69.2307197452651,-0.001382162697319389,-0.0011967724164457082,-0.0007486672847686625,1.0319671845041727,-0.27219738475993127,0.06798075248401654,0.06793681388841374,0.06300894034123852,0.0006463387649779939,0.07313558560486633,0.07248924683988825,0.05434863859277023,0.05234041598297858,True,500,-0.01679173049608141,-0.0016758475872736905,0.01358359553160487,-0.0015206677501910034,-0.0007751486237135667,-2.6344847046036018e-05,0.96,-0.0011201991824353642,-0.0006164821893566261,1.0,True,,,,,,,,,,
30,1860,1890,1875.0,middle_formal,M_current29_circular,depth_informative,23,321,682.3504934347474,642.9964908910935,712.2668029121124,69.27031202101898,69.2307197452651,0.005552241557178586,0.005684234500922088,-0.000533031172590958,1.0319671845041727,-0.19471681452456155,0.06616062983297988,0.06545159994786687,0.0629536308606875,0.010716794669321184,0.0484729208350696,0.03775612616574837,0.05334530660577158,0.05231743863423823,True,500,-0.008955983277009813,0.005918469240601248,0.021323482737653266,-0.0012690008527862968,-0.0005688830983537679,0.00020894364796698932,0.894,-0.0009031924695537331,-0.00040136633818241106,1.0,False,,,,,,,,,,
30,1890,1920,1905.0,middle_formal,M0,depth_informative,22,301,681.1698181604546,643.0252954782106,712.2408207000638,69.21552522185311,69.18153811241677,-0.00418275509088,-0.0035717678084502516,-0.000624369427890089,1.0529101568390538,-0.2140856871444192,0.0636619446732456,0.06327704498993938,0.0598884201567361,0.006045993179783715,0.05927441481528206,0.05322842163549834,0.05363048869555933,0.05217471529596762,True,500,-0.020190760184003155,-0.0032401945532300894,0.013232788886885416,-0.0012743980652195246,-0.0006217290199446767,-3.0823482355596816e-05,0.956,-0.0009532370329298316,-0.0004436918639850852,1.0,True,,,,,,,,,,
30,1890,1920,1905.0,middle_formal,M_current29_circular,depth_informative,22,301,681.1698181604546,643.0252954782106,712.2408207000638,69.21552522185311,69.18153811241677,0.002881871487440842,0.003258285356634417,-0.00038465827181158633,1.0529101568390538,-0.11160451921869266,0.06129931038826608,0.061116596356323355,0.05983045002932915,0.002980686581715686,0.02396210250381703,0.020981415922101444,0.052706992962088126,0.052149457431732237,True,500,-0.013133495083970149,0.0034472402913668767,0.020150643130261037,-0.001037259882363616,-0.0004202561477976783,0.0002718246434132353,0.854,-0.0007122390985809294,-0.00020402425157762638,1.0,False,,,,,,,,,,
30,1920,1950,1935.0,middle_formal,M0,depth_informative,21,277,680.5492722266961,643.0575030961176,712.2078802025527,69.15037710643514,69.1201320920859,-0.0022383966742451225,-0.000961246104307424,-0.0008855091511514648,1.0868081574110369,-0.39471973981024083,0.06606301207232476,0.06595779325922807,0.05910895276054226,0.001592703841318932,0.10526403646520544,0.1036713326238865,0.05604326273566234,0.05305385976737506,True,500,-0.016507767888574037,-0.001001170752688249,0.016090070949745097,-0.0013449244251610031,-0.000858986847790425,-0.0004586126681246628,0.998,-0.001073243080305915,-0.0007696066312434923,1.0,True,,,,,,,,,,
30,1920,1950,1935.0,middle_formal,M_current29_circular,depth_informative,21,277,680.5492722266961,643.0575030961176,712.2078802025527,69.15037710643514,69.1201320920859,0.005055524868207621,0.00594935410124923,-0.0006197342616099232,1.0868081574110369,-0.26393980824910523,0.06296885820444813,0.06243213323889376,0.059077523853116265,0.00852365726263804,0.06179775943685406,0.05327410217421609,0.05452484503106458,0.053039753219419915,True,500,-0.010277744794695348,0.006212398350183259,0.025965008997293006,-0.0011667824674515012,-0.0006230376610700712,-0.00017423394650035494,0.978,-0.0008061758128299415,-0.0005040477408310909,1.0,True,,,,,,,,,,
30,1950,1980,1965.0,middle_formal,M0,depth_informative,21,316,680.749495601058,643.0824580602081,712.1858288989854,69.10337083877732,69.08365978982056,-0.002146894053723956,-0.0011174902679504523,-0.0008049590608250838,1.067922722679355,-0.30138457845459377,0.06656023143413085,0.06646343919849462,0.060769836013068845,0.0014542052145960493,0.08699482102600986,0.08554061581141383,0.05625767215339426,0.05379406765534691,True,500,-0.01654608261513702,-0.001186382661190601,0.016806586809260872,-0.001575264330540429,-0.0008458014351476533,-0.00022204140490359264,0.994,-0.001116032625761865,-0.0005924615855395245,1.0,True,,,,,,,,,,
30,1950,1980,1965.0,middle_formal,M_current29_circular,depth_informative,21,316,680.749495601058,643.0824580602081,712.1858288989854,69.10337083877732,69.08365978982056,0.005453509656295766,0.006110888309689998,-0.0005140479477108773,1.067922722679355,-0.18756889128955706,0.06360534293635688,0.06298078681735934,0.0606588688698993,0.009819239865154983,0.046324316958809564,0.036505077093654505,0.05476390313464628,0.05374493060032081,True,500,-0.011298366527204446,0.006165834939447744,0.025831356141023266,-0.0013163523468642986,-0.0005614794414523462,8.775537661521809e-05,0.93,-0.0008237422263360685,-0.00030192780800472987,1.0,False,,,,,,,,,,
30,1980,2010,1995.0,middle_formal,M0,depth_informative,21,338,680.6099899593423,643.1095578397487,712.1599216529472,69.05036381319849,69.03420193168267,0.003021380659388037,0.003517777499440486,-0.0003469744626940474,1.0759357428788585,-0.11891650726368674,0.07050801362525914,0.07031631006239175,0.06925101981989674,0.002718890421254394,0.017827672923012128,0.01510878250175767,0.05786532396225524,0.057425322031933554,True,500,-0.015386236521415258,0.002588543105378493,0.02318493472640663,-0.0011555090836691726,-0.0003504558362664495,0.0003682748026287471,0.786,-0.0007600453048001574,-0.00012392556476157384,1.0,False,,,,,,,,,,
30,1980,2010,1995.0,middle_formal,M_current29_circular,depth_informative,21,338,680.6099899593423,643.1095578397487,712.1599216529472,69.05036381319849,69.03420193168267,0.010936964464507117,0.010981070034750174,-3.082917799250399e-05,1.0759357428788585,0.004308386817580636,0.07170477461428555,0.06919281358862983,0.06918440357275413,0.035031991093592674,0.035149277786437616,0.0001172866928449753,0.05740118365654884,0.05739769514733485,True,500,-0.007620879943763318,0.011704607234979573,0.03043596454424176,-0.0008300341994372531,-4.322409431759492e-05,0.0007389852222057649,0.536,-0.000442373447016047,0.0001913809031582724,0.6666666666666666,False,,,,,,,,,,
30,2010,2040,2025.0,middle_formal,M0,depth_informative,21,326,680.640708750248,643.1291150798664,712.1352223493737,69.00610726950731,68.97889857470113,0.002184780526101034,0.0026984663234660613,-0.00035119750215385987,1.0837955295403734,-0.14118556831002174,0.058613651790827406,0.058513413205935574,0.057414616217367605,0.0017101576480774705,0.020456592224261327,0.018746434576183888,0.05278591677527687,0.05228794644738089,True,500,-0.012502221076347892,0.002803761448282105,0.021357768209132415,-0.0010312538698014303,-0.00035557714343296666,0.00019585068943937537,0.836,-0.0006419417103702696,-0.00012383668839261477,1.0,False,,,,,,,,,,
30,2010,2040,2025.0,middle_formal,M_current29_circular,depth_informative,21,326,680.640708750248,643.1291150798664,712.1352223493737,69.00610726950731,68.97889857470113,0.010491561648967487,0.01050442624539488,-8.795287225558909e-06,1.0837955295403734,0.003704790468761777,0.05960290309024456,0.05729137290772876,0.057290683756274295,0.03878217440207432,0.03879373678274267,1.1562380668299742e-05,0.05223179696941079,0.052231482823272626,True,500,-0.005099563361260724,0.012441944546544409,0.027861449990687567,-0.0006754567865256691,-3.366543730884941e-05,0.0005889104717492386,0.546,-0.00029820369403074474,0.00021809786881868653,0.5714285714285714,False,,,,,,,,,,
