weighting,t,region,v_min_px,v_max_px,sample_count,invalid_count,before_bias_mm,before_mae_mm,before_rmse_mm,before_p95_abs_mm,before_residual_energy,linear_bias_mm,linear_mae_mm,linear_rmse_mm,linear_p95_abs_mm,linear_residual_energy,exact_bias_mm,exact_mae_mm,exact_rmse_mm,exact_p95_abs_mm,exact_residual_energy,linearization_gap_bias_mm,linearization_gap_mae_mm,linearization_gap_rmse_mm,linearization_gap_p95_abs_mm,linearization_gap_residual_energy,exact_explained_fraction
point_equal,0,bin_2400_2699,2400,2700,1759,0,-0.115329730335,0.127433352117,0.144876412573,0.242342571352,36.9199586842,-0.115329730335,0.127433352117,0.144876412573,0.242342571352,36.9199586842,-0.115329730335,0.127433352117,0.144876412573,0.242342571352,36.9199586842,6.45762894866e-17,7.69158440432e-15,1.25373631002e-13,0,2.76489247896e-23,6.38950304062e-14
point_equal,0,bin_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-1.32075186926e-15,4.99571624248e-15,9.59787605814e-14,0,1.82396065158e-23,-2.15371287016e-14
point_equal,0,extrap_top_v_lt_242,0,241.997693497,1141,0,0.283016606051,0.294641525492,0.374683159676,0.722436861786,160.182103435,0.283016606051,0.294641525492,0.374683159676,0.722436861786,160.182103435,0.283016606051,0.294641525492,0.374683159676,0.722436861786,160.182103435,-6.68955591087e-20,6.37629617039e-15,9.14236711242e-14,0,9.53680619933e-24,-3.19380729043e-15
point_equal,0,extrap_bottom_v_gt_2732,2731.97787458,3000,1784,0,-0.236960483411,0.293069865134,0.308083105562,0.410285227872,169.32871668,-0.236960483411,0.293069865134,0.308083105562,0.410285227872,169.32871668,-0.236960483411,0.293069865134,0.308083105562,0.410285227872,169.32871668,-1.46585689526e-15,5.5445729597e-15,1.0111377099e-13,0,1.82396065158e-23,-2.29953564186e-14
point_equal,0.0078125,top_0_299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,0.246744320026,0.266771794469,0.346727587923,0.695743924714,192.953132464,0.248073516316,0.267734259523,0.347683594933,0.697097561225,194.018630908,0.00132919628995,0.00132919628995,0.00132925749132,0.00135302046934,0.00283591539255,0.00986550699108
point_equal,0.0078125,middle_300_2699,300,2700,13979,0,-0.0831932681855,0.107613120549,0.13037101474,0.235597199471,237.595492149,-0.0825449565987,0.106790493118,0.129375473468,0.233676199767,233.980685616,-0.0812402232826,0.105918380639,0.12855110277,0.232413436098,231.008371223,0.00130473331611,0.00130473331611,0.00130474858097,0.00131582970216,0.0237974142875,0.0277240989157
point_equal,0.0078125,bottom_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.219674099037,0.286568032028,0.300914447794,0.40484963644,179.288019684,-0.218381392252,0.2857948266,0.299979431786,0.403563779482,178.175565799,0.0012927067848,0.0012927067848,0.00129275226941,0.00131694938116,0.00330899269151,0.0216220228246
point_equal,0.0078125,bin_0000_0299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,0.246744320026,0.266771794469,0.346727587923,0.695743924714,192.953132464,0.248073516316,0.267734259523,0.347683594933,0.697097561225,194.018630908,0.00132919628995,0.00132919628995,0.00132925749132,0.00135302046934,0.00283591539255,0.00986550699108
point_equal,0.0078125,bin_0300_0599,300,600,1900,0,-0.0412066420957,0.119902079311,0.153367432478,0.345094914097,44.6909817554,-0.0408760991213,0.11898184877,0.15217990979,0.34255995641,44.0015773932,-0.0395639828379,0.118487682109,0.151840366894,0.343890954183,43.8054443349,0.00131211628348,0.00131211628348,0.00131214088977,0.00133095670702,0.00327125605777,0.0198146781694
point_equal,0.0078125,bin_0600_0899,600,900,1717,0,-0.144169419101,0.163640879425,0.176821257178,0.289794031818,53.6833047516,-0.143044145327,0.162348160853,0.175423048695,0.287430859664,52.8376634051,-0.141739281819,0.161175823076,0.174363888392,0.286135222749,52.2015484926,0.00130486350838,0.00130486350838,0.00130487589327,0.00131907863606,0.00292353778329,0.0276018077845
point_equal,0.0078125,bin_0900_1199,900,1200,1875,0,-0.0893377504017,0.107646870875,0.133125911501,0.251223241484,33.229703087,-0.0886567886124,0.106851789841,0.132118044247,0.249335958109,32.7284580294,-0.087350728165,0.106160573491,0.131248728455,0.248036943633,32.2991788518,0.00130606044736,0.00130606044736,0.00130606959015,0.00131301350743,0.00319840832684,0.0280027851221
point_equal,0.0078125,bin_1200_1499,1200,1500,1490,0,-0.00755780388122,0.0562040353106,0.0682211100387,0.120331663811,6.93463858382,-0.00750311833132,0.0557845474402,0.0677004972684,0.119458061266,6.82920242228,-0.00619418147279,0.0557478714469,0.0675714377689,0.119584893325,6.80318981121,0.00130893685853,0.00130893685853,0.00130894202861,0.00131434778493,0.00255286055906,0.0189553890985
point_equal,0.0078125,bin_1500_1799,1500,1800,1945,0,-0.0885014974293,0.0960128156815,0.114514546284,0.202679244183,25.5059156491,-0.0877889576675,0.0952660342981,0.113625595174,0.200939594037,25.111459084,-0.0864858992094,0.0942061697396,0.112624224989,0.199643714279,24.6708002258,0.00130305845804,0.00130305845804,0.00130306408131,0.00130883580305,0.00330256331999,0.0327420287423
point_equal,0.0078125,bin_1800_2099,1800,2100,1732,0,-0.0755715457546,0.0825489452681,0.0985810627357,0.177092770762,16.8319673109,-0.0749819615994,0.0819373194442,0.0978625096003,0.175910085183,16.5874866001,-0.0736791945737,0.0809056172437,0.0968697855435,0.174611218022,16.2526642683,0.00130276702568,0.00130276702568,0.0013027704552,0.00130681209539,0.00293956920767,0.0344168350561
point_equal,0.0078125,bin_2100_2399,2100,2400,1561,0,-0.0976729328601,0.099988219028,0.112621270183,0.178994575719,19.7990223266,-0.0969013639938,0.099199082302,0.111756679223,0.177614937388,19.496195903,-0.0956008248675,0.0979471788309,0.110632245787,0.176316650894,19.1058498341,0.00130053912637,0.00130053912637,0.00130054223617,0.00130390327672,0.00264029117867,0.0350104404705
