weighting,t,region,v_min_px,v_max_px,sample_count,invalid_count,before_bias_mm,before_mae_mm,before_rmse_mm,before_p95_abs_mm,before_residual_energy,linear_bias_mm,linear_mae_mm,linear_rmse_mm,linear_p95_abs_mm,linear_residual_energy,exact_bias_mm,exact_mae_mm,exact_rmse_mm,exact_p95_abs_mm,exact_residual_energy,linearization_gap_bias_mm,linearization_gap_mae_mm,linearization_gap_rmse_mm,linearization_gap_p95_abs_mm,linearization_gap_residual_energy,exact_explained_fraction
point_equal,0.125,bin_0600_0899,600,900,1717,0,-0.144169419101,0.163640879425,0.176821257178,0.289794031818,53.6833047516,-0.126165038718,0.142957382261,0.15447741714,0.251870343375,40.9732387213,0.191847009469,0.191929262408,0.212083240207,0.42222892993,77.2294594333,0.318012048188,0.318012048188,0.318014775353,0.321302798904,173.646043238,-0.438612242496
point_equal,0.125,bin_0900_1199,900,1200,1875,0,-0.0893377504017,0.107646870875,0.133125911501,0.251223241484,33.229703087,-0.0784423617728,0.0949705674765,0.117028432278,0.220945326291,25.6793511777,0.239839216286,0.239839216286,0.255451452986,0.372648197157,122.353959062,0.318281578059,0.318281578059,0.318283587689,0.319889321903,189.945829111,-2.68206597396
point_equal,0.125,bin_1200_1499,1200,1500,1490,0,-0.00755780388122,0.0562040353106,0.0682211100387,0.120331663811,6.93463858382,-0.00668283508271,0.0495803870182,0.0599427721028,0.105371004519,5.35377253178,0.312257031027,0.312257031027,0.318039242528,0.40908281161,150.711950083,0.31893986611,0.31893986611,0.31894100611,0.320194661202,151.567814414,-20.7332090579
point_equal,0.125,bin_1500_1799,1500,1800,1945,0,-0.0885014974293,0.0960128156815,0.114514546284,0.202679244183,25.5059156491,-0.0771008612398,0.0840959253021,0.100318521494,0.176419764133,19.5741021932,0.240464940052,0.240464940052,0.249101989046,0.340232382524,120.690752841,0.317565801292,0.317565801292,0.317567043123,0.318909914176,196.150968277,-3.73187297023
point_equal,0.125,bin_1800_2099,1800,2100,1732,0,-0.0755715457546,0.0825489452681,0.0985810627357,0.177092770762,16.8319673109,-0.0661381992708,0.0727882111372,0.0871143327172,0.157262621132,13.143986863,0.25134693343,0.25134693343,0.257805682361,0.332468104962,115.115249394,0.3174851327,0.3174851327,0.317485890039,0.318425371089,174.580906928,-5.83908465761
point_equal,0.125,bin_2100_2399,2100,2400,1561,0,-0.0976729328601,0.099988219028,0.112621270183,0.178994575719,19.7990223266,-0.0853278310004,0.0873665716395,0.0988154121836,0.156498784191,15.2423621543,0.23162478963,0.23162478963,0.237053302737,0.307710115082,87.7192528764,0.31695262063,0.31695262063,0.316953307107,0.317733862978,156.817121661,-3.43048406276
point_equal,0.125,bin_2400_2699,2400,2700,1759,0,-0.115329730335,0.127433352117,0.144876412573,0.242342571352,36.9199586842,-0.101386648744,0.112233620611,0.128163043497,0.214174825642,28.8929218988,0.215232073242,0.215232073242,0.229379124104,0.314515480523,92.549402549,0.316618721987,0.316618721987,0.316620160062,0.317697692099,176.336805008,-1.50675802052
point_equal,0.125,bin_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.193532132978,0.252669848686,0.265504798407,0.358146964186,139.575739995,0.121571874427,0.134349906396,0.2207503315,0.52421670891,96.4868035377,0.315104007405,0.315104007405,0.315114038485,0.320724366286,196.607777355,0.470182326932
point_equal,0.125,extrap_top_v_lt_242,0,241.997693497,1141,0,0.283016606051,0.294641525492,0.374683159676,0.722436861786,160.182103435,0.247456037921,0.257210235388,0.328632751129,0.635145938044,123.227412516,0.571610684223,0.571610684223,0.612174266941,0.964391445992,427.598117073,0.324154646302,0.324154646302,0.324167770196,0.329462105321,119.90169203,-1.66945000661
point_equal,0.125,extrap_bottom_v_gt_2732,2731.97787458,3000,1784,0,-0.236960483411,0.293069865134,0.308083105562,0.410285227872,169.32871668,-0.207169612899,0.256350755911,0.269673889453,0.361398695282,129.739627868,0.107742195238,0.121918499319,0.205517825933,0.496215629526,75.3518369685,0.314911808136,0.314911808136,0.314920900089,0.32020016987,176.92850919,0.554996704365
point_equal,0.1875,top_0_299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,0.202018113046,0.21767395679,0.285052264984,0.571747828776,130.413944005,0.913217854951,0.913217854951,0.936461501104,1.29518037905,1407.52102959,0.711199741904,0.711199741904,0.711227898005,0.72302172861,811.881422255,-6.1829963675
point_equal,0.1875,middle_300_2699,300,2700,13979,0,-0.0831932681855,0.107613120549,0.13037101474,0.235597199471,237.595492149,-0.0676337901029,0.0879438848931,0.106552879191,0.191042817379,158.710801057,0.631313047206,0.631313047206,0.637008951693,0.767991953856,5672.40427503,0.698946837309,0.698946837309,0.698954074647,0.704541147443,6829.25590575,-22.8742083182
point_equal,0.1875,bottom_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.179589751079,0.234591731131,0.24663349851,0.334048306679,120.439603523,0.513179749368,0.513179749368,0.541998159716,0.892966294009,581.648770168,0.692769500448,0.692769500448,0.692790441361,0.704802896467,950.318019368,-2.19388545018
point_equal,0.1875,bin_0000_0299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,0.202018113046,0.21767395679,0.285052264984,0.571747828776,130.413944005,0.913217854951,0.913217854951,0.936461501104,1.29518037905,1407.52102959,0.711199741904,0.711199741904,0.711227898005,0.72302172861,811.881422255,-6.1829963675
point_equal,0.1875,bin_0300_0599,300,600,1900,0,-0.0412066420957,0.119902079311,0.153367432478,0.345094914097,44.6909817554,-0.0332736107118,0.0979102357165,0.124950779883,0.283532443412,29.6641250475,0.669441727439,0.669441727439,0.680891085217,0.995487181001,880.864072864,0.70271533815,0.70271533815,0.702726657264,0.712057419197,938.267034176,-18.7101079069
point_equal,0.1875,bin_0600_0899,600,900,1717,0,-0.144169419101,0.163640879425,0.176821257178,0.289794031818,53.6833047516,-0.117162848527,0.132615633679,0.143332421122,0.232999161857,35.2743621163,0.581936303936,0.581936303936,0.588151262627,0.798406649374,593.947915572,0.699099152463,0.699099152463,0.699104841336,0.706143227402,839.17959345,-10.0639223558
point_equal,0.1875,bin_0900_1199,900,1200,1875,0,-0.0893377504017,0.107646870875,0.133125911501,0.251223241484,33.229703087,-0.0729946674584,0.0886688591686,0.109007230178,0.205681841987,22.2798304333,0.626672179913,0.626672179913,0.632181158127,0.752973758736,749.349406295,0.699666847371,0.699666847371,0.699671035243,0.703107014706,917.88667042,-21.5505898844
point_equal,0.1875,bin_1200_1499,1200,1500,1490,0,-0.00755780388122,0.0562040353106,0.0682211100387,0.120331663811,6.93463858382,-0.00624535068346,0.0463540348395,0.0558535328827,0.0980901872497,4.64822953186,0.694821714591,0.694821714591,0.697172532469,0.787632118892,724.213814644,0.701067065275,0.701067065275,0.70106944505,0.703755772683,732.332566506,-103.434255065
point_equal,0.1875,bin_1500_1799,1500,1800,1945,0,-0.0885014974293,0.0960128156815,0.114514546284,0.202679244183,25.5059156491,-0.0714005431451,0.0781691604953,0.0932470217283,0.163110758008,16.911788734,0.626710078114,0.626710078114,0.629747201527,0.722065533173,771.351091081,0.698110621259,0.698110621259,0.698113215679,0.70099542234,947.919210406,-29.2420466567
point_equal,0.1875,bin_1800_2099,1800,2100,1732,0,-0.0755715457546,0.0825489452681,0.0985810627357,0.177092770762,16.8319673109,-0.061421526029,0.0679312507203,0.0814099389738,0.147726083267,11.4789653796,0.636501735332,0.636501735332,0.638857166905,0.714227061499,706.895846851,0.697923261361,0.697923261361,0.697924843514,0.699941654,843.655619021,-40.9972207521
point_equal,0.1875,bin_2100_2399,2100,2400,1561,0,-0.0976729328601,0.099988219028,0.112621270183,0.178994575719,19.7990223266,-0.0791552800705,0.0810696224899,0.0919393240332,0.146439537702,13.1948821531,0.617609718843,0.617609718843,0.619475944206,0.689629291156,599.034445348,0.696764998913,0.696764998913,0.696766432756,0.698443089342,757.839683895,-29.2557588685
point_equal,0.1875,bin_2400_2699,2400,2700,1759,0,-0.115329730335,0.127433352117,0.144876412573,0.242342571352,36.9199586842,-0.0944151079493,0.104644587301,0.119831741193,0.200423733611,25.2586176613,0.601617737455,0.601617737455,0.60636555204,0.696732165197,646.747682371,0.696032845404,0.696032845404,0.696035850769,0.698346707292,852.175527873,-16.5175624627
point_equal,0.1875,bin_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.179589751079,0.234591731131,0.24663349851,0.334048306679,120.439603523,0.513179749368,0.513179749368,0.541998159716,0.892966294009,581.648770168,0.692769500448,0.692769500448,0.692790441361,0.704802896467,950.318019368,-2.19388545018
point_equal,0.1875,extrap_top_v_lt_242,0,241.997693497,1141,0,0.283016606051,0.294641525492,0.374683159676,0.722436861786,160.182103435,0.229675753856,0.238509150279,0.305629680823,0.591761268189,106.580241554,0.941941040414,0.941941040414,0.964589127638,1.31514010326,1061.62312327,0.712265286557,0.712265286557,0.712292678,0.723632104614,578.89874027,-5.62760133936
point_equal,0.1875,extrap_bottom_v_gt_2732,2731.97787458,3000,1784,0,-0.236960483411,0.293069865134,0.308083105562,0.410285227872,169.32871668,-0.192274177643,0.23799222333,0.250483510369,0.336488883434,111.931708317,0.500082790821,0.500082790821,0.526792478502,0.868400000796,495.078402685,0.692356968464,0.692356968464,0.692375946901,0.703674710262,855.221862095,-1.92377106725
point_equal,0.25,top_0_299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,0.186461171488,0.200643746194,0.263631531271,0.529185698371,111.55004277,1.42349482264,1.42349482264,1.43705369564,1.78592032754,3314.52293527,1.23703365115,1.23703365115,1.23708021801,1.25708577471,2456.23978258,-15.9149914661
point_equal,0.25,middle_300_2699,300,2700,13979,0,-0.0831932681855,0.107613120549,0.13037101474,0.235597199471,237.595492149,-0.0624472974087,0.0814292989214,0.0986590353307,0.17663067487,136.066067823,1.15373279019,1.15373279019,1.15656553949,1.28477620171,18698.9233391,1.2161800876,1.2161800876,1.21619218371,1.22570825472,20676.6663961,-77.7006654461
point_equal,0.25,bottom_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.165647369181,0.216514439347,0.227774923704,0.310663467261,102.725203419,1.03993712772,1.03993712772,1.0530058214,1.39890394629,2195.46609459,1.2055844969,1.2055844969,1.20561913703,1.22600674672,2877.96465707,-11.0555008031
point_equal,0.25,bin_0000_0299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,0.186461171488,0.200643746194,0.263631531271,0.529185698371,111.55004277,1.42349482264,1.42349482264,1.43705369564,1.78592032754,3314.52293527,1.23703365115,1.23703365115,1.23708021801,1.25708577471,2456.23978258,-15.9149914661
point_equal,0.25,bin_0300_0599,300,600,1900,0,-0.0412066420957,0.119902079311,0.153367432478,0.345094914097,44.6909817554,-0.0306292669172,0.0906418811793,0.115529823173,0.263318352563,25.3595660803,1.1920064018,1.1920064018,1.1978321308,1.50169126871,2726.12344579,1.22263566871,1.22263566871,1.22265438974,1.23847659552,2840.27913782,-59.9994083528
point_equal,0.25,bin_0600_0899,600,900,1717,0,-0.144169419101,0.163640879425,0.176821257178,0.289794031818,53.6833047516,-0.108160658335,0.122276235242,0.132211429299,0.21412798034,30.012923118,1.10832945191,1.10832945191,1.11125668994,1.31203223236,2120.30858691,1.21649011024,1.21649011024,1.21649951373,1.22843151944,2540.93862188,-38.4966106636
point_equal,0.25,bin_0900_1199,900,1200,1875,0,-0.0893377504017,0.107646870875,0.133125911501,0.251223241484,33.229703087,-0.067546973144,0.0823973368626,0.101010221253,0.191164134161,19.1307464956,1.14988926225,1.14988926225,1.15260052965,1.26991317884,2490.91496429,1.21743623539,1.21743623539,1.21744315064,1.22326674503,2779.06467195,-73.9604941628
point_equal,0.25,bin_1200_1499,1200,1500,1490,0,-0.00755780388122,0.0562040353106,0.0682211100387,0.120331663811,6.93463858382,-0.0058078662842,0.0431757031596,0.0518081118954,0.0903834891071,3.99927988266,1.21398681263,1.21398681263,1.21520235382,1.30268798547,2200.3079735,1.21979467891,1.21979467891,1.21979861547,1.22436109698,2216.98390684,-316.292378961
point_equal,0.25,bin_1500_1799,1500,1800,1945,0,-0.0885014974293,0.0960128156815,0.114514546284,0.202679244183,25.5059156491,-0.0657002250504,0.0722640096535,0.0861990009052,0.150338119545,14.4518707875,1.14905682308,1.14905682308,1.15056198598,1.24017513121,2574.77715855,1.21475704813,1.21475704813,1.21476134312,1.21966043132,2870.12975986,-99.9482346749
point_equal,0.25,bin_1800_2099,1800,2100,1732,0,-0.0755715457546,0.0825489452681,0.0985810627357,0.177092770762,16.8319673109,-0.0567048527871,0.0630966495978,0.0757306838987,0.13809959113,9.93325638987,1.15771007414,1.15771007414,1.15890046177,1.23274873598,2326.16308547,1.21441492692,1.21441492692,1.21441754599,1.21784314795,2554.37087843,-137.199120905
point_equal,0.25,bin_2100_2399,2100,2400,1561,0,-0.0976729328601,0.099988219028,0.112621270183,0.178994575719,19.7990223266,-0.0729827291407,0.0747821822195,0.0850869179466,0.136170933098,11.3013022084,1.13943823488,1.13943823488,1.14036183479,1.20898190268,2029.96360333,1.21242096402,1.21242096402,1.21242333714,1.2152578096,2294.62371392,-101.528476903
point_equal,0.25,bin_2400_2699,2400,2700,1759,0,-0.115329730335,0.127433352117,0.144876412573,0.242342571352,36.9199586842,-0.0874435671542,0.0970628839235,0.111522419553,0.186676095482,21.8771228608,1.12370760104,1.12370760104,1.12604307561,1.2153570233,2230.36452128,1.2111511682,1.2111511682,1.21115614484,1.21508081073,2580.27570543,-59.4108076165
point_equal,0.25,bin_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.165647369181,0.216514439347,0.227774923704,0.310663467261,102.725203419,1.03993712772,1.03993712772,1.0530058214,1.39890394629,2195.46609459,1.2055844969,1.2055844969,1.20561913703,1.22600674672,2877.96465707,-11.0555008031
point_equal,0.25,extrap_top_v_lt_242,0,241.997693497,1141,0,0.283016606051,0.294641525492,0.374683159676,0.722436861786,160.182103435,0.211895469792,0.21982568279,0.28264617095,0.548345367456,91.1531869242,1.45073743305,1.45073743305,1.46411626926,1.80589448279,2445.88918935,1.23884196325,1.23884196325,1.2388872649,1.25812225825,1751.2543285,-14.2694285873
point_equal,0.25,extrap_bottom_v_gt_2732,2731.97787458,3000,1784,0,-0.236960483411,0.293069865134,0.308083105562,0.410285227872,169.32871668,-0.177378742386,0.219634607242,0.23130576571,0.313883390231,95.4482053352,1.02750456636,1.02750456636,1.03943780488,1.37570424236,1927.48881518,1.20488330874,1.20488330874,1.20491469947,1.22406856386,2590.04586848,-10.3831183095
point_equal,0.5,top_0_299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,0.124233405256,0.133291467554,0.178265584397,0.356906458307,51.0046828213,4.72566759603,4.72566759603,4.7284854117,5.02802462509,35885.5117333,4.60143419078,4.60143419078,4.60157718626,4.66914376046,33985.0927248,-182.134386632
point_equal,0.5,middle_300_2699,300,2700,13979,0,-0.0831932681855,0.107613120549,0.13037101474,0.235597199471,237.595492149,-0.0417013266319,0.0557414090842,0.067524442362,0.120192545379,63.7379538715,4.48825469376,4.48825469376,4.4887787273,4.60326000597,281664.750653,4.52995602039,4.52995602039,4.52999475692,4.56280279351,286860.997065,-1184.48019622
point_equal,0.5,bottom_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.109877841588,0.144220115853,0.152562235495,0.223100745553,46.0849666847,4.38274600874,4.38274600874,4.38486140611,4.67504278465,38069.4789107,4.49262385033,4.49262385033,4.49273027647,4.56173745835,39965.5581675,-208.04291563
point_equal,0.5,bin_0000_0299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,0.124233405256,0.133291467554,0.178265584397,0.356906458307,51.0046828213,4.72566759603,4.72566759603,4.7284854117,5.02802462509,35885.5117333,4.60143419078,4.60143419078,4.60157718626,4.66914376046,33985.0927248,-182.134386632
point_equal,0.5,bin_0300_0599,300,600,1900,0,-0.0412066420957,0.119902079311,0.153367432478,0.345094914097,44.6909817554,-0.0200518917388,0.061845215477,0.0783490723267,0.182354318745,11.6632965555,4.53259876033,4.53259876033,4.53365022869,4.78847947139,39052.5703526,4.55265065207,4.55265065207,4.55270816061,4.60612515264,39381.5880319,-872.835588717
point_equal,0.5,bin_0600_0899,600,900,1717,0,-0.144169419101,0.163640879425,0.176821257178,0.289794031818,53.6833047516,-0.0721518975698,0.0809295814488,0.0881491006418,0.138551013905,13.3415431918,4.45954517385,4.45954517385,4.46002619817,4.6209160114,34154.2784429,4.53169707142,4.53169707142,4.5317258833,4.5719661347,35261.2382895,-635.217881908
point_equal,0.5,bin_0900_1199,900,1200,1875,0,-0.0893377504017,0.107646870875,0.133125911501,0.251223241484,33.229703087,-0.0457561958864,0.0577123200453,0.0694311315877,0.131084166445,9.03877881291,4.48889897945,4.48889897945,4.489368867,4.58956364342,37789.5615449,4.53465517533,4.53465517533,4.53467627256,4.55424980149,38556.1666817,-1136.22236536
point_equal,0.5,bin_1200_1499,1200,1500,1490,0,-0.00755780388122,0.0562040353106,0.0682211100387,0.120331663811,6.93463858382,-0.00405792868719,0.0312007158911,0.036355947172,0.0609175800036,1.96941479321,4.53834072407,4.53834072407,4.53856592511,4.61392406642,30691.8851782,4.54239865276,4.54239865276,4.54241074971,4.55789159337,30743.9081744,-4424.88100407
point_equal,0.5,bin_1500_1799,1500,1800,1945,0,-0.0885014974293,0.0960128156815,0.114514546284,0.202679244183,25.5059156491,-0.0428989526714,0.0489966821018,0.0584115094431,0.0982748330295,6.63615412689,4.482165078,4.482165078,4.48243810884,4.56008875625,39079.4289721,4.52506403067,4.52506403067,4.52507726915,4.54174917292,39826.4507474,-1531.17118373
point_equal,0.5,bin_1800_2099,1800,2100,1732,0,-0.0755715457546,0.0825489452681,0.0985810627357,0.177092770762,16.8319673109,-0.0378381598196,0.0443210071494,0.0534250968623,0.10042457539,4.94354536827,4.48575279022,4.48575279022,4.48598038822,4.55155754505,34854.8027153,4.52359095004,4.52359095004,4.5235990203,4.53517754568,35441.8261031,-2069.75038059
point_equal,0.5,bin_2100_2399,2100,2400,1561,0,-0.0976729328601,0.099988219028,0.112621270183,0.178994575719,19.7990223266,-0.0482925254213,0.0500082662747,0.0580815602956,0.0970204196323,5.26598299598,4.4681839583,4.4681839583,4.46835426117,4.5281947818,31167.2222829,4.51647648372,4.51647648372,4.51648379141,4.5260942048,31842.2549332,-1573.17986448
point_equal,0.5,bin_2400_2699,2400,2700,1759,0,-0.115329730335,0.127433352117,0.144876412573,0.242342571352,36.9199586842,-0.0595574039738,0.0670392582978,0.0786441313133,0.131294362973,10.879238027,4.45227533956,4.45227533956,4.45270779279,4.5322890397,34875.0011642,4.51183274353,4.51183274353,4.51184809426,4.52517648679,35807.5641039,-943.611056108
point_equal,0.5,bin_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.109877841588,0.144220115853,0.152562235495,0.223100745553,46.0849666847,4.38274600874,4.38274600874,4.38486140611,4.67504278465,38069.4789107,4.49262385033,4.49262385033,4.49273027647,4.56173745835,39965.5581675,-208.04291563
point_equal,0.5,extrap_top_v_lt_242,0,241.997693497,1141,0,0.283016606051,0.294641525492,0.374683159676,0.722436861786,160.182103435,0.140774333533,0.145752809697,0.191048887029,0.368942650028,41.6461317254,4.74833752618,4.74833752618,4.75116895896,5.04395399489,25756.4849897,4.60756319264,4.60756319264,4.60770228828,4.6727473495,24224.4801507,-159.795022899
point_equal,0.5,extrap_bottom_v_gt_2732,2731.97787458,3000,1784,0,-0.236960483411,0.293069865134,0.308083105562,0.410285227872,169.32871668,-0.117797001362,0.14622061734,0.154815018918,0.226393940194,42.7583591071,4.37243861808,4.37243861808,4.37434901699,4.6582980752,34136.7139113,4.49023561944,4.49023561944,4.49033202741,4.55518944951,35970.937782,-200.600263561
point_equal,0.75,top_0_299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,0.0620056390236,0.0732566311014,0.0944428319823,0.181881037932,14.3157148631,9.86229205143,9.86229205143,9.86326235935,10.1171568009,156140.730713,9.80028641241,9.80028641241,9.80054133141,9.93218906407,154161.229674,-795.832358413
point_equal,0.75,middle_300_2699,300,2700,13979,0,-0.0831932681855,0.107613120549,0.13037101474,0.235597199471,237.595492149,-0.0209553558552,0.0314547331943,0.0383983941855,0.0719901790998,20.6111502941,9.63806777657,9.63806777657,9.63827011693,9.7435822779,1298596.69059,9.65902313243,9.65902313243,9.65909511567,9.72439589262,1304214.39786,-5464.57798233
point_equal,0.75,bottom_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.0541083139947,0.0720604252864,0.0784718692432,0.139083473834,12.1925118398,9.52939804009,9.52939804009,9.53008735816,9.7720217387,179828.678807,9.58350635408,9.58350635408,9.58369614217,9.71829237932,181857.518856,-986.455368644
point_equal,0.75,bin_0000_0299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,0.0620056390236,0.0732566311014,0.0944428319823,0.181881037932,14.3157148631,9.86229205143,9.86229205143,9.86326235935,10.1171568009,156140.730713,9.80028641241,9.80028641241,9.80054133141,9.93218906407,154161.229674,-795.832358413
point_equal,0.75,bin_0300_0599,300,600,1900,0,-0.0412066420957,0.119902079311,0.153367432478,0.345094914097,44.6909817554,-0.00947451656036,0.0339700315709,0.0435417112834,0.101118081293,3.60217318083,9.69548238785,9.69548238785,9.69583727904,9.91050959247,178617.595029,9.70495690441,9.70495690441,9.70505949099,9.80901562817,178957.541475,-3995.72569304
point_equal,0.75,bin_0600_0899,600,900,1717,0,-0.144169419101,0.163640879425,0.176821257178,0.289794031818,53.6833047516,-0.0361431368042,0.0398692525057,0.0462272939935,0.0784337097711,3.66916497301,9.6275951227,9.6275951227,9.62774923572,9.75631364231,159154.834529,9.66373825951,9.66373825951,9.66378951354,9.74201460183,160348.617267,-2963.69889969
point_equal,0.75,bin_0900_1199,900,1200,1875,0,-0.0893377504017,0.107646870875,0.133125911501,0.251223241484,33.229703087,-0.0239654186288,0.0337561489341,0.0396908052418,0.0732682849841,2.9538000389,9.64504944562,9.64504944562,9.64520206356,9.73016711341,174431.105338,9.66901486425,9.66901486425,9.66905222927,9.70696049033,175294.820648,-5248.25260033
point_equal,0.75,bin_1200_1499,1200,1500,1490,0,-0.00755780388122,0.0562040353106,0.0682211100387,0.120331663811,6.93463858382,-0.00230799109017,0.020885228773,0.023814767787,0.0391101047051,0.845043315474,9.68134792424,9.68134792424,9.68142551213,9.74693023745,139657.699921,9.68365591533,9.68365591533,9.68367749802,9.71396109493,139722.67873,-20138.1461477
point_equal,0.75,bin_1500_1799,1500,1800,1945,0,-0.0885014974293,0.0960128156815,0.114514546284,0.202679244183,25.5059156491,-0.0200976802924,0.0275859356818,0.0325344639682,0.0561607764827,2.05876566739,9.62919748759,9.62919748759,9.62929280313,9.69802910201,180346.779383,9.64929516788,9.64929516788,9.64931885499,9.68199012889,181097.69424,-7069.78239668
point_equal,0.75,bin_1800_2099,1800,2100,1732,0,-0.0755715457546,0.0825489452681,0.0985810627357,0.177092770762,16.8319673109,-0.018971466852,0.0272873692112,0.0327954174097,0.0623197002857,1.86283424613,9.62686864439,9.62686864439,9.62695158611,9.68620906291,160518.636929,9.64584011124,9.64584011124,9.64585454562,9.66851881369,161149.627173,-9535.53449795
point_equal,0.75,bin_2100_2399,2100,2400,1561,0,-0.0976729328601,0.099988219028,0.112621270183,0.178994575719,19.7990223266,-0.023602321702,0.0277870858924,0.0329333056297,0.0570779213046,1.69306468935,9.60769831952,9.60769831952,9.60775898398,9.66150677744,144094.400036,9.63130064122,9.63130064122,9.63131370461,9.65007897108,144801.799939,-7276.85431312
point_equal,0.75,bin_2400_2699,2400,2700,1759,0,-0.115329730335,0.127433352117,0.144876412573,0.242342571352,36.9199586842,-0.0316712407934,0.0386602440083,0.047245347931,0.0848895445473,3.92630418307,9.58995638785,9.58995638785,9.5901111964,9.66147557505,161775.639424,9.62162762864,9.62162762864,9.62165510466,9.64773564415,162841.61839,-4380.79362029
point_equal,0.75,bin_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,-0.0541083139947,0.0720604252864,0.0784718692432,0.139083473834,12.1925118398,9.52939804009,9.52939804009,9.53008735816,9.7720217387,179828.678807,9.58350635408,9.58350635408,9.58369614217,9.71829237932,181857.518856,-986.455368644
point_equal,0.75,extrap_top_v_lt_242,0,241.997693497,1141,0,0.283016606051,0.294641525492,0.374683159676,0.722436861786,160.182103435,0.0696531972736,0.0798406687332,0.101093659503,0.188636868371,11.6609378384,9.88192206039,9.88192206039,9.8829032308,10.1319725779,111443.496723,9.81226886311,9.81226886311,9.81251678903,9.93933837264,109861.739224,-694.730011866
point_equal,0.75,extrap_bottom_v_gt_2732,2731.97787458,3000,1784,0,-0.236960483411,0.293069865134,0.308083105562,0.410285227872,169.32871668,-0.0582152603378,0.0729560518734,0.0794430514789,0.140863596396,11.2591779961,9.52060575586,9.52060575586,9.52122671936,9.75955701535,161726.304703,9.57882101619,9.57882101619,9.57899288346,9.70556982323,163694.674716,-954.102642205
point_equal,1,top_0_299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,-0.000222127208819,0.0235382284796,0.0303985867753,0.0598765896021,1.48313889509,16.7010575678,16.7010575678,16.7014831974,16.9225206303,447697.963293,16.701279695,16.701279695,16.7016475556,16.9081755687,447706.774869,-2283.73520214
point_equal,1,middle_300_2699,300,2700,13979,0,-0.0831932681855,0.107613120549,0.13037101474,0.235597199471,237.595492149,-0.000209385078421,0.0182505383775,0.0218692553957,0.0446527756948,6.68565709092,16.476459267,16.476459267,16.4765795967,16.5801533009,3794986.42173,16.4766686521,16.4766686521,16.4767768302,16.5809078458,3795077.2783,-15971.4681113
point_equal,1,bottom_2700_2999,2700,3000,1980,0,-0.221416896774,0.288827925514,0.303276070222,0.407948499672,182.113222043,0.00166121359854,0.0195363211366,0.023004598621,0.054637241171,1.04783888427,16.3558087799,16.3558087799,16.3561026649,16.5615931926,529693.746882,16.3541475663,16.3541475663,16.3544215067,16.565668726,529584.863584,-2907.59576774
point_equal,1,bin_0000_0299,0,300,1605,0,0.248688937721,0.268909597551,0.349411427421,0.70124943431,195.951794708,-0.000222127208819,0.0235382284796,0.0303985867753,0.0598765896021,1.48313889509,16.7010575678,16.7010575678,16.7014831974,16.9225206303,447697.963293,16.701279695,16.701279695,16.7016475556,16.9081755687,447706.774869,-2283.73520214
point_equal,1,bin_0300_0599,300,600,1900,0,-0.0412066420957,0.119902079311,0.153367432478,0.345094914097,44.6909817554,0.00110285861807,0.0184368392635,0.0248807255399,0.0545095923595,1.17619595644,16.5524412881,16.5524412881,16.5525980517,16.7350906879,520578.154296,16.5513384295,16.5513384295,16.5514865878,16.7143147237,520508.245705,-11647.3937888
point_equal,1,bin_0600_0899,600,900,1717,0,-0.144169419101,0.163640879425,0.176821257178,0.289794031818,53.6833047516,-0.000134376038612,0.0187115936122,0.0240823241255,0.0493757420803,0.995788461683,16.4859388842,16.4859388842,16.4860036819,16.5881665654,466660.540975,16.4860732603,16.4860732603,16.4861470761,16.6085183612,466668.658977,-8691.84301953
