weighting,t,total_points,invalid_count,valid_rate,bounds_ok,axis_norm,max_normalized_parameter_displacement,theta_axis_rad,phi_axis_rad,A_x_mm,A_y_mm,A_z_mm,alpha_rad,alpha_deg,before_bias_mm,before_mae_mm,before_rmse_mm,before_p95_abs_mm,before_residual_energy,linear_bias_mm,linear_mae_mm,linear_rmse_mm,linear_p95_abs_mm,linear_residual_energy,linear_explained_fraction,exact_bias_mm,exact_mae_mm,exact_rmse_mm,exact_p95_abs_mm,exact_residual_energy,linearization_gap_bias_mm,linearization_gap_mae_mm,linearization_gap_rmse_mm,linearization_gap_p95_abs_mm,linearization_gap_residual_energy,exact_explained_fraction,exact_to_linear_gain_ratio,gap_to_baseline_rmse
frame_equal,0.125,17564,0,1,True,1,1.9590044487,1.8899010327,0.00967032421828,-129.943962427,1.95235007844,327.315987812,1.55466151456,89.0755433555,-0.0688271584547,0.145320627237,0.190432104226,0.37998903157,636.94768132,-0.0602237293166,0.127332749911,0.166939046087,0.331614873758,489.484882683,0.23151477423,0.375079359164,0.375079359164,0.407095508938,0.645374506394,2910.82469667,0.435303088481,0.435303088481,0.435311468793,0.440203039637,3328.30905889,-3.56995885539,-15.4200044782,2.28591429246
frame_equal,0.1875,17564,0,1,True,1,2.93850667304,1.90699657155,0.00949041100565,-137.116089931,2.05758040989,327.457444836,1.55468763431,89.077039907,-0.0688271584547,0.145320627237,0.190432104226,0.37998903157,636.94768132,-0.0559220147476,0.118359289424,0.155211344828,0.308274739434,423.126623296,0.335696422634,0.894541671418,0.894541671418,0.907074516323,1.15075890371,14451.3813053,0.950463686165,0.950463686165,0.950481448345,0.960995738701,15867.5807728,-21.6884903251,-64.6074514437,4.99118282713
frame_equal,0.25,17564,0,1,True,1,3.91800889739,1.9240921104,0.00931049779301,-144.288217434,2.16281074134,327.598901859,1.55471375406,89.0785364586,-0.0688271584547,0.145320627237,0.190432104226,0.37998903157,636.94768132,-0.0516203001785,0.109400995976,0.143500299855,0.285038361893,361.683790531,0.432160911896,1.59155321888,1.59155321888,1.59798383097,1.83655022665,44850.5930192,1.64317351906,1.64317351906,1.64320333988,1.66110722585,47424.8587855,-69.4148776023,-160.622758078,8.62881469785
frame_equal,0.5,17564,0,1,True,1,7.83601779479,1.99247426578,0.00859084494248,-172.976727447,2.58373206714,328.164729954,1.55481823307,89.0845226646,-0.0688271584547,0.145320627237,0.190432104226,0.37998903157,636.94768132,-0.0344134419023,0.0738538509843,0.0969433568803,0.190778612406,165.066725681,0.740847277537,5.94525389935,5.94525389935,5.9465184557,6.15303922737,621082.039751,5.97966734125,5.97966734125,5.97976424998,6.04124364512,628046.143644,-974.091138511,-1314.83393143,31.4010301692
frame_equal,0.75,17564,0,1,True,1,11.7540266922,2.06085642116,0.00787119209195,-201.66523746,3.00465339294,328.730558048,1.55492271207,89.0905088707,-0.0688271584547,0.145320627237,0.190432104226,0.37998903157,636.94768132,-0.017206583626,0.0397307974746,0.0517824436859,0.104236969452,47.0964867707,0.926059096921,12.4822590923,12.4822590923,12.4827602494,12.6767552783,2736810.2457,12.4994656759,12.4994656759,12.499647623,12.6214140155,2744220.27345,-4295.75831463,-4638.75181283,65.6383421999
frame_equal,1,17564,0,1,True,1,15.6720355896,2.12923857654,0.00715153924142,-230.353747474,3.42557471874,329.296386142,1.55502719108,89.0964950768,-0.0688271584547,0.145320627237,0.190432104226,0.37998903157,636.94768132,2.74650238551e-07,0.0168130140061,0.0210370423541,0.0453785910754,7.77307380034,0.98779637005,20.9585573312,20.9585573312,20.9588429582,21.1555685962,7715392.69588,20.9585570566,20.9585570566,20.9588324023,21.1525433568,7715384.92417,-12112.0713277,-12261.7086831,110.059343657
v_region_equal,0,17564,0,1,True,1,0,1.85570995501,0.0100301506435,-115.599707421,1.74188941554,327.033073765,1.55460927505,89.0725502525,-0.0498430934869,0.145011560145,0.192984841557,0.408968366869,654.138670281,-0.0498430934869,0.145011560145,0.192984841557,0.408968366869,654.138670281,0,-0.0498430934869,0.145011560145,0.192984841557,0.408968366869,654.138670281,-3.59024213632e-16,5.55979459471e-15,1.07505228345e-13,0,2.02993719069e-22,1.21657364135e-15,nan,5.57065661101e-13
v_region_equal,0.0078125,17564,0,1,True,1,0.12189980616,1.85783750799,0.0100079403344,-116.628392004,1.74503601332,326.634982145,1.5545957079,89.0717729119,-0.0498430934869,0.145011560145,0.192984841557,0.408968366869,654.138670281,-0.0494536921365,0.14388967848,0.191495387011,0.405824581367,644.080367739,0.0153764071732,-0.0444496596471,0.141646262876,0.190275226484,0.403037425056,635.898680092,0.00500403248936,0.00500403248936,0.0050040465648,0.00502871352408,0.439811026247,0.0278839809015,1.81342628271,0.0259297389599
v_region_equal,0.015625,17564,0,1,True,1,0.243799612319,1.85996506096,0.00998573002533,-117.657076588,1.7481826111,326.236890525,1.55458214075,89.0709955713,-0.0498430934869,0.145011560145,0.192984841557,0.408968366869,654.138670281,-0.0490642907861,0.14276793524,0.190006076004,0.402806127971,634.100953845,0.0306322150744,-0.0291692206622,0.134535858469,0.185908346393,0.395877291194,607.045444473,0.0198950701239,0.0198950701239,0.0198951260228,0.0199930584392,6.95211291711,0.0719927256214,2.35022917692,0.103091651459
v_region_equal,0.0234375,17564,0,1,True,1,0.365699418479,1.86209261394,0.00996351971623,-118.685761172,1.75132920888,325.838798905,1.5545685736,89.0702182307,-0.0498430934869,0.145011560145,0.192984841557,0.408968366869,654.138670281,-0.0486748894357,0.141646292499,0.18851691194,0.399536820123,624.200428597,0.0457674237037,-0.00417948668529,0.126329394696,0.182270369155,0.39098068886,583.519769955,0.0444954027504,0.0444954027504,0.0444955276295,0.0447141488982,34.7741201597,0.107957079339,2.35881923435,0.230564884115
v_region_equal,0.03125,17564,0,1,True,1,0.487599224639,1.86422016691,0.00994130940712,-119.714445755,1.75447580665,325.440707285,1.55455500644,89.0694408901,-0.0498430934869,0.145011560145,0.192984841557,0.408968366869,654.138670281,-0.0482854880853,0.140524832072,0.187027898327,0.396482441179,614.378791998,0.060782033061,0.0303468726737,0.121857143989,0.183388511497,0.408520437489,590.700963764,0.078632360759,0.078632360759,0.0786325812013,0.0790182220075,108.599666763,0.0969789884003,1.59552064182,0.407454702488
v_region_equal,0.0390625,17564,0,1,True,1,0.609499030798,1.86634771989,0.00991909909802,-120.743130339,1.75762240443,325.042615664,1.55454143929,89.0686635495,-0.0498430934869,0.145011560145,0.192984841557,0.408968366869,654.138670281,-0.0478960867349,0.139403631155,0.185539038789,0.393562769623,604.636044045,0.0756760431464,0.0742420520624,0.129619981314,0.194264821869,0.449726351083,662.84465232,0.122138138797,0.122138138797,0.122138480828,0.122736403854,262.016388477,-0.0133090771646,-0.175869094251,0.632891577612
