v_px,fit_sample_count,fit_residual_median_mm,fit_residual_mean_mm,fit_residual_std_mm,fit_residual_mad_mm,fit_residual_p95_abs_mm,fit_positive_fraction,fit_sign_consistency,validation_sample_count,validation_residual_median_mm,validation_residual_mean_mm,validation_residual_std_mm,validation_residual_mad_mm,validation_residual_p95_abs_mm,validation_positive_fraction,validation_sign_consistency
892,4,-0.160410362,-0.092046552,0.185273501,0.050748323,0.221380363,0.250000000,0.750000000,2,-0.188874460,-0.188874460,0.004453921,0.003149397,0.191708918,0.000000000,1.000000000
893,4,-0.164933558,-0.099559993,0.192767397,0.061578502,0.241287096,0.250000000,0.750000000,2,-0.188832745,-0.188832745,0.013730445,0.009708891,0.197570747,0.000000000,1.000000000
894,4,-0.163739437,-0.107400165,0.196729017,0.079066095,0.264062533,0.250000000,0.750000000,2,-0.193919356,-0.193919356,0.020740440,0.014665706,0.207118492,0.000000000,1.000000000
895,4,-0.161191666,-0.115127791,0.192671712,0.090368582,0.278323897,0.250000000,0.750000000,2,-0.201294717,-0.201294717,0.016453710,0.011634530,0.211765794,0.000000000,1.000000000
896,4,-0.162355099,-0.119349360,0.180741613,0.083593592,0.272815230,0.250000000,0.750000000,2,-0.209759347,-0.209759347,0.004357232,0.003081028,0.212532273,0.000000000,1.000000000
897,4,-0.163739977,-0.116563621,0.174753832,0.070542064,0.259070886,0.250000000,0.750000000,2,-0.217009165,-0.217009165,0.004725552,0.003341470,0.220016488,0.000000000,1.000000000
898,4,-0.162215068,-0.111415108,0.181240874,0.067313072,0.256987091,0.250000000,0.750000000,2,-0.220627897,-0.220627897,0.004856714,0.003434216,0.223718691,0.000000000,1.000000000
899,4,-0.157202336,-0.106435447,0.195470175,0.075620602,0.267653934,0.250000000,0.750000000,2,-0.222059285,-0.222059285,0.011277405,0.007974330,0.229236182,0.000000000,1.000000000
900,4,-0.149731740,-0.102387458,0.208798422,0.088318888,0.283973213,0.250000000,0.750000000,2,-0.210075596,-0.210075596,0.013354958,0.009443382,0.218574640,0.000000000,1.000000000
901,4,-0.142644948,-0.101630685,0.212990743,0.098916447,0.295326887,0.250000000,0.750000000,2,-0.210675311,-0.210675311,0.021267504,0.015038396,0.224209868,0.000000000,1.000000000
902,4,-0.137414350,-0.104171213,0.204744754,0.104123902,0.294093773,0.250000000,0.750000000,2,-0.213719935,-0.213719935,0.028526755,0.020171462,0.231874251,0.000000000,1.000000000
903,4,-0.131464952,-0.105490486,0.190952882,0.105544227,0.286605754,0.250000000,0.750000000,2,-0.199665799,-0.199665799,0.008458505,0.005981067,0.205048759,0.000000000,1.000000000
904,4,-0.123674082,-0.105239209,0.177240539,0.104915217,0.278316573,0.250000000,0.750000000,2,-0.191379378,-0.191379378,0.005671764,0.004010543,0.194988867,0.000000000,1.000000000
905,4,-0.119225016,-0.105432371,0.168574596,0.099472880,0.272791986,0.250000000,0.750000000,2,-0.189201239,-0.189201239,0.006102643,0.004315221,0.193084937,0.000000000,1.000000000
906,4,-0.119009699,-0.100399049,0.170568492,0.088364189,0.264452176,0.250000000,0.750000000,2,-0.192894591,-0.192894591,0.001198610,0.000847545,0.193657381,0.000000000,1.000000000
907,4,-0.122108033,-0.094149434,0.183095505,0.083567823,0.267053171,0.250000000,0.750000000,2,-0.200721326,-0.200721326,0.000519615,0.000367424,0.201052007,0.000000000,1.000000000
908,4,-0.129117664,-0.082185195,0.185811446,0.062454967,0.242351703,0.250000000,0.750000000,2,-0.207274225,-0.207274225,0.001426067,0.001008382,0.208181768,0.000000000,1.000000000
909,4,-0.140076490,-0.077402956,0.190927745,0.052540008,0.226211379,0.250000000,0.750000000,2,-0.209406174,-0.209406174,0.002131485,0.001507188,0.210762643,0.000000000,1.000000000
910,5,-0.161600959,-0.096743997,0.173178868,0.038906441,0.222838765,0.200000000,0.800000000,2,-0.207025001,-0.207025001,0.006395824,0.004522530,0.211095278,0.000000000,1.000000000
911,4,-0.153676245,-0.096523777,0.174128622,0.056651173,0.226855863,0.250000000,0.750000000,2,-0.200611995,-0.200611995,0.023764142,0.016803786,0.215735403,0.000000000,1.000000000
912,5,-0.152929282,-0.130611363,0.108317513,0.035141404,0.230192040,0.200000000,0.800000000,2,-0.191406025,-0.191406025,0.038657121,0.027334713,0.216007266,0.000000000,1.000000000
913,5,-0.149773961,-0.157008624,0.061973215,0.036106866,0.234374108,0.000000000,1.000000000,2,-0.182025246,-0.182025246,0.041090405,0.029055304,0.208175019,0.000000000,1.000000000
914,5,-0.169844805,-0.175434900,0.053194297,0.018403987,0.241155487,0.000000000,1.000000000,2,-0.175216242,-0.175216242,0.031728290,0.022435289,0.195408002,0.000000000,1.000000000
915,5,-0.192601755,-0.192265891,0.065143794,0.043459779,0.261069309,0.000000000,1.000000000,2,-0.173326642,-0.173326642,0.021113673,0.014929621,0.186763301,0.000000000,1.000000000
916,5,-0.195757086,-0.200578713,0.078040257,0.077028980,0.275391278,0.000000000,1.000000000,2,-0.177344283,-0.177344283,0.020774467,0.014689766,0.190565072,0.000000000,1.000000000
917,6,-0.181800883,-0.191135068,0.071276253,0.053007691,0.272943020,0.000000000,1.000000000,3,-0.209467470,-0.198217068,0.033136288,0.014795913,0.222783791,0.000000000,1.000000000
918,5,-0.193449701,-0.192285508,0.073158043,0.060900748,0.262774554,0.000000000,1.000000000,2,-0.196426876,-0.196426876,0.056075138,0.039651111,0.232112875,0.000000000,1.000000000
919,5,-0.187893349,-0.195628991,0.064574321,0.052532475,0.268574210,0.000000000,1.000000000,2,-0.211718218,-0.211718218,0.069813830,0.049365833,0.256147468,0.000000000,1.000000000
920,5,-0.184394770,-0.198871174,0.067286976,0.062085078,0.276098547,0.000000000,1.000000000,2,-0.218049149,-0.218049149,0.062782236,0.044393745,0.258003520,0.000000000,1.000000000
921,5,-0.182728115,-0.198594799,0.075137767,0.082725144,0.274887335,0.000000000,1.000000000,2,-0.210266685,-0.210266685,0.042012325,0.029707200,0.237003165,0.000000000,1.000000000
922,5,-0.177831978,-0.201741905,0.068905051,0.066330532,0.275860936,0.000000000,1.000000000,2,-0.197553283,-0.197553283,0.026867069,0.018997887,0.214651382,0.000000000,1.000000000
923,5,-0.175854300,-0.202807095,0.061306234,0.040768742,0.275054620,0.000000000,1.000000000,2,-0.186150468,-0.186150468,0.022608978,0.015986962,0.200538734,0.000000000,1.000000000
924,5,-0.173081403,-0.204876012,0.057596809,0.021565037,0.273383423,0.000000000,1.000000000,2,-0.180776837,-0.180776837,0.016907641,0.011955507,0.191536794,0.000000000,1.000000000
925,5,-0.175295026,-0.208617571,0.060417470,0.024330259,0.277435858,0.000000000,1.000000000,2,-0.184069735,-0.184069735,0.002845164,0.002011835,0.185880386,0.000000000,1.000000000
926,5,-0.180351767,-0.210420121,0.069822881,0.045594219,0.289019306,0.000000000,1.000000000,2,-0.195256212,-0.195256212,0.010572153,0.007475641,0.201984289,0.000000000,1.000000000
927,5,-0.181270783,-0.212567747,0.078292820,0.048184613,0.305739140,0.000000000,1.000000000,2,-0.209800009,-0.209800009,0.015645914,0.011063332,0.219757007,0.000000000,1.000000000
928,5,-0.175071846,-0.208004835,0.091564370,0.060082727,0.319303265,0.000000000,1.000000000,2,-0.217719738,-0.217719738,0.012171259,0.008606380,0.225465479,0.000000000,1.000000000
929,5,-0.170691668,-0.203998285,0.094810863,0.060237146,0.319318965,0.000000000,1.000000000,2,-0.214674877,-0.214674877,0.010314289,0.007293304,0.221238850,0.000000000,1.000000000
930,5,-0.173992165,-0.202407268,0.084993231,0.057774923,0.304663939,0.000000000,1.000000000,2,-0.203356379,-0.203356379,0.016870463,0.011929219,0.214092676,0.000000000,1.000000000
931,5,-0.177079782,-0.200913589,0.070170091,0.051402222,0.284899961,0.000000000,1.000000000,2,-0.190426671,-0.190426671,0.024319837,0.017196721,0.205903720,0.000000000,1.000000000
932,5,-0.175606567,-0.198835913,0.058469055,0.041107222,0.269713155,0.000000000,1.000000000,2,-0.182217468,-0.182217468,0.026214305,0.018536313,0.198900150,0.000000000,1.000000000
933,5,-0.172429460,-0.196948547,0.051852723,0.029647399,0.261888612,0.000000000,1.000000000,2,-0.183463245,-0.183463245,0.019320942,0.013661969,0.195759017,0.000000000,1.000000000
934,7,-0.207315150,-0.199131719,0.041962274,0.038374980,0.255029885,0.000000000,1.000000000,2,-0.192673947,-0.192673947,0.006039958,0.004270895,0.196517752,0.000000000,1.000000000
935,6,-0.162697549,-0.164967405,0.084796413,0.042647127,0.257153255,0.000000000,1.000000000,2,-0.200235176,-0.200235176,0.002170887,0.001535049,0.201616720,0.000000000,1.000000000
936,6,-0.162326715,-0.169937982,0.082030200,0.048894426,0.259366002,0.000000000,1.000000000,2,-0.201432462,-0.201432462,0.001947453,0.001377058,0.202671814,0.000000000,1.000000000
937,6,-0.166752449,-0.178160011,0.078663364,0.053745421,0.265496699,0.000000000,1.000000000,2,-0.198598101,-0.198598101,0.002670849,0.001888575,0.200297819,0.000000000,1.000000000
938,6,-0.169568336,-0.183082405,0.078667918,0.051786590,0.276107893,0.000000000,1.000000000,2,-0.196195014,-0.196195014,0.008430419,0.005961206,0.201560099,0.000000000,1.000000000
939,6,-0.168468789,-0.181384373,0.082997620,0.051755607,0.278301465,0.000000000,1.000000000,2,-0.198269343,-0.198269343,0.011145959,0.007881383,0.205362588,0.000000000,1.000000000
940,6,-0.166966083,-0.175439930,0.089511787,0.051828816,0.271877764,0.000000000,1.000000000,2,-0.202834370,-0.202834370,0.005796629,0.004098836,0.206523322,0.000000000,1.000000000
941,6,-0.170427742,-0.167670978,0.096188262,0.055499350,0.260002227,0.166666667,0.833333333,2,-0.201107167,-0.201107167,0.005044047,0.003566680,0.204317180,0.000000000,1.000000000
942,6,-0.172560996,-0.162034720,0.098848778,0.052615457,0.255432408,0.166666667,0.833333333,2,-0.189676567,-0.189676567,0.015228885,0.010768448,0.199368170,0.000000000,1.000000000
943,6,-0.164886347,-0.160294091,0.096231007,0.051598138,0.259366633,0.166666667,0.833333333,2,-0.174872200,-0.174872200,0.025566892,0.018078523,0.191142870,0.000000000,1.000000000
944,6,-0.163196333,-0.165481757,0.093216892,0.057711426,0.270609570,0.000000000,1.000000000,2,-0.167151862,-0.167151862,0.034727256,0.024555878,0.189252152,0.000000000,1.000000000
945,6,-0.152912106,-0.166352342,0.092826455,0.073230456,0.278154848,0.000000000,1.000000000,2,-0.167309990,-0.167309990,0.038579187,0.027279605,0.191861634,0.000000000,1.000000000
946,7,-0.175446988,-0.181099837,0.096855360,0.098371744,0.275231719,0.000000000,1.000000000,2,-0.168587308,-0.168587308,0.036952452,0.026129329,0.192103704,0.000000000,1.000000000
947,7,-0.154902084,-0.170651434,0.098547919,0.096321157,0.274472159,0.000000000,1.000000000,2,-0.167796095,-0.167796095,0.027105247,0.019166304,0.185045768,0.000000000,1.000000000
948,7,-0.164807459,-0.165433831,0.097520722,0.085796024,0.271529635,0.000000000,1.000000000,2,-0.165863975,-0.165863975,0.014038638,0.009926816,0.174798109,0.000000000,1.000000000
949,7,-0.174439558,-0.167912681,0.093677081,0.068811440,0.266199514,0.000000000,1.000000000,2,-0.169701304,-0.169701304,0.013199466,0.009333432,0.178101392,0.000000000,1.000000000
950,7,-0.178839409,-0.171217734,0.088320613,0.055787269,0.257838922,0.000000000,1.000000000,2,-0.183359742,-0.183359742,0.026556934,0.018778588,0.200260471,0.000000000,1.000000000
951,7,-0.186610057,-0.174648375,0.083389130,0.048930935,0.254152869,0.000000000,1.000000000,2,-0.199556418,-0.199556418,0.038446788,0.027185985,0.224023804,0.000000000,1.000000000
952,7,-0.173491968,-0.174320619,0.081845845,0.055306485,0.255936508,0.000000000,1.000000000,2,-0.210904242,-0.210904242,0.039086302,0.027638189,0.235778612,0.000000000,1.000000000
953,7,-0.183388681,-0.173944770,0.082690196,0.041442821,0.257364782,0.000000000,1.000000000,2,-0.211297754,-0.211297754,0.028437572,0.020108400,0.229395314,0.000000000,1.000000000
954,7,-0.192284415,-0.168506464,0.082324168,0.039835247,0.250162509,0.000000000,1.000000000,2,-0.198927085,-0.198927085,0.009304211,0.006579070,0.204848248,0.000000000,1.000000000
955,7,-0.202901544,-0.165009672,0.082749556,0.047501168,0.239579400,0.000000000,1.000000000,3,-0.195325611,-0.210751260,0.048966892,0.023970904,0.258548678,0.000000000,1.000000000
956,7,-0.202329146,-0.163917496,0.083187178,0.041747906,0.236798895,0.142857143,0.857142857,2,-0.187172046,-0.187172046,0.018426606,0.013029578,0.198898666,0.000000000,1.000000000
957,7,-0.195342218,-0.165934467,0.086165550,0.038755081,0.252485735,0.142857143,0.857142857,2,-0.187964540,-0.187964540,0.021325535,0.015079431,0.201536028,0.000000000,1.000000000
958,8,-0.161720811,-0.151397323,0.082556816,0.049005134,0.252034283,0.000000000,1.000000000,2,-0.192163036,-0.192163036,0.010502561,0.007426432,0.198846825,0.000000000,1.000000000
959,7,-0.172941042,-0.156262709,0.085107428,0.051681011,0.254894034,0.000000000,1.000000000,2,-0.202689593,-0.202689593,0.021207097,0.014995682,0.216185707,0.000000000,1.000000000
960,7,-0.171366884,-0.149924529,0.084912720,0.059752641,0.245164865,0.142857143,0.857142857,2,-0.193103921,-0.193103921,0.029442655,0.020819101,0.211841112,0.000000000,1.000000000
961,7,-0.166608018,-0.142881137,0.084673872,0.060269614,0.230501054,0.142857143,0.857142857,2,-0.184601280,-0.184601280,0.036998320,0.026161763,0.208146867,0.000000000,1.000000000
962,7,-0.162182059,-0.137839283,0.086845643,0.056487727,0.222926548,0.142857143,0.857142857,2,-0.180546013,-0.180546013,0.034603909,0.024468659,0.202567806,0.000000000,1.000000000
