row_type,frame_id,is_frame027,laser_point_count,cone_valid_point_count,full_pnp_rmse_px,cone_e_lambda_bias_mm,cone_e_lambda_rmse_mm,cone_e_lambda_p95_abs_mm,cone_a_frame_mm,cone_k_frame_mm_per_normalized_stripe,subset_count_ok,solver_count_ok,subset_normal_angle_max_deg,subset_plane_distance_max_abs_mm,subset_lambda_delta_rmse_max_mm,subset_lambda_delta_p95_max_mm,subset_lambda_delta_max_abs_max_mm,subset_lambda_delta_rmse_median_mm,solver_lambda_delta_rmse_max_mm,solver_lambda_delta_p95_max_mm,solver_normal_angle_max_deg,solver_plane_distance_max_abs_mm,left_du_mean_px,right_du_mean_px,left_dv_mean_px,right_dv_mean_px,top_du_mean_px,bottom_du_mean_px,top_dv_mean_px,bottom_dv_mean_px,left_right_du_difference_px,top_bottom_dv_difference_px,radial_magnitude_spearman_rho,radial_magnitude_spearman_p_value,corner_du_rmse_px,corner_dv_rmse_px,corner_residual_rmse_px,verdict,geometry_ok,max_subset_lambda_delta_p95_mm,max_subset_lambda_delta_rmse_mm,max_solver_lambda_delta_p95_mm,max_solver_lambda_delta_rmse_mm,median_cone_e_lambda_rmse_mm,max_cone_e_lambda_rmse_mm,max_abs_frame_correlation,corner_pattern_left_right_du_difference_px,corner_pattern_top_bottom_dv_difference_px,next_step,spearman_subset_lambda_delta_p95_max_mm_vs_cone_e_lambda_rmse_mm_rho,spearman_subset_lambda_delta_p95_max_mm_vs_cone_e_lambda_rmse_mm_p_value,spearman_subset_lambda_delta_p95_max_mm_vs_cone_e_lambda_rmse_mm_n,spearman_subset_lambda_delta_p95_max_mm_vs_cone_e_lambda_p95_abs_mm_rho,spearman_subset_lambda_delta_p95_max_mm_vs_cone_e_lambda_p95_abs_mm_p_value,spearman_subset_lambda_delta_p95_max_mm_vs_cone_e_lambda_p95_abs_mm_n,spearman_subset_lambda_delta_p95_max_mm_vs_cone_a_frame_mm_rho,spearman_subset_lambda_delta_p95_max_mm_vs_cone_a_frame_mm_p_value,spearman_subset_lambda_delta_p95_max_mm_vs_cone_a_frame_mm_n,spearman_subset_lambda_delta_p95_max_mm_vs_cone_k_frame_mm_per_normalized_stripe_rho,spearman_subset_lambda_delta_p95_max_mm_vs_cone_k_frame_mm_per_normalized_stripe_p_value,spearman_subset_lambda_delta_p95_max_mm_vs_cone_k_frame_mm_per_normalized_stripe_n,spearman_subset_lambda_delta_rmse_max_mm_vs_cone_e_lambda_rmse_mm_rho,spearman_subset_lambda_delta_rmse_max_mm_vs_cone_e_lambda_rmse_mm_p_value,spearman_subset_lambda_delta_rmse_max_mm_vs_cone_e_lambda_rmse_mm_n,spearman_subset_lambda_delta_rmse_max_mm_vs_cone_e_lambda_p95_abs_mm_rho,spearman_subset_lambda_delta_rmse_max_mm_vs_cone_e_lambda_p95_abs_mm_p_value,spearman_subset_lambda_delta_rmse_max_mm_vs_cone_e_lambda_p95_abs_mm_n,spearman_subset_lambda_delta_rmse_max_mm_vs_cone_a_frame_mm_rho,spearman_subset_lambda_delta_rmse_max_mm_vs_cone_a_frame_mm_p_value,spearman_subset_lambda_delta_rmse_max_mm_vs_cone_a_frame_mm_n,spearman_subset_lambda_delta_rmse_max_mm_vs_cone_k_frame_mm_per_normalized_stripe_rho,spearman_subset_lambda_delta_rmse_max_mm_vs_cone_k_frame_mm_per_normalized_stripe_p_value,spearman_subset_lambda_delta_rmse_max_mm_vs_cone_k_frame_mm_per_normalized_stripe_n,spearman_solver_lambda_delta_p95_max_mm_vs_cone_e_lambda_rmse_mm_rho,spearman_solver_lambda_delta_p95_max_mm_vs_cone_e_lambda_rmse_mm_p_value,spearman_solver_lambda_delta_p95_max_mm_vs_cone_e_lambda_rmse_mm_n,spearman_solver_lambda_delta_p95_max_mm_vs_cone_e_lambda_p95_abs_mm_rho,spearman_solver_lambda_delta_p95_max_mm_vs_cone_e_lambda_p95_abs_mm_p_value,spearman_solver_lambda_delta_p95_max_mm_vs_cone_e_lambda_p95_abs_mm_n,spearman_solver_lambda_delta_p95_max_mm_vs_cone_a_frame_mm_rho,spearman_solver_lambda_delta_p95_max_mm_vs_cone_a_frame_mm_p_value,spearman_solver_lambda_delta_p95_max_mm_vs_cone_a_frame_mm_n,spearman_solver_lambda_delta_p95_max_mm_vs_cone_k_frame_mm_per_normalized_stripe_rho,spearman_solver_lambda_delta_p95_max_mm_vs_cone_k_frame_mm_per_normalized_stripe_p_value,spearman_solver_lambda_delta_p95_max_mm_vs_cone_k_frame_mm_per_normalized_stripe_n,spearman_solver_lambda_delta_rmse_max_mm_vs_cone_e_lambda_rmse_mm_rho,spearman_solver_lambda_delta_rmse_max_mm_vs_cone_e_lambda_rmse_mm_p_value,spearman_solver_lambda_delta_rmse_max_mm_vs_cone_e_lambda_rmse_mm_n,spearman_solver_lambda_delta_rmse_max_mm_vs_cone_e_lambda_p95_abs_mm_rho,spearman_solver_lambda_delta_rmse_max_mm_vs_cone_e_lambda_p95_abs_mm_p_value,spearman_solver_lambda_delta_rmse_max_mm_vs_cone_e_lambda_p95_abs_mm_n,spearman_solver_lambda_delta_rmse_max_mm_vs_cone_a_frame_mm_rho,spearman_solver_lambda_delta_rmse_max_mm_vs_cone_a_frame_mm_p_value,spearman_solver_lambda_delta_rmse_max_mm_vs_cone_a_frame_mm_n,spearman_solver_lambda_delta_rmse_max_mm_vs_cone_k_frame_mm_per_normalized_stripe_rho,spearman_solver_lambda_delta_rmse_max_mm_vs_cone_k_frame_mm_per_normalized_stripe_p_value,spearman_solver_lambda_delta_rmse_max_mm_vs_cone_k_frame_mm_per_normalized_stripe_n
frame,011,False,900,900,0.11763441654918086,0.03362207632661555,0.07387182171606227,0.14610363490142503,0.03362207632661556,-0.04713127028589482,5,2,0.04005729062553975,0.14495391586922324,0.07285936132492968,0.10795845758504469,0.11207225481325622,0.036860328917637894,0.012110062952520447,0.01838963189251217,0.014074520432091108,0.026855909222831542,-0.007294361927858972,-0.0017721871478329377,0.0005367483790962524,-0.004124870678180059,0.008976977083017862,-0.008637012189090208,0.005265964940380482,-0.005117355881344049,0.005522174780026035,-0.01038332082172453,0.0958755136708388,0.3742279836231004,0.07239242786997357,0.09272104585236769,0.11763441654918086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,012,False,900,900,0.08831906971658644,-0.022781598412735395,0.04943361314472403,0.08572345680923944,-0.022781598412735412,-0.007661968061658665,5,2,0.05282832822059291,0.0396675519210703,0.058122285645394754,0.10263603032380501,0.10779273257526256,0.027034112974018656,0.0905160630077134,0.14415942859824896,0.12319809870098532,0.02428475554563647,-0.003903050450117007,-0.0010297485248997873,0.01215006505931342,-0.01933848784890415,0.01881081781710298,-0.018947927961572863,-0.0030036400594894985,0.003144895233297327,0.0028733019252172197,0.006148535292786826,0.2255375795199611,0.03461938268344904,0.06467289555031099,0.0601471084653437,0.08831906971658644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,013,False,900,900,0.10716464123154426,-0.007591564569078679,0.059482001635960756,0.11591904631285382,-0.0075915645690786794,-0.04811421889716477,5,2,0.08190553096392082,0.07270212418802657,0.08206497355090953,0.11237284217555156,0.11523983123447579,0.050736741633218216,0.04681581242152989,0.08466930616205559,0.1551896995035906,0.12218867122976462,0.01642869146089083,-0.005333269338848368,-0.0284079945113092,0.028091257522487468,-0.03777701459737479,0.037973105728362745,-0.014537728794964138,0.014642876234755808,-0.0217619607997392,0.029180605029719947,0.17290038836538063,0.10719804499856322,0.08158270094752086,0.06948757612978722,0.10716464123154426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,014,False,900,900,0.0958597242250322,-0.010155902104869483,0.07584500328055205,0.12482485337846468,-0.010155902104869476,0.025028774342092344,5,2,0.03213604645435141,0.04279872583765609,0.07359043419030445,0.09796217678771768,0.10027877222876214,0.02934394368618759,0.03709119372114325,0.06410672696444521,0.03819477914985126,0.014173289692280377,-0.009399181721852301,0.013286946676777234,0.003100333651192955,0.011276078392521071,-0.002032255634643124,0.002119880588736578,0.012192613494484951,-0.012151859743338182,0.022686128398629535,-0.024344473237823135,0.11857034282190917,0.2712139269934182,0.06133761968648696,0.07366670305976175,0.0958597242250322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,015,False,900,900,0.11069834610060661,0.029272088628765056,0.08508707839182719,0.16880434413339457,0.02927208862876507,0.10908959124121662,5,2,0.05682268676906951,0.23261865905226387,0.08698724029019413,0.13490419468336085,0.1390711275009835,0.0622727657308274,0.020130280447585098,0.028495242084738946,0.016963532106643423,0.07205619488570392,-0.00018101043260685402,0.007017704733652863,0.00729945013183908,0.008420887635017494,-0.014511047429871061,0.014235180195529747,-0.0038244446729074548,0.004077317221541224,0.0071987151662597166,0.007901761894448679,0.04337939371533262,0.6881953463282895,0.07715568953490583,0.07937961578266117,0.11069834610060661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,016,False,900,900,0.12452317961002471,-0.03367075323931229,0.06073679555688011,0.115434129679727,-0.03367075323931231,0.03516252656231748,5,2,0.06022933646980087,0.10329520773916556,0.0533615343390213,0.08041144484017194,0.08311825366217818,0.02091016600679935,0.03998756323622723,0.05224122162957201,0.009370434430903336,0.06998120416744769,0.0019229990167048071,0.007348031698859359,0.009140516570693081,-0.003383315317319102,0.007018512622602719,-0.00705219935810481,0.0032216927100317994,-0.0034585127837710224,0.005425032682154551,-0.006680205493802821,0.001710488288775311,0.9873808777444981,0.05798917115775824,0.1101965439050912,0.12452317961002471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,017,False,890,890,0.11832308699666845,0.02424413605343997,0.07154121930788769,0.12952581805874389,0.024244136053439974,0.03980369395270841,5,2,0.05415250579457221,0.19591916985325497,0.051662203135621816,0.07220694787143316,0.08583874675650804,0.04067759521087342,0.017829379735432336,0.028871452352950654,0.02207985518565412,0.09097985619155224,-0.01024963658210254,0.0003759061484117865,0.00645703269947262,-0.008870514544690877,-0.003052588328170135,0.0031382472509294116,0.015183034071640122,-0.015468261554342565,0.010625542730514326,-0.030651295625982688,0.4320658149646666,2.6286349307768676e-05,0.07422565488802481,0.09214610720407569,0.11832308699666845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,018,False,900,900,0.12157909084589343,0.05771264217906706,0.09321866164623305,0.1637206703087088,0.05771264217906709,-0.025062850729743028,5,2,0.042031887376403135,0.11677529005874021,0.1131207286222925,0.16355827058323483,0.17683974671115266,0.05674859566846272,0.03957655531020959,0.0717547649237531,0.038712136560195516,0.022656414745028997,-0.02634169299676614,0.011760312762970671,0.008128704033975965,-0.008223422252916635,0.008139410007908571,-0.008033452660175622,0.018517839118870102,-0.018392177780108133,0.03810200575973681,-0.036910016898978236,0.20204922487409802,0.05905159064870403,0.09253176346599687,0.07886284347388706,0.12157909084589343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,025,False,900,828,0.15619495732179384,-0.035826650436040226,0.07287017830653213,0.11699240678089491,-0.03582665043604021,-0.04572800317605427,5,2,0.0714238700010621,0.10097084432436532,0.08477879112494427,0.08659363923154614,0.08711730785864802,0.020584873929143942,0.015256503502548343,0.02078316504467352,0.01544985213953182,0.029974361921745185,0.010390552199436343,0.0026603425617167885,-0.013656035380660115,-0.0024989381355396746,-0.005862014647530858,0.00610648611358432,-0.010516649878628537,0.010641152123283022,-0.007730209637719554,0.021157802001911558,0.009063824540520718,0.9332057559562172,0.0731083512186664,0.13802910444846447,0.15619495732179384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,026,False,900,743,0.16533904087018206,0.012705297979392719,0.06336535809402832,0.12432110916514601,0.01270529797939273,-0.015229380083427418,5,2,0.04903386297125673,0.21309548381987042,0.10082944635005629,0.15403182015687095,0.15790214348544396,0.039845922136944524,0.11741268981019835,0.1622023411729515,0.030392984032895087,0.21798282702889082,0.002436123889577857,0.00862943813914967,-0.006191951355179981,-0.017171483118477226,0.009230781692043489,-0.00888957786706483,-0.0034075191763427233,0.0040783853610083624,0.006193314249571814,0.007485904537351085,0.3183800624107034,0.002502435549634648,0.09231427101502393,0.13716804949709113,0.16533904087018206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,027,True,900,890,0.17413744869654185,-0.29787841099236456,0.36880019482421467,0.5768683497675624,-0.2978784109923647,-0.3746029459454789,5,2,0.06367919720690152,0.26599028168550376,0.1198185979683181,0.12171479384940084,0.12189224398514398,0.04151781831284774,0.011393286375220406,0.019298676319516515,0.012581036776149102,0.026314922859683065,-4.4490441911193554e-05,0.00789730715235919,0.004496406435259814,0.019524064417436194,0.005736020823974286,-0.0060671695634162215,-0.012960714814133988,0.012898899787335888,0.007941797594270383,0.025859614601469877,0.21176550371033717,0.04762974412952628,0.07020502653073596,0.15935841768905526,0.17413744869654185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,028,False,900,900,0.18364022678947783,0.04942114590765641,0.08587768398221941,0.1611378886465558,0.049421145907656436,0.002454794408232892,5,2,0.07209665384880398,0.49428538488155027,0.19965763295646138,0.21308518774204685,0.21498815264237692,0.055353312276333486,0.023318512963544997,0.04229728881022083,0.01967378064593986,0.06400339656386222,0.020394336531711587,-0.011218757054803064,-0.0021216372553112704,-0.0003110689327087357,0.008573313794727255,-0.008717696429378273,-0.0056211786719457405,0.005265074217117093,-0.03161309358651465,0.010886252889062833,0.20183761807548667,0.0593232347676579,0.15624932535651434,0.09648772575268305,0.18364022678947783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,029,False,900,900,0.10516999125379041,-0.01681427427277261,0.05752252717101566,0.1332657900650019,-0.01681427427277262,0.021930773577157763,5,2,0.04504367201673895,0.0388502177090686,0.046276574163862896,0.07634078845406975,0.08134660457130849,0.044459187171178284,0.021745992002643075,0.040013451327138225,0.023399042063659562,0.01499630136572705,0.0016835886737908367,0.009122555647473973,-0.006239161182378439,-0.0024261299284916047,-0.006981664459462164,0.00703179588427619,0.0041932967928734015,-0.004190680641391447,0.007438966973683136,-0.008383977434264849,0.27471852629722227,0.009589726748685044,0.07361099398403133,0.07511423716583464,0.10516999125379041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
