frame_id,is_frame027,method,status,valid_lambda_count,solver_reprojection_rmse_px,solver_depth_min_mm,normal_angle_diff_deg,plane_distance_diff_mm,abs_plane_distance_diff_mm,lambda_delta_bias_mm,lambda_delta_rmse_mm,lambda_delta_p95_abs_mm,lambda_delta_max_abs_mm,homography_inlier_fraction
010,False,full_iterative_lm,ok,900,0.11900903660715031,666.9378095345887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
010,False,ippe,ok,900,0.15462302807681186,666.8603180106858,0.08655005247456264,-0.05528147349195933,0.05528147349195933,-0.02855742072460089,0.06576606243195661,0.12011459008919585,0.13084333224674083,nan
010,False,homography,ok,900,0.2263216180807839,666.9442411955253,0.0362650160010569,-0.008215264323780502,0.008215264323780502,-0.0262279919565943,0.03649294523210405,0.06612957651873898,0.07095182220803053,1.0
011,False,full_iterative_lm,ok,900,0.11763441654918086,660.79831392346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
011,False,ippe,ok,900,0.11980588943352177,660.7617660419286,0.013501647926611625,-0.026855909222831542,0.026855909222831542,-0.011182062875199614,0.012110062952520447,0.01838963189251217,0.019131833907863438,nan
011,False,homography,ok,900,0.13931893692392316,660.8290042735347,0.014074520432091108,0.026300496340013524,0.026300496340013524,0.005678707235700434,0.008645494081936926,0.01579152303800697,0.01683585478781424,1.0
012,False,full_iterative_lm,ok,900,0.08831906971658644,696.1789841371753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
012,False,ippe,ok,900,0.14279387800803747,696.3538253561137,0.12319809870098532,0.02428475554563647,0.02428475554563647,0.006267914519699566,0.0905160630077134,0.14415942859824896,0.1541191666906343,nan
012,False,homography,ok,900,0.09824871252393522,696.1718891605777,0.007875570113152366,0.0018500025423691113,0.0018500025423691113,0.002906645084426853,0.0064817291338609435,0.011881973296999603,0.012673283097797139,1.0
013,False,full_iterative_lm,ok,900,0.10716464123154426,708.2523022749037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
013,False,ippe,ok,900,0.18101463357156358,708.1126948668222,0.1551896995035906,-0.12218867122976462,0.12218867122976462,-0.026907124412022084,0.04681581242152989,0.08466930616205559,0.08951523729786004,nan
013,False,homography,ok,900,0.13229399951541107,708.242402809365,0.019149302619026653,-0.017251406194873198,0.017251406194873198,-0.02912802337253778,0.029229356332124104,0.032895187666480294,0.03380706049870241,1.0
014,False,full_iterative_lm,ok,900,0.0958597242250322,704.8381016351597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
014,False,ippe,ok,900,0.10574094596504328,704.9175504210402,0.03819477914985126,0.014173289692280377,0.014173289692280377,-0.029955270592571803,0.03709119372114325,0.06410672696444521,0.06711099689493949,nan
014,False,homography,ok,900,0.11233841910785641,704.8282489963434,0.014641746872029406,0.00851017145600963,0.00851017145600963,0.025392223795809313,0.027241383230505962,0.040794532785014326,0.04214817330239384,1.0
015,False,full_iterative_lm,ok,900,0.11069834610060661,642.7283456008586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
015,False,ippe,ok,900,0.11230381310485155,642.7568604387186,0.008755900019556567,0.03140465943727122,0.03140465943727122,0.0052524891118917415,0.005945779662259943,0.009212224788757339,0.009512333669022155,nan
015,False,homography,ok,900,0.15012903625127477,642.6637597352011,0.016963532106643423,-0.07205619488570392,0.07205619488570392,-0.01898699733193123,0.020130280447585098,0.028495242084738946,0.02920553220860711,1.0
016,False,full_iterative_lm,ok,900,0.12452317961002471,634.6628658336283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
016,False,ippe,ok,900,0.12484917615692444,634.6481664762746,0.0034815298120490367,-0.020373560745042596,0.020373560745042596,-0.008410964346948806,0.0091499595769613,0.01369888128926391,0.01405706477351032,nan
016,False,homography,ok,900,0.14028154564272022,634.7156914315182,0.009370434430903336,0.06998120416744769,0.06998120416744769,0.0389457833241334,0.03998756323622723,0.05224122162957201,0.05313947574211397,1.0
017,False,full_iterative_lm,ok,890,0.11832308699666845,645.2228049897046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
017,False,ippe,ok,890,0.1188369477985019,645.2099842323125,0.004051670432967537,-0.02284651029253837,0.02284651029253837,-0.00751648156222912,0.0080930947031767,0.011665062325749886,0.01194053844096743,nan
017,False,homography,ok,890,0.15343074675695817,645.2581085150964,0.02207985518565412,0.09097985619155224,0.09097985619155224,0.005326763705999015,0.017829379735432336,0.028871452352950654,0.0304375283723175,1.0
018,False,full_iterative_lm,ok,900,0.12157909084589343,703.0475513143091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
018,False,ippe,ok,900,0.1329189252657547,702.9647904470029,0.038712136560195516,-0.022656414745028997,0.022656414745028997,-0.016442687056241866,0.03957655531020959,0.0717547649237531,0.07875118054903396,nan
018,False,homography,ok,900,0.13851136061796668,703.0835625368201,0.018158111837000623,0.009301854678483323,0.009301854678483323,0.005190595616185824,0.016988911035834144,0.030044174325780656,0.03318760155741529,1.0
025,False,full_iterative_lm,ok,900,0.15619495732179384,618.9627011197028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
025,False,ippe,ok,900,0.15634070642480083,618.9551295907092,0.002412152768615375,-0.008115544557540488,0.008115544557540488,-0.0034862959120763055,0.003697633924683156,0.0051881441454384,0.005588106255459024,nan
025,False,homography,ok,900,0.18480618317164535,619.0002953790699,0.01544985213953182,0.029974361921745185,0.029974361921745185,0.014581208835473945,0.015256503502548343,0.02078316504467352,0.02221518777582787,1.0
026,False,full_iterative_lm,ok,900,0.16533904087018206,618.8874200452165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
026,False,ippe,ok,900,0.16750007112052923,618.8486754301724,0.009566731214769433,-0.054325951736814204,0.054325951736814204,-0.022964241985398277,0.025042201053575096,0.037758885438506695,0.038677865267345624,nan
026,False,homography,ok,900,0.21382316314606825,619.0562764395441,0.030392984032895087,0.21798282702889082,0.21798282702889082,0.11251200970129402,0.11741268981019835,0.1622023411729515,0.1652798682332559,1.0
027,True,full_iterative_lm,ok,900,0.17413744869654185,624.2437071400437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
027,True,ippe,ok,900,0.17423945368107754,624.2454134857708,0.001690777727517524,-0.0033219013539564912,0.0033219013539564912,-0.0013751332025324497,0.0014020593749414076,0.0017852710139891314,0.0018328319387137526,nan
027,True,homography,ok,900,0.2025553915655658,624.2177708609013,0.012581036776149102,-0.026314922859683065,0.026314922859683065,0.009373541326750556,0.011393286375220406,0.019298676319516515,0.020134572200731782,1.0
028,False,full_iterative_lm,ok,900,0.18364022678947783,637.911640383292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
028,False,ippe,ok,900,0.18408743496176175,637.8989561723865,0.0034996310903786278,-0.020265359574409558,0.020265359574409558,-0.008612101297238597,0.008896989513929294,0.012046194117669983,0.012345281477678327,nan
028,False,homography,ok,900,0.2121655274103015,637.9560035212653,0.01967378064593986,0.06400339656386222,0.06400339656386222,0.015420766616085631,0.023318512963544997,0.04229728881022083,0.044636590622758376,1.0
029,False,full_iterative_lm,ok,900,0.10516999125379041,663.8626612922118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
029,False,ippe,ok,900,0.10915884959940449,663.8860669766906,0.023399042063659562,0.01499630136572705,0.01499630136572705,0.010859885952627843,0.021745992002643075,0.040013451327138225,0.0426537354011316,nan
029,False,homography,ok,900,0.10685742589274642,663.8579579815273,0.0016904640580430496,-0.004821498641717881,0.004821498641717881,-0.004761061786850102,0.004881898117568971,0.006432284213133244,0.006583854962627811,1.0
030,False,full_iterative_lm,ok,900,0.13097439600221755,666.8651241019113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
030,False,ippe,ok,900,0.13158015402937148,666.8538160798815,0.0064792898361268735,-0.023873164493011245,0.023873164493011245,-0.003947634577392591,0.004012372365359017,0.005001336205486951,0.005257671938920794,nan
030,False,homography,ok,900,0.15456676838263614,666.8754245850023,0.017753495218151654,0.04249089779659698,0.04249089779659698,-0.01381997775673805,0.013846733103258128,0.015161648423639918,0.015260790195839036,1.0
031,False,full_iterative_lm,ok,900,0.11366432285426602,661.7810183997505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
031,False,ippe,ok,900,0.11389707846355202,661.7783765046771,0.0048506222347764055,0.005334176820724679,0.005334176820724679,0.006165645447650073,0.0061750436823414055,0.006675125842599527,0.006750624359142421,nan
031,False,homography,ok,900,0.11629924351598185,661.7879141794541,0.007487398278790478,-0.005730320773295716,0.005730320773295716,-0.008058889685018535,0.008058934214257492,0.008107315427980665,0.008124649853129995,1.0
032,False,full_iterative_lm,ok,900,0.12936397098229507,667.5312210416993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
032,False,ippe,ok,900,0.130265712381455,667.5107198430713,0.00727307360206828,-0.026115257086416932,0.026115257086416932,-0.010544617047424178,0.010983969803378537,0.015333906892146842,0.01589713817224947,nan
032,False,homography,ok,900,0.15558245898589335,667.5634528218023,0.022156987506880863,0.055174631073668934,0.055174631073668934,0.004305619831713001,0.008271738778810375,0.015314979778912628,0.01661550467485995,1.0
033,False,full_iterative_lm,ok,900,0.12213124401352428,663.6527038583879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
033,False,ippe,ok,900,0.1226243396603942,663.6600385822256,0.005236672912461448,-0.00322732046697638,0.00322732046697638,0.00030526041874294506,0.005473365133047532,0.009002716292212653,0.00998752417160631,nan
033,False,homography,ok,900,0.13271176519565317,663.6364300283092,0.00955451958618053,-0.004057264298467089,0.004057264298467089,0.0002876450174086484,0.009338554663769311,0.015030546782196548,0.017880765171184976,1.0
034,False,full_iterative_lm,ok,900,0.10025242603529741,664.1690908354994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
034,False,ippe,ok,900,0.10227303521029414,664.1526818358708,0.016257636872743734,-0.003132774147047712,0.003132774147047712,-0.005542376782896352,0.015320913985295094,0.02790957710157613,0.02998087839227992,nan
034,False,homography,ok,900,0.10044156983025378,664.1708778364437,0.0002778754515022091,0.001646500537844986,0.001646500537844986,0.0017323394130381883,0.0017442472208831763,0.0020511272559360803,0.002080684837096669,1.0
035,False,full_iterative_lm,ok,900,0.13316052201322937,655.2326531867953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
035,False,ippe,ok,900,0.1340471715242037,655.2586892609477,0.007365044454430654,0.025201809787290586,0.025201809787290586,0.007927479278094122,0.010023058200693245,0.016712809757308378,0.01742937167148284,nan
035,False,homography,ok,900,0.17298235082808788,655.1610141930663,0.017602183647338777,-0.05738262377872161,0.05738262377872161,-0.024845967403768127,0.02717771426264412,0.04060446602838965,0.04188332162379993,1.0
036,False,full_iterative_lm,ok,900,0.09079797262944811,705.9673422914565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
036,False,ippe,ok,900,0.4542269194521252,706.2408096102184,0.4914292532061405,-0.09322195972220015,0.09322195972220015,-0.37897544187205173,0.43482163603365015,0.704661470128417,0.7682658569062824,nan
036,False,homography,ok,900,0.1418406296516851,705.9312664725195,0.005274755099004993,-0.03209666252439547,0.03209666252439547,-0.028783757697933274,0.02887837550261728,0.03233975796665618,0.03291076007087668,1.0
