roi_id,height_mm,trim_px,x_start,x_end,width_px,valid_column_count,available,unavailable_reason,delta_y_median_px,sensitivity_median_px_per_mm,relative_change_vs_trim0,roi_stable,roi_sensitive
h001,1.0,0,1855,1888,34,34,true,,-1.6462130900231386,1.6462130900231386,0.0,true,false
h001,1.0,2,1857,1886,30,30,true,,-1.6462130900231386,1.6462130900231386,0.0,true,false
h001,1.0,3,1858,1885,28,28,true,,-1.6462130900231386,1.6462130900231386,0.0,true,false
h001,1.0,4,1859,1884,26,26,true,,-1.6462130900231386,1.6462130900231386,0.0,true,false
h010,10.0,0,1913,1951,39,39,true,,-15.029563683558763,1.5029563683558762,0.0,true,false
h010,10.0,2,1915,1949,35,35,true,,-15.039821911719969,1.5039821911719968,0.0006825366575629869,true,false
h010,10.0,3,1916,1948,33,33,true,,-15.039821911719969,1.5039821911719968,0.0006825366575629869,true,false
h010,10.0,4,1917,1947,31,31,true,,-15.039821911719969,1.5039821911719968,0.0006825366575629869,true,false
h030,30.0,0,1973,2018,46,44,true,,-45.88727339628247,1.5295757798760823,0.0,true,false
h030,30.0,2,1975,2016,42,42,true,,-45.88384194608136,1.529461398202712,7.477999774516319e-05,true,false
h030,30.0,3,1976,2015,40,40,true,,-45.8805531932515,1.5293517731083834,0.00014645025806893694,true,false
h030,30.0,4,1977,2014,38,38,true,,-45.871346321771284,1.5290448773923762,0.0003470913247260892,true,false
