bin_width_px,v_start_px,v_end_px,v_center_px,model,point_count,unique_frame_count,u_ref_px,u_span_px,residual_span_mm,status,b_mm,delta_g_mm_per_px,b_p05_mm,b_p50_mm,b_p95_mm,delta_g_p05_mm_per_px,delta_g_p50_mm_per_px,delta_g_p95_mm_per_px,bootstrap_count,weighted_rmse_mm,weighted_r2,fit_mae_mm,fit_rmse_mm,fit_p95_mm
30,1110,1140,1125.0,M_local_fullfit,393,27,2010.8752606268163,245.88594556928592,0.6071428900138471,ok,0.022993620325981817,-7.10864217070488e-05,-0.008195927793876385,0.022256257282529716,0.0568767109302773,-0.0004742060652626347,-7.001511539809474e-05,0.00023316790088335565,1000,0.09922598643747903,0.002841184932775853,0.05744529844018075,0.08679455872857633,0.23086364806533533
30,1140,1170,1155.0,M0,384,28,2009.2358859345384,251.70881890831197,0.5676198156969576,ok,0.030168660141792144,0.00013562969928395438,0.008546598014678825,0.02890407645969009,0.054891693287959197,-0.0001882583004013755,0.00014790045892620196,0.000408378609166968,1000,0.08127130437315772,0.01648872214015351,0.05221591166072805,0.07588798603348178,0.13452864717269036
30,1140,1170,1155.0,M_local_fullfit,384,28,2009.2358859345384,251.70881890831197,0.5651833110281359,ok,0.031092040577820036,0.00010430986276835357,0.008904598706333271,0.030294593294212413,0.05839922505550165,-0.00023185290799576877,0.00010905320078192268,0.0003467941820069927,1000,0.08127227140162359,0.009818682090111941,0.052192935281824955,0.07587892389099649,0.13433659758908714
30,1170,1200,1185.0,M0,406,30,2007.8260414044253,248.28700540824116,0.8052713037270678,ok,0.06065379056464181,3.6269509269730995e-05,0.036911361073549254,0.059131787531601976,0.08875257339746159,-0.00029023806637539906,5.879022642981968e-05,0.00029022907654728015,1000,0.09558546861180711,0.0008449446739985378,0.04498633029797956,0.07367229394491984,0.11257590422797031
30,1170,1200,1185.0,M_local_fullfit,406,30,2007.8260414044253,248.28700540824116,0.7982879639481553,ok,0.0612696692461329,7.002854626600321e-06,0.037800013280795186,0.05944622371019686,0.09150739055872766,-0.00030418359166385525,2.8975983403253825e-05,0.0002618385356491562,1000,0.09556967193360452,3.153494707841542e-05,0.04496334242217394,0.07365268861961545,0.1125206360415598
30,1200,1230,1215.0,M0,436,30,2008.1447345933502,245.86143919262963,0.5281180283002413,ok,0.06488336908653988,0.00014669994063774573,0.043735423541004834,0.06439112836210266,0.09174646866696712,-0.0002146759906752058,0.00013870914287658973,0.00039100785019716134,1000,0.08030339986900373,0.01888427340737331,0.043536758686517525,0.06413378805349094,0.11653494348195471
30,1200,1230,1215.0,M_local_fullfit,436,30,2008.1447345933502,245.86143919262963,0.5261404795959379,ok,0.06518544199133558,0.00011957249434281987,0.04386243594904241,0.06459793032279595,0.091565747268388,-0.0002140370090860242,0.00011833541058245744,0.00037123315226990984,1000,0.08031983949574167,0.012620858397515256,0.04353003922605542,0.06413649718347268,0.11635720127979096
30,1230,1260,1245.0,M0,482,30,2009.0033827467973,245.74896626032796,0.5105320863509633,ok,0.06689453704700019,4.23617741842429e-05,0.046456873344230765,0.06608533658256759,0.09112731086445598,-0.0002488625637220572,5.8765050592705424e-05,0.0002725220580529203,1000,0.07747444087991548,0.0016951368120591281,0.05293055052720858,0.08776868652257613,0.26420255208629906
30,1230,1260,1245.0,M_local_fullfit,482,30,2009.0033827467973,245.74896626032796,0.508402101538195,ok,0.06690749214283132,1.723938872203953e-05,0.04567386716109562,0.06569553237623661,0.09120277182924312,-0.00028002157206391277,3.2684718339909326e-05,0.0002615274006394444,1000,0.07747599690255517,0.00028112369942712157,0.05291654003623481,0.08776967921979383,0.264426249796575
30,1260,1290,1275.0,M0,496,30,2009.693968933555,245.07850557235975,0.6009453704511998,ok,0.06630491268820292,9.69991106815308e-05,0.04597388875335766,0.06538506899240412,0.09357570361900805,-0.0002213531353419288,9.872674404293804e-05,0.0003311293962640794,1000,0.08116761313465674,0.007910360987923082,0.057190367492215906,0.09523159517555252,0.32114722234603466
30,1260,1290,1275.0,M_local_fullfit,496,30,2009.693968933555,245.07850557235975,0.5990854974745616,ok,0.06605256591700805,7.414956504960107e-05,0.044573678783554144,0.06488680130174396,0.0931665053795679,-0.00021975014829618648,7.619500230227885e-05,0.0002877609927492094,1000,0.08117568078084576,0.004636842369571625,0.057193321199531466,0.09523914809161547,0.3213102674434138
30,1290,1320,1305.0,M0,517,30,2010.5153547100422,245.03219962735625,0.5809098639316517,ok,0.06319878330192283,0.00022361808634684748,0.03966025086443245,0.062615277015308,0.09514282319164968,-0.00011399104531658894,0.00023145493946599916,0.0004513453127103006,1000,0.08552225236934062,0.03622640995524318,0.06226113567935452,0.10372729863588695,0.360210289701432
30,1290,1320,1305.0,M_local_fullfit,517,30,2010.5153547100422,245.03219962735625,0.5790552859458558,ok,0.06271199140568724,0.00020323987691222504,0.041981912967133564,0.06280783059558698,0.09068781282906448,-0.0001017017151492735,0.00021194525062412858,0.0004280334653726619,1000,0.08552952465948044,0.030109471414125677,0.06226857438664998,0.10373527783526883,0.3601901027095034
30,1320,1350,1335.0,M0,487,30,2011.2145762924558,244.77965445563768,0.658854953369314,ok,0.05968322699922808,0.0002926718256706321,0.03466880894913841,0.05942064891661679,0.08877650745468715,-9.88794473769668e-05,0.00029410702710883785,0.0005890803687935945,1000,0.09556483103891769,0.04837423235616334,0.06642096082877061,0.11110476600659132,0.37576191822262356
30,1320,1350,1335.0,M_local_fullfit,487,30,2011.2145762924558,244.77965445563768,0.6591623165805913,ok,0.05899375688060426,0.0002748982463298397,0.034193867879691656,0.057505967496314425,0.09113438758766144,-9.388189202009958e-05,0.0002858196607811649,0.0005608169373509564,1000,0.09556223372337172,0.04292398538321762,0.06642481300247446,0.11110682854171558,0.3757963982296652
30,1350,1380,1365.0,M0,473,30,2011.4552804011723,244.80814408802257,0.6091847951737464,ok,0.05262869462253895,4.354467668528059e-05,0.03031275052286876,0.0514668957301904,0.08043311860568222,-0.0002552372625836869,4.78518917224949e-05,0.0002596818989476139,1000,0.09155919460925267,0.0012106367150794828,0.0685784130278607,0.11423423976822177,0.38199351703805295
30,1350,1380,1365.0,M_local_fullfit,473,30,2011.4552804011723,244.80814408802257,0.6095338275016502,ok,0.05177313349494676,2.8620150592650594e-05,0.02781349293645061,0.05075169852278179,0.08354845879069867,-0.00026258876240381555,2.9080018289860484e-05,0.00022982011714456338,1000,0.09156532741624529,0.0005232727619138844,0.06857913449230561,0.11423832293770157,0.3819498596701084
30,1380,1410,1395.0,M0,483,30,2009.1288333562452,244.56001046090523,0.671520610763082,ok,0.0382184233683183,3.2791929304655796e-05,0.014456408428082396,0.03667657305255105,0.07264353194441059,-0.0003193652271889658,4.3584479450071585e-05,0.00028946701862050077,1000,0.09413043526055706,0.0006417715136110003,0.0663393798826267,0.11468963234456742,0.40046576322591154
30,1380,1410,1395.0,M_local_fullfit,483,30,2009.1288333562452,244.56001046090523,0.6700091164445894,ok,0.03724974664844507,2.0933226847025743e-05,0.012482938032283588,0.03562083293216955,0.06944189273004692,-0.0003017822084379648,2.0850003447448956e-05,0.0002698133952725638,1000,0.09413017101829332,0.00026162935117446384,0.06633516969958701,0.11468970388815428,0.40046848148668296
30,1410,1440,1425.0,M0,478,30,2006.649080261823,244.27090165110826,0.6561435001817699,ok,0.033030380832106444,-4.478398409830006e-05,0.009492965047568164,0.032811797233195286,0.06412081168472306,-0.00032622190926232507,-4.4066448835792095e-05,0.00015545539559871666,1000,0.09418676863731303,0.0011845284933910127,0.06323106664240113,0.11587182458773909,0.4082934787202803
30,1410,1440,1425.0,M_local_fullfit,478,30,2006.649080261823,244.27090165110826,0.6559993801898827,ok,0.031986319670961987,-5.372337522335479e-05,0.007883865349119628,0.02909530530116321,0.06257814681435701,-0.00031886692051092053,-3.480399154178457e-05,0.0001585036463622161,1000,0.09418160022490023,0.0017039168919857905,0.06322457322358457,0.11586677054667698,0.40829812116374503
30,1440,1470,1455.0,M0,463,30,2004.1282539615813,244.32033000379897,0.6804160581881433,ok,0.05113687269735578,-1.8987369266320562e-06,0.025885818651474116,0.04947222126742172,0.08521359936481585,-0.0002745587485411195,3.185632981797255e-06,0.00021417584343244378,1000,0.09821056362306099,1.9440594339892314e-06,0.0551055346922302,0.09286782797401383,0.1449212049970864
30,1440,1470,1455.0,M_local_fullfit,463,30,2004.1282539615813,244.32033000379897,0.6802886978357492,ok,0.05001700696657414,-7.607355093365726e-06,0.02419415305687561,0.04770978678701904,0.08167112043708379,-0.0003007536972520507,-2.784863383930096e-06,0.00020707453218740617,1000,0.09820705364231277,3.120797977862466e-05,0.05510619564633939,0.0928650440238338,0.14471200293707076
30,1470,1500,1485.0,M0,421,30,2001.8245815959608,243.6793369399029,0.6960202647668439,ok,0.044126118536122534,9.511700028893442e-05,0.01905166026054109,0.04125690219714173,0.07527360320044031,-0.0001775638315227883,0.00010118704610495363,0.00028990272351089885,1000,0.0992137792199744,0.004721495712038393,0.056738541945244476,0.10318916709331376,0.13141053669064148
30,1470,1500,1485.0,M_local_fullfit,421,30,2001.8245815959608,243.6793369399029,0.6955752808372608,ok,0.04294454805403609,9.283476203855574e-05,0.019220607969656106,0.04256489360578619,0.07921982899248972,-0.00017772111499350838,0.00010131573416066549,0.00029820932633639055,1000,0.09920525399976103,0.004499415497439152,0.056734884471605906,0.10317931865599562,0.13143668300307915
30,1500,1530,1515.0,M0,447,30,2003.8276885833664,243.8162781915887,0.7118178119028471,ok,0.03358583592271399,9.922266751153759e-05,0.0076542788265067455,0.03284551823649495,0.07102358750586289,-0.00011919304244884329,0.00010375185443759448,0.0002555163259144671,1000,0.10173482493987993,0.0048588647634910664,0.049457255711573916,0.0931592356774559,0.11892414297541883
30,1500,1530,1515.0,M_local_fullfit,447,30,2003.8276885833664,243.8162781915887,0.7119300670640314,ok,0.03236148255235538,0.00010054590837171966,0.006742568758780722,0.0311618570825127,0.06721245641767568,-0.0001255912119453207,0.00010502996672430204,0.0002700901449164073,1000,0.10172501813065268,0.004989631568175779,0.049459456943183676,0.09315262512325057,0.11898155135823425
30,1530,1560,1545.0,M0,485,30,2005.8552632163396,243.5250096405507,0.7277596692958923,ok,0.012800969442289699,8.939853395083588e-05,-0.011895540244610411,0.011701028622933443,0.0471313557018549,-0.0001347768611791542,9.895827628470145e-05,0.0002579317091432448,1000,0.10415683140649268,0.003747231364541248,0.050597072986323544,0.08809243730177903,0.12092177304338274
30,1530,1560,1545.0,M_local_fullfit,485,30,2005.8552632163396,243.5250096405507,0.727820464465367,ok,0.011584888318211145,9.44260481659186e-05,-0.013155305145168064,0.010245628801918389,0.04567017747581854,-0.00014429729212148972,9.616743184404378e-05,0.0002549358616588916,1000,0.10414163957950848,0.004179952674853382,0.050581559183452536,0.08808064904823142,0.12093340918795559
30,1560,1590,1575.0,M0,481,30,2007.583075945001,243.40761619852765,0.7497026231246764,ok,0.001447158409236684,0.00020905563855194064,-0.029203576384099802,0.001551665843395571,0.038840569731574084,-8.773601864778139e-05,0.00019501441921704777,0.0005478345846088603,1000,0.11431402506453087,0.01673004247905141,0.06080770155180938,0.0946254105862662,0.15155118147558164
30,1560,1590,1575.0,M_local_fullfit,481,30,2007.583075945001,243.40761619852765,0.7505224215120734,ok,0.00027988329797205104,0.0002178848158021139,-0.030626704836878012,-0.0020540289808134785,0.03833878916420625,-7.642202524984816e-05,0.00021080397458696196,0.0005333366962210067,1000,0.11429874765050121,0.018151601952192564,0.060795790441679584,0.09461591553869099,0.1517886041576585
30,1590,1620,1605.0,M0,473,30,2010.0435699410932,243.3653590923127,0.7410068347164724,ok,-0.0031194861808858682,6.44998838690328e-05,-0.031230684720984947,-0.005076491120328918,0.033057615338256734,-0.00018042637835457098,6.0805889378357214e-05,0.00030871701976645954,1000,0.11267270167082405,0.001662274384852891,0.0591989943827034,0.09215610051558623,0.1308850632963694
30,1590,1620,1605.0,M_local_fullfit,473,30,2010.0435699410932,243.3653590923127,0.7398533072894224,ok,-0.004173714974401834,7.740557293355343e-05,-0.03140268263273903,-0.0038170874192584017,0.03710264282130718,-0.00018727765278760627,7.325758558339454e-05,0.00032942954004903593,1000,0.11265077853033911,0.0023932068775378568,0.059181336996837114,0.09214157972235842,0.13069480995020477
30,1620,1650,1635.0,M0,487,30,2012.7196789794066,243.0322238677768,0.7801285454842173,ok,-0.020547472635163586,-6.468453977450497e-06,-0.04746912941177869,-0.02163985972106219,0.018569030625686874,-0.00025080896994116085,-8.024418361304264e-07,0.00021196173195092474,1000,0.11554149077605479,1.5956664190075465e-05,0.07662535815701677,0.13785328380388473,0.50901681939997
30,1620,1650,1635.0,M_local_fullfit,487,30,2012.7196789794066,243.0322238677768,0.7824427291533311,ok,-0.021448802711109497,1.0478083993318404e-05,-0.048637805100713166,-0.022352479758849304,0.017351534185540043,-0.00023407031551176717,6.251231690469858e-06,0.0002423917658512641,1000,0.11551518392552976,4.188817069283868e-05,0.07659443725637427,0.13782894156184516,0.5089088369105885
30,1650,1680,1665.0,M0,488,30,2014.798323437103,243.27580754424662,0.7224152062115081,ok,-0.03188884163275444,-0.00016845493772582433,-0.06341942952309736,-0.03519912449053009,0.008956707235644741,-0.0003975354917695875,-0.00017606524710297723,7.023751911722167e-05,1000,0.11618625032333439,0.010607546982526972,0.07956150471888716,0.14711879768880406,0.5325265956982228
30,1650,1680,1665.0,M_local_fullfit,488,30,2014.798323437103,243.27580754424662,0.7234876358887732,ok,-0.032569116157945305,-0.0001470077535332666,-0.06224382738652633,-0.03396744406657765,0.007514741045072952,-0.00038773993130930665,-0.0001584682146694641,0.00011874083078776732,1000,0.11616487739745499,0.00810188772952003,0.07953616474938631,0.14709218090427434,0.5323800379309569
30,1680,1710,1695.0,M0,500,30,2014.1732370228037,242.7513573469505,0.7404115935908067,ok,-0.04027008879747797,-0.00011400985452073083,-0.07011046054298388,-0.041550388990279616,8.31707443662219e-05,-0.00039994830085054984,-0.00012270729903142603,0.00015949690338861784,1000,0.11954085822383083,0.00462899383189963,0.08114849080862355,0.15216240618202045,0.5590002341321838
30,1680,1710,1695.0,M_local_fullfit,500,30,2014.1732370228037,242.7513573469505,0.7404464085670952,ok,-0.04077060670701302,-8.826745756450445e-05,-0.06965973115910204,-0.04250729048345615,0.0023096830530544717,-0.00035845819031334194,-9.421690296035393e-05,0.0001958181663616053,1000,0.11951134529522565,0.0027811410768854294,0.08110041325861006,0.1521294672766313,0.558794672600376
30,1710,1740,1725.0,M0,474,30,2013.6529415457865,242.44832589971293,0.7914574649043971,ok,-0.03143552318081971,0.00015236711173963023,-0.06519174791091746,-0.034628151222769826,0.011039211059783605,-0.00019215314138967756,0.00013276023429183932,0.0005145917832880455,1000,0.13310875373830894,0.006676564010637542,0.08918062167172967,0.15559312362605193,0.5495200153322937
30,1710,1740,1725.0,M_local_fullfit,474,30,2013.6529415457865,242.44832589971293,0.7960302113824582,ok,-0.031706870192736034,0.0001825567342548174,-0.06365822763762692,-0.03182525951641563,0.011062897431646214,-0.00014894494726503613,0.0001753464419666131,0.0005227481605076904,1000,0.1330733036749192,0.009561683651655883,0.08913233782287472,0.1555561106098467,0.5494428725156494
30,1740,1770,1755.0,M0,439,27,2019.0896490637226,242.4711116615283,0.7768621233581143,ok,-0.014247998330853495,4.1252473539112345e-05,-0.04805320163741787,-0.01632499848896868,0.03722645188665792,-0.0002521820092144226,1.894119797866066e-05,0.00039525812900704013,1000,0.12875803722709228,0.0005452674005411717,0.08790207369779644,0.16634634102843035,0.5808437039670982
30,1740,1770,1755.0,M_local_fullfit,439,27,2019.0896490637226,242.4711116615283,0.7800084023176623,ok,-0.01404767066261636,7.607212580110029e-05,-0.048018036316802334,-0.016415338670648885,0.03468297091378002,-0.0002079792428035231,4.306869698856981e-05,0.00040715393565090126,1000,0.1287309438508074,0.0018525715995708625,0.08785894236383902,0.16631239001047562,0.5806963406343219
30,1770,1800,1785.0,M0,386,28,2013.185148497951,242.4618480759632,0.780854513673944,ok,0.0023229863283580213,6.087415520860357e-05,-0.03196435858029829,-0.00038709320517147,0.048306221036508355,-0.0002677098701531515,2.8644448316630742e-05,0.000456702895081231,1000,0.12771751243451437,0.001170593819838972,0.08808851840889903,0.16228047694247394,0.5701365760594166
30,1770,1800,1785.0,M_local_fullfit,386,28,2013.185148497951,242.4618480759632,0.7865890305461107,ok,0.0026251184745547285,0.00010051317974981351,-0.029157482053586137,0.0020872045766043208,0.04891403848343827,-0.00021051269662861728,8.326763325731463e-05,0.0005101370554724721,1000,0.12768126928463916,0.003186803865104837,0.08803752163805699,0.1622325600824604,0.569959551545161
30,1800,1830,1815.0,M0,347,26,2007.8547528055337,241.96858370778386,0.30202089764884477,ok,-0.01653500216735223,-0.00010402240047747069,-0.03336319230390469,-0.01586061537873952,0.0032632796043121797,-0.0004415514998004583,-0.00011054999495274589,0.00013380187740681936,1000,0.06586903990737071,0.01309613325488046,0.05270827938903619,0.06586427874505439,0.12738168569147146
30,1800,1830,1815.0,M_local_fullfit,347,26,2007.8547528055337,241.96858370778386,0.29600702937909773,ok,-0.016104923033708342,-5.936985622569249e-05,-0.03614643328275992,-0.015055391344934319,0.004070675283622979,-0.0003741533834632396,-4.889034298056039e-05,0.0001843520289493024,1000,0.06581484499528291,0.004311070308255394,0.05265148661477932,0.06579927858231707,0.1271941679607163
30,1830,1860,1845.0,M0,348,25,2004.0175346293083,242.06606997282552,0.35465241521399093,ok,-0.014686676180406682,-9.58900281644346e-05,-0.03217548521444931,-0.013999356391368345,0.002956034950242661,-0.00031795283944527304,-9.210032626154548e-05,9.305364069826947e-05,1000,0.06094453736391793,0.01270992275867322,0.04922787390163788,0.060956781759288044,0.11314475278243193
30,1830,1860,1845.0,M_local_fullfit,348,25,2004.0175346293083,242.06606997282552,0.34878567784846837,ok,-0.014060943984123652,-4.6081524667804965e-05,-0.030404593481447313,-0.014279137032873654,0.004205653935586551,-0.00027266486953711347,-5.6359326093658526e-05,0.0001625320531374326,1000,0.06091480583222105,0.0029671413680584235,0.049181370738523154,0.060910458784034484,0.11292128807050747
30,1860,1890,1875.0,M0,321,23,2010.4383378878922,241.56468374392466,0.3434130791900998,ok,-0.0016131123151747013,-0.00021470901088105348,-0.0161796884784466,-0.001122877779135736,0.013787519235025886,-0.0004635326943975952,-0.00023438569792873644,-1.1889997046689767e-05,1000,0.05238378579674053,0.07099848051696833,0.038789193180817215,0.05148403091989602,0.10614357485674498
30,1860,1890,1875.0,M_local_fullfit,321,23,2010.4383378878922,241.56468374392466,0.33952777052525107,ok,-0.0002837620881425373,-0.00015944829652923912,-0.01588389607844266,0.00045458736711859724,0.016107682951860013,-0.00038010039489836035,-0.0001660830646870574,1.9159540923120268e-05,1000,0.05236012467529274,0.04047801479421809,0.038785681177177504,0.05145849711957,0.10612683857692454
30,1890,1920,1905.0,M0,301,22,2006.0582013990397,241.4089080613487,0.28664325095701315,ok,-0.003923936093517652,-0.00017886007253291444,-0.020313898092065907,-0.003435975999364103,0.01233935179331173,-0.00040329121351618516,-0.00018893447976347122,-1.3765367186935055e-05,1000,0.05220973735179829,0.052281173289659755,0.033434192428874424,0.045575239359685486,0.09524046422750268
30,1890,1920,1905.0,M_local_fullfit,301,22,2006.0582013990397,241.4089080613487,0.2853646538103476,ok,-0.0023749282684108167,-0.00011810098237499075,-0.01799736042200765,-0.001738700153916074,0.014785816178207782,-0.00035209012436708965,-0.0001297209421130085,3.685991524175525e-05,1000,0.052184222029789555,0.023509249054178616,0.03339547993410635,0.045526071686054284,0.09503160782608867
30,1920,1950,1935.0,M0,277,21,2003.188248634026,241.2362873877239,0.26808295232365253,ok,-0.001373058900486465,-0.0002546087830045577,-0.01652517188230519,-0.0007246899388059632,0.0175201991750109,-0.0004227078481894045,-0.0002561332138238426,-0.00013260877582960178,1000,0.05310113082709838,0.10223903694406311,0.02706078660634783,0.037198244126010215,0.08751890253199478
30,1920,1950,1935.0,M_local_fullfit,277,21,2003.188248634026,241.2362873877239,0.25495238710493595,ok,0.0005138360905657478,-0.00018796191597768628,-0.016085378165311456,0.0005137037316399445,0.02084581460278582,-0.0003516324620335367,-0.00018931572575255404,-6.847012750638615e-05,1000,0.053095458720423566,0.05845008294583809,0.02708465817797981,0.03719757841772472,0.08750973406413003
30,1950,1980,1965.0,M0,316,21,2004.211611027412,241.16242664839137,0.3478682494798022,ok,-0.001636205542301003,-0.00022779388330849027,-0.01689438629863845,-0.0004099401468510629,0.017945550987187794,-0.00044730516247722276,-0.00023719969067456225,-2.4642805163426775e-05,1000,0.05390874793430141,0.08176260637882748,0.03555734137607749,0.04865896766925956,0.10561771103356758
30,1950,1980,1965.0,M_local_fullfit,316,21,2004.211611027412,241.16242664839137,0.34134003287113046,ok,0.0008506228342882258,-0.00015533843410574162,-0.015712236892076625,0.0007563773871090582,0.019818104831172596,-0.0003831276362399412,-0.0001586555822242546,1.566995956521669e-05,1000,0.05383239967947365,0.03986896844594856,0.035535517523282246,0.04859927760859192,0.10528482812095274
30,1980,2010,1995.0,M0,338,21,2003.2303108722335,240.90474691035956,0.3368930845082332,ok,0.0033040445019171458,-9.432745171334222e-05,-0.012512726638279506,0.0048942161377299575,0.024535275630407073,-0.0003399881251829193,-9.71164027713941e-05,0.00012660124813907938,1000,0.057477822128004084,0.013348386646155674,0.03942927187801322,0.05365144193152542,0.11233694480559386
30,1980,2010,1995.0,M_local_fullfit,338,21,2003.2303108722335,240.90474691035956,0.3498212848529647,ok,0.006267641703815004,-1.6139488742360177e-05,-0.011797097289990434,0.007211471021786089,0.02680202848030205,-0.0002543327257940767,-1.6868435153850245e-05,0.00021064198393210522,1000,0.0574121688648631,0.0003968154947751046,0.03938882490913761,0.05360892436232036,0.11213032401090345
30,2010,2040,2025.0,M0,326,21,2003.0772186937807,240.6717559378485,0.31806306844384835,ok,0.0024883846737235676,-9.78738637465613e-05,-0.013294451538426283,0.0027074370283574666,0.01845291237705691,-0.0002990949337058683,-0.00010432515197206498,6.487385325170662e-05,1000,0.052324308687206514,0.017413346421511378,0.039175485932327885,0.05017439191733489,0.09269141198778287
30,2010,2040,2025.0,M_local_fullfit,326,21,2003.0772186937807,240.6717559378485,0.3194242575871158,ok,0.00607050824196072,-1.3799958477227424e-05,-0.009755951527839537,0.006500195727779975,0.022652192802272087,-0.00022063445697052196,-1.8841749948128722e-05,0.00015777272087699133,1000,0.052235953701457914,0.00035338483909663765,0.039137323403788796,0.05009572103300158,0.09299202578581345
30,2040,2070,2055.0,M0,316,21,2006.9104646474243,240.42735099579045,0.24622112224528792,ok,-0.006737771303709624,-0.00018924942805269537,-0.020809527133826587,-0.00592605277174121,0.009023745807056706,-0.0003708894549056176,-0.00019086061823926582,-1.966577744248597e-05,1000,0.04637703275313464,0.0786778458368449,0.03891175754041844,0.04837094716816024,0.09191591996857242
30,2040,2070,2055.0,M_local_fullfit,316,21,2006.9104646474243,240.42735099579045,0.22847753732332876,ok,-0.0021301503419780166,-9.902174335495542e-05,-0.015928793095504153,-0.0016321743532232715,0.012730529773974373,-0.00027671928876337403,-9.577132117533966e-05,6.322142468133086e-05,1000,0.04626613709460775,0.022952399280448343,0.038812877719931305,0.048254834415775015,0.09196857528224842
30,2070,2100,2085.0,M0,308,21,2009.2855151272227,240.80577270130902,0.4073176928328621,ok,-0.02209954985749582,-0.00034912731184637134,-0.03936553544433467,-0.020029089782415854,-0.001783520992866217,-0.0006514016256963684,-0.0003607431643230247,-0.00012633455337730627,1000,0.05888668398056308,0.154254794926175,0.044826530585078996,0.05736744807841592,0.09420008981953831
30,2070,2100,2085.0,M_local_fullfit,308,21,2009.2855151272227,240.80577270130902,0.39685340507878664,ok,-0.01654093248965597,-0.0002525670674402663,-0.03371953477080018,-0.01532763372489421,0.003017119405402481,-0.000540657073108368,-0.000257946281937735,-2.079059110691517e-05,1000,0.058728271314052935,0.08756427700255676,0.044728175276123855,0.057213658912624664,0.0944087371050449
30,2100,2130,2115.0,M0,278,21,2013.9307308656528,240.08228307724994,0.27721325697552857,ok,-0.013131555392707354,-0.00018589747880311266,-0.03225057764294571,-0.013203612933694821,0.006420497563078895,-0.00043383540733021354,-0.00019322047282566412,-9.29627835622444e-06,1000,0.05743227457174569,0.05232370797434438,0.05194041960172741,0.060909422084900536,0.10584758958712359
30,2100,2130,2115.0,M_local_fullfit,278,21,2013.9307308656528,240.08228307724994,0.285612123670262,ok,-0.00629299356526378,-8.351855642350751e-05,-0.023655453766920246,-0.005666474849636212,0.012925101635716472,-0.0003178170469734616,-8.463035418558817e-05,0.00012018939946898885,1000,0.05737429558005729,0.011043631016940392,0.05185637313233724,0.06083341620612558,0.10610069300136603
30,2130,2160,2145.0,M0,288,21,2016.0458951738703,240.56246902486873,0.5129304127415253,ok,-0.02415755717923569,-0.00022747140331292982,-0.05019283307799401,-0.02389969372854868,0.0006271589380509578,-0.00047109020706518603,-0.0002337021652602389,1.8376432719808206e-05,1000,0.07418296108313462,0.04811105921418235,0.057852460297388886,0.07360714343641737,0.14600067989034457
30,2130,2160,2145.0,M_local_fullfit,288,21,2016.0458951738703,240.56246902486873,0.49923554887607224,ok,-0.016188741143514426,-0.00011873857463773938,-0.03978042654865411,-0.016599460392035838,0.008169587142541993,-0.00038275385535679093,-0.0001228547896064167,0.00011801519924379795,1000,0.07415708540505188,0.013594004637832557,0.05780205451755179,0.07354651449707116,0.1463628589426866
30,2160,2190,2175.0,M0,245,21,2019.0758540102809,239.83044628327207,0.30063092237185174,ok,-0.017175893107448346,-0.0002636055031771996,-0.034508506940588844,-0.01748647832184011,-1.906160744313265e-05,-0.0004013696538659832,-0.00026850131377394507,-0.00014550823129771753,1000,0.052250850098628274,0.12136241701819128,0.04122913520525723,0.054283627421734995,0.10528852039420067
30,2160,2190,2175.0,M_local_fullfit,245,21,2019.0758540102809,239.83044628327207,0.30140424860871917,ok,-0.007912925894828608,-0.00014799862419834765,-0.023966936655737712,-0.008075384606376163,0.008100415246784808,-0.0002664994258759291,-0.00015538014364546718,-3.1216352406280644e-05,1000,0.05224947309661051,0.0417247749978209,0.04120995498578947,0.054256989554194376,0.10497219937050932
30,2190,2220,2205.0,M0,219,20,2026.2303953864803,239.97230010228168,0.5754482644882728,ok,-0.022654644374499096,-0.0001631876845156662,-0.0436092969872533,-0.02222033604512979,2.325277796236921e-06,-0.0004709762588716962,-0.00017510799722052228,6.885904176942643e-05,1000,0.0662613833524798,0.03404359741939844,0.04747510163081035,0.06441446282232081,0.11314640767860368
30,2190,2220,2205.0,M_local_fullfit,219,20,2026.2303953864803,239.97230010228168,0.5607671877861549,ok,-0.011462124962743403,-4.106883194543484e-05,-0.030058963063219934,-0.01034795506296903,0.01198557448290145,-0.0003431195682776955,-5.1547572331077984e-05,0.000205665302745855,1000,0.06615796126892694,0.002234154824034107,0.047431586262705494,0.06430615078599904,0.11316595434522966
30,2220,2250,2235.0,M0,232,20,2027.5897805457596,239.5299116512058,0.4628771806110308,ok,-0.02433198980209199,-0.0003344565189364866,-0.047372530362561754,-0.02323387594709029,-0.0031380029549754546,-0.0005840237232402793,-0.00033580035551638145,-0.00012465136813432742,1000,0.06318737919678444,0.1425230832512645,0.05167833805539575,0.07217931488201298,0.13740820607691256
30,2220,2250,2235.0,M_local_fullfit,232,20,2027.5897805457596,239.5299116512058,0.438986346365823,ok,-0.011772433569772384,-0.00020530454336189008,-0.03425169679688753,-0.010483923601744584,0.010290452576221487,-0.00046583160102751014,-0.00020221927570610054,2.3969867511158443e-05,1000,0.06319903759443597,0.058917972916171624,0.05168019638962942,0.0721926746896858,0.1379067912853319
