exposure_us,dynamic_range_u8_p50,intensity_coverage_fraction,peak_contrast_p50_dn,peak_contrast_p05_dn,global_fwhm_p50_px,global_fwhm_p95_px,contiguous_fwhm_p50_px,contiguous_fwhm_p95_px,interpolated_fwhm_p50_px,interpolated_fwhm_p95_px,steger_aligned_contiguous_fwhm_p50_px,steger_aligned_contiguous_fwhm_p95_px,steger_aligned_interpolated_fwhm_p50_px,steger_aligned_interpolated_fwhm_p95_px,multiple_halfmax_components_fraction,global_exceeds_contiguous_fraction,peak_saturated_fraction,peak_near_saturated_fraction,steger_valid_fraction,steger_common_valid_fraction,steger_response_p50,steger_response_p95,centre_jitter_p50_px,centre_jitter_p95_px
300.0,23.0,0.5682333333333334,68.0,19.0,6.0,11.0,6.0,11.0,5.555555555555202,10.702632575757592,9.0,12.0,8.520833333333258,12.0,0.12471402592831583,0.12471402592831583,0.0,0.0,0.1185,0.116,3.6172358989715576,6.437381458282471,0.02573039403636615,0.6124253204009281
400.0,30.0,0.5746333333333333,89.0,24.0,6.0,11.0,6.0,11.0,5.565972222222172,10.67235829959513,9.0,12.0,8.577520377520386,12.001785714285688,0.1254713150414757,0.1254713150414757,0.0,0.0,0.12106666666666667,0.11866666666666667,4.783456325531006,8.458795166015625,0.025076530414419856,0.6073870998719832
500.0,38.0,0.5778000000000001,111.0,29.0,6.0,11.0,6.0,11.0,5.563174613292517,10.666145833333415,9.0,12.0,8.57884868421047,12.034802018633512,0.12443752163378331,0.12443752163378331,0.0004038306218991577,0.0005192107995846313,0.1228,0.12066666666666667,5.850618600845337,10.522099208831785,0.02185456297389707,0.4728484308690895
600.0,45.0,0.5827,132.0,34.0,6.0,11.0,6.0,11.0,5.582406471183049,10.68398268398255,9.0,12.0,8.59590792838867,11.96897633077001,0.12573651392940907,0.12573651392940907,0.0016017390309478862,0.0020021737886848578,0.12383333333333334,0.12166666666666667,7.051666259765625,12.45126056671142,0.03137704367436983,0.5889040233614363
