ablation_id,category,selection_rule,omitted_frame_ids,remaining_unique_frame_count,fit_rms_px,status,candidate_global_p95_abs_mm,frame_p95_median_mm,frame_p95_p95_mm,frame_p95_max_mm,delta_fx,delta_fx_pct,delta_fy,delta_fy_pct,delta_cx,delta_cx_pct,delta_cy,delta_cy_pct,delta_k1,delta_k1_pct,delta_k2,delta_k2_pct,delta_p1,delta_p1_pct,delta_p2,delta_p2_pct,delta_k3,delta_k3_pct,001_depth_mm,001_tilt_deg,001_apparent_area,002_depth_mm,002_tilt_deg,002_apparent_area,004_depth_mm,004_tilt_deg,004_apparent_area,005_depth_mm,005_tilt_deg,005_apparent_area,013_depth_mm,013_tilt_deg,013_apparent_area,014_depth_mm,014_tilt_deg,014_apparent_area,008_depth_mm,008_tilt_deg,008_apparent_area,015_depth_mm,015_tilt_deg,015_apparent_area,007_depth_mm,007_tilt_deg,007_apparent_area,006_depth_mm,006_tilt_deg,006_apparent_area,011_depth_mm,011_tilt_deg,011_apparent_area,017_depth_mm,017_tilt_deg,017_apparent_area,012_depth_mm,012_tilt_deg,012_apparent_area
high_tilt,targeted,remove two highest-tilt poses,001;002,16,0.1126090733145644,ok,0.14992796485994972,0.14425248278481034,0.155808449159411,0.1609200008249843,1.4448579301697464,0.019663642536528244,1.4191963297998882,0.019311838444732443,0.5191447776064706,0.025076834719767103,-2.920320102403821,-0.19308712736178554,-0.0007292248189765815,1.4840596048419032,0.006650818473311698,2.9263183495014937,-8.26269022428215e-05,16.101767852175342,8.29968296982809e-05,-17.349637133590036,0.0,nan,664.76884086507,24.765800458073528,0.27049805523261966,664.7154146065976,21.009646411780004,0.2978601993802355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
near_depth,targeted,remove two nearest/smallest-Z poses,004;005,16,0.12051063355573434,ok,0.0738069845361224,0.06737738527928912,0.07636406955019823,0.07859429847621868,0.5898106295471734,0.008026965933112713,0.7200027223816505,0.009797500150217112,-0.6391916975321692,-0.03087559625883789,0.47974519875720034,0.0317200235061175,0.00028151842845283714,-0.5729236263129,-0.0006534204154237944,-0.2875008781650632,2.0409425317112788e-05,-3.9772497761890975,-2.1140755925413198e-05,4.4192584869697695,0.0,nan,,,,,,,648.6771903892012,3.1231462100848577,0.30871927701937785,652.9173572114065,2.878183093024264,0.3100136690978458,,,,,,,,,,,,,,,,,,,,,,,,,,,
far_depth,targeted,remove two farthest/largest-Z poses,013;014,16,0.12055729294511842,ok,0.05244133449946275,0.04662173629095605,0.05446006159211095,0.05623948818742406,-0.4129771256921231,-0.0056203688998120145,-0.5553760222146593,-0.007557327898811538,-0.32494259939903714,-0.01569606824537492,0.39220867084077327,0.02593224130351072,0.0002155927012954112,-0.4387568974137473,-0.0020959853444169896,-0.9222203850948782,1.4140948715680936e-05,-2.7556917571503563,-8.73754788447838e-06,1.8264948888307613,0.0,nan,,,,,,,,,,,,,712.278195371598,2.6398612073887753,0.24657875567775772,709.8766875655414,2.656867499970087,0.2642023816150549,,,,,,,,,,,,,,,,,,,,,
large_apparent_size,targeted,remove two largest apparent-board poses,008;015,16,0.12043457180964598,ok,0.027109189857407043,0.024264966241702268,0.028385836099517118,0.029163784835674278,0.2634702589475637,0.0035856708696216035,0.167538534011328,0.002279795285653178,0.4064585593582706,0.019633625441549576,0.20918334776297343,0.013830885072573709,0.00017184571820925976,-0.349726561717035,-0.004019335185327655,-1.7684822330994434,-2.6141570031112298e-05,5.094291090513728,2.860317384963541e-05,-5.9792005184319095,0.0,nan,,,,,,,,,,,,,,,,,,,705.2605811694826,4.5777509829218035,0.5051748660672994,672.642827400125,14.24653254007179,0.3140572453219992,,,,,,,,,,,,,,,
edge_coverage,targeted,remove two farthest image-center poses,007;014,16,0.11982969201918081,ok,0.028346654513933343,0.02514940782852193,0.03401804057056095,0.03605702895402487,0.08922797334162169,0.0012143387494453458,0.05696560366595804,0.0007751644446957945,-0.932204835466564,-0.045029339776356335,1.7115437226375434,0.11316467002577982,2.4215592141205167e-05,-0.04928162230479944,0.004005014767796022,1.762181339342758,7.136405076721219e-05,-13.906940079486489,-3.33334997404351e-05,6.968026694411743,0.0,nan,,,,,,,,,,,,,,,,709.8766875655414,2.656867499970087,0.2642023816150549,,,,,,,706.9836039768452,2.5878392327443622,0.24641252297657018,,,,,,,,,,,,
matched_control_1,matched_control,coverage-balanced control; score=0.1542,006;011,16,0.11989683305384355,ok,0.043328084918192636,0.042190028897701376,0.04731303103608382,0.0478516915558032,-0.28486975708619866,-0.0038769050962350004,-0.25314360452466644,-0.003444673785611409,0.44970097911073026,0.021722412731320258,1.8537560519987437,0.12256753313286849,3.6971843904921864e-05,-0.0752421182438895,-0.0011828803416661093,-0.5204599197786443,6.793271361277915e-05,-13.23826446920092,1.529033343489921e-06,-0.3196287589676397,0.0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.979272331423,2.5334650585219993,0.31154206503621024,678.9530751159369,12.548886333835904,0.27432437017490685,,,,,,
matched_control_2,matched_control,coverage-balanced control; score=0.2313,013;017,16,0.11904217929805194,ok,0.11565599145974942,0.11021808767922323,0.12248701528344241,0.12439996973575375,-0.9981056999940847,-0.013583614892883768,-1.0934166378774535,-0.01487876273358832,0.6193633909651908,0.029917807241204915,-1.6946498151687592,-0.11204767053645046,0.00016270790682716696,-0.33113002413914433,-0.0019298314984926568,-0.8491137366245116,-6.832894145065668e-05,13.315478651130723,3.082435305712915e-05,-6.443515280800352,0.0,nan,,,,,,,,,,,,,712.278195371598,2.6398612073887753,0.24657875567775772,,,,,,,,,,,,,,,,,,,671.0570855806752,17.087888523497888,0.3057304949111458,,,
matched_control_3,matched_control,coverage-balanced control; score=0.2359,012;015,16,0.12069308897090383,ok,0.0720162646055826,0.06654715458556382,0.07463984909259522,0.07686132904092915,0.6893140157344533,0.009381146836511933,0.6675169055652077,0.009083294797711807,0.4943140015029712,0.023877405783619722,-0.09435226329833313,-0.006238428268655175,0.00030932257697428855,-0.629508389466766,-0.004826486076045966,-2.123623554698219,-2.5186177808148914e-05,4.908110762262749,4.1874546900979106e-05,-8.753445119609584,0.0,nan,,,,,,,,,,,,,,,,,,,,,,672.642827400125,14.24653254007179,0.3140572453219992,,,,,,,,,,,,,705.1615941209134,4.505920071431838,0.25096068100437513
