candidate_type,candidate_id,frame_id,is_frame027,region,candidate_pnp_rmse_px,baseline_pnp_rmse_px,point_count,bias_delta_lambda_mm,rmse_delta_lambda_mm,p95_abs_delta_lambda_mm,max_abs_delta_lambda_mm
full18_corner_noise_mc,full18_mc_0001,026,False,middle,0.1634133108234125,0.16533904087018206,392,0.029955063620152243,0.029968785415404296,0.03136637786411711,0.03217304415693434
full18_corner_noise_mc,full18_mc_0001,026,False,bottom,0.1634133108234125,0.16533904087018206,286,0.025870158862224636,0.025900727605573423,0.02785889217904014,0.02836387817455943
full18_corner_noise_mc,full18_mc_0001,027,True,all,0.17493633047025847,0.17413744869654185,900,0.026134064902053195,0.026306418328902518,0.030676378212803,0.03124238722091377
full18_corner_noise_mc,full18_mc_0001,027,True,top,0.17493633047025847,0.17413744869654185,378,0.02913894540048564,0.029169467997715966,0.03087049719859464,0.03124238722091377
full18_corner_noise_mc,full18_mc_0001,027,True,middle,0.17493633047025847,0.17413744869654185,522,0.02395811695491246,0.02402108781602878,0.02700467788398555,0.027183351881944873
full18_corner_noise_mc,full18_mc_0001,027,True,bottom,0.17493633047025847,0.17413744869654185,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0001,028,False,all,0.18527131651229173,0.18364022678947783,900,0.033172589024834574,0.03329992847188369,0.037658959279582405,0.038271747240059995
full18_corner_noise_mc,full18_mc_0001,028,False,top,0.18527131651229173,0.18364022678947783,268,0.03669462800975658,0.03670515972888235,0.038099047534365126,0.038271747240059995
full18_corner_noise_mc,full18_mc_0001,028,False,middle,0.18527131651229173,0.18364022678947783,401,0.032974462068846765,0.03300094977366044,0.03494922150264301,0.03511494984854835
full18_corner_noise_mc,full18_mc_0001,028,False,bottom,0.18527131651229173,0.18364022678947783,231,0.029430348597960194,0.029440272674851855,0.030629083786095634,0.030725499840855264
full18_corner_noise_mc,full18_mc_0001,029,False,all,0.10495847337002365,0.10516999125379041,900,0.03568837342242583,0.03572441968960775,0.038176992953481204,0.038501708280023195
full18_corner_noise_mc,full18_mc_0001,029,False,top,0.10495847337002365,0.10516999125379041,285,0.03758164119807621,0.03758520446604295,0.03839150501728454,0.038501708280023195
full18_corner_noise_mc,full18_mc_0001,029,False,middle,0.10495847337002365,0.10516999125379041,417,0.03542213288704084,0.035430177938317584,0.036578595403170766,0.03668428344099084
full18_corner_noise_mc,full18_mc_0001,029,False,bottom,0.10495847337002365,0.10516999125379041,198,0.03352393396381567,0.03352574167736265,0.034108489450034085,0.03415764311819203
full18_corner_noise_mc,full18_mc_0001,030,False,all,0.12970720236631694,0.13097439600221755,900,0.032196697791555505,0.03246495573668545,0.03836050885230975,0.03990135335220657
full18_corner_noise_mc,full18_mc_0001,030,False,top,0.12970720236631694,0.13097439600221755,306,0.036944686770983164,0.03697180967274072,0.039094946108178874,0.03990135335220657
full18_corner_noise_mc,full18_mc_0001,030,False,middle,0.12970720236631694,0.13097439600221755,422,0.031142206602586184,0.03120546113346164,0.03445703159861182,0.03466087559706921
full18_corner_noise_mc,full18_mc_0001,030,False,bottom,0.12970720236631694,0.13097439600221755,172,0.0263368760127194,0.026343506211809163,0.02753554104171485,0.027883631058784886
full18_corner_noise_mc,full18_mc_0001,031,False,all,0.11386919637807226,0.11366432285426602,900,0.03317394693547019,0.03337012394067506,0.03908979455329131,0.040711386769885394
full18_corner_noise_mc,full18_mc_0001,031,False,top,0.11386919637807226,0.11366432285426602,119,0.03902784566287019,0.03903272834153435,0.040301009489303395,0.040711386769885394
full18_corner_noise_mc,full18_mc_0001,031,False,middle,0.11386919637807226,0.11366432285426602,446,0.034459797901745325,0.03451060178216254,0.03787586896561379,0.03818390904893931
full18_corner_noise_mc,full18_mc_0001,031,False,bottom,0.11386919637807226,0.11366432285426602,335,0.029382593265263292,0.029408493713091368,0.0313672506406192,0.03155368452075891
full18_corner_noise_mc,full18_mc_0001,032,False,all,0.13110243637712712,0.12936397098229507,900,0.037868801983782105,0.037930991350258056,0.04122280567140137,0.04159037616113892
full18_corner_noise_mc,full18_mc_0001,032,False,top,0.13110243637712712,0.12936397098229507,182,0.04085475792303216,0.0408569976545189,0.041521644528091886,0.04159037616113892
full18_corner_noise_mc,full18_mc_0001,032,False,middle,0.13110243637712712,0.12936397098229507,411,0.03840174125407468,0.0384145103732975,0.03994611038399398,0.04011731722039258
full18_corner_noise_mc,full18_mc_0001,032,False,bottom,0.13110243637712712,0.12936397098229507,307,0.035385147192141184,0.03539310538172009,0.036544100309299665,0.03667839685749641
full18_corner_noise_mc,full18_mc_0001,033,False,all,0.12215618562535832,0.12213124401352428,900,0.03274422379744591,0.03288943505438726,0.037588666897545406,0.03855841859069642
full18_corner_noise_mc,full18_mc_0001,033,False,top,0.12215618562535832,0.12213124401352428,125,0.03739334545144811,0.037398739450654354,0.03840771269490233,0.03855841859069642
full18_corner_noise_mc,full18_mc_0001,033,False,middle,0.12215618562535832,0.12213124401352428,444,0.03393075620844432,0.03396665119199004,0.03616374866037404,0.03633766867005761
full18_corner_noise_mc,full18_mc_0001,033,False,bottom,0.12215618562535832,0.12213124401352428,331,0.029396910814867155,0.02941794896407859,0.03095263448113883,0.031299624093321654
full18_corner_noise_mc,full18_mc_0001,034,False,all,0.10091536299135236,0.10025242603529741,900,0.03406879995494263,0.03407251210438101,0.034843932761458515,0.0349553055451679
full18_corner_noise_mc,full18_mc_0001,034,False,top,0.10091536299135236,0.10025242603529741,199,0.03338853112826948,0.03338873566069769,0.033579414796111,0.03359538258064276
full18_corner_noise_mc,full18_mc_0001,034,False,middle,0.10091536299135236,0.10025242603529741,424,0.03399599906870106,0.033996835195590096,0.03436265186447827,0.03439682357395668
full18_corner_noise_mc,full18_mc_0001,034,False,bottom,0.10091536299135236,0.10025242603529741,277,0.03466894823030143,0.034669298429833566,0.03492551816655123,0.0349553055451679
full18_corner_noise_mc,full18_mc_0001,035,False,all,0.13439330702980312,0.13316052201322937,900,0.021937879215450318,0.02194043580763008,0.022402430655290573,0.022441965541247555
full18_corner_noise_mc,full18_mc_0001,035,False,top,0.13439330702980312,0.13316052201322937,175,0.02236192388735227,0.02236197756823363,0.022437143253489465,0.022441965541247555
full18_corner_noise_mc,full18_mc_0001,035,False,middle,0.13439330702980312,0.13316052201322937,451,0.02203084712480207,0.022031300367327266,0.022238662312815904,0.022267621993592
full18_corner_noise_mc,full18_mc_0001,035,False,bottom,0.13439330702980312,0.13316052201322937,274,0.021514023942820818,0.021514612892856787,0.021726618164052525,0.021739644022318316
full18_corner_noise_mc,full18_mc_0001,036,False,all,0.08893515397037005,0.09079797262944811,900,0.037209935639029176,0.0372130874743969,0.03794873607272962,0.038091043382337375
full18_corner_noise_mc,full18_mc_0001,036,False,top,0.08893515397037005,0.09079797262944811,155,0.03652016700046393,0.03652027054324741,0.036636265763809205,0.03664698765578578
full18_corner_noise_mc,full18_mc_0001,036,False,middle,0.08893515397037005,0.09079797262944811,447,0.0370716854478308,0.03707243526213251,0.03741571524664096,0.03748539198909384
full18_corner_noise_mc,full18_mc_0001,036,False,bottom,0.08893515397037005,0.09079797262944811,298,0.03777608320427511,0.037776406720456596,0.03803437818232851,0.038091043382337375
full18_corner_noise_mc,full18_mc_0002,001,False,all,0.16291323461251966,0.16329053695098955,822,0.11347908229223776,0.11347977143669213,0.11404541221546083,0.11408861049619645
full18_corner_noise_mc,full18_mc_0002,001,False,top,0.16291323461251966,0.16329053695098955,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0002,001,False,middle,0.16291323461251966,0.16329053695098955,505,0.11322815371106955,0.11322849061899234,0.11358982147394273,0.11360920092556626
full18_corner_noise_mc,full18_mc_0002,001,False,bottom,0.16291323461251966,0.16329053695098955,317,0.11387882656192214,0.11387893162329692,0.11407131288585788,0.11408861049619645
full18_corner_noise_mc,full18_mc_0002,002,False,all,0.14723592652183115,0.14798432041035417,890,0.10572217162770947,0.1057324318927396,0.10790971153128907,0.10814803584423771
full18_corner_noise_mc,full18_mc_0002,002,False,top,0.14723592652183115,0.14798432041035417,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0002,002,False,middle,0.14723592652183115,0.14798432041035417,497,0.10684993718733898,0.10685305168882356,0.10797130049861607,0.10814803584423771
full18_corner_noise_mc,full18_mc_0002,002,False,bottom,0.14723592652183115,0.14798432041035417,393,0.10429596429148591,0.10429802136426113,0.10521357282032114,0.10527489472565321
full18_corner_noise_mc,full18_mc_0002,003,False,all,0.15027994433083944,0.15082336512204414,900,0.1109693100503566,0.11100960348938507,0.11526557397917259,0.11671449613834284
full18_corner_noise_mc,full18_mc_0002,003,False,top,0.15027994433083944,0.15082336512204414,216,0.11486246516675075,0.11486398364855441,0.11593873569694324,0.11671449613834284
full18_corner_noise_mc,full18_mc_0002,003,False,middle,0.15027994433083944,0.15082336512204414,510,0.11083649479581446,0.11084708738039278,0.1130059393122906,0.11343716018700434
full18_corner_noise_mc,full18_mc_0002,003,False,bottom,0.15027994433083944,0.15082336512204414,174,0.10652571392780118,0.10652728856212101,0.10734789312099338,0.1079241228914043
full18_corner_noise_mc,full18_mc_0002,004,False,all,0.09917923875835716,0.10089911315776134,900,0.11099187042960769,0.11102095540449809,0.11482700011810039,0.11521246992265333
full18_corner_noise_mc,full18_mc_0002,004,False,top,0.09917923875835716,0.10089911315776134,440,0.11326072324680649,0.11326667527447176,0.11499716170170586,0.11521246992265333
full18_corner_noise_mc,full18_mc_0002,004,False,middle,0.09917923875835716,0.10089911315776134,460,0.10882166338706972,0.10882952169845277,0.11088446229704232,0.11130382486658164
full18_corner_noise_mc,full18_mc_0002,004,False,bottom,0.09917923875835716,0.10089911315776134,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0002,005,False,all,0.10404213054689428,0.1029680148290363,900,0.10029564086281918,0.10030776161711763,0.10271856357327351,0.1029124795215921
full18_corner_noise_mc,full18_mc_0002,005,False,top,0.10404213054689428,0.1029680148290363,222,0.10233704007705742,0.10233779600171976,0.10286668048822208,0.1029124795215921
full18_corner_noise_mc,full18_mc_0002,005,False,middle,0.10404213054689428,0.1029680148290363,407,0.1004258993572389,0.10042862491467477,0.10156021497147094,0.10165167974537326
full18_corner_noise_mc,full18_mc_0002,005,False,bottom,0.10404213054689428,0.1029680148290363,271,0.0984277226606431,0.09842872667912105,0.09916171016300268,0.09922240767321
full18_corner_noise_mc,full18_mc_0002,006,False,all,0.0974511650604533,0.09617947945335815,900,0.11624522713080764,0.11625066331970225,0.11800465538272534,0.11821201703492079
full18_corner_noise_mc,full18_mc_0002,006,False,top,0.0974511650604533,0.09617947945335815,82,0.11802026705228255,0.1180203209131008,0.11819341967913033,0.11821201703492079
full18_corner_noise_mc,full18_mc_0002,006,False,middle,0.0974511650604533,0.09617947945335815,621,0.11649517664884611,0.11649771090045619,0.11763180408752305,0.1178079985442082
full18_corner_noise_mc,full18_mc_0002,006,False,bottom,0.0974511650604533,0.09617947945335815,197,0.11471846609394046,0.11471876291595662,0.11509911268440191,0.11513602132947653
full18_corner_noise_mc,full18_mc_0002,007,False,all,0.11737381596043579,0.11620290816413645,900,0.11083192199190117,0.11088797334893308,0.11633866559689068,0.11697149057692968
full18_corner_noise_mc,full18_mc_0002,007,False,top,0.11737381596043579,0.11620290816413645,425,0.11403400571243337,0.11404629251824726,0.11668052621664629,0.11697149057692968
full18_corner_noise_mc,full18_mc_0002,007,False,middle,0.11737381596043579,0.11620290816413645,475,0.10796689971563554,0.10798383616174703,0.11086035440555406,0.11111874948426248
full18_corner_noise_mc,full18_mc_0002,007,False,bottom,0.11737381596043579,0.11620290816413645,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0002,008,False,all,0.09813543855541329,0.09554045144952464,900,0.11496796028008463,0.11496871733990452,0.1156562010179357,0.11571729039621914
full18_corner_noise_mc,full18_mc_0002,008,False,top,0.09813543855541329,0.09554045144952464,209,0.11553241919569661,0.11553246848332986,0.11569610660878879,0.11571729039621914
full18_corner_noise_mc,full18_mc_0002,008,False,middle,0.09813543855541329,0.09554045144952464,565,0.11489886719879334,0.11489913613998805,0.11527542012347566,0.11534982521925485
full18_corner_noise_mc,full18_mc_0002,008,False,bottom,0.09813543855541329,0.09554045144952464,126,0.11434149740362966,0.11434151936682363,0.11443515015363914,0.11444387073777307
full18_corner_noise_mc,full18_mc_0002,009,False,all,0.1111748448091299,0.10973019581690426,900,0.11850407502278042,0.11857778446615888,0.12487127683824042,0.1254504001561827
full18_corner_noise_mc,full18_mc_0002,009,False,top,0.1111748448091299,0.10973019581690426,418,0.1224040586997344,0.1224182516382878,0.12518163927325646,0.1254504001561827
full18_corner_noise_mc,full18_mc_0002,009,False,middle,0.1111748448091299,0.10973019581690426,482,0.11512193150210248,0.11514359092802104,0.11878065294513931,0.1193148098260508
full18_corner_noise_mc,full18_mc_0002,009,False,bottom,0.1111748448091299,0.10973019581690426,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0002,010,False,all,0.11390660464338946,0.11900903660715031,900,0.12449821812973356,0.1244986049281514,0.12497632886685892,0.12503060475580696
full18_corner_noise_mc,full18_mc_0002,010,False,top,0.11390660464338946,0.11900903660715031,348,0.12482779556733374,0.12482785023568632,0.1250102204318239,0.12503060475580696
full18_corner_noise_mc,full18_mc_0002,010,False,middle,0.11390660464338946,0.11900903660715031,552,0.12429044104950736,0.1242905889910178,0.12458691152599499,0.12461914630091542
full18_corner_noise_mc,full18_mc_0002,010,False,bottom,0.11390660464338946,0.11900903660715031,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0002,011,False,all,0.11590109740116866,0.11763441654918086,900,0.11995307252406318,0.12002152885631306,0.1263534169012246,0.1270550332927769
full18_corner_noise_mc,full18_mc_0002,011,False,top,0.11590109740116866,0.11763441654918086,368,0.12411852370432264,0.12412925787939738,0.12678923913753123,0.1270550332927769
full18_corner_noise_mc,full18_mc_0002,011,False,middle,0.11590109740116866,0.11763441654918086,532,0.11707170779786866,0.11709580864997424,0.12057546605582274,0.12107778034840067
full18_corner_noise_mc,full18_mc_0002,011,False,bottom,0.11590109740116866,0.11763441654918086,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0002,012,False,all,0.08982328617939153,0.08831906971658644,900,0.11731698303725743,0.11732997936660479,0.11996505460863319,0.1202031157622514
full18_corner_noise_mc,full18_mc_0002,012,False,top,0.08982328617939153,0.08831906971658644,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0002,012,False,middle,0.08982328617939153,0.08831906971658644,472,0.11587177482083731,0.11587546280815088,0.11738399962086418,0.11760614010972859
full18_corner_noise_mc,full18_mc_0002,012,False,bottom,0.08982328617939153,0.08831906971658644,428,0.11891076406097309,0.11891339867477917,0.12008861229973036,0.1202031157622514
full18_corner_noise_mc,full18_mc_0002,013,False,all,0.10949674650178459,0.10716464123154426,900,0.11448616285598809,0.1144921300325485,0.11625452607660805,0.11640342781265645
full18_corner_noise_mc,full18_mc_0002,013,False,top,0.10949674650178459,0.10716464123154426,191,0.11605991948809759,0.1160601377728514,0.11637204730328676,0.11640342781265645
