candidate_type,candidate_id,frame_id,is_frame027,region,candidate_pnp_rmse_px,baseline_pnp_rmse_px,point_count,bias_delta_lambda_mm,rmse_delta_lambda_mm,p95_abs_delta_lambda_mm,max_abs_delta_lambda_mm
full18_corner_noise_mc,full18_mc_0002,013,False,middle,0.10949674650178459,0.10716464123154426,478,0.11459344228760733,0.11459510364633903,0.11550217162242689,0.11558695295093457
full18_corner_noise_mc,full18_mc_0002,013,False,bottom,0.10949674650178459,0.10716464123154426,231,0.11296292872158588,0.11296337913657285,0.11352270656681185,0.1135598725577438
full18_corner_noise_mc,full18_mc_0002,014,False,all,0.09823920179671673,0.0958597242250322,900,0.11640202085074129,0.11643904254282043,0.12097587654421318,0.12137301102575293
full18_corner_noise_mc,full18_mc_0002,014,False,top,0.09823920179671673,0.0958597242250322,442,0.11901585271326934,0.11902485143898482,0.12117896867422359,0.12137301102575293
full18_corner_noise_mc,full18_mc_0002,014,False,middle,0.09823920179671673,0.0958597242250322,458,0.11387950189170766,0.11388791145970997,0.11600251192792257,0.11640396318330204
full18_corner_noise_mc,full18_mc_0002,014,False,bottom,0.09823920179671673,0.0958597242250322,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0002,015,False,all,0.11117895816270848,0.11069834610060661,900,0.11660968577910884,0.11661392709578651,0.11803005996785032,0.11824996482050665
full18_corner_noise_mc,full18_mc_0002,015,False,top,0.11117895816270848,0.11069834610060661,431,0.11750452094284002,0.11750530681809138,0.11815097482235615,0.11824996482050665
full18_corner_noise_mc,full18_mc_0002,015,False,middle,0.11117895816270848,0.11069834610060661,469,0.115787353251245,0.11578871952729979,0.11672607528980734,0.11678203041469715
full18_corner_noise_mc,full18_mc_0002,015,False,bottom,0.11117895816270848,0.11069834610060661,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0002,016,False,all,0.12484725966573001,0.12452317961002471,900,0.11035275085245745,0.11035367225031663,0.11086307041954342,0.11086825118184152
full18_corner_noise_mc,full18_mc_0002,016,False,top,0.12484725966573001,0.12452317961002471,198,0.11079502366848973,0.11079504262298842,0.11086676341955695,0.11086825118184152
full18_corner_noise_mc,full18_mc_0002,016,False,middle,0.12484725966573001,0.12452317961002471,420,0.1105364217062694,0.11053671481179414,0.11084744964280731,0.11085605374853458
full18_corner_noise_mc,full18_mc_0002,016,False,bottom,0.12484725966573001,0.12452317961002471,282,0.1097686665397787,0.10976876138465352,0.10999885666471414,0.11002166846071759
full18_corner_noise_mc,full18_mc_0002,017,False,all,0.1189498517201192,0.11832308699666845,890,0.11824053314219238,0.1182465207555799,0.11987484918279279,0.12012163262488684
full18_corner_noise_mc,full18_mc_0002,017,False,top,0.1189498517201192,0.11832308699666845,324,0.11958053887406621,0.11958086833784873,0.12004770574526447,0.12012163262488684
full18_corner_noise_mc,full18_mc_0002,017,False,middle,0.1189498517201192,0.11832308699666845,566,0.11747346272323986,0.11747586826508102,0.11872112214783215,0.11889208238926585
full18_corner_noise_mc,full18_mc_0002,017,False,bottom,0.1189498517201192,0.11832308699666845,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0002,018,False,all,0.12177209180376018,0.12157909084589343,900,0.11136955620502262,0.11148016388856866,0.1190332086439696,0.12001839410243065
full18_corner_noise_mc,full18_mc_0002,018,False,top,0.12177209180376018,0.12157909084589343,310,0.11699007251143946,0.11700301043964703,0.11966623223182751,0.12001839410243065
full18_corner_noise_mc,full18_mc_0002,018,False,middle,0.12177209180376018,0.12157909084589343,448,0.10982199310599126,0.10984748694930391,0.11358537355349085,0.11392742483849361
full18_corner_noise_mc,full18_mc_0002,018,False,bottom,0.12177209180376018,0.12157909084589343,142,0.10398186756683124,0.10398595287554407,0.10515448670582828,0.10526743629043267
full18_corner_noise_mc,full18_mc_0002,025,False,all,0.15563955888046288,0.15619495732179384,900,0.1124695420726064,0.11251999666455542,0.1172552680940214,0.11862082224649839
full18_corner_noise_mc,full18_mc_0002,025,False,top,0.15563955888046288,0.15619495732179384,321,0.11621133753144697,0.11621631099090268,0.11823428204024822,0.11862082224649839
full18_corner_noise_mc,full18_mc_0002,025,False,middle,0.15563955888046288,0.15619495732179384,442,0.11134734859517957,0.11135863153891286,0.11358824863161203,0.11419717172793753
full18_corner_noise_mc,full18_mc_0002,025,False,bottom,0.15563955888046288,0.15619495732179384,137,0.10732277692468548,0.1073246437014178,0.10810105496004781,0.10817031487988515
full18_corner_noise_mc,full18_mc_0002,026,False,all,0.16375500850263025,0.16533904087018206,900,0.10876679987651654,0.1088317564165282,0.11434291645362009,0.11475240462164038
full18_corner_noise_mc,full18_mc_0002,026,False,top,0.16375500850263025,0.16533904087018206,222,0.11361331572589807,0.11361606386353441,0.11462410245366642,0.11475240462164038
full18_corner_noise_mc,full18_mc_0002,026,False,middle,0.16375500850263025,0.16533904087018206,392,0.10935533566247044,0.10936085528803183,0.11106638175621128,0.11207322622578886
full18_corner_noise_mc,full18_mc_0002,026,False,bottom,0.16375500850263025,0.16533904087018206,286,0.10419815460848637,0.10421139718949667,0.10679337949750334,0.10742031808342745
full18_corner_noise_mc,full18_mc_0002,027,True,all,0.17189132385670802,0.17413744869654185,900,0.11522663828980499,0.11526211670881578,0.11965436829664214,0.12026491972551412
full18_corner_noise_mc,full18_mc_0002,027,True,top,0.17189132385670802,0.17413744869654185,378,0.11808758322224976,0.11809528366495237,0.11987170113050069,0.12026491972551412
full18_corner_noise_mc,full18_mc_0002,027,True,middle,0.17189132385670802,0.17413744869654185,522,0.11315491954562086,0.11316624342971573,0.1159732743160589,0.11614289196802474
full18_corner_noise_mc,full18_mc_0002,027,True,bottom,0.17189132385670802,0.17413744869654185,0,nan,nan,nan,nan
full18_corner_noise_mc,full18_mc_0002,028,False,all,0.1858727581092399,0.18364022678947783,900,0.10323008910468452,0.10326555234098862,0.10737452253305264,0.10793535267555399
full18_corner_noise_mc,full18_mc_0002,028,False,top,0.1858727581092399,0.18364022678947783,268,0.10649299272863183,0.10649603244189011,0.10777687139984664,0.10793535267555399
full18_corner_noise_mc,full18_mc_0002,028,False,middle,0.1858727581092399,0.18364022678947783,401,0.10306369168308589,0.10307102865685817,0.10489441386357612,0.1050462044621554
full18_corner_noise_mc,full18_mc_0002,028,False,bottom,0.1858727581092399,0.18364022678947783,231,0.09973341029448178,0.09973605716499878,0.10087107830537434,0.10096144869010004
full18_corner_noise_mc,full18_mc_0002,029,False,all,0.10563296720598665,0.10516999125379041,900,0.10973882191917697,0.10979264869401262,0.11505635553464799,0.11574318119301097
full18_corner_noise_mc,full18_mc_0002,029,False,top,0.10563296720598665,0.10516999125379041,285,0.1137912917991535,0.11379661091528648,0.11551016936728047,0.11574318119301097
full18_corner_noise_mc,full18_mc_0002,029,False,middle,0.10563296720598665,0.10516999125379041,417,0.10917430568950313,0.10918633172988516,0.11165424351072488,0.11188010465377829
full18_corner_noise_mc,full18_mc_0002,029,False,bottom,0.10563296720598665,0.10516999125379041,198,0.1050946267271602,0.10509729545443379,0.10635217189779951,0.10645795484674636
full18_corner_noise_mc,full18_mc_0002,030,False,all,0.1302709327866016,0.13097439600221755,900,0.11019531461970612,0.11023170278004661,0.1143740470795592,0.11539856572267126
full18_corner_noise_mc,full18_mc_0002,030,False,top,0.1302709327866016,0.13097439600221755,306,0.11342273902703537,0.11342673331568819,0.1148620535743703,0.11539856572267126
full18_corner_noise_mc,full18_mc_0002,030,False,middle,0.1302709327866016,0.13097439600221755,422,0.10948032535720727,0.10948872275127476,0.11174299819300018,0.11188211007288373
full18_corner_noise_mc,full18_mc_0002,030,False,bottom,0.1302709327866016,0.13097439600221755,172,0.10620771927163498,0.10620847322353183,0.10701980062159464,0.10725626590249249
full18_corner_noise_mc,full18_mc_0002,031,False,all,0.1147015778114691,0.11366432285426602,900,0.11165870853165087,0.11166034942946514,0.11256073008856901,0.11271067068503271
full18_corner_noise_mc,full18_mc_0002,031,False,top,0.1147015778114691,0.11366432285426602,119,0.11061956324355562,0.1106196755317978,0.11080517591899479,0.11082066786582345
full18_corner_noise_mc,full18_mc_0002,031,False,middle,0.1147015778114691,0.11366432285426602,446,0.11147270961612245,0.11147309974011874,0.11187076552278086,0.11190878088052614
full18_corner_noise_mc,full18_mc_0002,031,False,bottom,0.1147015778114691,0.11366432285426602,335,0.11227546616033449,0.11227568806083328,0.11265570218477024,0.11271067068503271
full18_corner_noise_mc,full18_mc_0002,032,False,all,0.131668258493367,0.12936397098229507,900,0.10589455263120373,0.10590836292840021,0.10852491357396729,0.1088127087424482
full18_corner_noise_mc,full18_mc_0002,032,False,top,0.131668258493367,0.12936397098229507,182,0.10823849283605926,0.10823900817954796,0.10876054527926726,0.1088127087424482
full18_corner_noise_mc,full18_mc_0002,032,False,middle,0.131668258493367,0.12936397098229507,411,0.10632048672521405,0.10632333138905532,0.10752944818733567,0.10766416862509232
full18_corner_noise_mc,full18_mc_0002,032,False,bottom,0.131668258493367,0.12936397098229507,307,0.10393476100279346,0.1039364852441611,0.1048583206543526,0.1049642730939695
full18_corner_noise_mc,full18_mc_0002,033,False,all,0.12214201034930254,0.12213124401352428,900,0.10790595618187214,0.10792530925540536,0.1111336735343059,0.11179794273562038
full18_corner_noise_mc,full18_mc_0002,033,False,top,0.12214201034930254,0.12213124401352428,125,0.11100059991510079,0.11100144484997984,0.11169390753616426,0.11179794273562038
full18_corner_noise_mc,full18_mc_0002,033,False,middle,0.12214201034930254,0.12213124401352428,444,0.10868339350177779,0.10868828991366074,0.11016521668877885,0.11028333480840047
full18_corner_noise_mc,full18_mc_0002,033,False,bottom,0.12214201034930254,0.12213124401352428,331,0.10569443764201811,0.10569699535076497,0.10672187590211024,0.10694755419365265
full18_corner_noise_mc,full18_mc_0002,034,False,all,0.10125512269684205,0.10025242603529741,900,0.10895748203270374,0.10896923291685688,0.11146387318862594,0.11169673293784399
full18_corner_noise_mc,full18_mc_0002,034,False,top,0.10125512269684205,0.10025242603529741,199,0.1111195816876508,0.1111202107331277,0.11164535365147685,0.11169673293784399
full18_corner_noise_mc,full18_mc_0002,034,False,middle,0.10125512269684205,0.10025242603529741,424,0.10919067053859789,0.10919330538553283,0.11034956274634737,0.1104573746697497
full18_corner_noise_mc,full18_mc_0002,034,False,bottom,0.10125512269684205,0.10025242603529741,277,0.10704726630045251,0.10704842788503417,0.10783948567980133,0.10791015543475169
full18_corner_noise_mc,full18_mc_0002,035,False,all,0.1350543118801314,0.13316052201322937,900,0.11081680758530271,0.11086037475670554,0.11528385845397224,0.11567314534283923
full18_corner_noise_mc,full18_mc_0002,035,False,top,0.1350543118801314,0.13316052201322937,175,0.11490285747507901,0.11490379579895445,0.11560027317932509,0.11567314534283923
full18_corner_noise_mc,full18_mc_0002,035,False,middle,0.1350543118801314,0.13316052201322937,451,0.11159369288730848,0.11160256990982718,0.11369369791134432,0.11400063145833883
full18_corner_noise_mc,full18_mc_0002,035,False,bottom,0.1350543118801314,0.13316052201322937,274,0.10692836232283755,0.10693559633449737,0.10864410638010895,0.10877089771850024
full18_corner_noise_mc,full18_mc_0002,036,False,all,0.09481478287534023,0.09079797262944811,900,0.11260533538663758,0.11261245547911741,0.11452565451980376,0.11482578846528213
full18_corner_noise_mc,full18_mc_0002,036,False,top,0.09481478287534023,0.09079797262944811,155,0.11439519230799203,0.11439540040213846,0.11477906707781357,0.11482578846528213
full18_corner_noise_mc,full18_mc_0002,036,False,middle,0.09481478287534023,0.09079797262944811,447,0.11297463063699621,0.11297632120233575,0.11399293922189599,0.1140713514108711
full18_corner_noise_mc,full18_mc_0002,036,False,bottom,0.09481478287534023,0.09079797262944811,298,0.11112042666274415,0.11112118908637685,0.11177034155531942,0.11188131067115137
