candidate_type,candidate_id,status,fit_rms_px,unique_frame_count,subset_size,frame_ids,error,noise_std_u_px,noise_std_v_px,noise_cov_uv_px2,fx,delta_fx,delta_fx_pct,fy,delta_fy,delta_fy_pct,cx,delta_cx,delta_cx_pct,cy,delta_cy,delta_cy_pct,k1,delta_k1,delta_k1_pct,k2,delta_k2,delta_k2_pct,p1,delta_p1,delta_p1_pct,p2,delta_p2,delta_p2_pct,k3,delta_k3,delta_k3_pct
full18_corner_noise_mc,full18_mc_0001,ok,0.16556913071425874,18,18,001-018,,0.0808933051911429,0.08373398970588558,-9.501119430953078e-05,7348.210719496018,0.34560505600347824,0.004703475779982619,7349.221485107204,0.3803384633292808,0.005175488974924661,2069.1220942791574,-1.0944358686797386,-0.052865768036427736,1511.868976134577,-0.5674779704365847,-0.0375207810481129,-0.048870989808920275,0.0002661753424932911,-0.5416986138151966,0.22608235637523538,-0.0011936156475858273,-0.5251833869468499,-0.0005113885743667623,1.7656519355293589e-06,-0.34407822152267326,-0.0004792178354790564,-8.399359344395791e-07,0.17558000385033273,0.0,0.0,nan
full18_corner_noise_mc,full18_mc_0002,ok,0.1707690223170252,18,18,001-018,,0.0808933051911429,0.08373398970588558,-9.501119430953078e-05,7349.040468013352,1.1753535733378158,0.01599585124430241,7349.906760118098,1.0656134742230279,0.014500428747322705,2069.6192087352965,-0.597321412540623,-0.028853088739368118,1512.1677241366212,-0.26872996839233565,-0.017768017139692456,-0.04834589736569565,0.0007912677857179126,-1.6103244525394635,0.2238656960802635,-0.0034102759425577167,-1.500499992236436,-0.0005286289620517348,-1.5474735749443163e-05,3.015611088493155,-0.00047926571242596055,-8.878128813437055e-07,0.18558818920958572,0.0,0.0,nan
