platform_id,stable_range,analysis_range,z_median_mm,z_sigma_between_frames_mm,z_spatial_sigma_median_mm,height_median_mm,height_sigma_between_frames_mm,height_p95_abs_mm,is_reference
p01,"[1050, 1128]","[1058, 1120]",-0.02238077781856873,0.001118898699374803,0.026770229724112228,0.015705114140757814,0.0013471663926591074,0.0009525904916358741,False
p02,"[1184, 1278]","[1192, 1270]",30.00468210701365,0.0016085240433016041,0.017543846123217542,30.042767998972977,0.0013802563500172995,0.0009759886248730254,False
p03,"[1283, 1380]","[1291, 1372]",20.03066235349351,0.001991237626937102,0.01798061439632658,20.068748245452838,0.0022195053202214068,0.0015694272628081762,False
p04,"[1386, 1478]","[1394, 1470]",10.009554201858748,0.000860093058304173,0.024537610831983997,10.047640093818075,0.0006318253650198684,0.00044676800013121465,False
p05,"[1481, 1572]","[1489, 1564]",6.006586982402837,0.003156537909381304,0.024125995008187406,6.044672874362163,0.0029282702160969994,0.0020705997269487852,False
p06,"[1574, 1664]","[1582, 1656]",1.941956047776216,0.007460603196113216,0.024598914702620597,1.9800419397355427,0.007232335502828911,0.005114033477866542,False
p07,"[1670, 1755]","[1678, 1747]",0.9191927348678348,0.0028885531187157368,0.02822887298291284,0.9572786268271614,0.0026602854254314324,0.0018811058642143053,False
p08,"[1762, 1849]","[1770, 1841]",-0.038085891959326545,0.00022826769328430455,0.01810902100096854,0.0,0.0,0.0,True
