weighting,profile_type,t,weak_singular_value,weak_to_strong_ratio,invalid_count,theta_axis_rad,phi_axis_rad,A_x_mm,A_y_mm,A_z_mm,alpha_rad,alpha_deg,rmse_mm,p95_abs_mm,residual_energy,explained_fraction_vs_theta0
frame_equal,weak_singular_direction,-2.4,2.35251196208e-05,1.62530478878e-06,0,2.578949124,-0.00539623803805,-358.24489294,85.698556466,488.264215371,1.56192428128,89.4916692362,0.0341481414447,0.0755255902578,20.4813024883,0.967844607824
frame_equal,weak_singular_direction,-2.2,2.35251196208e-05,1.62530478878e-06,0,2.57896917859,-0.00536991875571,-356.651833802,85.0264883583,489.242197424,1.56196471823,89.4939861029,0.0340088780236,0.0751495617672,20.3145888697,0.968106346148
frame_equal,weak_singular_direction,-2,2.35251196208e-05,1.62530478878e-06,0,2.57898923317,-0.00534359947338,-355.058774664,84.3544202505,490.220179476,1.56200515518,89.4963029696,0.0339023935919,0.074733223978,20.1875749237,0.968305756476
frame_equal,weak_singular_direction,-1.8,2.35251196208e-05,1.62530478878e-06,0,2.57900928775,-0.00531728019104,-353.465715526,83.6823521428,491.198161528,1.56204559214,89.4986198364,0.0338232134953,0.0742005285976,20.0933876204,0.96845362938
frame_equal,weak_singular_direction,-1.6,2.35251196208e-05,1.62530478878e-06,0,2.57902934234,-0.0052909609087,-351.872656388,83.0102840351,492.176143581,1.56208602909,89.5009367031,0.0337662878101,0.0738346025949,20.0258087486,0.968559727375
frame_equal,weak_singular_direction,-1.4,2.35251196208e-05,1.62530478878e-06,0,2.57904939692,-0.00526464162636,-350.279597249,82.3382159273,493.154125633,1.56212646604,89.5032535698,0.0337270337266,0.0733092645032,19.9792748894,0.96863278496
frame_equal,weak_singular_direction,-1.2,2.35251196208e-05,1.62530478878e-06,0,2.5790694515,-0.00523832234402,-348.686538111,81.6661478196,494.132107686,1.56216690299,89.5055704365,0.0337013669396,0.0729047542523,19.9488773945,0.968680508652
frame_equal,weak_singular_direction,-1,2.35251196208e-05,1.62530478878e-06,0,2.57908950608,-0.00521200306168,-347.093478973,80.9940797118,495.110089738,1.56220733995,89.5078873033,0.0336857237779,0.0728091319785,19.9303623539,0.968709577037
frame_equal,weak_singular_direction,-0.8,2.35251196208e-05,1.62530478878e-06,0,2.57910956067,-0.00518568377934,-345.500419835,80.3220116041,496.08807179,1.5622477769,89.51020417,0.0336770759245,0.0726297428909,19.9201305578,0.968725640831
frame_equal,weak_singular_direction,-0.6,2.35251196208e-05,1.62530478878e-06,0,2.57912961525,-0.005159364497,-343.907360697,79.6499434963,497.066053843,1.56228821385,89.5125210367,0.0336729395218,0.0725171752364,19.9152374595,0.968733322935
frame_equal,weak_singular_direction,-0.4,2.35251196208e-05,1.62530478878e-06,0,2.57914966983,-0.00513304521466,-342.314301558,78.9778753886,498.044035895,1.5623286508,89.5148379035,0.0336713802766,0.0724994324722,19.9133931286,0.968736218511
frame_equal,weak_singular_direction,-0.2,2.35251196208e-05,1.62530478878e-06,0,2.57916972442,-0.00510672593232,-340.72124242,78.3058072808,499.022017948,1.56236908776,89.5171547702,0.0336710159482,0.072440350824,19.9129622003,0.968736895063
frame_equal,weak_singular_direction,0,2.35251196208e-05,1.62530478878e-06,0,2.579189779,-0.00508040664998,-339.128183282,77.6337391731,500,1.56240952471,89.5194716369,0.0336710173156,0.072462398351,19.9129638178,0.968736892524
v_region_equal,weak_singular_direction,-8,2.17890623813e-05,1.50726027786e-06,0,2.587658705,-0.00546560897859,-411.77439027,82.6343795079,460.454927563,1.56131909064,89.4569943668,0.0564182752937,0.11285273181,55.9065946689,0.914534031989
v_region_equal,weak_singular_direction,-7.8,2.17890623813e-05,1.50726027786e-06,0,2.58768245219,-0.00544575057999,-410.135288936,82.0964776055,461.443554374,1.56135665003,89.4591463613,0.0547157019934,0.110672841865,52.583244496,0.919614529938
v_region_equal,weak_singular_direction,-7.6,2.17890623813e-05,1.50726027786e-06,0,2.58770619938,-0.00542589218139,-408.496187603,81.558575703,462.432181185,1.56139420942,89.4612983558,0.053090485533,0.108548150175,49.5058843251,0.924318976122
v_region_equal,weak_singular_direction,-7.4,2.17890623813e-05,1.50726027786e-06,0,2.58772994657,-0.0054060337828,-406.857086269,81.0206738006,463.420807996,1.56143176881,89.4634503503,0.0515430680031,0.106478657443,46.6620655585,0.928666401058
v_region_equal,weak_singular_direction,-7.2,2.17890623813e-05,1.50726027786e-06,0,2.58775369376,-0.0053861753842,-405.217984935,80.4827718981,464.409434807,1.5614693282,89.4656023447,0.050073768552,0.104464364241,44.0396626644,0.932675341384
v_region_equal,weak_singular_direction,-7,2.17890623813e-05,1.50726027786e-06,0,2.58777744095,-0.0053663169856,-403.578883601,79.9448699957,465.398061618,1.56150688759,89.4677543392,0.048682758782,0.102505271133,41.6268732502,0.936363839746
v_region_equal,weak_singular_direction,-6.8,2.17890623813e-05,1.50726027786e-06,0,2.58780118814,-0.005346458587,-401.939782267,79.4069680932,466.386688428,1.56154444697,89.4699063337,0.0473700370293,0.100601378735,39.4122180489,0.93974944482
v_region_equal,weak_singular_direction,-6.6,2.17890623813e-05,1.50726027786e-06,0,2.58782493533,-0.0053266001884,-400.300680933,78.8690661908,467.375315239,1.56158200636,89.4720583282,0.0461354023111,0.0987526876221,37.3845409843,0.94284921121
