heldout_frame,weighting,region,v_min_px,v_max_px,sample_count,before_rmse_mm,after_rmse_mm,before_p95_abs_mm,after_p95_abs_mm,explained_fraction
003,v_region_equal,bin_2400_2699,2400,2700,191,0.131233180074,0.114895702934,0.347741179711,0.271517047686,0.233485689713
003,v_region_equal,bin_2700_2999,2700,3000,73,0.308234720655,0.252055789017,0.35930011812,0.277768077927,0.331301671518
003,v_region_equal,extrap_top_v_lt_242,0,241.997693497,39,0.192789060905,0.01507360803,0.226362604586,0.0266198541673,0.993886785143
003,v_region_equal,extrap_bottom_v_gt_2732,2731.97787458,3000,41,0.307547365169,0.251837586975,0.360156876347,0.278488634983,0.329471753548
004,point_equal,top_0_299,0,300,90,0.608852179204,0.275666628658,0.691771418308,0.315306650388,0.795004342987
004,point_equal,middle_300_2699,300,2700,1229,0.110464903726,0.0498392781167,0.1989119335,0.0848400030878,0.796438871533
004,point_equal,bottom_2700_2999,2700,3000,260,0.305949806109,0.0680652278674,0.37825304095,0.101421515172,0.950506263603
004,point_equal,bin_0000_0299,0,300,90,0.608852179204,0.275666628658,0.691771418308,0.315306650388,0.795004342987
004,point_equal,bin_0300_0599,300,600,176,0.118523535766,0.0562349600663,0.38189310954,0.16698738483,0.774885440351
004,point_equal,bin_0600_0899,600,900,209,0.180801079447,0.0769901903936,0.221865568798,0.0951930615924,0.818670380945
004,point_equal,bin_0900_1199,900,1200,112,0.0458826431298,0.0371306326443,0.0894060419261,0.0608489763401,0.345110779802
004,point_equal,bin_1200_1499,1200,1500,105,0.0448727251313,0.0600078655187,0.0752618786987,0.0775397612301,-0.78834567227
004,point_equal,bin_1500_1799,1500,1800,209,0.102249769953,0.0283783042991,0.170491203431,0.0519905094837,0.922972074185
004,point_equal,bin_1800_2099,1800,2100,187,0.0896513193303,0.0284884912815,0.12383813708,0.0481459583845,0.899022287088
004,point_equal,bin_2100_2399,2100,2400,95,0.0857623527816,0.0392378078063,0.133411011963,0.0615336886906,0.790677411056
004,point_equal,bin_2400_2699,2400,2700,136,0.0794469072359,0.0435974708806,0.113404131262,0.0661725070375,0.698859891987
004,point_equal,bin_2700_2999,2700,3000,260,0.305949806109,0.0680652278674,0.37825304095,0.101421515172,0.950506263603
004,point_equal,extrap_top_v_lt_242,0,241.997693497,32,0.657491462108,0.297312436561,0.711978612173,0.323204826948,0.795522316282
004,point_equal,extrap_bottom_v_gt_2732,2731.97787458,3000,260,0.305949806109,0.0680652278674,0.37825304095,0.101421515172,0.950506263603
004,frame_equal,top_0_299,0,300,90,0.608852179204,0.271655376697,0.691771418308,0.311266779872,0.800926761886
004,frame_equal,middle_300_2699,300,2700,1229,0.110464903726,0.0504219886468,0.1989119335,0.0877688098393,0.791651055918
004,frame_equal,bottom_2700_2999,2700,3000,260,0.305949806109,0.066224335253,0.37825304095,0.0992510222171,0.953147275464
004,frame_equal,bin_0000_0299,0,300,90,0.608852179204,0.271655376697,0.691771418308,0.311266779872,0.800926761886
004,frame_equal,bin_0300_0599,300,600,176,0.118523535766,0.0568322803352,0.38189310954,0.163057380045,0.770077768169
004,frame_equal,bin_0600_0899,600,900,209,0.180801079447,0.0799547127131,0.221865568798,0.0982297574533,0.804437267773
004,frame_equal,bin_0900_1199,900,1200,112,0.0458826431298,0.0354550143929,0.0894060419261,0.0591456302243,0.402884319726
004,frame_equal,bin_1200_1499,1200,1500,105,0.0448727251313,0.0580349646347,0.0752618786987,0.0754980644152,-0.672686523792
